"year","hhtyp","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2017","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.49","2.5","2220","0","1","5","7","10","3.38","3.6","0","10","3","4"
"2017","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2.58","1.5","6814","0","0","5","6","9","2.52","2.64","0","10","2","2"
"2017","1-Pers.- Haushalt","Ostdeutschland","3.52","2.5","947","0","1","5","7","10","3.34","3.7","0","10","3","4"
"2017","1-Pers.- Haushalt","Westdeutschland","2.94","1.5","2756","0","0","5","7","10","2.83","3.05","0","10","2","3"
"2017","Alleinerziehende","Ostdeutschland","4.51","4.5","877","0","2","7","8","10","4.32","4.7","0","10","5","5"
"2017","Alleinerziehende","Westdeutschland","4.45","4.5","3043","0","2","7","9","10","4.34","4.56","0","10","5","5"
"2017","Paar mit Kind(ern)","Ostdeutschland","3.76","3.5","3495","0","1","5","7","10","3.67","3.85","0","10","4","5"
"2017","Paar mit Kind(ern)","Westdeutschland","3.47","2.5","17401","0","1","5","7","10","3.43","3.51","0","10","3","3"
"2017","Sonstige","Ostdeutschland","4.36","4.5","184","0","1","7","8","10","3.93","4.79","0","10","4","5"
"2017","Sonstige","Westdeutschland","3.86","2.5","1069","0","1","6","8","10","3.68","4.04","0","10","3","4"
"2018","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.45","2.5","2227","0","1","5","7","9","3.34","3.56","0","10","3","3"
"2018","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2.57","1.5","6812","0","0","5","6","9","2.51","2.63","0","10","2","2"
"2018","1-Pers.- Haushalt","Ostdeutschland","3.62","3.5","1024","0","1","6","8","10","3.45","3.79","0","10","3","4"
"2018","1-Pers.- Haushalt","Westdeutschland","3.02","2.5","3187","0","0","5","7","10","2.92","3.12","0","10","3","3"
"2018","Alleinerziehende","Ostdeutschland","4.3","4.5","845","0","1","7","8","10","4.09","4.51","0","10","5","5"
"2018","Alleinerziehende","Westdeutschland","4.37","4.5","3201","0","2","7","8","10","4.26","4.48","0","10","5","5"
"2018","Paar mit Kind(ern)","Ostdeutschland","3.86","3.5","3868","0","2","6","7","10","3.77","3.95","0","10","4","4"
"2018","Paar mit Kind(ern)","Westdeutschland","3.62","3.5","21458","0","1","6","7","10","3.58","3.66","0","10","4","4"
"2018","Sonstige","Ostdeutschland","4.21","4.5","201","0","1","7","9","10","3.74","4.68","0","10","3","5"
"2018","Sonstige","Westdeutschland","3.78","3.5","1794","0","1","5","7","10","3.64","3.92","0","10","4","5"
"2019","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","","","","","","","","","","",""
"2019","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","","","","","","","","","","","",""
"2019","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"2019","1-Pers.- Haushalt","Westdeutschland","","","","","","","","","","","","","",""
"2019","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"2019","Alleinerziehende","Westdeutschland","","","","","","","","","","","","","",""
"2019","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"2019","Paar mit Kind(ern)","Westdeutschland","","","","","","","","","","","","","",""
"2019","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"2019","Sonstige","Westdeutschland","","","","","","","","","","","","","",""
"2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.22","2.5","2295","0","1","5","7","10","3.11","3.33","0","10","3","3"
"2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2.77","1.5","7570","0","0","5","6","9","2.71","2.83","0","10","2","2"
"2020","1-Pers.- Haushalt","Ostdeutschland","3.58","3.5","1030","0","1","6","7","10","3.41","3.75","0","10","3","4"
"2020","1-Pers.- Haushalt","Westdeutschland","3.13","2.5","3506","0","0","5","7","10","3.03","3.23","0","10","3","3"
"2020","Alleinerziehende","Ostdeutschland","3.89","3.5","775","0","1","6","8","10","3.68","4.1","0","10","4","5"
"2020","Alleinerziehende","Westdeutschland","4.54","4.5","2591","0","2","7","8","10","4.43","4.65","0","10","5","5"
"2020","Paar mit Kind(ern)","Ostdeutschland","3.53","3.5","3192","0","1","5","7","10","3.44","3.62","0","10","3","4"
"2020","Paar mit Kind(ern)","Westdeutschland","3.54","2.5","15598","0","1","5","7","10","3.5","3.58","0","10","3","4"
"2020","Sonstige","Ostdeutschland","3.69","4.5","184","0","2","5","6","9","3.27","4.11","0","9","3","5"
"2020","Sonstige","Westdeutschland","3.68","3.5","1159","0","1","6","7","9","3.52","3.84","0","10","4","5"
