"year","quintil","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2017","1 Einkommensschwächstes Quintil","4.75","4.5","4475","4.66","4.84"
"2017","2","4.27","4.5","5572","4.19","4.35"
"2017","3","3.7","3.5","7178","3.64","3.76"
"2017","4","3.05","2.5","9961","3","3.1"
"2017","5 Einkommensstärkstes Quintil","2.33","1.5","11620","2.29","2.37"
"2018","1 Einkommensschwächstes Quintil","4.54","4.5","10097","4.47","4.61"
"2018","2","4.36","4.5","5899","4.28","4.44"
"2018","3","4.01","3.5","6685","3.94","4.08"
"2018","4","3.2","2.5","10069","3.15","3.25"
"2018","5 Einkommensstärkstes Quintil","2.47","1.5","11867","2.43","2.51"
"2019","1 Einkommensschwächstes Quintil","","","","",""
"2019","2","","","","",""
"2019","3","","","","",""
"2019","4","","","","",""
"2019","5 Einkommensstärkstes Quintil","","","","",""
"2020","1 Einkommensschwächstes Quintil","4.63","4.5","3076","4.53","4.73"
"2020","2","4.56","4.5","4056","4.47","4.65"
"2020","3","3.95","3.5","5314","3.88","4.02"
"2020","4","3.39","2.5","9982","3.34","3.44"
"2020","5 Einkommensstärkstes Quintil","2.58","1.5","15472","2.54","2.62"
