"year","hhtyp","regtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2017","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","2.95","2.5","3384","2.86","3.04"
"2017","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","2.63","1.5","5650","2.56","2.7"
"2017","1-Pers.- Haushalt","Laendlicher Raum","3.18","2.5","1206","3.02","3.34"
"2017","1-Pers.- Haushalt","Staedtischer Raum","3.01","1.5","2497","2.9","3.12"
"2017","Alleinerziehende","Laendlicher Raum","4.35","4.5","1402","4.2","4.5"
"2017","Alleinerziehende","Staedtischer Raum","4.52","4.5","2518","4.4","4.64"
"2017","Paar mit Kind(ern)","Laendlicher Raum","3.69","3.5","7175","3.63","3.75"
"2017","Paar mit Kind(ern)","Staedtischer Raum","3.44","2.5","13721","3.39","3.49"
"2017","Sonstige","Laendlicher Raum","3.48","2.5","368","3.17","3.79"
"2017","Sonstige","Staedtischer Raum","4.07","3.5","885","3.87","4.27"
"2018","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","3.02","2.5","3335","2.93","3.11"
"2018","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","2.58","1.5","5704","2.51","2.65"
"2018","1-Pers.- Haushalt","Laendlicher Raum","3.11","2.5","1302","2.96","3.26"
"2018","1-Pers.- Haushalt","Staedtischer Raum","3.15","2.5","2909","3.04","3.26"
"2018","Alleinerziehende","Laendlicher Raum","4.33","4.5","1304","4.17","4.49"
"2018","Alleinerziehende","Staedtischer Raum","4.37","4.5","2742","4.25","4.49"
"2018","Paar mit Kind(ern)","Laendlicher Raum","3.61","3.5","8087","3.55","3.67"
"2018","Paar mit Kind(ern)","Staedtischer Raum","3.67","3.5","17239","3.62","3.72"
"2018","Sonstige","Laendlicher Raum","3.6","3.5","520","3.35","3.85"
"2018","Sonstige","Staedtischer Raum","3.89","4.5","1475","3.73","4.05"
"2019","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","","","","",""
"2019","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","","","","",""
"2019","1-Pers.- Haushalt","Laendlicher Raum","","","","",""
"2019","1-Pers.- Haushalt","Staedtischer Raum","","","","",""
"2019","Alleinerziehende","Laendlicher Raum","","","","",""
"2019","Alleinerziehende","Staedtischer Raum","","","","",""
"2019","Paar mit Kind(ern)","Laendlicher Raum","","","","",""
"2019","Paar mit Kind(ern)","Staedtischer Raum","","","","",""
"2019","Sonstige","Laendlicher Raum","","","","",""
"2019","Sonstige","Staedtischer Raum","","","","",""
"2020","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","3.02","2.5","3409","2.93","3.11"
"2020","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","2.76","1.5","6456","2.7","2.82"
"2020","1-Pers.- Haushalt","Laendlicher Raum","3.2","2.5","1328","3.05","3.35"
"2020","1-Pers.- Haushalt","Staedtischer Raum","3.23","2.5","3208","3.13","3.33"
"2020","Alleinerziehende","Laendlicher Raum","4.15","3.5","1131","3.98","4.32"
"2020","Alleinerziehende","Staedtischer Raum","4.55","4.5","2235","4.43","4.67"
"2020","Paar mit Kind(ern)","Laendlicher Raum","3.6","3.5","6429","3.53","3.67"
"2020","Paar mit Kind(ern)","Staedtischer Raum","3.51","2.5","12361","3.46","3.56"
"2020","Sonstige","Laendlicher Raum","3.13","2.5","460","2.86","3.4"
"2020","Sonstige","Staedtischer Raum","3.91","3.5","883","3.72","4.1"
