"year","quintil","regtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2017","1 Einkommensschwächstes Quintil","Laendlicher Raum","4.69","4.5","1688","0","2","7","8","10","4.55","4.83","0","10","5","5"
"2017","1 Einkommensschwächstes Quintil","Staedtischer Raum","4.78","4.5","2787","0","2","7","9","10","4.67","4.89","0","10","5","5"
"2017","2","Laendlicher Raum","4.36","4.5","2092","0","2","6","8","10","4.24","4.48","0","10","5","5"
"2017","2","Staedtischer Raum","4.23","4.5","3480","0","2","6","8","10","4.13","4.33","0","10","5","5"
"2017","3","Laendlicher Raum","3.76","3.5","2816","0","2","5","7","10","3.66","3.86","0","10","4","4"
"2017","3","Staedtischer Raum","3.68","3.5","4362","0","1","6","8","10","3.6","3.76","0","10","4","5"
"2017","4","Laendlicher Raum","3.13","2.5","3696","0","0","5","7","9","3.05","3.21","0","10","3","3"
"2017","4","Staedtischer Raum","3.02","2.5","6265","0","0","5","7","9","2.95","3.09","0","10","3","3"
"2017","5 Einkommensstärkstes Quintil","Laendlicher Raum","2.4","1.5","3243","0","0","5","6","8","2.32","2.48","0","10","2","2"
"2017","5 Einkommensstärkstes Quintil","Staedtischer Raum","2.31","1.5","8377","0","0","4","6","8","2.26","2.36","0","10","2","2"
"2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","4.63","4.5","2888","0","2","7","8","10","4.51","4.75","0","10","4","5"
"2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","4.5","4.5","7209","0","2","7","8","10","4.42","4.58","0","10","5","5"
"2018","2","Laendlicher Raum","4.16","3.5","1977","0","2","6","8","10","4.03","4.29","0","10","5","5"
"2018","2","Staedtischer Raum","4.46","4.5","3922","0","2","7","9","10","4.36","4.56","0","10","5","5"
"2018","3","Laendlicher Raum","3.75","3.5","2613","0","2","5","7","9","3.65","3.85","0","10","4","5"
"2018","3","Staedtischer Raum","4.15","4.5","4072","0","2","6","8","10","4.06","4.24","0","10","5","5"
"2018","4","Laendlicher Raum","3.21","2.5","3688","0","0","5","7","9","3.13","3.29","0","10","3","3"
"2018","4","Staedtischer Raum","3.19","2.5","6381","0","0","5","7","9","3.12","3.26","0","10","3","3"
"2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","2.57","1.5","3382","0","0","5","6","8","2.49","2.65","0","10","2","2"
"2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","2.44","1.5","8485","0","0","4","6","8","2.39","2.49","0","10","2","2"
"2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2019","2","Laendlicher Raum","","","","","","","","","","","","","",""
"2019","2","Staedtischer Raum","","","","","","","","","","","","","",""
"2019","3","Laendlicher Raum","","","","","","","","","","","","","",""
"2019","3","Staedtischer Raum","","","","","","","","","","","","","",""
"2019","4","Laendlicher Raum","","","","","","","","","","","","","",""
"2019","4","Staedtischer Raum","","","","","","","","","","","","","",""
"2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","4.51","4.5","1083","0","3","6","8","10","4.33","4.69","0","10","5","5"
"2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","4.7","4.5","1993","0","2","7","9","10","4.57","4.83","0","10","5","5"
"2020","2","Laendlicher Raum","4.41","4.5","1448","1","2","6","8","10","4.26","4.56","0","10","5","5"
"2020","2","Staedtischer Raum","4.64","4.5","2608","0","2","7","8","10","4.53","4.75","0","10","5","5"
"2020","3","Laendlicher Raum","3.93","3.5","2077","0","2","6","8","10","3.81","4.05","0","10","4","5"
"2020","3","Staedtischer Raum","3.95","3.5","3237","0","2","6","8","10","3.86","4.04","0","10","5","5"
"2020","4","Laendlicher Raum","3.35","2.5","3653","0","1","5","7","10","3.27","3.43","0","10","3","3"
"2020","4","Staedtischer Raum","3.41","2.5","6329","0","1","5","7","9","3.34","3.48","0","10","4","4"
"2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","2.6","1.5","4496","0","0","5","6","9","2.53","2.67","0","10","2","2"
"2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","2.57","1.5","10976","0","0","5","6","9","2.52","2.62","0","10","2","2"
