"plh0182","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Westdeutschland, alte Bundeslaender","maennlich","76","0.0125940427548328","0.00976791595770842","0.0154201695519572"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Westdeutschland, alte Bundeslaender","weiblich","70","0.0114511833698564","0.00880517282100619","0.0140971939187067"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Westdeutschland, alte Bundeslaender","maennlich","36","0.00530009192335411","0.00345996012718656","0.00714022371952167"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Westdeutschland, alte Bundeslaender","weiblich","33","0.00586243216250368","0.0039638496145709","0.00776101471043647"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Westdeutschland, alte Bundeslaender","maennlich","79","0.0140642659019417","0.0110799552582975","0.0170485765455858"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Westdeutschland, alte Bundeslaender","weiblich","75","0.0125203314578116","0.0097550501317055","0.0152856127839176"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Westdeutschland, alte Bundeslaender","maennlich","123","0.0214288402360581","0.0177589191194398","0.0250987613526765"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Westdeutschland, alte Bundeslaender","weiblich","126","0.0192133856375307","0.0157994404718434","0.022627330803218"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Westdeutschland, alte Bundeslaender","maennlich","157","0.0235218455948869","0.0196809884625007","0.0273627027272731"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Westdeutschland, alte Bundeslaender","weiblich","176","0.0269297465271214","0.0229039153625308","0.030955577691712"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Westdeutschland, alte Bundeslaender","maennlich","650","0.106177461213442","0.0983701227179824","0.113984799708901"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Westdeutschland, alte Bundeslaender","weiblich","794","0.129170370380179","0.120829423075311","0.137511317685046"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Westdeutschland, alte Bundeslaender","maennlich","487","0.08280429162983","0.0758200602293079","0.0897885230303521"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Westdeutschland, alte Bundeslaender","weiblich","505","0.0820972741377852","0.0752702722183254","0.088924276057245"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Westdeutschland, alte Bundeslaender","maennlich","961","0.167164079015394","0.157707971662671","0.176620186368117"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Westdeutschland, alte Bundeslaender","weiblich","907","0.146435754388862","0.137643322791656","0.155228185986067"
