"ple0019","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2009","(noch) kein Abschluss","maennlich","3","","",""
"Ja","2009","(noch) kein Abschluss","weiblich","19","","",""
"Ja","2009","Hauptschule","maennlich","104","","",""
"Ja","2009","Hauptschule","weiblich","216","","",""
"Ja","2009","Realschule","maennlich","63","0.0333075005961247","0.0254843780944611","0.0411306230977883"
"Ja","2009","Realschule","weiblich","192","","",""
"Ja","2009","(Fach-)Abitur","maennlich","28","","",""
"Ja","2009","(Fach-)Abitur","weiblich","68","0.0752786578077067","0.0597991421488939","0.0907581734665194"
"Ja","2009","AkademikerIn","maennlich","84","0.0465661092085076","0.0377332098723864","0.0553990085446289"
"Ja","2009","AkademikerIn","weiblich","97","0.0635635384341917","0.052443076553073","0.0746840003153103"
"Nein","2009","(noch) kein Abschluss","maennlich","243","","",""
"Nein","2009","(noch) kein Abschluss","weiblich","219","","",""
"Nein","2009","Hauptschule","maennlich","2902","","",""
"Nein","2009","Hauptschule","weiblich","2990","","",""
"Nein","2009","Realschule","maennlich","1958","","",""
"Nein","2009","Realschule","weiblich","2599","","",""
"Nein","2009","(Fach-)Abitur","maennlich","860","0.955038918824783","0.941409714068446","0.96866812358112"
"Nein","2009","(Fach-)Abitur","weiblich","1048","","",""
"Nein","2009","AkademikerIn","maennlich","2102","","",""
"Nein","2009","AkademikerIn","weiblich","1752","","",""
"Ja","2010","(noch) kein Abschluss","maennlich","","","",""
"Ja","2010","(noch) kein Abschluss","weiblich","","","",""
"Ja","2010","Hauptschule","maennlich","","","",""
"Ja","2010","Hauptschule","weiblich","","","",""
"Ja","2010","Realschule","maennlich","","","",""
"Ja","2010","Realschule","weiblich","","","",""
"Ja","2010","(Fach-)Abitur","maennlich","","","",""
"Ja","2010","(Fach-)Abitur","weiblich","","","",""
"Ja","2010","AkademikerIn","maennlich","","","",""
"Ja","2010","AkademikerIn","weiblich","","","",""
"Nein","2010","(noch) kein Abschluss","maennlich","","","",""
"Nein","2010","(noch) kein Abschluss","weiblich","","","",""
"Nein","2010","Hauptschule","maennlich","","","",""
"Nein","2010","Hauptschule","weiblich","","","",""
"Nein","2010","Realschule","maennlich","","","",""
"Nein","2010","Realschule","weiblich","","","",""
"Nein","2010","(Fach-)Abitur","maennlich","","","",""
"Nein","2010","(Fach-)Abitur","weiblich","","","",""
"Nein","2010","AkademikerIn","maennlich","","","",""
"Nein","2010","AkademikerIn","weiblich","","","",""
"Ja","2011","(noch) kein Abschluss","maennlich","5","0.0239751406278446","0.00569485520958645","0.0422554260461028"
"Ja","2011","(noch) kein Abschluss","weiblich","20","","",""
"Ja","2011","Hauptschule","maennlich","153","","",""
"Ja","2011","Hauptschule","weiblich","294","","",""
"Ja","2011","Realschule","maennlich","97","0.0432125923768054","0.0349098848512141","0.0515152999023968"
"Ja","2011","Realschule","weiblich","260","","",""
"Ja","2011","(Fach-)Abitur","maennlich","47","0.0476245424413445","0.0348578397680414","0.0603912451146475"
"Ja","2011","(Fach-)Abitur","weiblich","88","0.0691601393310195","0.0557344543925916","0.0825858242694473"
"Ja","2011","AkademikerIn","maennlich","99","0.0439504382311618","0.0358632542813643","0.0520376221809592"
"Ja","2011","AkademikerIn","weiblich","155","","",""
"Nein","2011","(noch) kein Abschluss","maennlich","264","","",""
"Nein","2011","(noch) kein Abschluss","weiblich","272","","",""
"Nein","2011","Hauptschule","maennlich","3270","0.945100899151279","0.937470164612693","0.952731633689865"
"Nein","2011","Hauptschule","weiblich","3433","0.923825491978588","0.915308853847537","0.932342130109638"
"Nein","2011","Realschule","maennlich","2207","","",""
"Nein","2011","Realschule","weiblich","2951","","",""
"Nein","2011","(Fach-)Abitur","maennlich","1022","","",""
"Nein","2011","(Fach-)Abitur","weiblich","1284","","",""
"Nein","2011","AkademikerIn","maennlich","2369","","",""
"Nein","2011","AkademikerIn","weiblich","1965","","",""
"Ja","2012","(noch) kein Abschluss","maennlich","","","",""
"Ja","2012","(noch) kein Abschluss","weiblich","","","",""
"Ja","2012","Hauptschule","maennlich","","","",""
"Ja","2012","Hauptschule","weiblich","","","",""
"Ja","2012","Realschule","maennlich","","","",""
"Ja","2012","Realschule","weiblich","","","",""
"Ja","2012","(Fach-)Abitur","maennlich","","","",""
"Ja","2012","(Fach-)Abitur","weiblich","","","",""
"Ja","2012","AkademikerIn","maennlich","","","",""
"Ja","2012","AkademikerIn","weiblich","","","",""
"Nein","2012","(noch) kein Abschluss","maennlich","","","",""
"Nein","2012","(noch) kein Abschluss","weiblich","","","",""
"Nein","2012","Hauptschule","maennlich","","","",""
"Nein","2012","Hauptschule","weiblich","","","",""
"Nein","2012","Realschule","maennlich","","","",""
"Nein","2012","Realschule","weiblich","","","",""
"Nein","2012","(Fach-)Abitur","maennlich","","","",""
"Nein","2012","(Fach-)Abitur","weiblich","","","",""
"Nein","2012","AkademikerIn","maennlich","","","",""
"Nein","2012","AkademikerIn","weiblich","","","",""
"Ja","2013","(noch) kein Abschluss","maennlich","9","0.0291245470305251","0.00734535821612946","0.0509037358449208"
"Ja","2013","(noch) kein Abschluss","weiblich","23","","",""
"Ja","2013","Hauptschule","maennlich","160","","",""
"Ja","2013","Hauptschule","weiblich","308","0.098137057020778","0.0879042747633073","0.108369839278249"
"Ja","2013","Realschule","maennlich","111","","",""
"Ja","2013","Realschule","weiblich","283","","",""
"Ja","2013","(Fach-)Abitur","maennlich","55","0.0707218669747444","0.0546468838165326","0.0867968501329563"
"Ja","2013","(Fach-)Abitur","weiblich","96","0.0762508751398091","0.0614670368006025","0.0910347134790157"
"Ja","2013","AkademikerIn","maennlich","119","","",""
"Ja","2013","AkademikerIn","weiblich","167","","",""
"Nein","2013","(noch) kein Abschluss","maennlich","220","","",""
"Nein","2013","(noch) kein Abschluss","weiblich","232","","",""
"Nein","2013","Hauptschule","maennlich","2810","","",""
"Nein","2013","Hauptschule","weiblich","2939","","",""
"Nein","2013","Realschule","maennlich","1969","","",""
"Nein","2013","Realschule","weiblich","2677","","",""
"Nein","2013","(Fach-)Abitur","maennlich","922","0.929278133025256","0.913203149867044","0.945353116183468"
"Nein","2013","(Fach-)Abitur","weiblich","1142","","",""
"Nein","2013","AkademikerIn","maennlich","2234","","",""
"Nein","2013","AkademikerIn","weiblich","1946","","",""
"Ja","2014","(noch) kein Abschluss","maennlich","","","",""
"Ja","2014","(noch) kein Abschluss","weiblich","","","",""
"Ja","2014","Hauptschule","maennlich","","","",""
"Ja","2014","Hauptschule","weiblich","","","",""
"Ja","2014","Realschule","maennlich","","","",""
"Ja","2014","Realschule","weiblich","","","",""
"Ja","2014","(Fach-)Abitur","maennlich","","","",""
"Ja","2014","(Fach-)Abitur","weiblich","","","",""
"Ja","2014","AkademikerIn","maennlich","","","",""
"Ja","2014","AkademikerIn","weiblich","","","",""
"Nein","2014","(noch) kein Abschluss","maennlich","","","",""
"Nein","2014","(noch) kein Abschluss","weiblich","","","",""
"Nein","2014","Hauptschule","maennlich","","","",""
"Nein","2014","Hauptschule","weiblich","","","",""
"Nein","2014","Realschule","maennlich","","","",""
"Nein","2014","Realschule","weiblich","","","",""
"Nein","2014","(Fach-)Abitur","maennlich","","","",""
"Nein","2014","(Fach-)Abitur","weiblich","","","",""
"Nein","2014","AkademikerIn","maennlich","","","",""
"Nein","2014","AkademikerIn","weiblich","","","",""
"Ja","2015","(noch) kein Abschluss","maennlich","15","","",""
"Ja","2015","(noch) kein Abschluss","weiblich","39","0.118936965866762","0.0895141975250889","0.148359734208434"
"Ja","2015","Hauptschule","maennlich","195","","",""
"Ja","2015","Hauptschule","weiblich","381","0.10503433029926","0.0952357028035481","0.114832957794971"
"Ja","2015","Realschule","maennlich","147","","",""
"Ja","2015","Realschule","weiblich","413","0.112189176905238","0.102285514806902","0.122092839003574"
"Ja","2015","(Fach-)Abitur","maennlich","68","0.0507388383494103","0.0397671295251388","0.0617105471736818"
"Ja","2015","(Fach-)Abitur","weiblich","184","","",""
"Ja","2015","AkademikerIn","maennlich","147","","",""
"Ja","2015","AkademikerIn","weiblich","239","","",""
"Nein","2015","(noch) kein Abschluss","maennlich","336","0.94291610328718","0.918645092403934","0.967187114170425"
"Nein","2015","(noch) kein Abschluss","weiblich","426","0.881063034133238","0.851640265791566","0.910485802474911"
"Nein","2015","Hauptschule","maennlich","3413","0.927875730656575","0.919434603400207","0.936316857912942"
"Nein","2015","Hauptschule","weiblich","3380","0.89496566970074","0.885167042205029","0.904764297196452"
"Nein","2015","Realschule","maennlich","2451","","",""
"Nein","2015","Realschule","weiblich","3488","0.887810823094762","0.877907160996426","0.897714485193098"
"Nein","2015","(Fach-)Abitur","maennlich","1469","","",""
"Nein","2015","(Fach-)Abitur","weiblich","1931","","",""
"Nein","2015","AkademikerIn","maennlich","2802","","",""
"Nein","2015","AkademikerIn","weiblich","2685","","",""
"Ja","2016","(noch) kein Abschluss","maennlich","","","",""
"Ja","2016","(noch) kein Abschluss","weiblich","","","",""
"Ja","2016","Hauptschule","maennlich","","","",""
"Ja","2016","Hauptschule","weiblich","","","",""
"Ja","2016","Realschule","maennlich","","","",""
"Ja","2016","Realschule","weiblich","","","",""
"Ja","2016","(Fach-)Abitur","maennlich","","","",""
"Ja","2016","(Fach-)Abitur","weiblich","","","",""
"Ja","2016","AkademikerIn","maennlich","","","",""
"Ja","2016","AkademikerIn","weiblich","","","",""
"Nein","2016","(noch) kein Abschluss","maennlich","","","",""
"Nein","2016","(noch) kein Abschluss","weiblich","","","",""
"Nein","2016","Hauptschule","maennlich","","","",""
"Nein","2016","Hauptschule","weiblich","","","",""
"Nein","2016","Realschule","maennlich","","","",""
"Nein","2016","Realschule","weiblich","","","",""
"Nein","2016","(Fach-)Abitur","maennlich","","","",""
