year,quintil_oecd,ple0019,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2009,1st Quintile,Yes,0.07868255141556735,210,18013,0.07853766666719177,0.07882743616394293
2009,1st Quintile,No,0.9213174485844327,2669,18013,0.9211725638360571,0.9214623333328082
2009,2nd Quintile,Yes,0.053945335189816326,142,18013,0.053822946750700214,0.05406772362893244
2009,2nd Quintile,No,0.9460546648101837,3024,18013,0.9459322763710676,0.9461770532492999
2009,3rd Quintile,Yes,0.047470558322937326,136,18013,0.04735759029642974,0.04758352634944491
2009,3rd Quintile,No,0.9525294416770627,3298,18013,0.952416473650555,0.9526424097035703
2009,4th Quintile,Yes,0.051000585733656824,181,18013,0.050884593184740444,0.051116578282573204
2009,4th Quintile,No,0.9489994142663433,3551,18013,0.9488834217174269,0.9491154068152596
2009,5th Quintile,Yes,0.05017844663349995,215,18013,0.050066258270186174,0.05029063499681372
2009,5th Quintile,No,0.9498215533665001,4587,18013,0.9497093650031864,0.9499337417298138
2011,1st Quintile,Yes,0.09763451433783277,217,15662,0.0974300043286439,0.09783902434702163
2011,1st Quintile,No,0.9023654856621671,2245,15662,0.9021609756529783,0.902569995671356
2011,2nd Quintile,Yes,0.06389963506926837,157,15662,0.06373746555571905,0.06406180458281768
2011,2nd Quintile,No,0.9361003649307316,2605,15662,0.9359381954171823,0.9362625344442809
2011,3rd Quintile,Yes,0.055809099973925906,175,15662,0.055663294159599704,0.05595490578825211
2011,3rd Quintile,No,0.9441909000260741,2895,15662,0.9440450942117479,0.9443367058404003
2011,4th Quintile,Yes,0.06024722282995133,185,15662,0.06009833573725779,0.060396109922644874
2011,4th Quintile,No,0.9397527771700486,3033,15662,0.939603890077355,0.9399016642627421
2011,5th Quintile,Yes,0.0600241741002575,217,15662,0.05987944412340236,0.060168904077112645
2011,5th Quintile,No,0.9399758258997426,3933,15662,0.9398310959228875,0.9401205558765977
2013,1st Quintile,Yes,0.10768181738679042,307,18862,0.1074836048175576,0.10788002995602324
2013,1st Quintile,No,0.8923181826132095,2796,18862,0.8921199700439767,0.8925163951824423
2013,2nd Quintile,Yes,0.07711662419536554,242,18862,0.07695459423053505,0.07727865416019603
2013,2nd Quintile,No,0.9228833758046345,3194,18862,0.922721345839804,0.923045405769465
2013,3rd Quintile,Yes,0.07193422068272437,249,18862,0.0717834761270651,0.07208496523838365
2013,3rd Quintile,No,0.9280657793172757,3343,18862,0.9279150347616164,0.9282165238729351
2013,4th Quintile,Yes,0.06758967105277665,268,18862,0.06744983266020434,0.06772950944534896
2013,4th Quintile,No,0.9324103289472234,3670,18862,0.9322704905546512,0.9325501673397957
2013,5th Quintile,Yes,0.06409263259740365,283,18862,0.0639604718305797,0.06422479336422761
2013,5th Quintile,No,0.9359073674025963,4510,18862,0.9357752066357723,0.9360395281694203
2015,1st Quintile,Yes,0.11875598679913434,531,25036,0.11857438191784356,0.11893759168042511
2015,1st Quintile,No,0.8812440132008655,4476,25036,0.8810624083195747,0.8814256180821564
2015,2nd Quintile,Yes,0.08958534493498123,403,25036,0.08942972168089967,0.08974096818906278
2015,2nd Quintile,No,0.9104146550650187,4878,25036,0.9102590318109371,0.9105702783191003
2015,3rd Quintile,Yes,0.07654253057424824,332,25036,0.07639934452865568,0.0766857166198408
2015,3rd Quintile,No,0.9234574694257518,4548,25036,0.9233142833801592,0.9236006554713444
2015,4th Quintile,Yes,0.06843797079611065,311,25036,0.06830478949908783,0.06857115209313347
2015,4th Quintile,No,0.9315620292038893,4456,25036,0.9314288479068665,0.9316952105009121
2015,5th Quintile,Yes,0.06527411275339788,307,25036,0.0651460373685342,0.06540218813826157
2015,5th Quintile,No,0.9347258872466021,4794,25036,0.9345978118617384,0.9348539626314658
2017,1st Quintile,Yes,0.14089659936373858,550,22836,0.14068771540195946,0.1411054833255177
2017,1st Quintile,No,0.8591034006362613,4126,22836,0.8588945166744822,0.8593122845980404
2017,2nd Quintile,Yes,0.08474571265746783,381,22836,0.08458589000531759,0.08490553530961807
2017,2nd Quintile,No,0.9152542873425321,4470,22836,0.9150944646903819,0.9154141099946823
2017,3rd Quintile,Yes,0.07224616978884256,291,22836,0.07209827590127255,0.07239406367641257
2017,3rd Quintile,No,0.9277538302111574,4124,22836,0.9276059363235875,0.9279017240987274
2017,4th Quintile,Yes,0.07096936309282731,293,22836,0.07082528351002548,0.07111344267562913
2017,4th Quintile,No,0.9290306369071727,4047,22836,0.9288865573243709,0.9291747164899745
2017,5th Quintile,Yes,0.04927489108434518,219,22836,0.049154268930861236,0.04939551323782912
2017,5th Quintile,No,0.9507251089156548,4335,22836,0.9506044867621708,0.9508457310691387
2019,1st Quintile,Yes,0.13587054591468556,567,22726,0.1356769743195552,0.13606411750981592
2019,1st Quintile,No,0.8641294540853144,3831,22726,0.863935882490184,0.8643230256804447
2019,2nd Quintile,Yes,0.09812755362093631,489,22726,0.09796636851924344,0.09828873872262918
2019,2nd Quintile,No,0.9018724463790636,4274,22726,0.9017112612773708,0.9020336314807564
2019,3rd Quintile,Yes,0.09497249716406668,401,22726,0.09481571109911242,0.09512928322902094
2019,3rd Quintile,No,0.9050275028359334,4108,22726,0.9048707167709791,0.9051842889008876
2019,4th Quintile,Yes,0.0835976999185177,342,22726,0.08345053346667482,0.08374486637036059
2019,4th Quintile,No,0.9164023000814824,3928,22726,0.9162551336296395,0.9165494665333253
2019,5th Quintile,Yes,0.07171174769008468,312,22726,0.07157633049465799,0.07184716488551136
2019,5th Quintile,No,0.9282882523099153,4474,22726,0.9281528351144887,0.9284236695053419
2021,1st Quintile,Yes,0.14263823824758284,516,18860,0.14244693363778194,0.14282954285738375
2021,1st Quintile,No,0.8573617617524172,4201,18860,0.8571704571426163,0.8575530663622181
2021,2nd Quintile,Yes,0.10407404322366956,370,18860,0.10391017852485043,0.10423790792248869
2021,2nd Quintile,No,0.8959259567763304,3212,18860,0.8957620920775112,0.8960898214751495
2021,3rd Quintile,Yes,0.1063756046455626,313,18860,0.1062106019037281,0.10654060738739711
2021,3rd Quintile,No,0.8936243953544374,2721,18860,0.8934593926126029,0.8937893980962719
2021,4th Quintile,Yes,0.10015728874029509,297,18860,0.10000150118834651,0.10031307629224366
2021,4th Quintile,No,0.8998427112597049,2949,18860,0.8996869237077564,0.8999984988116535
2021,5th Quintile,Yes,0.09434778027677389,327,18860,0.0941977267145908,0.09449783383895698
2021,5th Quintile,No,0.9056522197232262,3954,18860,0.9055021661610431,0.9058022732854093
