year,ple0019,bula_h,migback,proportion,n,lower_confidence,upper_confidence
2009,Yes,North Rhine-Westphalia,No migration background,0.16855203619909503,21983,0.1636032677919486,0.17350080460624148
2009,Yes,Bavaria,No migration background,0.11877828054298642,21983,0.11450143363470774,0.1230551274512651
2009,Yes,Baden-Wuerttemberg,No migration background,0.0916289592760181,21983,0.08781513561780653,0.09544278293422966
2009,Yes,Lower Saxony,No migration background,0.08031674208144797,21983,0.07672392775724905,0.08390955640564689
2009,Yes,Hesse,No migration background,0.0667420814479638,21983,0.06344284602529734,0.07004131687063025
2009,Yes,"Rhineland-Palatinate, Saarland",No migration background,0.06561085972850679,21983,0.06233772149723573,0.06888399795977784
2009,Yes,Saxony,No migration background,0.05090497737556561,21983,0.04799929885037169,0.05381065590075953
2009,Yes,Thuringa,No migration background,0.04411764705882353,21983,0.04140295242548908,0.04683234169215798
2009,Yes,Berlin,No migration background,0.03959276018099547,21983,0.03701496626893034,0.04217055409306061
2009,Yes,Saxony-Anhalt,No migration background,0.03619909502262444,21983,0.03372990159146851,0.03866828845378036
2009,Yes,Brandenburg,No migration background,0.033936651583710405,21983,0.0315430608820284,0.03633024228539241
2009,Yes,North Rhine-Westphalia,Direct migration background,0.029411764705882353,21983,0.027178240598801574,0.03164528881296313
2009,Yes,Mecklenburg-Western Pomerania,No migration background,0.02262443438914027,21983,0.020658666686112867,0.024590202092167675
2009,Yes,Baden-Wuerttemberg,Direct migration background,0.020361990950226245,21983,0.018494942771526655,0.022229039128925834
2009,Yes,Hamburg,No migration background,0.020361990950226245,21983,0.018494942771526655,0.022229039128925834
2009,Yes,Bavaria,Direct migration background,0.01809954751131222,21983,0.016337246135362932,0.019861848887261505
2009,Yes,Schleswig-Holstein,No migration background,0.016968325791855202,21983,0.015261002189472163,0.018675649394238242
2009,Yes,Hesse,Direct migration background,0.016968325791855202,21983,0.015261002189472163,0.018675649394238242
2009,Yes,Bavaria,Indirect migration background,0.00904977375565611,21983,0.00779790911453207,0.010301638396780149
2009,Yes,Lower Saxony,Direct migration background,0.007918552036199095,21983,0.0067468716954862335,0.009090232376911955
2009,Yes,"Rhineland-Palatinate, Saarland",Direct migration background,0.007918552036199095,21983,0.0067468716954862335,0.009090232376911955
2009,Yes,Berlin,Direct migration background,0.007918552036199095,21983,0.0067468716954862335,0.009090232376911955
2009,Yes,North Rhine-Westphalia,Indirect migration background,0.006787330316742082,21983,0.005701946830769838,0.007872713802714325
2009,Yes,Baden-Wuerttemberg,Indirect migration background,0.005656108597285068,21983,0.004664729481042759,0.006647487713527377
2009,Yes,Bremen,No migration background,0.003393665158371041,21983,0.002624873065411425,0.004162457251330656
2009,Yes,Saxony,Direct migration background,0.0022624434389140274,21983,0.0016343711725521457,0.002890515705275909
2009,Yes,Thuringa,Direct migration background,0.0022624434389140274,21983,0.0016343711725521457,0.002890515705275909
2009,Yes,Schleswig-Holstein,Direct migration background,0.0011312217194570137,21983,0.0006868558667629284,0.0015755875721510989
2009,Yes,Brandenburg,Direct migration background,0.0011312217194570137,21983,0.0006868558667629284,0.0015755875721510989
2009,Yes,Bremen,Direct migration background,0.0011312217194570137,21983,0.0006868558667629284,0.0015755875721510989
2009,Yes,Schleswig-Holstein,Indirect migration background,0.0011312217194570137,21983,0.0006868558667629284,0.0015755875721510989
2009,Yes,Hesse,Indirect migration background,0.0011312217194570137,21983,0.0006868558667629284,0.0015755875721510989
2009,No,North Rhine-Westphalia,No migration background,0.1657523053577682,21983,0.16083655422748686,0.17066805648804953
2009,No,Bavaria,No migration background,0.12373059414030582,21983,0.11937778159016227,0.12808340669044938
2009,No,Baden-Wuerttemberg,No migration background,0.08882922843469125,21983,0.08506834020847079,0.09259011666091171
2009,No,Lower Saxony,No migration background,0.08089179409361504,21983,0.07728726822199002,0.08449631996524005
2009,No,Saxony,No migration background,0.07534726275242208,21983,0.07185798403848151,0.07883654146636265
2009,No,Hesse,No migration background,0.054744951558305124,21983,0.05173777358195942,0.05775212953465083
2009,No,"Rhineland-Palatinate, Saarland",No migration background,0.04523170304657406,21983,0.042484548727094104,0.04797885736605402
2009,No,Thuringa,No migration background,0.04464806816855375,21983,0.04191786088595609,0.04737827545115142
2009,No,Brandenburg,No migration background,0.04283880004669079,21983,0.040161951605585465,0.04551564848779612
2009,No,Saxony-Anhalt,No migration background,0.04196334772966032,21983,0.03931278115117131,0.04461391430814934
2009,No,Berlin,No migration background,0.03379245943737598,21983,0.03140378092269493,0.03618113795205703
2009,No,Mecklenburg-Western Pomerania,No migration background,0.025913388584101787,21983,0.023813126547950925,0.02801365062025265
2009,No,Schleswig-Holstein,No migration background,0.025738298120695693,21983,0.023644955478582162,0.027831640762809223
2009,No,North Rhine-Westphalia,Direct migration background,0.02445430138905101,21983,0.022412497480723742,0.02649610529737828
2009,No,Baden-Wuerttemberg,Direct migration background,0.01931831446247228,21983,0.01749877600406228,0.02113785292088228
2009,No,Bavaria,Direct migration background,0.014299054511497607,21983,0.012729635754245343,0.01586847326874987
2009,No,Hamburg,No migration background,0.01330687521886308,21983,0.011792122695440149,0.01482162774228601
2009,No,North Rhine-Westphalia,Indirect migration background,0.010972335706781838,21983,0.009595232928391994,0.012349438485171681
2009,No,Baden-Wuerttemberg,Indirect migration background,0.008754523170304658,21983,0.007523065611149772,0.009985980729459543
2009,No,Hesse,Direct migration background,0.008404342243492471,21983,0.007197552072429659,0.009611132414555284
2009,No,"Rhineland-Palatinate, Saarland",Direct migration background,0.0073537994630559125,21983,0.006224352804284866,0.008483246121826958
2009,No,Lower Saxony,Direct migration background,0.007295435975253881,21983,0.006170447104967458,0.008420424845540304
2009,No,Bavaria,Indirect migration background,0.006711801097233571,21983,0.005632432526208661,0.00779116966825848
2009,No,Bremen,No migration background,0.006478347146025447,21983,0.005417791725963834,0.007538902566087059
2009,No,Hesse,Indirect migration background,0.003501809268121863,21983,0.002720906265766279,0.004282712270477447
2009,No,"Rhineland-Palatinate, Saarland",Indirect migration background,0.003385082292517801,21983,0.0026172596788254874,0.0041529049062101146
2009,No,Lower Saxony,Indirect migration background,0.0025679934632893663,21983,0.0018989548271639302,0.0032370320994148023
2009,No,Schleswig-Holstein,Direct migration background,0.0025679934632893663,21983,0.0018989548271639302,0.0032370320994148023
2009,No,Berlin,Direct migration background,0.002509629975487335,21983,0.001848218396338196,0.003171041554636474
2009,No,Saxony,Direct migration background,0.0012839967316446831,21983,0.000810610573429644,0.0017573828898597224
2009,No,Berlin,Indirect migration background,0.00110890626823859,21983,0.0006689403037136313,0.0015488722327635486
2009,No,Saxony-Anhalt,Direct migration background,0.0007587253414264037,21983,0.00039473482488639475,0.0011227158579664126
2009,No,Hamburg,Direct migration background,0.0007587253414264037,21983,0.00039473482488639475,0.0011227158579664126
2009,No,Brandenburg,Direct migration background,0.0007003618536243726,21983,0.00035064086435770714,0.0010500828428910381
2009,No,Brandenburg,Indirect migration background,0.0007003618536243726,21983,0.00035064086435770714,0.0010500828428910381
2009,No,Thuringa,Direct migration background,0.0005836348780203105,21983,0.0002643661085313973,0.0009029036475092238
2009,No,Saxony,Indirect migration background,0.0005252713902182795,21983,0.0002223775972715078,0.0008281651831650511
2009,No,Hamburg,Indirect migration background,0.0004669079024162484,21983,0.00018132855806905377,0.000752487246763443
2009,No,Schleswig-Holstein,Indirect migration background,0.0004669079024162484,21983,0.00018132855806905377,0.000752487246763443
2009,No,Thuringa,Indirect migration background,0.00040854441461421736,21983,0.00014140159979929458,0.0006756872294291401
2009,No,Saxony-Anhalt,Indirect migration background,0.00029181743901015526,21983,6.602737032178804e-05,0.0005176075076985224
2009,No,Mecklenburg-Western Pomerania,Direct migration background,0.00029181743901015526,21983,6.602737032178804e-05,0.0005176075076985224
2009,No,Bremen,Direct migration background,0.0002334539512081242,21983,3.149527934705133e-05,0.0004354126230691971
2009,No,Bremen,Indirect migration background,5.836348780203105e-05,21983,-4.26246900650339e-05,0.000159351665669096
2009,No,Mecklenburg-Western Pomerania,Indirect migration background,5.836348780203105e-05,21983,-4.26246900650339e-05,0.000159351665669096
2011,Yes,North Rhine-Westphalia,No migration background,0.17124394184168013,41903,0.16763687260081364,0.1748510110825466
2011,Yes,Bavaria,No migration background,0.1470113085621971,41903,0.14362067761749556,0.15040193950689865
2011,Yes,Baden-Wuerttemberg,No migration background,0.08239095315024232,41903,0.07975824862589874,0.0850236576745859
2011,Yes,Lower Saxony,No migration background,0.07431340872374798,41903,0.0718021058669074,0.07682471158058855
2011,Yes,Hesse,No migration background,0.05977382875605816,41903,0.05750393663061807,0.06204372088149825
2011,Yes,Saxony,No migration background,0.05815831987075929,41903,0.05591738934980704,0.06039925039171154
2011,Yes,"Rhineland-Palatinate, Saarland",No migration background,0.051696284329563816,41903,0.04957627923949343,0.0538162894196342
2011,Yes,Brandenburg,No migration background,0.04281098546042003,41903,0.04087273463234611,0.044749236288493956
2011,Yes,Thuringa,No migration background,0.04119547657512116,41903,0.0392925443718342,0.04309840877840812
2011,Yes,Berlin,No migration background,0.0395799676898223,41903,0.03771315030966359,0.04144678506998101
2011,Yes,Saxony-Anhalt,No migration background,0.036348949919224556,41903,0.03455694438343204,0.03814095545501707
2011,Yes,North Rhine-Westphalia,Direct migration background,0.025848142164781908,41903,0.024328779286703926,0.02736750504285989
2011,Yes,Mecklenburg-Western Pomerania,No migration background,0.024232633279483037,41903,0.02276029717239483,0.025704969386571245
2011,Yes,Schleswig-Holstein,No migration background,0.0210016155088853,41903,0.01962867774100199,0.02237455327676861
2011,Yes,Bavaria,Direct migration background,0.0210016155088853,41903,0.01962867774100199,0.02237455327676861
2011,Yes,Hamburg,No migration background,0.01615508885298869,41903,0.014947965893763657,0.017362211812213726
2011,Yes,Hesse,Direct migration background,0.014539579967689823,41903,0.013393462751906471,0.015685697183473176
2011,Yes,Baden-Wuerttemberg,Direct migration background,0.012924071082390954,41903,0.011842616058490045,0.014005526106291863
2011,Yes,Bavaria,Indirect migration background,0.009693053311793215,41903,0.008754954196631148,0.010631152426955282
2011,Yes,North Rhine-Westphalia,Indirect migration background,0.008885298869143781,41903,0.0079867711236671,0.009783826614620463
2011,Yes,Lower Saxony,Direct migration background,0.006462035541195477,41903,0.005694832320314458,0.007229238762076496
2011,Yes,Baden-Wuerttemberg,Indirect migration background,0.005654281098546042,41903,0.004936336529353877,0.006372225667738206
2011,Yes,"Rhineland-Palatinate, Saarland",Direct migration background,0.004846526655896607,41903,0.0041815692193418125,0.005511484092451402
2011,Yes,Bremen,No migration background,0.004846526655896607,41903,0.0041815692193418125,0.005511484092451402
2011,Yes,Hesse,Indirect migration background,0.0032310177705977385,41903,0.0026876417815187275,0.0037743937596767495
2011,Yes,"Rhineland-Palatinate, Saarland",Indirect migration background,0.0032310177705977385,41903,0.0026876417815187275,0.0037743937596767495
2011,Yes,Berlin,Direct migration background,0.0024232633279483036,41903,0.0019524952846523916,0.0028940313712442155
2011,Yes,Brandenburg,Indirect migration background,0.0016155088852988692,41903,0.0012309727993922034,0.002000044971205535
2011,Yes,Mecklenburg-Western Pomerania,Direct migration background,0.0016155088852988692,41903,0.0012309727993922034,0.002000044971205535
2011,Yes,Saxony,Direct migration background,0.0016155088852988692,41903,0.0012309727993922034,0.002000044971205535
2011,Yes,Schleswig-Holstein,Direct migration background,0.0016155088852988692,41903,0.0012309727993922034,0.002000044971205535
2011,Yes,Schleswig-Holstein,Indirect migration background,0.0016155088852988692,41903,0.0012309727993922034,0.002000044971205535
2011,Yes,Berlin,Indirect migration background,0.0008077544426494346,41903,0.0005357363957575695,0.0010797724895412998
2011,Yes,Hamburg,Indirect migration background,0.0008077544426494346,41903,0.0005357363957575695,0.0010797724895412998
2011,Yes,Lower Saxony,Indirect migration background,0.0008077544426494346,41903,0.0005357363957575695,0.0010797724895412998
2011,No,North Rhine-Westphalia,No migration background,0.1608305562676237,41903,0.1573129872631919,0.16434812527205547
2011,No,Bavaria,No migration background,0.13083824660343502,41903,0.12760937203572484,0.1340671211711452
2011,No,Baden-Wuerttemberg,No migration background,0.09489874391181748,41903,0.09209258456441866,0.0977049032592163
2011,No,Lower Saxony,No migration background,0.08151755960010254,41903,0.0788976004094517,0.08413751879075337
2011,No,Saxony,No migration background,0.06623942578825942,41903,0.06385815075341499,0.06862070082310386
2011,No,Hesse,No migration background,0.054960266598308126,41903,0.05277812482863878,0.057142408367977474
2011,No,"Rhineland-Palatinate, Saarland",No migration background,0.047321199692386566,41903,0.04528821252811155,0.04935418685666158
2011,No,Thuringa,No migration background,0.04163035119200205,41903,0.03971783519759054,0.04354286718641356
2011,No,Brandenburg,No migration background,0.04096385542168675,41903,0.039066051180269,0.0428616596631045
2011,No,Saxony-Anhalt,No migration background,0.040912586516277875,41903,0.03901591956413101,0.04280925346842474
2011,No,Berlin,No migration background,0.033632401948218406,41903,0.03190623166744441,0.0353585722289924
2011,No,Schleswig-Holstein,No migration background,0.028044091258651628,41903,0.02646328924345665,0.029624893273846604
2011,No,North Rhine-Westphalia,Direct migration background,0.027223788772109715,41903,0.025665620822753768,0.028781956721465662
2011,No,Mecklenburg-Western Pomerania,No migration background,0.024506536785439632,41903,0.023026110915484697,0.025986962655394567
2011,No,Baden-Wuerttemberg,Direct migration background,0.01835426813637529,41903,0.017069042321312573,0.019639493951438006
2011,No,Bavaria,Direct migration background,0.01512432709561651,41903,0.013955736872082543,0.016292917319150477
2011,No,Hamburg,No migration background,0.013022301973852858,41903,0.01193679888509085,0.014107805062614866
2011,No,North Rhine-Westphalia,Indirect migration background,0.01066393232504486,41903,0.009680455514433323,0.011647409135656397
2011,No,Hesse,Direct migration background,0.008818251730325558,41903,0.007923090205960125,0.009713413254690991
2011,No,Lower Saxony,Direct migration background,0.008408100487054601,41903,0.007533823705719958,0.009282377268389244
2011,No,Baden-Wuerttemberg,Indirect migration background,0.007741604716739297,41903,0.006902412590819013,0.008580796842659581
2011,No,"Rhineland-Palatinate, Saarland",Direct migration background,0.0075877980005126895,41903,0.006756919654021634,0.008418676347003745
2011,No,Bavaria,Indirect migration background,0.005998461932837734,41903,0.005259117180628027,0.006737806685047441
2011,No,Bremen,No migration background,0.005126890540886952,41903,0.0044430664736027,0.005810714608171203
2011,No,Hesse,Indirect migration background,0.003537554473211997,41903,0.0029690740037277576,0.004106034942696237
2011,No,Schleswig-Holstein,Direct migration background,0.00317867213534991,41903,0.002639701578374118,0.003717642692325702
2011,No,"Rhineland-Palatinate, Saarland",Indirect migration background,0.0031274032299410406,41903,0.002592783130990639,0.0036620233288914422
2011,No,Lower Saxony,Indirect migration background,0.0027172519866700846,41903,0.002218818027959078,0.003215685945381091
2011,No,Berlin,Direct migration background,0.0025121763650346064,41903,0.0020328709041744974,0.0029914818258947153
2011,No,Saxony,Direct migration background,0.0012304537298128684,41903,0.0008947943388156131,0.0015661131208101237
2011,No,Berlin,Indirect migration background,0.001179184824403999,41903,0.0008505843048552595,0.0015077853439527387
2011,No,Brandenburg,Direct migration background,0.0011279159189951295,41903,0.0008065300229491391,0.00144930181504112
2011,No,Hamburg,Direct migration background,0.00107664701358626,41903,0.0007626422286650808,0.0013906517985074391
2011,No,Bremen,Direct migration background,0.0009228402973596514,41903,0.0006321059760955343,0.0012135746186237686
2011,No,Saxony-Anhalt,Direct migration background,0.0008715713919507819,41903,0.0005890211689405431,0.0011541216149610206
2011,No,Hamburg,Indirect migration background,0.0007690335811330429,41903,0.0005036102426957815,0.0010344569195703042
2011,No,Thuringa,Direct migration background,0.0007177646757241733,41903,0.0004613347911767644,0.0009741945602715822
2011,No,Saxony,Indirect migration background,0.0006664957703153038,41903,0.0004193874118218216,0.0009136041288087858
2011,No,Schleswig-Holstein,Indirect migration background,0.0006152268649064342,41903,0.0003778067435345962,0.0008526469862782722
2011,No,Thuringa,Indirect migration background,0.00035888233786208665,41903,0.0001775264702852912,0.0005402382054388821
2011,No,Saxony-Anhalt,Indirect migration background,0.00035888233786208665,41903,0.0001775264702852912,0.0005402382054388821
2011,No,Brandenburg,Indirect migration background,0.0003076134324532171,41903,0.00013970621944977676,0.0004755206454566574
2011,No,Mecklenburg-Western Pomerania,Direct migration background,0.00020507562163547808,41903,6.797292557784591e-05,0.00034217831769311027
2011,No,Bremen,Indirect migration background,0.00010253781081773904,41903,5.586593496463303e-06,0.0001994890281390148
2011,No,Mecklenburg-Western Pomerania,Indirect migration background,5.126890540886952e-05,41903,-1.7287715327380275e-05,0.0001198255261451193
2013,Yes,North Rhine-Westphalia,No migration background,0.17568569310600446,44486,0.1721493124235958,0.17922207378841312
2013,Yes,Bavaria,No migration background,0.13491475166790215,44486,0.1317400452865892,0.1380894580492151
2013,Yes,Lower Saxony,No migration background,0.08895478131949593,44486,0.08630933467109518,0.09160022796789667
2013,Yes,Baden-Wuerttemberg,No migration background,0.08821349147516679,44486,0.08557801903316577,0.0908489639171678
2013,Yes,Saxony,No migration background,0.06597479614529281,44486,0.06366798139985787,0.06828161089072775
2013,Yes,Hesse,No migration background,0.05856189770200148,44486,0.05637993235492165,0.06074386304908131
2013,Yes,"Rhineland-Palatinate, Saarland",No migration background,0.05337286879169755,44486,0.05128408186925433,0.05546165571414077
2013,Yes,Berlin,No migration background,0.050407709414381024,44486,0.048374596663208806,0.05244082216555324
2013,Yes,Thuringa,No migration background,0.03558191252779837,44486,0.03386047324235642,0.037303351813240314
2013,Yes,Brandenburg,No migration background,0.031134173461823574,44486,0.029520205602431616,0.032748141321215535
2013,Yes,Mecklenburg-Western Pomerania,No migration background,0.028910303928836176,44486,0.02735326168939032,0.030467346168282033
2013,Yes,Saxony-Anhalt,No migration background,0.025203854707190512,44486,0.023747273246863324,0.0266604361675177
2013,Yes,North Rhine-Westphalia,Direct migration background,0.02446256486286138,44486,0.023027018055960115,0.025898111669762643
2013,Yes,Schleswig-Holstein,No migration background,0.022979985174203115,44486,0.021587562794147065,0.024372407554259165
2013,Yes,Bavaria,Direct migration background,0.01927353595255745,44486,0.01799592378564703,0.02055114811946787
2013,Yes,North Rhine-Westphalia,Indirect migration background,0.014084507042253521,44486,0.012989454232434128,0.015179559852072914
2013,Yes,Hamburg,No migration background,0.013343217197924388,44486,0.012276970441044803,0.014409463954803973
2013,Yes,Baden-Wuerttemberg,Direct migration background,0.011860637509266123,44486,0.010854615437794788,0.012866659580737457
2013,Yes,Hesse,Direct migration background,0.010378057820607857,44486,0.00943630464436721,0.011319810996848504
2013,Yes,Bavaria,Indirect migration background,0.00815418828762046,44486,0.007318475895118813,0.008989900680122107
2013,Yes,"Rhineland-Palatinate, Saarland",Direct migration background,0.006671608598962194,44486,0.005915113538169154,0.007428103659755234
2013,Yes,Lower Saxony,Direct migration background,0.005189028910303929,44486,0.004521365277949784,0.005856692542658073
2013,Yes,Bremen,No migration background,0.004447739065974796,44486,0.0038293723939644923,0.0050661057379851
2013,Yes,Baden-Wuerttemberg,Indirect migration background,0.004447739065974796,44486,0.0038293723939644923,0.0050661057379851
2013,Yes,"Rhineland-Palatinate, Saarland",Indirect migration background,0.0029651593773165306,44486,0.0024598892986179154,0.003470429456015146
2013,Yes,Hesse,Indirect migration background,0.002223869532987398,44486,0.001786130171359564,0.002661608894615232
2013,Yes,Berlin,Direct migration background,0.002223869532987398,44486,0.001786130171359564,0.002661608894615232
2013,Yes,Schleswig-Holstein,Indirect migration background,0.0014825796886582653,44486,0.0011250342527431374,0.0018401251245733932
2013,Yes,Berlin,Indirect migration background,0.0014825796886582653,44486,0.0011250342527431374,0.0018401251245733932
2013,Yes,Saxony,Direct migration background,0.0014825796886582653,44486,0.0011250342527431374,0.0018401251245733932
2013,Yes,Thuringa,Indirect migration background,0.0007412898443291327,44486,0.0004883732127995098,0.0009942064758587555
2013,Yes,Brandenburg,Direct migration background,0.0007412898443291327,44486,0.0004883732127995098,0.0009942064758587555
2013,Yes,Saxony-Anhalt,Direct migration background,0.0007412898443291327,44486,0.0004883732127995098,0.0009942064758587555
2013,Yes,Thuringa,Direct migration background,0.0007412898443291327,44486,0.0004883732127995098,0.0009942064758587555
2013,Yes,Bremen,Direct migration background,0.0007412898443291327,44486,0.0004883732127995098,0.0009942064758587555
2013,Yes,Hamburg,Direct migration background,0.0007412898443291327,44486,0.0004883732127995098,0.0009942064758587555
2013,Yes,Hamburg,Indirect migration background,0.0007412898443291327,44486,0.0004883732127995098,0.0009942064758587555
2013,Yes,Schleswig-Holstein,Direct migration background,0.0007412898443291327,44486,0.0004883732127995098,0.0009942064758587555
2013,No,North Rhine-Westphalia,No migration background,0.16235656790546327,44486,0.15892960883563137,0.16578352697529516
2013,No,Bavaria,No migration background,0.1327852942855512,44486,0.12963186788158737,0.135938720689515
2013,No,Baden-Wuerttemberg,No migration background,0.09036935548324485,44486,0.08770502847969133,0.09303368248679836
2013,No,Lower Saxony,No migration background,0.08340469258434663,44486,0.08083531192719456,0.0859740732414987
2013,No,Saxony,No migration background,0.06879031797682252,44486,0.06643834789790778,0.07114228805573725
2013,No,Hesse,No migration background,0.05594565279442827,44486,0.053810022544871765,0.05808128304398478
2013,No,"Rhineland-Palatinate, Saarland",No migration background,0.04749671747445339,44486,0.04552016007296702,0.049473274875939756
2013,No,Thuringa,No migration background,0.041787977393389276,44486,0.039928457298369295,0.04364749748840926
2013,No,Brandenburg,No migration background,0.04076040417879774,44486,0.03892290487921588,0.0425979034783796
2013,No,Saxony-Anhalt,No migration background,0.04053205457555518,44486,0.03869949147747453,0.04236461767363583
2013,No,Berlin,No migration background,0.03562253810584004,44486,0.033900152654212534,0.037344923557467546
2013,No,Schleswig-Holstein,No migration background,0.028600787806131185,44486,0.02705185612038269,0.03014971949187968
2013,No,North Rhine-Westphalia,Direct migration background,0.024262145344522465,44486,0.022832344432581964,0.025691946256462966
2013,No,Mecklenburg-Western Pomerania,No migration background,0.02300622252668836,44486,0.021613024182827806,0.024399420870548912
2013,No,Bavaria,Direct migration background,0.015984472226979504,44486,0.014819019884484003,0.017149924569475006
2013,No,Baden-Wuerttemberg,Direct migration background,0.015927384826168865,44486,0.01476398176428694,0.017090787888050792
2013,No,Hamburg,No migration background,0.01415767540103899,44486,0.013059822641635991,0.015255528160441989
2013,No,North Rhine-Westphalia,Indirect migration background,0.009133984129702575,44486,0.008249923631633597,0.010018044627771552
2013,No,Hesse,Direct migration background,0.008734372324028086,44486,0.00786969261722864,0.009599052030827532
2013,No,Lower Saxony,Direct migration background,0.00782097391105783,44486,0.007002377507516913,0.008639570314598747
2013,No,"Rhineland-Palatinate, Saarland",Direct migration background,0.007021750299708854,44486,0.00624579455770289,0.007797706041714819
2013,No,Bavaria,Indirect migration background,0.006964662898898213,44486,0.006191845671788979,0.007737480126007446
2013,No,Baden-Wuerttemberg,Indirect migration background,0.006850488097276931,44486,0.006083987553330286,0.007616988641223577
2013,No,Bremen,No migration background,0.005080778672147057,44486,0.004420079988427229,0.005741477355866885
2013,No,Hesse,Indirect migration background,0.0034823314494491064,44486,0.002934909827918331,0.004029753070979882
2013,No,"Rhineland-Palatinate, Saarland",Indirect migration background,0.0033110692470171834,44486,0.0027772326518546823,0.0038449058421796845
2013,No,Schleswig-Holstein,Direct migration background,0.0029114574413426956,44486,0.002410770253184852,0.003412144629500539
2013,No,Lower Saxony,Indirect migration background,0.0028543700405320544,44486,0.002358601659602406,0.0033501384214617027
2013,No,Berlin,Direct migration background,0.002740195238910772,44486,0.002254415604465131,0.0032259748733564136
2013,No,Saxony,Direct migration background,0.0015984472226979506,44486,0.0012272145712901232,0.001969679874105778
2013,No,Hamburg,Direct migration background,0.0014842724210766683,44486,0.001126523233230521,0.0018420216089228157
2013,No,Berlin,Indirect migration background,0.0013130102186447452,44486,0.000976503963331604,0.0016495164739578864
2013,No,Bremen,Direct migration background,0.0010846606154021807,44486,0.0007787773842099532,0.0013905438465944082
2013,No,Brandenburg,Direct migration background,0.0009704858137808986,44486,0.0006811327083841445,0.0012598389191776525
2013,No,Hamburg,Indirect migration background,0.0008563110121596164,44486,0.0005844955662290813,0.0011281264580901514
