year,migback,quintil_oecd,ple0019,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,1st Quintile,Yes,0.08152,163,2175,0.07001,0.09302
2009,No migration background,1st Quintile,No,0.91848,2012,2175,0.90698,0.92999
2009,No migration background,2nd Quintile,Yes,0.05480,119,2634,0.04611,0.06350
2009,No migration background,2nd Quintile,No,0.94520,2515,2634,0.93650,0.95389
2009,No migration background,3rd Quintile,Yes,0.05080,122,2998,0.04294,0.05866
2009,No migration background,3rd Quintile,No,0.94920,2876,2998,0.94134,0.95706
2009,No migration background,4th Quintile,Yes,0.04783,160,3377,0.04063,0.05503
2009,No migration background,4th Quintile,No,0.95217,3217,3377,0.94497,0.95937
2009,No migration background,5th Quintile,Yes,0.04917,196,4462,0.04283,0.05552
2009,No migration background,5th Quintile,No,0.95083,4266,4462,0.94448,0.95717
2009,Direct migration background,1st Quintile,Yes,0.08596,43,516,0.06175,0.11017
2009,Direct migration background,1st Quintile,No,0.91404,473,516,0.88983,0.93825
2009,Direct migration background,2nd Quintile,No,0.91666,356,356,0.88791,0.94541
2009,Direct migration background,3rd Quintile,No,0.97164,277,277,0.95205,0.99122
2009,Direct migration background,4th Quintile,No,0.95025,248,248,0.92313,0.97736
2009,Direct migration background,5th Quintile,No,0.93394,201,201,0.89952,0.96837
2009,Indirect migration background,1st Quintile,No,0.95486,170,170,0.92355,0.98616
2009,Indirect migration background,2nd Quintile,No,0.97779,146,146,0.95380,1.00178
2009,Indirect migration background,3rd Quintile,No,0.97808,121,121,0.95188,1.00428
2009,Indirect migration background,4th Quintile,No,0.96878,127,127,0.93841,0.99915
2009,Indirect migration background,5th Quintile,No,0.95166,124,124,0.91375,0.98956
2011,No migration background,1st Quintile,Yes,0.09649,172,1941,0.08335,0.10963
2011,No migration background,1st Quintile,No,0.90351,1769,1941,0.89037,0.91665
2011,No migration background,2nd Quintile,Yes,0.06690,134,2298,0.05669,0.07712
2011,No migration background,2nd Quintile,No,0.93310,2164,2298,0.92288,0.94331
2011,No migration background,3rd Quintile,Yes,0.05596,155,2716,0.04732,0.06461
2011,No migration background,3rd Quintile,No,0.94404,2561,2716,0.93539,0.95268
2011,No migration background,4th Quintile,Yes,0.05784,169,2997,0.04948,0.06620
2011,No migration background,4th Quintile,No,0.94216,2828,2997,0.93380,0.95052
2011,No migration background,5th Quintile,Yes,0.06291,198,3765,0.05515,0.07066
2011,No migration background,5th Quintile,No,0.93709,3567,3765,0.92934,0.94485
2011,Direct migration background,1st Quintile,Yes,0.09111,34,395,0.06269,0.11952
2011,Direct migration background,1st Quintile,No,0.90889,361,395,0.88048,0.93731
