"ple0019","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2009","(noch) kein Abschluss","kein Migrationshintergrund","8","0.0242417827968109","0.00728443466680097","0.0411991309268209"
"Ja","2009","(noch) kein Abschluss","direkter Migrationshintergrund","13","","",""
"Ja","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Ja","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2009","Hauptschule","kein Migrationshintergrund","270","","",""
"Ja","2009","Hauptschule","direkter Migrationshintergrund","40","0.056976538710981","0.0406885457633205","0.0732645316586416"
"Ja","2009","Hauptschule","indirekter Migrationshintergrund","10","","",""
"Ja","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2009","Realschule","kein Migrationshintergrund","243","","",""
"Ja","2009","Realschule","direkter Migrationshintergrund","7","0.0490613975735172","0.0135350864111512","0.0845877087358832"
"Ja","2009","Realschule","indirekter Migrationshintergrund","5","0.0295969727883527","0.0041214357312042","0.0550725098455012"
"Ja","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2009","(Fach-)Abitur","kein Migrationshintergrund","68","0.0556729119014257","0.0444519754853297","0.0668938483175218"
"Ja","2009","(Fach-)Abitur","direkter Migrationshintergrund","23","","",""
"Ja","2009","(Fach-)Abitur","indirekter Migrationshintergrund","5","0.045923144745774","0.00588619970727124","0.0859600897842767"
"Ja","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2009","AkademikerIn","kein Migrationshintergrund","164","","",""
"Ja","2009","AkademikerIn","direkter Migrationshintergrund","17","","",""
"Ja","2009","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","(noch) kein Abschluss","kein Migrationshintergrund","308","0.975758217203189","0.958800869073179","0.992715565333199"
"Nein","2009","(noch) kein Abschluss","direkter Migrationshintergrund","99","0.864775264151137","0.801443909172048","0.928106619130226"
"Nein","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","55","0.976438630547496","0.936712449399244","1.01616481169575"
"Nein","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","Hauptschule","kein Migrationshintergrund","4952","0.945590245609569","0.939438200209211","0.951742291009926"
"Nein","2009","Hauptschule","direkter Migrationshintergrund","738","0.943023461289019","0.926735468341358","0.95931145423668"
"Nein","2009","Hauptschule","indirekter Migrationshintergrund","202","","",""
"Nein","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","Realschule","kein Migrationshintergrund","4257","0.937607192830175","0.93054044552092","0.944673940139431"
"Nein","2009","Realschule","direkter Migrationshintergrund","135","","",""
"Nein","2009","Realschule","indirekter Migrationshintergrund","165","","",""
"Nein","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","(Fach-)Abitur","kein Migrationshintergrund","1536","","",""
"Nein","2009","(Fach-)Abitur","direkter Migrationshintergrund","272","","",""
"Nein","2009","(Fach-)Abitur","indirekter Migrationshintergrund","100","","",""
"Nein","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","AkademikerIn","kein Migrationshintergrund","3492","0.944541771935562","0.93712288800104","0.951960655870083"
"Nein","2009","AkademikerIn","direkter Migrationshintergrund","275","","",""
"Nein","2009","AkademikerIn","indirekter Migrationshintergrund","87","1","1","1"
"Nein","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","Realschule","kein Migrationshintergrund","","","",""
"Ja","2010","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2010","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2010","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2010","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2010","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
