year,sampreg,ple0019,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,West,Yes,0.05706,692,13477,0.05314,0.06097
2009,West,No,0.94294,12785,13477,0.93903,0.94686
2009,East,Yes,0.05152,192,4541,0.04509,0.05795
2009,East,No,0.94848,4349,4541,0.94205,0.95491
2011,West,Yes,0.06334,954,15840,0.05955,0.06714
2011,West,No,0.93666,14886,15840,0.93286,0.94045
2011,East,Yes,0.06485,284,4905,0.05796,0.07175
2011,East,No,0.93515,4621,4905,0.92825,0.94204
2013,West,Yes,0.07814,1061,14414,0.07376,0.08252
2013,West,No,0.92186,13353,14414,0.91748,0.92624
2013,East,Yes,0.06816,288,4452,0.06076,0.07557
2013,East,No,0.93184,4164,4452,0.92443,0.93924
2015,West,Yes,0.08333,1493,19787,0.07948,0.08719
2015,West,No,0.91667,18294,19787,0.91281,0.92052
2015,East,Yes,0.07861,391,5253,0.07133,0.08589
2015,East,No,0.92139,4862,5253,0.91411,0.92867
2017,West,Yes,0.08659,1656,20959,0.08278,0.09040
2017,West,No,0.91341,19303,20959,0.90960,0.91722
2017,East,Yes,0.07621,409,5590,0.06925,0.08316
2017,East,No,0.92379,5181,5590,0.91684,0.93075
2019,Does not apply,No,0.79169,58,58,0.68626,0.89712
2019,West,Yes,0.09930,1849,20104,0.09517,0.10343
2019,West,No,0.90070,18255,20104,0.89657,0.90483
2019,East,Yes,0.08778,488,5546,0.08033,0.09522
2019,East,No,0.91222,5058,5546,0.90478,0.91967
2021,West,Yes,0.11413,1502,15317,0.10909,0.11916
2021,West,No,0.88587,13815,15317,0.88084,0.89091
2021,East,Yes,0.08495,334,3847,0.07614,0.09376
2021,East,No,0.91505,3513,3847,0.90624,0.92386
