year,age_gr,pgisced97,ple0019,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2009,18-29 y.,Pre-primary Level,,0.9840255591054313,21983,0.9823681542214386,0.985682963989424
2009,18-29 y.,Pre-primary Level,Ja,0.01597444089456869,21983,0.014317036010575972,0.017631845778561406
2009,18-29 y.,Primary Level,,1.0,21983,1.0,1.0
2009,18-29 y.,Lower Secondary Level,,0.976890756302521,21983,0.9749045312394607,0.9788769813655812
2009,18-29 y.,Lower Secondary Level,Ja,0.023109243697478993,21983,0.02112301863441877,0.025095468760539214
2009,18-29 y.,Upper Secondary Level,,0.9762282091917591,21983,0.9742143958315176,0.9782420225520007
2009,18-29 y.,Upper Secondary Level,Ja,0.02377179080824089,21983,0.02175797744799937,0.025785604168482405
2009,18-29 y.,Post-secondary Non-tertiary Level,,0.9627659574468085,21983,0.9602630600328507,0.9652688548607663
2009,18-29 y.,Post-secondary Non-tertiary Level,Ja,0.03723404255319149,21983,0.03473114513923368,0.0397369399671493
2009,18-29 y.,First Stage of Tertiary Education,,1.0,21983,1.0,1.0
2009,18-29 y.,Second Stage of Tertiary Education,,0.991869918699187,21983,0.990682818452316,0.9930570189460579
2009,18-29 y.,Second Stage of Tertiary Education,Ja,0.008130081300813009,21983,0.006942981053942048,0.00931718154768397
2009,30-45 y.,Primary Level,,0.9166666666666666,21983,0.9130130103906836,0.9203203229426496
2009,30-45 y.,Primary Level,Ja,0.08333333333333333,21983,0.07967967705735028,0.08698698960931638
2009,30-45 y.,Lower Secondary Level,,0.948339483394834,21983,0.945413486371095,0.951265480418573
2009,30-45 y.,Lower Secondary Level,Ja,0.05166051660516605,21983,0.04873451958142704,0.05458651362890506
2009,30-45 y.,Upper Secondary Level,,0.9532389532389532,21983,0.9504479805022321,0.9560299259756744
2009,30-45 y.,Upper Secondary Level,Ja,0.04676104676104676,21983,0.043970074024325644,0.04955201949776788
2009,30-45 y.,Post-secondary Non-tertiary Level,,0.954233409610984,21983,0.9514708339594894,0.9569959852624786
2009,30-45 y.,Post-secondary Non-tertiary Level,Ja,0.04576659038901602,21983,0.04300401473752145,0.048529166040510587
2009,30-45 y.,First Stage of Tertiary Education,,0.9377880184331797,21983,0.9345949961557488,0.9409810407106106
2009,30-45 y.,First Stage of Tertiary Education,Ja,0.06221198156682028,21983,0.059018959289389376,0.06540500384425119
2009,30-45 y.,Second Stage of Tertiary Education,,0.9651871192341166,21983,0.9627639244168584,0.9676103140513748
2009,30-45 y.,Second Stage of Tertiary Education,Ja,0.034812880765883375,21983,0.032389685948625235,0.037236075583141515
2009,46-65 y.,Primary Level,,0.8301886792452831,21983,0.8252252216628155,0.8351521368277506
2009,46-65 y.,Primary Level,Ja,0.16981132075471697,21983,0.16484786317224942,0.17477477833718452
2009,46-65 y.,Lower Secondary Level,,0.8946015424164524,21983,0.8905423041834689,0.8986607806494359
2009,46-65 y.,Lower Secondary Level,Ja,0.10539845758354756,21983,0.10133921935056411,0.109457695816531
2009,46-65 y.,Upper Secondary Level,,0.9298724954462659,21983,0.9264967593707834,0.9332482315217485
2009,46-65 y.,Upper Secondary Level,Ja,0.07012750455373407,21983,0.0667517684782515,0.07350324062921663
2009,46-65 y.,Post-secondary Non-tertiary Level,,0.9386281588447654,21983,0.935455349638525,0.9418009680510058
2009,46-65 y.,Post-secondary Non-tertiary Level,Ja,0.061371841155234655,21983,0.05819903194899422,0.06454465036147508
2009,46-65 y.,First Stage of Tertiary Education,,0.9394495412844037,21983,0.9362966569435565,0.942602425625251
2009,46-65 y.,First Stage of Tertiary Education,Ja,0.060550458715596334,21983,0.05739757437474906,0.06370334305644361
2009,46-65 y.,Second Stage of Tertiary Education,,0.9403069926094372,21983,0.9371750834704178,0.9434389017484566
2009,46-65 y.,Second Stage of Tertiary Education,Ja,0.05969300739056282,21983,0.05656109825154346,0.06282491652958218
2009,66 and older,Primary Level,,0.9512195121951219,21983,0.9483719315261672,0.9540670928640766
2009,66 and older,Primary Level,Ja,0.04878048780487805,21983,0.04593290713592326,0.05162806847383284
2009,66 and older,Lower Secondary Level,,0.9585889570552147,21983,0.9559551322323381,0.9612227818780914
2009,66 and older,Lower Secondary Level,Ja,0.04141104294478527,21983,0.038777218121908624,0.04404486776766192
2009,66 and older,Upper Secondary Level,,0.9576622181316152,21983,0.9550003727878943,0.9603240634753362
