year,migback,regtyp,ple0019,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,Urban regions,Yes,0.05911,506,9786,0.05444,0.06379
2009,No migration background,Urban regions,No,0.94089,9280,9786,0.93621,0.94556
2009,No migration background,Rural regions,Yes,0.04877,254,5864,0.04326,0.05428
2009,No migration background,Rural regions,No,0.95123,5610,5864,0.94572,0.95674
2009,Direct migration background,Urban regions,Yes,0.07770,89,1341,0.06336,0.09203
2009,Direct migration background,Urban regions,No,0.92230,1252,1341,0.90797,0.93664
2009,Direct migration background,Rural regions,No,0.96666,304,304,0.94644,0.98687
2009,Indirect migration background,Urban regions,No,0.96437,574,574,0.94920,0.97955
2009,Indirect migration background,Rural regions,No,0.97570,114,114,0.94731,1.00409
2011,No migration background,Urban regions,Yes,0.06648,697,11186,0.06186,0.07110
2011,No migration background,Urban regions,No,0.93352,10489,11186,0.92890,0.93814
2011,No migration background,Rural regions,Yes,0.05964,381,6747,0.05399,0.06530
2011,No migration background,Rural regions,No,0.94036,6366,6747,0.93470,0.94601
2011,Direct migration background,Urban regions,Yes,0.06817,88,1549,0.05561,0.08072
2011,Direct migration background,Urban regions,No,0.93183,1461,1549,0.91928,0.94439
2011,Direct migration background,Rural regions,No,0.94834,440,440,0.92764,0.96905
2011,Indirect migration background,Urban regions,Yes,0.05020,36,657,0.03349,0.06692
2011,Indirect migration background,Urban regions,No,0.94980,621,657,0.93308,0.96651
2011,Indirect migration background,Rural regions,No,0.94642,130,130,0.90757,0.98528
2013,No migration background,Urban regions,Yes,0.08045,777,10189,0.07517,0.08573
2013,No migration background,Urban regions,No,0.91955,9412,10189,0.91427,0.92483
2013,No migration background,Rural regions,Yes,0.06979,405,6232,0.06347,0.07612
2013,No migration background,Rural regions,No,0.93021,5827,6232,0.92388,0.93653
2013,Direct migration background,Urban regions,Yes,0.07494,89,1322,0.06074,0.08914
2013,Direct migration background,Urban regions,No,0.92506,1233,1322,0.91086,0.93926
2013,Direct migration background,Rural regions,No,0.93120,396,396,0.90624,0.95616
2013,Indirect migration background,Urban regions,Yes,0.07643,44,563,0.05446,0.09839
2013,Indirect migration background,Urban regions,No,0.92357,519,563,0.90161,0.94554
2013,Indirect migration background,Rural regions,No,0.95362,130,130,0.91732,0.98991
2015,No migration background,Urban regions,Yes,0.08684,956,11612,0.08172,0.09197
2015,No migration background,Urban regions,No,0.91316,10656,11612,0.90803,0.91828
2015,No migration background,Rural regions,Yes,0.08163,569,7411,0.07539,0.08786
2015,No migration background,Rural regions,No,0.91837,6842,7411,0.91214,0.92461
2015,Direct migration background,Urban regions,Yes,0.07936,213,3335,0.07018,0.08853
2015,Direct migration background,Urban regions,No,0.92064,3122,3335,0.91147,0.92982
2015,Direct migration background,Rural regions,Yes,0.07321,61,1138,0.05807,0.08835
2015,Direct migration background,Rural regions,No,0.92679,1077,1138,0.91165,0.94193
2015,Indirect migration background,Urban regions,Yes,0.04761,71,1253,0.03582,0.05941
2015,Indirect migration background,Urban regions,No,0.95239,1182,1253,0.94059,0.96418
2015,Indirect migration background,Rural regions,No,0.92423,277,277,0.89301,0.95545
2017,No migration background,Urban regions,Yes,0.09082,1059,12289,0.08574,0.09591
2017,No migration background,Urban regions,No,0.90918,11230,12289,0.90409,0.91426
2017,No migration background,Rural regions,Yes,0.08080,575,7822,0.07476,0.08684
2017,No migration background,Rural regions,No,0.91920,7247,7822,0.91316,0.92524
2017,Direct migration background,Urban regions,Yes,0.08312,263,3553,0.07404,0.09220
2017,Direct migration background,Urban regions,No,0.91688,3290,3553,0.90780,0.92596
2017,Direct migration background,Rural regions,Yes,0.07248,72,1263,0.05818,0.08679
2017,Direct migration background,Rural regions,No,0.92752,1191,1263,0.91321,0.94182
2017,Indirect migration background,Urban regions,Yes,0.05908,83,1338,0.04645,0.07172
2017,Indirect migration background,Urban regions,No,0.94092,1255,1338,0.92828,0.95355
2017,Indirect migration background,Rural regions,No,0.94622,271,271,0.91932,0.97313
2019,No migration background,No answer / don't know,Yes,0.21211,109,484,0.17565,0.24857
2019,No migration background,No answer / don't know,No,0.78789,375,484,0.75143,0.82435
2019,No migration background,Urban regions,Yes,0.10436,1172,12180,0.09893,0.10979
2019,No migration background,Urban regions,No,0.89564,11008,12180,0.89021,0.90107
2019,No migration background,Rural regions,Yes,0.09231,631,7459,0.08574,0.09888
2019,No migration background,Rural regions,No,0.90769,6828,7459,0.90112,0.91426
2019,Direct migration background,Urban regions,Yes,0.07772,238,2967,0.06808,0.08735
2019,Direct migration background,Urban regions,No,0.92228,2729,2967,0.91265,0.93192
2019,Direct migration background,Rural regions,Yes,0.08362,60,1031,0.06672,0.10053
2019,Direct migration background,Rural regions,No,0.91638,971,1031,0.89947,0.93328
2019,Indirect migration background,Urban regions,Yes,0.07918,107,1244,0.06417,0.09419
2019,Indirect migration background,Urban regions,No,0.92082,1137,1244,0.90581,0.93583
2019,Indirect migration background,Rural regions,No,0.93288,273,273,0.90315,0.96262
2021,No migration background,Urban regions,Yes,0.11134,873,8244,0.10455,0.11813
2021,No migration background,Urban regions,No,0.88866,7371,8244,0.88187,0.89545
2021,No migration background,Rural regions,Yes,0.11142,492,4809,0.10253,0.12032
2021,No migration background,Rural regions,No,0.88858,4317,4809,0.87968,0.89747
2021,Direct migration background,Urban regions,Yes,0.09456,291,4034,0.08553,0.10360
2021,Direct migration background,Urban regions,No,0.90544,3743,4034,0.89640,0.91447
2021,Direct migration background,Rural regions,Yes,0.08466,74,1150,0.06856,0.10076
2021,Direct migration background,Rural regions,No,0.91534,1076,1150,0.89924,0.93144
2021,Indirect migration background,Urban regions,Yes,0.13381,93,734,0.10916,0.15845
2021,Indirect migration background,Urban regions,No,0.86619,641,734,0.84155,0.89084
2021,Indirect migration background,Rural regions,No,0.94992,180,180,0.91797,0.98187
