year,ple0019,age_gr,regtyp,proportion,n,lower_confidence,upper_confidence
2009,Yes,46-65 y.,Urban regions,0.334841628959276,21983,0.32860291829000055,0.34108033962855144
2009,Yes,30-45 y.,Urban regions,0.17194570135746606,21983,0.1669575725357502,0.17693383017918193
2009,Yes,46-65 y.,Rural regions,0.1595022624434389,21983,0.15466205149602683,0.16434247339085098
2009,Yes,66 and older,Urban regions,0.13800904977375567,21983,0.13344954444722962,0.1425685551002817
2009,Yes,30-45 y.,Rural regions,0.07126696832579185,21983,0.06786600319163197,0.07466793345995174
2009,Yes,66 and older,Rural regions,0.058823529411764705,21983,0.055713076283115386,0.061933982540414025
2009,Yes,18-29 y.,Urban regions,0.048642533936651584,21983,0.04579877648452956,0.05148629138877361
2009,Yes,18-29 y.,Rural regions,0.016968325791855202,21983,0.015261002189472163,0.018675649394238242
2009,No,46-65 y.,Urban regions,0.21827944437959612,21983,0.21281878889890526,0.22374009986028698
2009,No,30-45 y.,Urban regions,0.17053811135753472,21983,0.16556622110030714,0.1755100016147623
2009,No,66 and older,Urban regions,0.15034434457803197,21983,0.14561960782867528,0.15506908132738867
2009,No,46-65 y.,Rural regions,0.12536477179876268,21983,0.12098739601023006,0.1297421475872953
2009,No,18-29 y.,Urban regions,0.10686354616551885,21983,0.10277954093043655,0.11094755140060115
2009,No,30-45 y.,Rural regions,0.08982140772732579,21983,0.08604163377088166,0.09360118168376992
2009,No,66 and older,Rural regions,0.08240924477646784,21983,0.07877407186726115,0.08604441768567453
2009,No,18-29 y.,Rural regions,0.05637912921676199,21983,0.05333003711983098,0.059428221313693
2011,Yes,46-65 y.,Urban regions,0.33360258481421645,41903,0.32908803064591274,0.33811713898252016
2011,Yes,46-65 y.,Rural regions,0.19547657512116318,41903,0.19167949098476816,0.1992736592575582
2011,Yes,30-45 y.,Urban regions,0.1680129240710824,41903,0.1644330879316877,0.1715927602104771
2011,Yes,66 and older,Urban regions,0.10258481421647819,41903,0.09967964282941091,0.10548998560354547
2011,Yes,30-45 y.,Rural regions,0.06785137318255251,41903,0.06544337909829598,0.07025936726680904
2011,Yes,18-29 y.,Urban regions,0.05815831987075929,41903,0.05591738934980704,0.06039925039171154
2011,Yes,66 and older,Rural regions,0.05250403877221325,41903,0.0503684454578813,0.054639632086545195
2011,Yes,18-29 y.,Rural regions,0.021809369951534735,41903,0.020410855940029244,0.023207883963040226
2011,No,46-65 y.,Urban regions,0.2279415534478339,41903,0.22392484458937895,0.23195826230628885
2011,No,66 and older,Urban regions,0.1629838502947962,41903,0.15944735798294538,0.16652034260664703
2011,No,30-45 y.,Urban regions,0.15293514483465778,41903,0.14948890503364623,0.15638138463566933
2011,No,46-65 y.,Rural regions,0.1370930530633171,41903,0.13379981429211532,0.14038629183451887
2011,No,18-29 y.,Urban regions,0.09900025634452704,41903,0.0961405989420015,0.10185991374705258
2011,No,66 and older,Rural regions,0.08966931556011279,41903,0.08693370021518107,0.09240493090504451
2011,No,30-45 y.,Rural regions,0.08105613945142272,41903,0.07844294961241081,0.08366932929043462
2011,No,18-29 y.,Rural regions,0.04932068700333248,41903,0.04724737294050392,0.051394001066161044
2013,Yes,46-65 y.,Urban regions,0.34544106745737585,44486,0.34102225313421547,0.34985988178053623
2013,Yes,46-65 y.,Rural regions,0.18754633061527057,44486,0.18391890946755207,0.19117375176298906
2013,Yes,30-45 y.,Urban regions,0.14455151964418086,44486,0.14128374082840578,0.14781929845995595
2013,Yes,66 and older,Urban regions,0.13194959229058562,44486,0.12880459053928411,0.13509459404188712
2013,Yes,66 and older,Rural regions,0.06078576723498888,44486,0.0585653853444557,0.06300614912552206
2013,Yes,30-45 y.,Rural regions,0.05930318754633061,44486,0.05710832035138717,0.06149805474127405
2013,Yes,18-29 y.,Urban regions,0.05114899925871016,44486,0.04910179124400476,0.053196207273415556
2013,Yes,18-29 y.,Rural regions,0.01927353595255745,44486,0.01799592378564703,0.02055114811946787
2013,No,46-65 y.,Urban regions,0.22966261346120911,44486,0.22575393422420825,0.23357129269820998
2013,No,66 and older,Urban regions,0.17120511503111263,44486,0.16770464558272072,0.17470558447950454
2013,No,46-65 y.,Rural regions,0.14717131928983274,44486,0.1438791141942408,0.15046352438542468
2013,No,30-45 y.,Urban regions,0.14123422960552606,44486,0.13799790751221355,0.14447055169883857
