year,pgisced97,quintil_oecd,ple0019,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No answer / don't know,1st Quintile,No,0.99652,107,107,0.98532,1.00773
2009,No answer / don't know,3rd Quintile,No,0.99237,51,51,0.96825,1.01649
2009,No answer / don't know,5th Quintile,No,0.95705,47,47,0.89845,1.01564
2009,Pre-primary Level,1st Quintile,No,0.97860,56,56,0.94035,1.01685
2009,Pre-primary Level,4th Quintile,No,0.99036,73,73,0.96780,1.01293
2009,Pre-primary Level,5th Quintile,No,0.99638,77,77,0.98288,1.00988
2009,Primary Level,1st Quintile,No,0.90262,90,90,0.84102,0.96421
2009,Primary Level,2nd Quintile,No,0.86342,40,40,0.75565,0.97120
2009,Lower Secondary Level,1st Quintile,Yes,0.07329,45,594,0.05231,0.09426
2009,Lower Secondary Level,1st Quintile,No,0.92671,549,594,0.90574,0.94769
2009,Lower Secondary Level,2nd Quintile,No,0.96201,444,444,0.94421,0.97981
2009,Lower Secondary Level,3rd Quintile,No,0.94903,347,347,0.92586,0.97221
2009,Lower Secondary Level,4th Quintile,No,0.98185,238,238,0.96485,0.99885
2009,Lower Secondary Level,5th Quintile,No,0.96508,115,115,0.93139,0.99878
2009,Upper Secondary Level,1st Quintile,Yes,0.07401,107,1560,0.06102,0.08701
2009,Upper Secondary Level,1st Quintile,No,0.92599,1453,1560,0.91299,0.93898
2009,Upper Secondary Level,2nd Quintile,Yes,0.05984,91,1881,0.04912,0.07056
2009,Upper Secondary Level,2nd Quintile,No,0.94016,1790,1881,0.92944,0.95088
2009,Upper Secondary Level,3rd Quintile,Yes,0.05036,81,1901,0.04053,0.06020
2009,Upper Secondary Level,3rd Quintile,No,0.94964,1820,1901,0.93980,0.95947
2009,Upper Secondary Level,4th Quintile,Yes,0.05214,94,1985,0.04236,0.06193
2009,Upper Secondary Level,4th Quintile,No,0.94786,1891,1985,0.93807,0.95764
2009,Upper Secondary Level,5th Quintile,Yes,0.06044,90,1734,0.04922,0.07166
2009,Upper Secondary Level,5th Quintile,No,0.93956,1644,1734,0.92834,0.95078
2009,Post-secondary Non-tertiary Level,1st Quintile,No,0.85275,100,100,0.78294,0.92255
2009,Post-secondary Non-tertiary Level,2nd Quintile,No,0.96011,142,142,0.92781,0.99241
2009,Post-secondary Non-tertiary Level,3rd Quintile,No,0.94497,184,184,0.91192,0.97801
2009,Post-secondary Non-tertiary Level,4th Quintile,No,0.93938,218,218,0.90763,0.97113
2009,Post-secondary Non-tertiary Level,5th Quintile,No,0.95271,300,300,0.92865,0.97677
2009,First Stage of Tertiary Education,1st Quintile,No,0.88784,107,107,0.82776,0.94791
2009,First Stage of Tertiary Education,2nd Quintile,No,0.90343,197,197,0.86207,0.94478
2009,First Stage of Tertiary Education,3rd Quintile,No,0.97240,279,279,0.95314,0.99166
2009,First Stage of Tertiary Education,4th Quintile,No,0.93501,321,321,0.90801,0.96202
