year,age_gr,sex,ple0019,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,male,No,0.99253,1387,1387,0.98800,0.99706
2009,17-29 y.,female,Yes,0.02788,47,1457,0.01942,0.03633
2009,17-29 y.,female,No,0.97212,1410,1457,0.96367,0.98058
2009,30-45 y.,male,Yes,0.04035,63,2205,0.03213,0.04856
2009,30-45 y.,male,No,0.95965,2142,2205,0.95144,0.96787
2009,30-45 y.,female,Yes,0.08120,152,2470,0.07043,0.09197
2009,30-45 y.,female,No,0.91880,2318,2470,0.90803,0.92957
2009,46-65 y.,male,Yes,0.06018,152,3015,0.05169,0.06867
2009,46-65 y.,male,No,0.93982,2863,3015,0.93133,0.94831
2009,46-65 y.,female,Yes,0.09963,285,3310,0.08943,0.10984
2009,46-65 y.,female,No,0.90037,3025,3310,0.89016,0.91057
2009,66 and older,male,Yes,0.03223,59,1980,0.02445,0.04001
2009,66 and older,male,No,0.96777,1921,1980,0.95999,0.97555
2009,66 and older,female,Yes,0.05656,115,2183,0.04687,0.06626
2009,66 and older,female,No,0.94344,2068,2183,0.93374,0.95313
2011,17-29 y.,male,No,0.98304,1436,1436,0.97636,0.98972
2011,17-29 y.,female,Yes,0.04366,72,1531,0.03342,0.05390
2011,17-29 y.,female,No,0.95634,1459,1531,0.94610,0.96658
2011,30-45 y.,male,Yes,0.05453,95,2193,0.04502,0.06404
2011,30-45 y.,male,No,0.94547,2098,2193,0.93596,0.95498
2011,30-45 y.,female,Yes,0.07918,197,2663,0.06893,0.08944
2011,30-45 y.,female,No,0.92082,2466,2663,0.91056,0.93107
2011,46-65 y.,male,Yes,0.07181,228,3675,0.06346,0.08016
2011,46-65 y.,male,No,0.92819,3447,3675,0.91984,0.93654
2011,46-65 y.,female,Yes,0.11955,427,4099,0.10962,0.12949
2011,46-65 y.,female,No,0.88045,3672,4099,0.87051,0.89038
2011,66 and older,male,Yes,0.02190,57,2458,0.01612,0.02769
2011,66 and older,male,No,0.97810,2401,2458,0.97231,0.98388
2011,66 and older,female,Yes,0.05113,135,2663,0.04276,0.05950
2011,66 and older,female,No,0.94887,2528,2663,0.94050,0.95724
2013,17-29 y.,male,No,0.98270,1204,1204,0.97533,0.99007
2013,17-29 y.,female,Yes,0.05494,67,1304,0.04257,0.06731
2013,17-29 y.,female,No,0.94506,1237,1304,0.93269,0.95743
2013,30-45 y.,male,Yes,0.06741,83,1817,0.05588,0.07894
2013,30-45 y.,male,No,0.93259,1734,1817,0.92106,0.94412
2013,30-45 y.,female,Yes,0.08722,192,2256,0.07557,0.09886
2013,30-45 y.,female,No,0.91278,2064,2256,0.90114,0.92443
2013,46-65 y.,male,Yes,0.08587,267,3397,0.07645,0.09530
2013,46-65 y.,male,No,0.91413,3130,3397,0.90470,0.92355
2013,46-65 y.,female,Yes,0.12368,452,3922,0.11337,0.13398
2013,46-65 y.,female,No,0.87632,3470,3922,0.86602,0.88663
2013,66 and older,male,Yes,0.03271,81,2388,0.02558,0.03985
2013,66 and older,male,No,0.96729,2307,2388,0.96015,0.97442
2013,66 and older,female,Yes,0.07715,179,2550,0.06679,0.08750
2013,66 and older,female,No,0.92285,2371,2550,0.91250,0.93321
2015,17-29 y.,male,Yes,0.02484,51,1887,0.01782,0.03187
2015,17-29 y.,male,No,0.97516,1836,1887,0.96813,0.98218
2015,17-29 y.,female,Yes,0.07520,129,2036,0.06374,0.08666
2015,17-29 y.,female,No,0.92480,1907,2036,0.91334,0.93626
2015,30-45 y.,male,Yes,0.05004,125,3050,0.04230,0.05778
2015,30-45 y.,male,No,0.94996,2925,3050,0.94222,0.95770
2015,30-45 y.,female,Yes,0.10199,375,4306,0.09295,0.11103
2015,30-45 y.,female,No,0.89801,3931,4306,0.88897,0.90705
2015,46-65 y.,male,Yes,0.09977,320,4138,0.09064,0.10890
2015,46-65 y.,male,No,0.90023,3818,4138,0.89110,0.90936
2015,46-65 y.,female,Yes,0.13329,625,4739,0.12361,0.14297
2015,46-65 y.,female,No,0.86671,4114,4739,0.85703,0.87639
2015,66 and older,male,Yes,0.04442,97,2384,0.03615,0.05269
2015,66 and older,male,No,0.95558,2287,2384,0.94731,0.96385
2015,66 and older,female,Yes,0.07229,162,2500,0.06214,0.08244
2015,66 and older,female,No,0.92771,2338,2500,0.91756,0.93786
2017,17-29 y.,male,Yes,0.03881,77,2137,0.03062,0.04700
2017,17-29 y.,male,No,0.96119,2060,2137,0.95300,0.96938
2017,17-29 y.,female,Yes,0.07280,147,2222,0.06200,0.08361
2017,17-29 y.,female,No,0.92720,2075,2222,0.91639,0.93800
2017,30-45 y.,male,Yes,0.06619,145,3051,0.05737,0.07502
2017,30-45 y.,male,No,0.93381,2906,3051,0.92498,0.94263
2017,30-45 y.,female,Yes,0.10047,363,4206,0.09139,0.10956
2017,30-45 y.,female,No,0.89953,3843,4206,0.89044,0.90861
2017,46-65 y.,male,Yes,0.08445,347,4621,0.07644,0.09247
2017,46-65 y.,male,No,0.91555,4274,4621,0.90753,0.92356
2017,46-65 y.,female,Yes,0.14568,716,5352,0.13623,0.15513
2017,46-65 y.,female,No,0.85432,4636,5352,0.84487,0.86377
