year,sex,ple0019,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,male,Yes,0.03936,285,8598,0.03525,0.04347
2009,male,No,0.96064,8313,8598,0.95653,0.96475
2009,female,Yes,0.07182,599,9420,0.06661,0.07704
2009,female,No,0.92818,8821,9420,0.92296,0.93339
2011,male,Yes,0.04675,407,9789,0.04256,0.05093
2011,male,No,0.95325,9382,9789,0.94907,0.95744
2011,female,Yes,0.07977,831,10956,0.07469,0.08484
2011,female,No,0.92023,10125,10956,0.91516,0.92531
2013,male,Yes,0.05813,459,8834,0.05325,0.06301
2013,male,No,0.94187,8375,8834,0.93699,0.94675
2013,female,Yes,0.09342,890,10032,0.08772,0.09911
2013,female,No,0.90658,9142,10032,0.90089,0.91228
2015,male,Yes,0.06288,593,11459,0.05843,0.06732
2015,male,No,0.93712,10866,11459,0.93268,0.94157
2015,female,Yes,0.10114,1291,13581,0.09607,0.10621
2015,female,No,0.89886,12290,13581,0.89379,0.90393
2017,male,Yes,0.06234,661,12261,0.05806,0.06662
2017,male,No,0.93766,11600,12261,0.93338,0.94194
2017,female,Yes,0.10639,1404,14288,0.10133,0.11144
2017,female,No,0.89361,12884,14288,0.88856,0.89867
2019,male,Yes,0.07127,797,12279,0.06672,0.07582
2019,male,No,0.92873,11482,12279,0.92418,0.93328
2019,female,Yes,0.12238,1554,13441,0.11684,0.12792
2019,female,No,0.87762,11887,13441,0.87208,0.88316
2021,male,Yes,0.08545,634,9290,0.07977,0.09114
2021,male,No,0.91455,8656,9290,0.90886,0.92023
2021,female,Yes,0.13185,1197,9867,0.12517,0.13853
2021,female,No,0.86815,8670,9867,0.86147,0.87483
