year,quintil_oecd,sex,ple0019,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,1st Quintile,male,Yes,0.06491,68,1199,0.05096,0.07886
2009,1st Quintile,male,No,0.93509,1131,1199,0.92114,0.94904
2009,1st Quintile,female,Yes,0.09090,145,1669,0.07711,0.10470
2009,1st Quintile,female,No,0.90910,1524,1669,0.89530,0.92289
2009,2nd Quintile,male,Yes,0.03503,35,1412,0.02544,0.04463
2009,2nd Quintile,male,No,0.96497,1377,1412,0.95537,0.97456
2009,2nd Quintile,female,Yes,0.07510,110,1750,0.06275,0.08745
2009,2nd Quintile,female,No,0.92490,1640,1750,0.91255,0.93725
2009,3rd Quintile,male,Yes,0.03738,45,1659,0.02825,0.04651
2009,3rd Quintile,male,No,0.96262,1614,1659,0.95349,0.97175
2009,3rd Quintile,female,Yes,0.05708,88,1748,0.04620,0.06796
2009,3rd Quintile,female,No,0.94292,1660,1748,0.93204,0.95380
2009,4th Quintile,male,Yes,0.02682,61,1866,0.01948,0.03415
2009,4th Quintile,male,No,0.97318,1805,1866,0.96585,0.98052
2009,4th Quintile,female,Yes,0.06875,117,1904,0.05738,0.08012
2009,4th Quintile,female,No,0.93125,1787,1904,0.91988,0.94262
2009,5th Quintile,male,Yes,0.03773,76,2460,0.03020,0.04526
2009,5th Quintile,male,No,0.96227,2384,2460,0.95474,0.96980
2009,5th Quintile,female,Yes,0.06492,139,2346,0.05495,0.07489
2009,5th Quintile,female,No,0.93508,2207,2346,0.92511,0.94505
2011,1st Quintile,male,Yes,0.08254,75,1043,0.06583,0.09925
2011,1st Quintile,male,No,0.91746,968,1043,0.90075,0.93417
2011,1st Quintile,female,Yes,0.10155,141,1450,0.08600,0.11711
2011,1st Quintile,female,No,0.89845,1309,1450,0.88289,0.91400
2011,2nd Quintile,male,Yes,0.04570,44,1224,0.03400,0.05740
2011,2nd Quintile,male,No,0.95430,1180,1224,0.94260,0.96600
2011,2nd Quintile,female,Yes,0.08713,115,1503,0.07287,0.10139
2011,2nd Quintile,female,No,0.91287,1388,1503,0.89861,0.92713
2011,3rd Quintile,male,Yes,0.03574,56,1464,0.02623,0.04526
2011,3rd Quintile,male,No,0.96426,1408,1464,0.95474,0.97377
2011,3rd Quintile,female,Yes,0.07963,121,1600,0.06636,0.09290
2011,3rd Quintile,female,No,0.92037,1479,1600,0.90710,0.93364
2011,4th Quintile,male,Yes,0.04169,67,1659,0.03207,0.05131
2011,4th Quintile,male,No,0.95831,1592,1659,0.94869,0.96793
2011,4th Quintile,female,Yes,0.06916,115,1630,0.05684,0.08148
2011,4th Quintile,female,No,0.93084,1515,1630,0.91852,0.94316
2011,5th Quintile,male,Yes,0.04926,82,2050,0.03989,0.05864
2011,5th Quintile,male,No,0.95074,1968,2050,0.94136,0.96011
2011,5th Quintile,female,Yes,0.07830,135,2039,0.06664,0.08997
2011,5th Quintile,female,No,0.92170,1904,2039,0.91003,0.93336
2013,1st Quintile,male,Yes,0.07059,79,1284,0.05658,0.08461
2013,1st Quintile,male,No,0.92941,1205,1284,0.91539,0.94342
2013,1st Quintile,female,Yes,0.13529,225,1816,0.11956,0.15103
2013,1st Quintile,female,No,0.86471,1591,1816,0.84897,0.88044
2013,2nd Quintile,male,Yes,0.05946,85,1532,0.04762,0.07131
2013,2nd Quintile,male,No,0.94054,1447,1532,0.92869,0.95238
2013,2nd Quintile,female,Yes,0.09399,162,1909,0.08090,0.10709
2013,2nd Quintile,female,No,0.90601,1747,1909,0.89291,0.91910
2013,3rd Quintile,male,Yes,0.05439,83,1711,0.04364,0.06514
2013,3rd Quintile,male,No,0.94561,1628,1711,0.93486,0.95636
2013,3rd Quintile,female,Yes,0.09618,171,1893,0.08290,0.10947
2013,3rd Quintile,female,No,0.90382,1722,1893,0.89053,0.91710
2013,4th Quintile,male,Yes,0.04873,87,1905,0.03906,0.05840
2013,4th Quintile,male,No,0.95127,1818,1905,0.94160,0.96094
2013,4th Quintile,female,Yes,0.08007,176,2012,0.06821,0.09193
2013,4th Quintile,female,No,0.91993,1836,2012,0.90807,0.93179
2013,5th Quintile,male,Yes,0.06147,125,2400,0.05186,0.07108
2013,5th Quintile,male,No,0.93853,2275,2400,0.92892,0.94814
2013,5th Quintile,female,Yes,0.06837,156,2400,0.05827,0.07847
2013,5th Quintile,female,No,0.93163,2244,2400,0.92153,0.94173
2015,1st Quintile,male,Yes,0.08613,132,2107,0.07415,0.09812
2015,1st Quintile,male,No,0.91387,1975,2107,0.90188,0.92585
2015,1st Quintile,female,Yes,0.14639,409,2975,0.13368,0.15909
2015,1st Quintile,female,No,0.85361,2566,2975,0.84091,0.86632
2015,2nd Quintile,male,Yes,0.07475,127,2278,0.06395,0.08555
2015,2nd Quintile,male,No,0.92525,2151,2278,0.91445,0.93605
2015,2nd Quintile,female,Yes,0.10218,270,2971,0.09128,0.11307
2015,2nd Quintile,female,No,0.89782,2701,2971,0.88693,0.90872
2015,3rd Quintile,male,Yes,0.04687,97,2247,0.03812,0.05561
2015,3rd Quintile,male,No,0.95313,2150,2247,0.94439,0.96188
2015,3rd Quintile,female,Yes,0.09278,221,2595,0.08162,0.10395
2015,3rd Quintile,female,No,0.90722,2374,2595,0.89605,0.91838
2015,4th Quintile,male,Yes,0.05775,112,2275,0.04816,0.06734
2015,4th Quintile,male,No,0.94225,2163,2275,0.93266,0.95184
2015,4th Quintile,female,Yes,0.09318,215,2480,0.08174,0.10462
2015,4th Quintile,female,No,0.90682,2265,2480,0.89538,0.91826
2015,5th Quintile,male,Yes,0.05504,125,2551,0.04619,0.06389
2015,5th Quintile,male,No,0.94496,2426,2551,0.93611,0.95381
2015,5th Quintile,female,Yes,0.07228,176,2557,0.06224,0.08232
2015,5th Quintile,female,No,0.92772,2381,2557,0.91768,0.93776
2017,1st Quintile,male,Yes,0.11685,156,1955,0.10261,0.13110
2017,1st Quintile,male,No,0.88315,1799,1955,0.86890,0.89739
2017,1st Quintile,female,Yes,0.15509,389,2762,0.14159,0.16859
2017,1st Quintile,female,No,0.84491,2373,2762,0.83141,0.85841
2017,2nd Quintile,male,Yes,0.05594,109,2112,0.04614,0.06575
2017,2nd Quintile,male,No,0.94406,2003,2112,0.93425,0.95386
2017,2nd Quintile,female,Yes,0.10717,272,2681,0.09545,0.11888
2017,2nd Quintile,female,No,0.89283,2409,2681,0.88112,0.90455
2017,3rd Quintile,male,Yes,0.04643,88,2017,0.03724,0.05562
2017,3rd Quintile,male,No,0.95357,1929,2017,0.94438,0.96276
2017,3rd Quintile,female,Yes,0.10336,213,2397,0.09117,0.11555
2017,3rd Quintile,female,No,0.89664,2184,2397,0.88445,0.90883
2017,4th Quintile,male,Yes,0.05482,108,2077,0.04503,0.06461
2017,4th Quintile,male,No,0.94518,1969,2077,0.93539,0.95497
2017,4th Quintile,female,Yes,0.08837,182,2281,0.07672,0.10002
2017,4th Quintile,female,No,0.91163,2099,2281,0.89998,0.92328
2017,5th Quintile,male,Yes,0.03536,85,2277,0.02777,0.04295
2017,5th Quintile,male,No,0.96464,2192,2277,0.95705,0.97223
2017,5th Quintile,female,Yes,0.06246,132,2277,0.05252,0.07240
2017,5th Quintile,female,No,0.93754,2145,2277,0.92760,0.94748
2019,1st Quintile,male,Yes,0.10386,170,1876,0.09005,0.11767
2019,1st Quintile,male,No,0.89614,1706,1876,0.88233,0.90995
2019,1st Quintile,female,Yes,0.15262,392,2569,0.13871,0.16653
2019,1st Quintile,female,No,0.84738,2177,2569,0.83347,0.86129
2019,2nd Quintile,male,Yes,0.07130,153,2112,0.06033,0.08228
2019,2nd Quintile,male,No,0.92870,1959,2112,0.91772,0.93967
2019,2nd Quintile,female,Yes,0.12974,355,2657,0.11696,0.14252
2019,2nd Quintile,female,No,0.87026,2302,2657,0.85748,0.88304
2019,3rd Quintile,male,Yes,0.07199,120,2018,0.06071,0.08327
2019,3rd Quintile,male,No,0.92801,1898,2018,0.91673,0.93929
2019,3rd Quintile,female,Yes,0.12314,268,2404,0.11000,0.13628
2019,3rd Quintile,female,No,0.87686,2136,2404,0.86372,0.89000
2019,4th Quintile,male,Yes,0.05620,110,2022,0.04616,0.06624
2019,4th Quintile,male,No,0.94380,1912,2022,0.93376,0.95384
2019,4th Quintile,female,Yes,0.10239,218,2251,0.08986,0.11492
2019,4th Quintile,female,No,0.89761,2033,2251,0.88508,0.91014
2019,5th Quintile,male,Yes,0.05294,124,2420,0.04401,0.06186
2019,5th Quintile,male,No,0.94706,2296,2420,0.93814,0.95599
2019,5th Quintile,female,Yes,0.09695,201,2398,0.08510,0.10880
2019,5th Quintile,female,No,0.90305,2197,2398,0.89120,0.91490
2021,1st Quintile,male,Yes,0.10161,167,2298,0.08926,0.11397
2021,1st Quintile,male,No,0.89839,2131,2298,0.88603,0.91074
2021,1st Quintile,female,Yes,0.18140,366,2470,0.16620,0.19660
2021,1st Quintile,female,No,0.81860,2104,2470,0.80340,0.83380
2021,2nd Quintile,male,Yes,0.06973,112,1598,0.05724,0.08222
2021,2nd Quintile,male,No,0.93027,1486,1598,0.91778,0.94276
2021,2nd Quintile,female,Yes,0.13505,237,1928,0.11979,0.15031
2021,2nd Quintile,female,No,0.86495,1691,1928,0.84969,0.88021
2021,3rd Quintile,male,Yes,0.08214,99,1437,0.06794,0.09634
2021,3rd Quintile,male,No,0.91786,1338,1437,0.90366,0.93206
2021,3rd Quintile,female,Yes,0.11962,213,1686,0.10412,0.13511
2021,3rd Quintile,female,No,0.88038,1473,1686,0.86489,0.89588
2021,4th Quintile,male,Yes,0.09543,112,1517,0.08064,0.11022
2021,4th Quintile,male,No,0.90457,1405,1517,0.88978,0.91936
2021,4th Quintile,female,Yes,0.11613,190,1665,0.10074,0.13153
2021,4th Quintile,female,No,0.88387,1475,1665,0.86847,0.89926
2021,5th Quintile,male,Yes,0.08000,138,2249,0.06879,0.09122
2021,5th Quintile,male,No,0.92000,2111,2249,0.90878,0.93121
2021,5th Quintile,female,Yes,0.10396,185,2006,0.09060,0.11732
2021,5th Quintile,female,No,0.89604,1821,2006,0.88268,0.90940
