year,migback,sampreg,ple0019,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,West,Yes,0.05677,574,11224,0.05249,0.06105
2009,No migration background,West,No,0.94323,10650,11224,0.93895,0.94751
2009,No migration background,East,Yes,0.05101,186,4426,0.04452,0.05749
2009,No migration background,East,No,0.94899,4240,4426,0.94251,0.95548
2009,Direct migration background,West,Yes,0.06775,97,1584,0.05537,0.08013
2009,Direct migration background,West,No,0.93225,1487,1584,0.91987,0.94463
2009,Direct migration background,East,No,0.90056,69,69,0.82944,0.97169
2009,Indirect migration background,West,No,0.96528,648,648,0.95117,0.97939
2011,No migration background,West,Yes,0.06372,801,13165,0.05955,0.06790
2011,No migration background,West,No,0.93628,12364,13165,0.93210,0.94045
2011,No migration background,East,Yes,0.06557,277,4768,0.05855,0.07260
2011,No migration background,East,No,0.93443,4491,4768,0.92740,0.94145
2011,Direct migration background,West,Yes,0.06486,110,1921,0.05384,0.07588
2011,Direct migration background,West,No,0.93514,1811,1921,0.92412,0.94616
2011,Direct migration background,East,No,0.95273,90,90,0.90864,0.99682
2011,Indirect migration background,West,Yes,0.05200,43,754,0.03614,0.06786
2011,Indirect migration background,West,No,0.94800,711,754,0.93214,0.96386
2011,Indirect migration background,East,No,0.98452,40,40,0.94578,1.02326
2013,No migration background,West,Yes,0.07938,902,12098,0.07456,0.08420
2013,No migration background,West,No,0.92062,11196,12098,0.91580,0.92544
2013,No migration background,East,Yes,0.06666,280,4323,0.05923,0.07410
2013,No migration background,East,No,0.93334,4043,4323,0.92590,0.94077
2013,Direct migration background,West,Yes,0.07055,112,1655,0.05821,0.08289
2013,Direct migration background,West,No,0.92945,1543,1655,0.91711,0.94179
2013,Direct migration background,East,No,0.84726,86,86,0.77078,0.92374
2013,Indirect migration background,West,Yes,0.06959,47,661,0.05018,0.08901
2013,Indirect migration background,West,No,0.93041,614,661,0.91099,0.94982
2013,Indirect migration background,East,No,0.92382,35,35,0.83465,1.01299
2015,No migration background,West,Yes,0.08673,1157,14178,0.08210,0.09136
2015,No migration background,West,No,0.91327,13021,14178,0.90864,0.91790
2015,No migration background,East,Yes,0.07851,368,4845,0.07094,0.08609
2015,No migration background,East,No,0.92149,4477,4845,0.91391,0.92906
2015,Direct migration background,West,Yes,0.07725,257,4157,0.06913,0.08537
2015,Direct migration background,West,No,0.92275,3900,4157,0.91463,0.93087
2015,Direct migration background,East,No,0.90540,299,299,0.87217,0.93863
2015,Indirect migration background,West,Yes,0.05308,79,1452,0.04155,0.06462
2015,Indirect migration background,West,No,0.94692,1373,1452,0.93538,0.95845
2015,Indirect migration background,East,No,0.96497,86,86,0.92589,1.00406
2017,No migration background,West,Yes,0.08976,1249,15004,0.08518,0.09433
2017,No migration background,West,No,0.91024,13755,15004,0.90567,0.91482
2017,No migration background,East,Yes,0.07805,385,5107,0.07069,0.08541
2017,No migration background,East,No,0.92195,4722,5107,0.91459,0.92931
2017,Direct migration background,West,Yes,0.08209,314,4432,0.07400,0.09017
2017,Direct migration background,West,No,0.91791,4118,4432,0.90983,0.92600
2017,Direct migration background,East,No,0.94123,363,363,0.91700,0.96546
2017,Indirect migration background,West,Yes,0.06061,93,1523,0.04862,0.07259
2017,Indirect migration background,West,No,0.93939,1430,1523,0.92741,0.95138
2017,Indirect migration background,East,No,0.98905,96,96,0.96812,1.00998
2019,No migration background,Does not apply,No,0.83738,54,54,0.73803,0.93673
2019,No migration background,West,Yes,0.10522,1436,14941,0.10030,0.11014
2019,No migration background,West,No,0.89478,13505,14941,0.88986,0.89970
2019,No migration background,East,Yes,0.09011,463,5115,0.08226,0.09796
2019,No migration background,East,No,0.90989,4652,5115,0.90204,0.91774
2019,Direct migration background,West,Yes,0.08080,287,3714,0.07203,0.08956
2019,Direct migration background,West,No,0.91920,3427,3714,0.91044,0.92797
2019,Direct migration background,East,No,0.94753,296,296,0.92208,0.97297
2019,Indirect migration background,West,Yes,0.08125,126,1449,0.06718,0.09533
2019,Indirect migration background,West,No,0.91875,1323,1449,0.90467,0.93282
2019,Indirect migration background,East,No,0.95354,110,110,0.91403,0.99306
2021,No migration background,West,Yes,0.11757,1067,9825,0.11120,0.12394
2021,No migration background,West,No,0.88243,8758,9825,0.87606,0.88880
2021,No migration background,East,Yes,0.08777,299,3229,0.07801,0.09753
2021,No migration background,East,No,0.91223,2930,3229,0.90247,0.92199
2021,Direct migration background,West,Yes,0.09494,338,4648,0.08651,0.10337
2021,Direct migration background,West,No,0.90506,4310,4648,0.89663,0.91349
2021,Direct migration background,East,No,0.94455,509,509,0.92465,0.96445
2021,Indirect migration background,West,Yes,0.12571,97,844,0.10333,0.14809
2021,Indirect migration background,West,No,0.87429,747,844,0.85191,0.89667
2021,Indirect migration background,East,No,0.96548,74,74,0.92360,1.00736
