year,pgisced97,ple0019,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No answer / don't know,No,0.99306,323,323,0.98400,1.00213
2009,Pre-primary Level,No,0.99126,308,308,0.98084,1.00167
2009,Primary Level,No,0.89950,150,150,0.85122,0.94778
2009,Lower Secondary Level,Yes,0.05072,93,1788,0.04054,0.06089
2009,Lower Secondary Level,No,0.94928,1695,1788,0.93911,0.95946
2009,Upper Secondary Level,Yes,0.05895,463,9063,0.05410,0.06380
2009,Upper Secondary Level,No,0.94105,8600,9063,0.93620,0.94590
2009,Post-secondary Non-tertiary Level,Yes,0.06464,51,995,0.04935,0.07992
2009,Post-secondary Non-tertiary Level,No,0.93536,944,995,0.92008,0.95065
2009,First Stage of Tertiary Education,Yes,0.05766,71,1331,0.04514,0.07019
2009,First Stage of Tertiary Education,No,0.94234,1260,1331,0.92981,0.95486
2009,Second Stage of Tertiary Education,Yes,0.05404,181,4035,0.04706,0.06102
2009,Second Stage of Tertiary Education,No,0.94596,3854,4035,0.93898,0.95294
2011,No answer / don't know,No,0.96643,300,300,0.94602,0.98685
2011,Pre-primary Level,No,0.98387,308,308,0.96978,0.99796
2011,Primary Level,No,0.90728,211,211,0.86805,0.94651
2011,Lower Secondary Level,Yes,0.06585,154,2166,0.05541,0.07630
2011,Lower Secondary Level,No,0.93415,2012,2166,0.92370,0.94459
2011,Upper Secondary Level,Yes,0.06686,640,10490,0.06208,0.07164
2011,Upper Secondary Level,No,0.93314,9850,10490,0.92836,0.93792
2011,Post-secondary Non-tertiary Level,Yes,0.06544,75,1200,0.05144,0.07944
2011,Post-secondary Non-tertiary Level,No,0.93456,1125,1200,0.92056,0.94856
2011,First Stage of Tertiary Education,Yes,0.06056,78,1445,0.04826,0.07286
2011,First Stage of Tertiary Education,No,0.93944,1367,1445,0.92714,0.95174
2011,Second Stage of Tertiary Education,Yes,0.05739,254,4588,0.05066,0.06413
2011,Second Stage of Tertiary Education,No,0.94261,4334,4588,0.93587,0.94934
