year,regtyp,plh0037,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Urban regions,Very concerned,0.24853,3402,11626,0.24068,0.25639
2009,Urban regions,Somewhat concerned,0.45682,6422,11626,0.44776,0.46588
2009,Urban regions,Not concerned at all,0.12967,1802,11626,0.12357,0.13578
2009,Rural regions,Very concerned,0.21500,1614,6303,0.20486,0.22514
2009,Rural regions,Somewhat concerned,0.47032,3545,6303,0.45800,0.48265
2009,Rural regions,Not concerned at all,0.15586,1144,6303,0.14690,0.16481
2010,Urban regions,Very concerned,0.25807,4724,15546,0.25119,0.26495
2010,Urban regions,Somewhat concerned,0.43780,8177,15546,0.43000,0.44560
2010,Urban regions,Not concerned at all,0.14320,2645,15546,0.13770,0.14871
2010,Rural regions,Very concerned,0.22464,2111,8314,0.21567,0.23361
2010,Rural regions,Somewhat concerned,0.44914,4546,8314,0.43845,0.45983
2010,Rural regions,Not concerned at all,0.17095,1657,8314,0.16286,0.17904
2011,Urban regions,Very concerned,0.22739,4067,13221,0.22025,0.23454
2011,Urban regions,Somewhat concerned,0.40810,7086,13221,0.39972,0.41647
2011,Urban regions,Not concerned at all,0.12002,2068,13221,0.11448,0.12556
2011,Rural regions,Very concerned,0.21128,2022,7253,0.20189,0.22068
2011,Rural regions,Somewhat concerned,0.41116,3940,7253,0.39984,0.42249
2011,Rural regions,Not concerned at all,0.13279,1291,7253,0.12498,0.14060
2012,Urban regions,Very concerned,0.21493,3687,12973,0.20786,0.22200
2012,Urban regions,Somewhat concerned,0.41249,7043,12973,0.40402,0.42096
2012,Urban regions,Not concerned at all,0.13532,2243,12973,0.12943,0.14120
2012,Rural regions,Very concerned,0.20759,1912,7401,0.19835,0.21683
2012,Rural regions,Somewhat concerned,0.40363,4011,7401,0.39245,0.41481
2012,Rural regions,Not concerned at all,0.15712,1478,7401,0.14883,0.16541
2013,Urban regions,Very concerned,0.18328,3180,11981,0.17635,0.19021
2013,Urban regions,Somewhat concerned,0.36980,6474,11981,0.36115,0.37844
2013,Urban regions,Not concerned at all,0.13920,2327,11981,0.13300,0.14540
2013,Rural regions,Very concerned,0.17914,1643,6781,0.17002,0.18827
2013,Rural regions,Somewhat concerned,0.39747,3684,6781,0.38582,0.40912
2013,Rural regions,Not concerned at all,0.15842,1454,6781,0.14972,0.16711
2014,Urban regions,Very concerned,0.23773,5061,17534,0.23143,0.24404
2014,Urban regions,Somewhat concerned,0.44119,9226,17534,0.43384,0.44854
2014,Urban regions,Not concerned at all,0.15391,3247,17534,0.14857,0.15925
2014,Rural regions,Very concerned,0.21061,2374,9394,0.20237,0.21886
2014,Rural regions,Somewhat concerned,0.45470,5052,9394,0.44463,0.46477
2014,Rural regions,Not concerned at all,0.18177,1968,9394,0.17397,0.18957
2015,Urban regions,Very concerned,0.22427,4485,16077,0.21782,0.23072
2015,Urban regions,Somewhat concerned,0.44263,8649,16077,0.43495,0.45031
2015,Urban regions,Not concerned at all,0.14808,2943,16077,0.14259,0.15357
2015,Rural regions,Very concerned,0.19917,2070,8778,0.19081,0.20752
2015,Rural regions,Somewhat concerned,0.45658,4887,8778,0.44616,0.46700
2015,Rural regions,Not concerned at all,0.17046,1821,8778,0.16259,0.17833
2016,Urban regions,Very concerned,0.26105,4917,15575,0.25416,0.26795
2016,Urban regions,Somewhat concerned,0.42736,8126,15575,0.41959,0.43513
2016,Urban regions,Not concerned at all,0.13793,2532,15575,0.13252,0.14335
2016,Rural regions,Very concerned,0.23921,2363,8459,0.23012,0.24830
2016,Rural regions,Somewhat concerned,0.43972,4534,8459,0.42914,0.45030
2016,Rural regions,Not concerned at all,0.15584,1562,8459,0.14811,0.16357
2017,Urban regions,Very concerned,0.29906,6237,17047,0.29219,0.30594
2017,Urban regions,Somewhat concerned,0.40909,8465,17047,0.40171,0.41647
2017,Urban regions,Not concerned at all,0.11856,2345,17047,0.11370,0.12341
2017,Rural regions,Very concerned,0.27851,3091,9324,0.26941,0.28761
2017,Rural regions,Somewhat concerned,0.42675,4782,9324,0.41671,0.43679
2017,Rural regions,Not concerned at all,0.12553,1451,9324,0.11881,0.13226
2018,Urban regions,Very concerned,0.29228,5766,16603,0.28536,0.29920
2018,Urban regions,Somewhat concerned,0.42213,8450,16603,0.41462,0.42965
2018,Urban regions,Not concerned at all,0.11811,2387,16603,0.11320,0.12302
2018,Rural regions,Very concerned,0.25325,2686,8930,0.24423,0.26227
2018,Rural regions,Somewhat concerned,0.44540,4704,8930,0.43509,0.45571
2018,Rural regions,Not concerned at all,0.13629,1540,8930,0.12917,0.14340
2019,Urban regions,Very concerned,0.40381,8226,16291,0.39628,0.41135
2019,Urban regions,Somewhat concerned,0.34445,6629,16291,0.33716,0.35175
2019,Urban regions,Not concerned at all,0.07763,1436,16291,0.07352,0.08174
2019,Rural regions,Very concerned,0.37788,3887,8751,0.36772,0.38803
2019,Rural regions,Somewhat concerned,0.36400,3921,8751,0.35392,0.37408
2019,Rural regions,Not concerned at all,0.08830,943,8751,0.08236,0.09425
2020,Urban regions,Very concerned,0.34891,7062,16927,0.34173,0.35609
2020,Urban regions,Somewhat concerned,0.37782,7765,16927,0.37051,0.38512
2020,Urban regions,Not concerned at all,0.09849,2100,16927,0.09400,0.10298
2020,Rural regions,Very concerned,0.30682,3071,8604,0.29708,0.31657
2020,Rural regions,Somewhat concerned,0.40765,4263,8604,0.39727,0.41804
2020,Rural regions,Not concerned at all,0.10883,1270,8604,0.10225,0.11541
2021,Urban regions,Very concerned,0.39290,5555,11354,0.38391,0.40188
2021,Urban regions,Somewhat concerned,0.34332,4777,11354,0.33459,0.35206
2021,Urban regions,Not concerned at all,0.07940,1022,11354,0.07442,0.08437
2021,Rural regions,Very concerned,0.35849,2446,5779,0.34613,0.37086
2021,Rural regions,Somewhat concerned,0.37176,2633,5779,0.35930,0.38422
2021,Rural regions,Not concerned at all,0.09621,700,5779,0.08861,0.10382
