year,age_gr,plh0037,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Very concerned,0.24592,715,2839,0.23008,0.26176
2009,17-29 y.,Somewhat concerned,0.46456,1472,2839,0.44621,0.48291
2009,17-29 y.,Not concerned at all,0.21511,652,2839,0.19999,0.23022
2009,30-45 y.,Very concerned,0.28238,1318,4656,0.26945,0.29531
2009,30-45 y.,Somewhat concerned,0.56543,2625,4656,0.55119,0.57967
2009,30-45 y.,Not concerned at all,0.14636,713,4656,0.13621,0.15652
2009,46-65 y.,Very concerned,0.27878,1749,6304,0.26771,0.28985
2009,46-65 y.,Somewhat concerned,0.56923,3631,6304,0.55700,0.58145
2009,46-65 y.,Not concerned at all,0.14736,924,6304,0.13861,0.15611
2009,66 and older,Very concerned,0.29846,1234,4130,0.28450,0.31242
2009,66 and older,Somewhat concerned,0.53023,2239,4130,0.51501,0.54545
2009,66 and older,Not concerned at all,0.15802,657,4130,0.14690,0.16915
2010,17-29 y.,Very concerned,0.25641,1027,3906,0.24271,0.27011
2010,17-29 y.,Somewhat concerned,0.46857,1970,3906,0.45292,0.48422
2010,17-29 y.,Not concerned at all,0.21509,909,3906,0.20220,0.22797
2010,30-45 y.,Very concerned,0.28705,2610,9035,0.27773,0.29638
2010,30-45 y.,Somewhat concerned,0.53176,4912,9035,0.52147,0.54205
2010,30-45 y.,Not concerned at all,0.17852,1513,9035,0.17062,0.18642
2010,46-65 y.,Very concerned,0.29591,2007,6931,0.28516,0.30665
2010,46-65 y.,Somewhat concerned,0.54094,3762,6931,0.52920,0.55267
2010,46-65 y.,Not concerned at all,0.16040,1162,6931,0.15176,0.16904
2010,66 and older,Very concerned,0.30977,1191,3988,0.29542,0.32412
2010,66 and older,Somewhat concerned,0.50445,2079,3988,0.48893,0.51997
2010,66 and older,Not concerned at all,0.17497,718,3988,0.16318,0.18676
2011,17-29 y.,Very concerned,0.20737,746,2960,0.19276,0.22198
2011,17-29 y.,Somewhat concerned,0.43501,1546,2960,0.41714,0.45287
2011,17-29 y.,Not concerned at all,0.18317,668,2960,0.16923,0.19710
2011,30-45 y.,Very concerned,0.22956,1445,4805,0.21767,0.24146
2011,30-45 y.,Somewhat concerned,0.42244,2622,4805,0.40847,0.43640
2011,30-45 y.,Not concerned at all,0.12292,738,4805,0.11364,0.13221
2011,46-65 y.,Very concerned,0.29730,2441,7708,0.28710,0.30750
2011,46-65 y.,Somewhat concerned,0.51670,4184,7708,0.50554,0.52786
2011,46-65 y.,Not concerned at all,0.13520,1083,7708,0.12757,0.14284
2011,66 and older,Very concerned,0.28499,1457,5001,0.27247,0.29750
2011,66 and older,Somewhat concerned,0.52994,2674,5001,0.51610,0.54377
2011,66 and older,Not concerned at all,0.15989,870,5001,0.14973,0.17005
2012,17-29 y.,Very concerned,0.20103,681,2865,0.18635,0.21571
2012,17-29 y.,Somewhat concerned,0.41549,1436,2865,0.39744,0.43354
2012,17-29 y.,Not concerned at all,0.21654,748,2865,0.20146,0.23163
2012,30-45 y.,Very concerned,0.22313,1269,4567,0.21105,0.23520
2012,30-45 y.,Somewhat concerned,0.42016,2511,4567,0.40584,0.43448
2012,30-45 y.,Not concerned at all,0.14618,787,4567,0.13593,0.15642
2012,46-65 y.,Very concerned,0.26727,2205,7802,0.25745,0.27709
2012,46-65 y.,Somewhat concerned,0.52611,4336,7802,0.51503,0.53719
2012,46-65 y.,Not concerned at all,0.15449,1261,7802,0.14647,0.16251
2012,66 and older,Very concerned,0.28767,1444,5140,0.27529,0.30005
2012,66 and older,Somewhat concerned,0.52858,2771,5140,0.51494,0.54223
2012,66 and older,Not concerned at all,0.17316,925,5140,0.16281,0.18350
2013,17-29 y.,Very concerned,0.16004,605,2520,0.14572,0.17436
2013,17-29 y.,Somewhat concerned,0.33308,1250,2520,0.31467,0.35149
2013,17-29 y.,Not concerned at all,0.19591,665,2520,0.18041,0.21141
2013,30-45 y.,Very concerned,0.17037,1028,4056,0.15879,0.18194
2013,30-45 y.,Somewhat concerned,0.36670,2228,4056,0.35187,0.38153
2013,30-45 y.,Not concerned at all,0.14158,800,4056,0.13085,0.15231
2013,46-65 y.,Very concerned,0.24178,1938,7298,0.23196,0.25161
2013,46-65 y.,Somewhat concerned,0.50255,4068,7298,0.49108,0.51402
2013,46-65 y.,Not concerned at all,0.15636,1292,7298,0.14803,0.16469
2013,66 and older,Very concerned,0.25437,1252,4888,0.24216,0.26658
2013,66 and older,Somewhat concerned,0.51889,2612,4888,0.50488,0.53290
2013,66 and older,Not concerned at all,0.20390,1024,4888,0.19260,0.21520
2014,17-29 y.,Very concerned,0.21470,1050,4268,0.20238,0.22702
2014,17-29 y.,Somewhat concerned,0.47310,2102,4268,0.45812,0.48808
2014,17-29 y.,Not concerned at all,0.24029,1116,4268,0.22747,0.25311
2014,30-45 y.,Very concerned,0.26643,2268,8478,0.25702,0.27584
2014,30-45 y.,Somewhat concerned,0.53261,4569,8478,0.52198,0.54323
2014,30-45 y.,Not concerned at all,0.19736,1641,8478,0.18889,0.20583
2014,46-65 y.,Very concerned,0.27546,2652,9270,0.26637,0.28456
2014,46-65 y.,Somewhat concerned,0.54100,5006,9270,0.53085,0.55114
2014,46-65 y.,Not concerned at all,0.17852,1612,9270,0.17073,0.18632
2014,66 and older,Very concerned,0.29850,1465,4912,0.28570,0.31130
2014,66 and older,Somewhat concerned,0.52043,2601,4912,0.50646,0.53440
2014,66 and older,Not concerned at all,0.16801,846,4912,0.15755,0.17846
2015,17-29 y.,Very concerned,0.20499,955,3882,0.19229,0.21769
2015,17-29 y.,Somewhat concerned,0.43678,1918,3882,0.42117,0.45238
2015,17-29 y.,Not concerned at all,0.23788,1009,3882,0.22449,0.25128
2015,30-45 y.,Very concerned,0.22466,1766,7306,0.21509,0.23423
2015,30-45 y.,Somewhat concerned,0.53108,4088,7306,0.51964,0.54253
2015,30-45 y.,Not concerned at all,0.19017,1452,7306,0.18117,0.19917
2015,46-65 y.,Very concerned,0.27395,2447,8829,0.26465,0.28325
2015,46-65 y.,Somewhat concerned,0.54989,4901,8829,0.53951,0.56027
2015,46-65 y.,Not concerned at all,0.16257,1481,8829,0.15488,0.17027
2015,66 and older,Very concerned,0.28412,1387,4838,0.27141,0.29683
2015,66 and older,Somewhat concerned,0.53804,2629,4838,0.52399,0.55209
2015,66 and older,Not concerned at all,0.16304,822,4838,0.15263,0.17345
2016,17-29 y.,Very concerned,0.22915,984,3772,0.21573,0.24256
2016,17-29 y.,Somewhat concerned,0.46422,1912,3772,0.44831,0.48014
2016,17-29 y.,Not concerned at all,0.20487,876,3772,0.19199,0.21775
2016,30-45 y.,Very concerned,0.27395,1924,7015,0.26351,0.28438
2016,30-45 y.,Somewhat concerned,0.50427,3815,7015,0.49257,0.51597
2016,30-45 y.,Not concerned at all,0.20130,1276,7015,0.19191,0.21068
2016,46-65 y.,Very concerned,0.31958,2753,8564,0.30971,0.32946
2016,46-65 y.,Somewhat concerned,0.52659,4536,8564,0.51601,0.53716
2016,46-65 y.,Not concerned at all,0.14912,1275,8564,0.14158,0.15667
2016,66 and older,Very concerned,0.34063,1619,4683,0.32706,0.35421
2016,66 and older,Somewhat concerned,0.50861,2397,4683,0.49429,0.52293
2016,66 and older,Not concerned at all,0.13909,667,4683,0.12918,0.14900
2017,17-29 y.,Very concerned,0.28981,1432,4311,0.27626,0.30335
2017,17-29 y.,Somewhat concerned,0.44487,2065,4311,0.43004,0.45971
2017,17-29 y.,Not concerned at all,0.16866,814,4311,0.15749,0.17984
2017,30-45 y.,Very concerned,0.31620,2317,7220,0.30547,0.32692
2017,30-45 y.,Somewhat concerned,0.50199,3785,7220,0.49046,0.51353
2017,30-45 y.,Not concerned at all,0.16663,1118,7220,0.15803,0.17522
2017,46-65 y.,Very concerned,0.36394,3678,9921,0.35447,0.37341
2017,46-65 y.,Somewhat concerned,0.50181,4988,9921,0.49197,0.51164
2017,46-65 y.,Not concerned at all,0.12725,1255,9921,0.12069,0.13381
2017,66 and older,Very concerned,0.38222,1901,4919,0.36864,0.39580
2017,66 and older,Somewhat concerned,0.48463,2409,4919,0.47066,0.49859
2017,66 and older,Not concerned at all,0.12107,609,4919,0.11195,0.13019
2018,17-29 y.,Very concerned,0.29297,1370,4249,0.27928,0.30666
2018,17-29 y.,Somewhat concerned,0.43478,2023,4249,0.41987,0.44969
2018,17-29 y.,Not concerned at all,0.18202,856,4249,0.17042,0.19363
2018,30-45 y.,Very concerned,0.29106,1947,6707,0.28019,0.30194
2018,30-45 y.,Somewhat concerned,0.52636,3614,6707,0.51441,0.53831
2018,30-45 y.,Not concerned at all,0.16567,1146,6707,0.15677,0.17457
2018,46-65 y.,Very concerned,0.34393,3314,9612,0.33443,0.35343
2018,46-65 y.,Somewhat concerned,0.52207,5011,9612,0.51208,0.53205
2018,46-65 y.,Not concerned at all,0.12940,1287,9612,0.12269,0.13611
2018,66 and older,Very concerned,0.36736,1821,4965,0.35395,0.38077
2018,66 and older,Somewhat concerned,0.50295,2506,4965,0.48904,0.51686
2018,66 and older,Not concerned at all,0.12309,638,4965,0.11395,0.13222
2019,17-29 y.,Very concerned,0.43921,1935,3809,0.42344,0.45497
2019,17-29 y.,Somewhat concerned,0.35888,1463,3809,0.34364,0.37411
2019,17-29 y.,Not concerned at all,0.10064,411,3809,0.09108,0.11019
2019,30-45 y.,Very concerned,0.42377,2753,6259,0.41152,0.43601
2019,30-45 y.,Somewhat concerned,0.44327,2840,6259,0.43096,0.45558
2019,30-45 y.,Not concerned at all,0.11465,666,6259,0.10676,0.12255
2019,46-65 y.,Very concerned,0.49747,5225,10374,0.48785,0.50710
2019,46-65 y.,Somewhat concerned,0.41409,4269,10374,0.40461,0.42357
2019,46-65 y.,Not concerned at all,0.08329,880,10374,0.07797,0.08860
2019,66 and older,Very concerned,0.49726,2576,5153,0.48361,0.51092
2019,66 and older,Somewhat concerned,0.40802,2119,5153,0.39460,0.42144
2019,66 and older,Not concerned at all,0.08819,458,5153,0.08045,0.09593
2020,17-29 y.,Very concerned,0.38490,1732,4306,0.37037,0.39944
2020,17-29 y.,Somewhat concerned,0.39209,1857,4306,0.37751,0.40668
2020,17-29 y.,Not concerned at all,0.12497,717,4306,0.11509,0.13485
2020,30-45 y.,Very concerned,0.35055,2325,6600,0.33903,0.36206
2020,30-45 y.,Somewhat concerned,0.48719,3234,6600,0.47513,0.49925
2020,30-45 y.,Not concerned at all,0.14323,1041,6600,0.13477,0.15168
2020,46-65 y.,Very concerned,0.40873,4011,9773,0.39899,0.41848
2020,46-65 y.,Somewhat concerned,0.47200,4649,9773,0.46211,0.48190
2020,46-65 y.,Not concerned at all,0.11333,1113,9773,0.10705,0.11962
2020,66 and older,Very concerned,0.43323,2065,4852,0.41928,0.44717
2020,66 and older,Somewhat concerned,0.45276,2288,4852,0.43875,0.46677
2020,66 and older,Not concerned at all,0.10460,499,4852,0.09599,0.11321
