year,bula_h,plh0037,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,Very concerned,0.23137,134,503,0.19448,0.26826
2009,Schleswig-Holstein,Somewhat concerned,0.44825,256,503,0.40475,0.49176
2009,Schleswig-Holstein,Not concerned at all,0.15662,113,503,0.12483,0.18842
2009,Hamburg,Very concerned,0.24480,86,265,0.19293,0.29667
2009,Hamburg,Somewhat concerned,0.57821,148,265,0.51864,0.63778
2009,Hamburg,Not concerned at all,0.08367,31,265,0.05027,0.11707
2009,Lower Saxony,Very concerned,0.23446,453,1622,0.21383,0.25508
2009,Lower Saxony,Somewhat concerned,0.44118,889,1622,0.41701,0.46535
2009,Lower Saxony,Not concerned at all,0.15955,280,1622,0.14172,0.17738
2009,Bremen,Very concerned,0.31708,46,95,0.22301,0.41115
2009,Bremen,Somewhat concerned,0.42568,49,95,0.32573,0.52564
2009,North Rhine-Westphalia,Very concerned,0.24327,1064,3604,0.22926,0.25728
2009,North Rhine-Westphalia,Somewhat concerned,0.46496,2069,3604,0.44867,0.48124
2009,North Rhine-Westphalia,Not concerned at all,0.11928,471,3604,0.10870,0.12986
2009,Hesse,Very concerned,0.26091,363,1209,0.23615,0.28567
2009,Hesse,Somewhat concerned,0.43428,665,1209,0.40633,0.46223
2009,Hesse,Not concerned at all,0.11496,181,1209,0.09697,0.13295
2009,"Rhineland-Palatinate, Saarland",Very concerned,0.23500,310,1020,0.20896,0.26103
2009,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.43108,544,1020,0.40067,0.46148
2009,"Rhineland-Palatinate, Saarland",Not concerned at all,0.15230,166,1020,0.13024,0.17436
2009,Baden-Wuerttemberg,Very concerned,0.23963,627,2098,0.22136,0.25790
2009,Baden-Wuerttemberg,Somewhat concerned,0.47095,1156,2098,0.44959,0.49232
2009,Baden-Wuerttemberg,Not concerned at all,0.11608,315,2098,0.10237,0.12979
2009,Bavaria,Very concerned,0.21742,687,2595,0.20154,0.23329
2009,Bavaria,Somewhat concerned,0.48289,1503,2595,0.46366,0.50213
2009,Bavaria,Not concerned at all,0.13411,405,2595,0.12099,0.14722
2009,Berlin,Very concerned,0.32164,252,683,0.28658,0.35670
2009,Berlin,Somewhat concerned,0.43161,335,683,0.39444,0.46878
2009,Berlin,Not concerned at all,0.11381,96,683,0.08997,0.13764
2009,Brandenburg,Very concerned,0.19049,195,788,0.16306,0.21793
2009,Brandenburg,Somewhat concerned,0.47453,442,788,0.43964,0.50941
2009,Brandenburg,Not concerned at all,0.18464,151,788,0.15753,0.21175
2009,Mecklenburg-Western Pomerania,Very concerned,0.22581,121,470,0.18797,0.26365
2009,Mecklenburg-Western Pomerania,Somewhat concerned,0.47008,251,470,0.42491,0.51525
2009,Mecklenburg-Western Pomerania,Not concerned at all,0.18930,98,470,0.15384,0.22475
2009,Saxony,Very concerned,0.21423,294,1366,0.19246,0.23599
2009,Saxony,Somewhat concerned,0.43784,749,1366,0.41152,0.46416
2009,Saxony,Not concerned at all,0.21141,323,1366,0.18974,0.23307
2009,Saxony-Anhalt,Very concerned,0.22111,181,766,0.19170,0.25052
2009,Saxony-Anhalt,Somewhat concerned,0.50787,448,766,0.47244,0.54330
2009,Saxony-Anhalt,Not concerned at all,0.15027,137,766,0.12494,0.17559
2009,Thuringa,Very concerned,0.22678,203,822,0.19813,0.25542
2009,Thuringa,Somewhat concerned,0.44899,463,822,0.41497,0.48302
2009,Thuringa,Not concerned at all,0.17132,156,822,0.14554,0.19709
2010,Schleswig-Holstein,Very concerned,0.23252,209,729,0.20184,0.26321
2010,Schleswig-Holstein,Somewhat concerned,0.46569,406,729,0.42946,0.50193
2010,Schleswig-Holstein,Not concerned at all,0.15042,114,729,0.12446,0.17639
2010,Hamburg,Very concerned,0.26186,130,382,0.21772,0.30601
2010,Hamburg,Somewhat concerned,0.51077,205,382,0.46058,0.56097
2010,Hamburg,Not concerned at all,0.11623,47,382,0.08405,0.14841
2010,Lower Saxony,Very concerned,0.23629,607,2175,0.21843,0.25414
2010,Lower Saxony,Somewhat concerned,0.42040,1146,2175,0.39965,0.44115
2010,Lower Saxony,Not concerned at all,0.17267,422,2175,0.15678,0.18856
2010,Bremen,Very concerned,0.38092,70,144,0.30133,0.46052
2010,Bremen,Somewhat concerned,0.33347,74,144,0.25620,0.41075
2010,North Rhine-Westphalia,Very concerned,0.25553,1507,4964,0.24340,0.26767
2010,North Rhine-Westphalia,Somewhat concerned,0.44186,2662,4964,0.42804,0.45567
2010,North Rhine-Westphalia,Not concerned at all,0.13115,795,4964,0.12175,0.14054
2010,Hesse,Very concerned,0.26203,522,1667,0.24091,0.28315
2010,Hesse,Somewhat concerned,0.44021,890,1667,0.41638,0.46405
2010,Hesse,Not concerned at all,0.11449,255,1667,0.09920,0.12978
2010,"Rhineland-Palatinate, Saarland",Very concerned,0.23414,361,1322,0.21131,0.25698
2010,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.45121,725,1322,0.42437,0.47804
2010,"Rhineland-Palatinate, Saarland",Not concerned at all,0.14964,236,1322,0.13040,0.16888
2010,Baden-Wuerttemberg,Very concerned,0.27798,935,2885,0.26163,0.29433
2010,Baden-Wuerttemberg,Somewhat concerned,0.43365,1505,2885,0.41557,0.45174
2010,Baden-Wuerttemberg,Not concerned at all,0.11597,445,2885,0.10429,0.12766
2010,Bavaria,Very concerned,0.24701,1072,3571,0.23286,0.26116
2010,Bavaria,Somewhat concerned,0.44040,1912,3571,0.42412,0.45669
2010,Bavaria,Not concerned at all,0.15415,587,3571,0.14231,0.16600
2010,Berlin,Very concerned,0.28830,320,921,0.25903,0.31757
2010,Berlin,Somewhat concerned,0.42751,447,921,0.39554,0.45948
2010,Berlin,Not concerned at all,0.15533,154,921,0.13192,0.17874
2010,Brandenburg,Very concerned,0.21275,220,954,0.18676,0.23873
2010,Brandenburg,Somewhat concerned,0.46608,545,954,0.43441,0.49776
2010,Brandenburg,Not concerned at all,0.18492,189,954,0.16027,0.20957
2010,Mecklenburg-Western Pomerania,Very concerned,0.14759,119,588,0.11890,0.17629
2010,Mecklenburg-Western Pomerania,Somewhat concerned,0.52252,328,588,0.48211,0.56293
2010,Mecklenburg-Western Pomerania,Not concerned at all,0.19916,141,588,0.16686,0.23147
2010,Saxony,Very concerned,0.19439,321,1671,0.17541,0.21337
2010,Saxony,Somewhat concerned,0.42341,874,1671,0.39971,0.44711
2010,Saxony,Not concerned at all,0.25137,476,1671,0.23057,0.27218
2010,Saxony-Anhalt,Very concerned,0.19646,192,906,0.17058,0.22235
2010,Saxony-Anhalt,Somewhat concerned,0.46763,506,906,0.43512,0.50014
2010,Saxony-Anhalt,Not concerned at all,0.21134,208,906,0.18474,0.23794
2010,Thuringa,Very concerned,0.23505,250,953,0.20811,0.26198
2010,Thuringa,Somewhat concerned,0.43833,498,953,0.40681,0.46985
2010,Thuringa,Not concerned at all,0.20321,205,953,0.17765,0.22877
2011,Schleswig-Holstein,Very concerned,0.22837,205,642,0.19587,0.26087
2011,Schleswig-Holstein,Somewhat concerned,0.40410,344,642,0.36611,0.44209
2011,Schleswig-Holstein,Not concerned at all,0.11506,93,642,0.09036,0.13976
2011,Hamburg,Very concerned,0.18033,85,303,0.13697,0.22369
2011,Hamburg,Somewhat concerned,0.44268,155,303,0.38666,0.49870
2011,Hamburg,Not concerned at all,0.15144,63,303,0.11101,0.19187
2011,Lower Saxony,Very concerned,0.22298,547,1884,0.20418,0.24178
2011,Lower Saxony,Somewhat concerned,0.38802,1024,1884,0.36601,0.41003
