year,regtyp,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Urban regions,Not leaning towards specific party,0.34677,4113,8577,0.33669,0.35684
1985,Urban regions,SPD,0.22842,2275,8577,0.21953,0.23730
1985,Urban regions,CDU/CSU,0.20303,1675,8577,0.19452,0.21154
1985,Urban regions,FDP,0.01970,158,8577,0.01676,0.02264
1985,Urban regions,Bündnis90/Grüne,0.03428,356,8577,0.03043,0.03813
1985,Rural regions,Not leaning towards specific party,0.35410,1095,2342,0.33473,0.37347
1985,Rural regions,SPD,0.18216,522,2342,0.16653,0.19780
1985,Rural regions,CDU/CSU,0.24985,637,2342,0.23231,0.26739
1985,Rural regions,FDP,0.01611,39,2342,0.01101,0.02121
1985,Rural regions,Bündnis90/Grüne,0.01604,49,2342,0.01096,0.02113
1986,Urban regions,Not leaning towards specific party,0.34672,4001,8247,0.33645,0.35699
1986,Urban regions,SPD,0.22951,2173,8247,0.22043,0.23858
1986,Urban regions,CDU/CSU,0.20422,1612,8247,0.19552,0.21292
1986,Urban regions,FDP,0.01771,139,8247,0.01487,0.02056
1986,Urban regions,Bündnis90/Grüne,0.03342,322,8247,0.02954,0.03730
1986,Rural regions,Not leaning towards specific party,0.35295,1049,2202,0.33299,0.37292
1986,Rural regions,SPD,0.19148,510,2202,0.17505,0.20792
1986,Rural regions,CDU/CSU,0.23748,582,2202,0.21970,0.25526
1986,Rural regions,Bündnis90/Grüne,0.02010,61,2202,0.01424,0.02596
1987,Urban regions,Not leaning towards specific party,0.30380,3644,8138,0.29381,0.31379
1987,Urban regions,SPD,0.22980,2115,8138,0.22066,0.23894
1987,Urban regions,CDU/CSU,0.22646,1768,8138,0.21737,0.23555
1987,Urban regions,FDP,0.02911,217,8138,0.02546,0.03276
1987,Urban regions,Bündnis90/Grüne,0.03949,394,8138,0.03526,0.04372
1987,Rural regions,Not leaning towards specific party,0.30026,931,2200,0.28110,0.31941
1987,Rural regions,SPD,0.18568,493,2200,0.16942,0.20193
1987,Rural regions,CDU/CSU,0.27310,644,2200,0.25448,0.29173
1987,Rural regions,FDP,0.02540,60,2200,0.01882,0.03198
1987,Rural regions,Bündnis90/Grüne,0.02194,72,2200,0.01581,0.02806
1988,Urban regions,Not leaning towards specific party,0.33253,3733,7832,0.32209,0.34296
1988,Urban regions,SPD,0.23944,2109,7832,0.22999,0.24890
1988,Urban regions,CDU/CSU,0.19946,1486,7832,0.19061,0.20831
1988,Urban regions,FDP,0.02313,171,7832,0.01980,0.02646
1988,Urban regions,Bündnis90/Grüne,0.03298,297,7832,0.02902,0.03693
1988,Urban regions,Others,0.00542,36,7832,0.00379,0.00704
1988,Rural regions,Not leaning towards specific party,0.33872,976,2059,0.31827,0.35917
1988,Rural regions,SPD,0.20420,482,2059,0.18678,0.22162
1988,Rural regions,CDU/CSU,0.23078,518,2059,0.21257,0.24898
1988,Rural regions,FDP,0.02058,43,2059,0.01444,0.02671
1988,Rural regions,Bündnis90/Grüne,0.01374,40,2059,0.00871,0.01877
1989,Urban regions,Not leaning towards specific party,0.34847,3660,7622,0.33777,0.35917
1989,Urban regions,SPD,0.23865,2124,7622,0.22908,0.24822
1989,Urban regions,CDU/CSU,0.17717,1268,7622,0.16860,0.18575
1989,Urban regions,FDP,0.01391,106,7622,0.01128,0.01654
1989,Urban regions,Bündnis90/Grüne,0.03522,319,7622,0.03108,0.03936
1989,Urban regions,Others,0.02022,145,7622,0.01706,0.02338
1989,Rural regions,Not leaning towards specific party,0.35917,959,1963,0.33794,0.38040
1989,Rural regions,SPD,0.18890,445,1963,0.17158,0.20622
1989,Rural regions,CDU/CSU,0.21336,450,1963,0.19523,0.23149
1989,Rural regions,FDP,0.01814,32,1963,0.01223,0.02404
1989,Rural regions,Bündnis90/Grüne,0.01282,38,1963,0.00784,0.01780
1989,Rural regions,Others,0.01869,39,1963,0.01270,0.02468
1990,Urban regions,Not leaning towards specific party,0.28939,3414,7426,0.27908,0.29971
1990,Urban regions,SPD,0.22925,2207,7426,0.21969,0.23881
1990,Urban regions,CDU/CSU,0.17058,1345,7426,0.16203,0.17914
1990,Urban regions,FDP,0.01968,160,7426,0.01652,0.02284
1990,Urban regions,Bündnis90/Grüne,0.02477,241,7426,0.02123,0.02830
1990,Urban regions,Far right parties,0.00688,59,7426,0.00500,0.00876
1990,Rural regions,Not leaning towards specific party,0.20998,942,1943,0.19186,0.22809
1990,Rural regions,SPD,0.11668,446,1943,0.10240,0.13096
1990,Rural regions,CDU/CSU,0.12767,463,1943,0.11283,0.14251
1990,Rural regions,FDP,0.01012,34,1943,0.00567,0.01458
1990,Rural regions,Bündnis90/Grüne,0.01145,58,1943,0.00672,0.01619
1991,Urban regions,Not leaning towards specific party,0.26529,2136,5298,0.25340,0.27718
1991,Urban regions,SPD,0.19193,1499,5298,0.18133,0.20254
1991,Urban regions,CDU/CSU,0.16668,1273,5298,0.15664,0.17672
1991,Urban regions,FDP,0.02355,166,5298,0.01946,0.02763
1991,Urban regions,Bündnis90/Grüne,0.02357,189,5298,0.01949,0.02766
1991,Urban regions,Far right parties,0.00402,35,5298,0.00231,0.00572
1991,Rural regions,Not leaning towards specific party,0.19556,756,1700,0.17670,0.21442
1991,Rural regions,SPD,0.10589,385,1700,0.09126,0.12052
1991,Rural regions,CDU/CSU,0.13780,491,1700,0.12141,0.15419
1991,Rural regions,FDP,0.01025,36,1700,0.00546,0.01505
1991,Rural regions,Bündnis90/Grüne,0.00823,32,1700,0.00393,0.01252
1992,Urban regions,Not leaning towards specific party,0.40695,4824,8599,0.39657,0.41734
1992,Urban regions,SPD,0.19362,1867,8599,0.18527,0.20198
1992,Urban regions,CDU/CSU,0.16288,1340,8599,0.15508,0.17069
1992,Urban regions,FDP,0.01954,153,8599,0.01661,0.02246
1992,Urban regions,Bündnis90/Grüne,0.02770,289,8599,0.02423,0.03117
1992,Urban regions,PDS/Linke,0.00349,49,8599,0.00225,0.00474
1992,Urban regions,Others,0.00721,77,8599,0.00542,0.00899
1992,Rural regions,Not leaning towards specific party,0.46604,2834,4527,0.45150,0.48057
1992,Rural regions,SPD,0.13454,653,4527,0.12460,0.14449
1992,Rural regions,CDU/CSU,0.15843,733,4527,0.14779,0.16906
1992,Rural regions,FDP,0.01618,88,4527,0.01250,0.01986
1992,Rural regions,Bündnis90/Grüne,0.01528,106,4527,0.01171,0.01886
1992,Rural regions,PDS/Linke,0.01160,74,4527,0.00848,0.01472
1992,Rural regions,Others,0.01005,39,4527,0.00715,0.01296
