year,pgisced97,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Pre-primary Level,Not leaning towards specific party,0.60742,113,144,0.52738,0.68745
1984,Pre-primary Level,SPD,0.12890,31,144,0.07398,0.18383
1984,Primary Level,Not leaning towards specific party,0.69235,743,951,0.66300,0.72170
1984,Primary Level,SPD,0.21861,208,951,0.19232,0.24489
1984,Lower Secondary Level,Not leaning towards specific party,0.43586,1746,3413,0.41922,0.45250
1984,Lower Secondary Level,SPD,0.26826,869,3413,0.25339,0.28313
1984,Lower Secondary Level,CDU/CSU,0.24852,672,3413,0.23402,0.26303
1984,Lower Secondary Level,FDP,0.01113,32,3413,0.00761,0.01465
1984,Lower Secondary Level,Bündnis90/Grüne,0.02376,94,3413,0.01865,0.02887
1984,Upper Secondary Level,Not leaning towards specific party,0.38634,2387,5632,0.37363,0.39906
1984,Upper Secondary Level,SPD,0.28454,1624,5632,0.27275,0.29632
1984,Upper Secondary Level,CDU/CSU,0.27104,1365,5632,0.25943,0.28265
1984,Upper Secondary Level,FDP,0.01495,71,5632,0.01178,0.01812
1984,Upper Secondary Level,Bündnis90/Grüne,0.02880,185,5632,0.02443,0.03316
1984,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.35798,123,261,0.29971,0.41626
1984,Post-secondary Non-tertiary Level,SPD,0.25818,88,261,0.20499,0.31138
1984,Post-secondary Non-tertiary Level,CDU/CSU,0.20265,50,261,0.15379,0.25151
1984,First Stage of Tertiary Education,Not leaning towards specific party,0.32073,215,599,0.28332,0.35814
1984,First Stage of Tertiary Education,SPD,0.21551,144,599,0.18256,0.24847
1984,First Stage of Tertiary Education,CDU/CSU,0.37565,240,599,0.33684,0.41447
1984,Second Stage of Tertiary Education,Not leaning towards specific party,0.34162,276,779,0.30829,0.37495
1984,Second Stage of Tertiary Education,SPD,0.20486,179,779,0.17650,0.23322
1984,Second Stage of Tertiary Education,CDU/CSU,0.30678,219,779,0.27438,0.33919
1984,Second Stage of Tertiary Education,FDP,0.05759,44,779,0.04122,0.07396
1984,Second Stage of Tertiary Education,Bündnis90/Grüne,0.07452,61,779,0.05607,0.09297
1985,Pre-primary Level,Not leaning towards specific party,0.60244,114,114,0.51220,0.69267
1985,Primary Level,Not leaning towards specific party,0.72626,654,797,0.69529,0.75724
1985,Primary Level,SPD,0.19913,143,797,0.17139,0.22687
1985,Lower Secondary Level,Not leaning towards specific party,0.47847,1656,3018,0.46065,0.49630
1985,Lower Secondary Level,SPD,0.24773,729,3018,0.23233,0.26314
1985,Lower Secondary Level,CDU/CSU,0.23583,562,3018,0.22068,0.25098
1985,Lower Secondary Level,Bündnis90/Grüne,0.02046,71,3018,0.01541,0.02552
1985,Upper Secondary Level,Not leaning towards specific party,0.39151,2179,5122,0.37814,0.40488
1985,Upper Secondary Level,SPD,0.28285,1476,5122,0.27051,0.29518
1985,Upper Secondary Level,CDU/CSU,0.26054,1202,5122,0.24851,0.27256
1985,Upper Secondary Level,FDP,0.02216,93,5122,0.01813,0.02619
1985,Upper Secondary Level,Bündnis90/Grüne,0.02994,172,5122,0.02527,0.03461
1985,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.32903,100,260,0.27181,0.38626
1985,Post-secondary Non-tertiary Level,SPD,0.24089,79,260,0.18881,0.29297
1985,Post-secondary Non-tertiary Level,CDU/CSU,0.20037,47,260,0.15162,0.24912
1985,Post-secondary Non-tertiary Level,Bündnis90/Grüne,0.15636,34,260,0.11213,0.20060
1985,First Stage of Tertiary Education,Not leaning towards specific party,0.32940,203,596,0.29163,0.36716
1985,First Stage of Tertiary Education,SPD,0.21637,137,596,0.18328,0.24945
1985,First Stage of Tertiary Education,CDU/CSU,0.37910,225,596,0.34011,0.41808
1985,First Stage of Tertiary Education,Bündnis90/Grüne,0.03991,31,596,0.02418,0.05564
1985,Second Stage of Tertiary Education,Not leaning towards specific party,0.29374,223,744,0.26099,0.32649
1985,Second Stage of Tertiary Education,SPD,0.24229,196,744,0.21149,0.27310
1985,Second Stage of Tertiary Education,CDU/CSU,0.29462,210,744,0.26184,0.32740
1985,Second Stage of Tertiary Education,FDP,0.07183,51,744,0.05326,0.09040
1985,Second Stage of Tertiary Education,Bündnis90/Grüne,0.08044,64,744,0.06088,0.09999
1986,Pre-primary Level,Not leaning towards specific party,0.61168,127,127,0.52658,0.69678
1986,Primary Level,Not leaning towards specific party,0.74707,601,740,0.71573,0.77841
1986,Primary Level,SPD,0.18353,139,740,0.15562,0.21144
1986,Lower Secondary Level,Not leaning towards specific party,0.47116,1595,2873,0.45291,0.48942
1986,Lower Secondary Level,SPD,0.25576,691,2873,0.23981,0.27172
1986,Lower Secondary Level,CDU/CSU,0.23679,523,2873,0.22124,0.25234
1986,Lower Secondary Level,Bündnis90/Grüne,0.02073,64,2873,0.01552,0.02594
1986,Upper Secondary Level,Not leaning towards specific party,0.39135,2106,4939,0.37773,0.40496
1986,Upper Secondary Level,SPD,0.29097,1443,4939,0.27830,0.30364
1986,Upper Secondary Level,CDU/CSU,0.25731,1153,4939,0.24512,0.26951
1986,Upper Secondary Level,FDP,0.02095,88,4939,0.01696,0.02495
1986,Upper Secondary Level,Bündnis90/Grüne,0.02767,149,4939,0.02309,0.03224
1986,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.34993,113,233,0.28855,0.41130
1986,Post-secondary Non-tertiary Level,SPD,0.23670,74,233,0.18200,0.29139
1986,Post-secondary Non-tertiary Level,CDU/CSU,0.22710,46,233,0.17319,0.28101
1986,First Stage of Tertiary Education,Not leaning towards specific party,0.37329,216,533,0.33219,0.41439
1986,First Stage of Tertiary Education,SPD,0.19584,115,533,0.16212,0.22956
1986,First Stage of Tertiary Education,CDU/CSU,0.35603,202,533,0.31534,0.39672
1986,Second Stage of Tertiary Education,Not leaning towards specific party,0.29248,225,734,0.25955,0.32542
1986,Second Stage of Tertiary Education,SPD,0.21956,178,734,0.18960,0.24953
1986,Second Stage of Tertiary Education,CDU/CSU,0.30687,213,734,0.27348,0.34026
1986,Second Stage of Tertiary Education,FDP,0.05759,39,734,0.04073,0.07446
1986,Second Stage of Tertiary Education,Bündnis90/Grüne,0.10113,79,734,0.07930,0.12295
1987,Pre-primary Level,Not leaning towards specific party,0.49876,107,144,0.41681,0.58072
1987,Pre-primary Level,SPD,0.19338,37,144,0.12865,0.25811
1987,Primary Level,Not leaning towards specific party,0.72765,571,731,0.69536,0.75995
1987,Primary Level,SPD,0.17909,129,731,0.15128,0.20691
1987,Primary Level,CDU/CSU,0.05643,31,731,0.03969,0.07317
1987,Lower Secondary Level,Not leaning towards specific party,0.41737,1446,2784,0.39904,0.43569
1987,Lower Secondary Level,SPD,0.27689,700,2784,0.26027,0.29352
1987,Lower Secondary Level,CDU/CSU,0.26030,561,2784,0.24400,0.27661
1987,Lower Secondary Level,Bündnis90/Grüne,0.02135,77,2784,0.01598,0.02672
1987,Upper Secondary Level,Not leaning towards specific party,0.33490,1878,4915,0.32170,0.34809
1987,Upper Secondary Level,SPD,0.28287,1381,4915,0.27028,0.29546
1987,Upper Secondary Level,CDU/CSU,0.29725,1314,4915,0.28447,0.31003
1987,Upper Secondary Level,FDP,0.03530,142,4915,0.03014,0.04046
1987,Upper Secondary Level,Bündnis90/Grüne,0.03649,200,4915,0.03125,0.04174
1987,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.36177,114,264,0.30369,0.41984
1987,Post-secondary Non-tertiary Level,SPD,0.18503,58,264,0.13810,0.23197
1987,Post-secondary Non-tertiary Level,CDU/CSU,0.26150,58,264,0.20839,0.31461
1987,Post-secondary Non-tertiary Level,Bündnis90/Grüne,0.14452,34,264,0.10203,0.18702
1987,First Stage of Tertiary Education,Not leaning towards specific party,0.31503,183,500,0.27427,0.35579
1987,First Stage of Tertiary Education,SPD,0.18757,114,500,0.15332,0.22183
1987,First Stage of Tertiary Education,CDU/CSU,0.39177,203,500,0.34894,0.43460
1987,Second Stage of Tertiary Education,Not leaning towards specific party,0.26448,203,729,0.23244,0.29652
1987,Second Stage of Tertiary Education,SPD,0.20309,162,729,0.17386,0.23231
1987,Second Stage of Tertiary Education,CDU/CSU,0.30311,207,729,0.26972,0.33650
1987,Second Stage of Tertiary Education,FDP,0.09602,67,729,0.07462,0.11742
1987,Second Stage of Tertiary Education,Bündnis90/Grüne,0.10871,90,729,0.08610,0.13132
1988,Pre-primary Level,Not leaning towards specific party,0.67230,113,113,0.58537,0.75923
1988,Primary Level,Not leaning towards specific party,0.76384,549,654,0.73126,0.79642
1988,Primary Level,SPD,0.16114,105,654,0.13294,0.18934
1988,Lower Secondary Level,Not leaning towards specific party,0.44121,1475,2676,0.42239,0.46003
1988,Lower Secondary Level,SPD,0.29388,691,2676,0.27662,0.31115
1988,Lower Secondary Level,CDU/CSU,0.23568,471,2676,0.21960,0.25176
1988,Lower Secondary Level,Bündnis90/Grüne,0.01006,39,2676,0.00627,0.01384
1988,Upper Secondary Level,Not leaning towards specific party,0.38578,1987,4688,0.37185,0.39972
1988,Upper Secondary Level,SPD,0.29579,1390,4688,0.28272,0.30885
1988,Upper Secondary Level,CDU/CSU,0.24739,1055,4688,0.23503,0.25974
1988,Upper Secondary Level,FDP,0.02840,113,4688,0.02365,0.03316
1988,Upper Secondary Level,Bündnis90/Grüne,0.02915,143,4688,0.02433,0.03397
1988,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.33802,103,253,0.27962,0.39643
1988,Post-secondary Non-tertiary Level,SPD,0.20219,64,253,0.15260,0.25178
1988,Post-secondary Non-tertiary Level,CDU/CSU,0.24631,54,253,0.19311,0.29950
1988,Post-secondary Non-tertiary Level,Bündnis90/Grüne,0.13698,32,253,0.09452,0.17943
1988,First Stage of Tertiary Education,Not leaning towards specific party,0.33676,183,483,0.29457,0.37895
1988,First Stage of Tertiary Education,SPD,0.21046,122,483,0.17407,0.24685
1988,First Stage of Tertiary Education,CDU/CSU,0.34926,178,483,0.30670,0.39182
1988,Second Stage of Tertiary Education,Not leaning towards specific party,0.27297,206,685,0.23959,0.30636
1988,Second Stage of Tertiary Education,SPD,0.24087,177,685,0.20883,0.27292
1988,Second Stage of Tertiary Education,CDU/CSU,0.29591,191,685,0.26170,0.33012
1988,Second Stage of Tertiary Education,FDP,0.06630,44,685,0.04766,0.08495
1988,Second Stage of Tertiary Education,Bündnis90/Grüne,0.09009,67,685,0.06863,0.11154
1989,Pre-primary Level,Not leaning towards specific party,0.64164,117,117,0.55438,0.72890
1989,Primary Level,Not leaning towards specific party,0.69663,464,613,0.66021,0.73306
1989,Primary Level,SPD,0.22302,149,613,0.19004,0.25600
1989,Lower Secondary Level,Not leaning towards specific party,0.48436,1421,2545,0.46494,0.50378
1989,Lower Secondary Level,SPD,0.25825,626,2545,0.24125,0.27526
1989,Lower Secondary Level,CDU/CSU,0.20403,378,2545,0.18837,0.21969
1989,Lower Secondary Level,Bündnis90/Grüne,0.01759,68,2545,0.01248,0.02270
1989,Lower Secondary Level,Others,0.02365,52,2545,0.01774,0.02955
1989,Upper Secondary Level,Not leaning towards specific party,0.39463,2008,4580,0.38048,0.40879
1989,Upper Secondary Level,SPD,0.29831,1358,4580,0.28506,0.31156
1989,Upper Secondary Level,CDU/CSU,0.22538,917,4580,0.21328,0.23749
1989,Upper Secondary Level,FDP,0.01794,70,4580,0.01410,0.02179
1989,Upper Secondary Level,Bündnis90/Grüne,0.02803,137,4580,0.02325,0.03281
1989,Upper Secondary Level,Others,0.02453,90,4580,0.02005,0.02901
1989,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.35405,116,240,0.29342,0.41468
1989,Post-secondary Non-tertiary Level,SPD,0.24359,80,240,0.18917,0.29802
1989,Post-secondary Non-tertiary Level,CDU/CSU,0.18986,44,240,0.14014,0.23958
1989,First Stage of Tertiary Education,Not leaning towards specific party,0.38415,194,472,0.34022,0.42808
1989,First Stage of Tertiary Education,SPD,0.21758,119,472,0.18031,0.25484
1989,First Stage of Tertiary Education,CDU/CSU,0.31626,159,472,0.27426,0.35825
1989,Second Stage of Tertiary Education,Not leaning towards specific party,0.30290,215,680,0.26834,0.33747
1989,Second Stage of Tertiary Education,SPD,0.23671,181,680,0.20473,0.26868
1989,Second Stage of Tertiary Education,CDU/CSU,0.27087,173,680,0.23745,0.30430
1989,Second Stage of Tertiary Education,FDP,0.05157,35,680,0.03494,0.06821
1989,Second Stage of Tertiary Education,Bündnis90/Grüne,0.10660,76,680,0.08339,0.12982
1990,Pre-primary Level,Not leaning towards specific party,0.52826,97,129,0.44178,0.61474
1990,Pre-primary Level,SPD,0.17429,32,129,0.10857,0.24001
1990,Primary Level,Not leaning towards specific party,0.67270,453,586,0.63468,0.71073
1990,Primary Level,SPD,0.20929,133,586,0.17632,0.24225
1990,Lower Secondary Level,Not leaning towards specific party,0.40303,1336,2409,0.38344,0.42262
1990,Lower Secondary Level,SPD,0.25708,650,2409,0.23963,0.27454
1990,Lower Secondary Level,CDU/CSU,0.18122,376,2409,0.16584,0.19661
1990,Lower Secondary Level,Bündnis90/Grüne,0.01357,47,2409,0.00895,0.01820
1990,Upper Secondary Level,Not leaning towards specific party,0.29368,1856,4498,0.28037,0.30699
1990,Upper Secondary Level,SPD,0.24491,1399,4498,0.23234,0.25748
1990,Upper Secondary Level,CDU/CSU,0.19557,981,4498,0.18398,0.20717
1990,Upper Secondary Level,FDP,0.01947,96,4498,0.01543,0.02351
1990,Upper Secondary Level,Bündnis90/Grüne,0.02169,127,4498,0.01743,0.02595
1990,Upper Secondary Level,Far right parties,0.00655,39,4498,0.00419,0.00891
1990,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.37153,130,261,0.31280,0.43027
1990,Post-secondary Non-tertiary Level,SPD,0.23136,86,261,0.18010,0.28262
1990,Post-secondary Non-tertiary Level,CDU/CSU,0.16606,45,261,0.12083,0.21130
1990,First Stage of Tertiary Education,Not leaning towards specific party,0.28921,186,473,0.24830,0.33011
1990,First Stage of Tertiary Education,SPD,0.18300,119,473,0.14812,0.21789
1990,First Stage of Tertiary Education,CDU/CSU,0.28014,168,473,0.23962,0.32065
1990,Second Stage of Tertiary Education,Not leaning towards specific party,0.17901,200,688,0.15034,0.20768
1990,Second Stage of Tertiary Education,SPD,0.17985,202,688,0.15113,0.20857
1990,Second Stage of Tertiary Education,CDU/CSU,0.16995,176,688,0.14186,0.19803
1990,Second Stage of Tertiary Education,FDP,0.03984,45,688,0.02522,0.05447
1990,Second Stage of Tertiary Education,Bündnis90/Grüne,0.05273,65,688,0.03602,0.06944
1991,Pre-primary Level,Not leaning towards specific party,0.50250,62,62,0.37703,0.62797
1991,Primary Level,Not leaning towards specific party,0.26452,57,57,0.14900,0.38005
1991,Lower Secondary Level,Not leaning towards specific party,0.36424,752,1499,0.33987,0.38861
1991,Lower Secondary Level,SPD,0.21651,399,1499,0.19566,0.23737
1991,Lower Secondary Level,CDU/CSU,0.17990,348,1499,0.16045,0.19935
1991,Upper Secondary Level,Not leaning towards specific party,0.28738,1528,3820,0.27303,0.30173
1991,Upper Secondary Level,SPD,0.21623,1113,3820,0.20317,0.22929
1991,Upper Secondary Level,CDU/CSU,0.19360,965,3820,0.18106,0.20613
1991,Upper Secondary Level,FDP,0.01991,94,3820,0.01548,0.02434
1991,Upper Secondary Level,Bündnis90/Grüne,0.01879,89,3820,0.01448,0.02310
1991,Upper Secondary Level,Far right parties,0.00571,31,3820,0.00332,0.00810
1991,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.30734,85,176,0.23898,0.37570
1991,Post-secondary Non-tertiary Level,SPD,0.18953,50,176,0.13146,0.24760
