year,quintil_oecd,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,1st Quintile,Not leaning towards specific party,0.37053,1397,2448,0.35140,0.38967
1984,1st Quintile,SPD,0.18241,569,2448,0.16711,0.19771
1984,1st Quintile,CDU/CSU,0.16244,362,2448,0.14783,0.17706
1984,1st Quintile,Bündnis90/Grüne,0.03553,120,2448,0.02820,0.04287
1984,2nd Quintile,Not leaning towards specific party,0.33159,1180,2337,0.31250,0.35069
1984,2nd Quintile,SPD,0.24087,670,2337,0.22353,0.25821
1984,2nd Quintile,CDU/CSU,0.18085,422,2337,0.16525,0.19646
1984,2nd Quintile,Bündnis90/Grüne,0.02146,65,2337,0.01558,0.02733
1984,3rd Quintile,Not leaning towards specific party,0.32814,1062,2301,0.30895,0.34733
1984,3rd Quintile,SPD,0.22354,653,2301,0.20651,0.24057
1984,3rd Quintile,CDU/CSU,0.21532,502,2301,0.19852,0.23212
1984,3rd Quintile,Bündnis90/Grüne,0.02759,84,2301,0.02089,0.03428
1984,4th Quintile,Not leaning towards specific party,0.33084,1104,2462,0.31225,0.34943
1984,4th Quintile,SPD,0.24291,696,2462,0.22597,0.25985
1984,4th Quintile,CDU/CSU,0.23015,561,2462,0.21352,0.24678
1984,4th Quintile,FDP,0.01429,36,2462,0.00960,0.01898
1984,4th Quintile,Bündnis90/Grüne,0.02117,65,2462,0.01548,0.02685
1984,5th Quintile,Not leaning towards specific party,0.30566,892,2377,0.28713,0.32418
1984,5th Quintile,SPD,0.20769,569,2377,0.19137,0.22400
1984,5th Quintile,CDU/CSU,0.30559,748,2377,0.28707,0.32411
1984,5th Quintile,FDP,0.03152,75,2377,0.02450,0.03855
1984,5th Quintile,Bündnis90/Grüne,0.03295,93,2377,0.02578,0.04013
1985,1st Quintile,Not leaning towards specific party,0.38661,1311,2199,0.36626,0.40697
1985,1st Quintile,SPD,0.16759,475,2199,0.15197,0.18320
1985,1st Quintile,CDU/CSU,0.16153,322,2199,0.14614,0.17691
1985,1st Quintile,Bündnis90/Grüne,0.03549,91,2199,0.02776,0.04322
1985,2nd Quintile,Not leaning towards specific party,0.34252,1072,2117,0.32230,0.36274
1985,2nd Quintile,SPD,0.23462,588,2117,0.21657,0.25268
1985,2nd Quintile,CDU/CSU,0.17850,386,2117,0.16219,0.19482
1985,2nd Quintile,Bündnis90/Grüne,0.02143,71,2117,0.01526,0.02760
1985,3rd Quintile,Not leaning towards specific party,0.34880,1022,2162,0.32871,0.36890
1985,3rd Quintile,SPD,0.24071,607,2162,0.22269,0.25874
1985,3rd Quintile,CDU/CSU,0.20635,451,2162,0.18929,0.22342
1985,3rd Quintile,Bündnis90/Grüne,0.02890,82,2162,0.02184,0.03597
1985,4th Quintile,Not leaning towards specific party,0.35444,1001,2211,0.33449,0.37438
1985,4th Quintile,SPD,0.22781,585,2211,0.21032,0.24530
1985,4th Quintile,CDU/CSU,0.23145,502,2211,0.21387,0.24903
1985,4th Quintile,FDP,0.01979,43,2211,0.01398,0.02559
1985,4th Quintile,Bündnis90/Grüne,0.02973,80,2211,0.02265,0.03681
1985,5th Quintile,Not leaning towards specific party,0.31109,799,2152,0.29153,0.33065
1985,5th Quintile,SPD,0.21344,540,2152,0.19612,0.23075
1985,5th Quintile,CDU/CSU,0.29666,651,2152,0.27736,0.31597
1985,5th Quintile,FDP,0.03759,82,2152,0.02955,0.04563
1985,5th Quintile,Bündnis90/Grüne,0.03233,80,2152,0.02485,0.03980
1986,1st Quintile,Not leaning towards specific party,0.37197,1146,2038,0.35098,0.39296
1986,1st Quintile,SPD,0.20182,508,2038,0.18439,0.21925
1986,1st Quintile,CDU/CSU,0.14920,282,2038,0.13373,0.16467
1986,1st Quintile,Bündnis90/Grüne,0.04229,102,2038,0.03355,0.05103
1986,2nd Quintile,Not leaning towards specific party,0.34884,1083,2047,0.32819,0.36949
1986,2nd Quintile,SPD,0.22506,550,2047,0.20696,0.24316
1986,2nd Quintile,CDU/CSU,0.18527,365,2047,0.16844,0.20211
1986,2nd Quintile,Bündnis90/Grüne,0.01662,49,2047,0.01108,0.02216
1986,3rd Quintile,Not leaning towards specific party,0.35309,1020,2058,0.33244,0.37375
1986,3rd Quintile,SPD,0.22954,545,2058,0.21137,0.24772
1986,3rd Quintile,CDU/CSU,0.19433,421,2058,0.17723,0.21143
1986,3rd Quintile,Bündnis90/Grüne,0.02975,72,2058,0.02241,0.03709
1986,4th Quintile,Not leaning towards specific party,0.33511,974,2163,0.31521,0.35501
1986,4th Quintile,SPD,0.25646,625,2163,0.23806,0.27487
1986,4th Quintile,CDU/CSU,0.22969,479,2163,0.21196,0.24742
1986,4th Quintile,Bündnis90/Grüne,0.03155,85,2163,0.02418,0.03892
1986,5th Quintile,Not leaning towards specific party,0.33136,823,2081,0.31113,0.35159
1986,5th Quintile,SPD,0.18794,454,2081,0.17115,0.20473
1986,5th Quintile,CDU/CSU,0.30445,647,2081,0.28467,0.32423
1986,5th Quintile,FDP,0.03855,82,2081,0.03027,0.04682
1986,5th Quintile,Bündnis90/Grüne,0.03045,75,2081,0.02306,0.03783
1987,1st Quintile,Not leaning towards specific party,0.33641,1069,1974,0.31556,0.35726
1987,1st Quintile,SPD,0.21142,512,1974,0.19340,0.22944
1987,1st Quintile,CDU/CSU,0.16378,295,1974,0.14745,0.18011
1987,1st Quintile,Bündnis90/Grüne,0.03821,98,1974,0.02975,0.04667
1987,2nd Quintile,Not leaning towards specific party,0.29823,968,2032,0.27834,0.31813
1987,2nd Quintile,SPD,0.22161,524,2032,0.20355,0.23968
1987,2nd Quintile,CDU/CSU,0.21455,428,2032,0.19670,0.23241
1987,2nd Quintile,FDP,0.01689,33,2032,0.01129,0.02250
1987,2nd Quintile,Bündnis90/Grüne,0.02764,79,2032,0.02051,0.03476
1987,3rd Quintile,Not leaning towards specific party,0.29321,909,2084,0.27366,0.31276
1987,3rd Quintile,SPD,0.22731,546,2084,0.20931,0.24531
1987,3rd Quintile,CDU/CSU,0.23848,485,2084,0.22018,0.25678
1987,3rd Quintile,FDP,0.02017,39,2084,0.01413,0.02621
1987,3rd Quintile,Bündnis90/Grüne,0.03621,105,2084,0.02819,0.04424
1987,4th Quintile,Not leaning towards specific party,0.30930,904,2165,0.28982,0.32877
1987,4th Quintile,SPD,0.24645,593,2165,0.22830,0.26461
1987,4th Quintile,CDU/CSU,0.24585,518,2165,0.22770,0.26399
1987,4th Quintile,FDP,0.02963,60,2165,0.02249,0.03677
1987,4th Quintile,Bündnis90/Grüne,0.03622,90,2165,0.02835,0.04409
1987,5th Quintile,Not leaning towards specific party,0.27787,724,2050,0.25848,0.29727
1987,5th Quintile,SPD,0.18837,433,2050,0.17144,0.20530
1987,5th Quintile,CDU/CSU,0.32731,686,2050,0.30700,0.34763
1987,5th Quintile,FDP,0.05448,115,2050,0.04465,0.06431
1987,5th Quintile,Bündnis90/Grüne,0.03634,92,2050,0.02824,0.04445
1988,1st Quintile,Not leaning towards specific party,0.36226,1128,1921,0.34076,0.38376
1988,1st Quintile,SPD,0.20437,442,1921,0.18633,0.22240
1988,1st Quintile,CDU/CSU,0.15413,274,1921,0.13798,0.17028
1988,1st Quintile,Bündnis90/Grüne,0.03303,77,1921,0.02504,0.04102
1988,2nd Quintile,Not leaning towards specific party,0.31571,980,1948,0.29507,0.33636
1988,2nd Quintile,SPD,0.24329,561,1948,0.22423,0.26234
1988,2nd Quintile,CDU/CSU,0.18334,352,1948,0.16615,0.20053
1988,2nd Quintile,Bündnis90/Grüne,0.02201,55,1948,0.01549,0.02852
1988,3rd Quintile,Not leaning towards specific party,0.34476,951,1986,0.32385,0.36566
1988,3rd Quintile,SPD,0.23305,547,1986,0.21446,0.25165
1988,3rd Quintile,CDU/CSU,0.19420,378,1986,0.17680,0.21160
1988,3rd Quintile,FDP,0.02150,41,1986,0.01512,0.02788
1988,3rd Quintile,Bündnis90/Grüne,0.02851,69,1986,0.02119,0.03583
1988,4th Quintile,Not leaning towards specific party,0.33280,937,2050,0.31240,0.35320
1988,4th Quintile,SPD,0.25297,559,2050,0.23415,0.27180
1988,4th Quintile,CDU/CSU,0.22112,441,2050,0.20315,0.23909
1988,4th Quintile,FDP,0.02053,41,2050,0.01439,0.02667
1988,4th Quintile,Bündnis90/Grüne,0.03056,72,2050,0.02311,0.03801
1988,5th Quintile,Not leaning towards specific party,0.31419,712,1908,0.29336,0.33503
1988,5th Quintile,SPD,0.22141,482,1908,0.20277,0.24004
1988,5th Quintile,CDU/CSU,0.28308,559,1908,0.26286,0.30330
1988,5th Quintile,FDP,0.04757,92,1908,0.03802,0.05713
1988,5th Quintile,Bündnis90/Grüne,0.02641,63,1908,0.01922,0.03361
1989,1st Quintile,Not leaning towards specific party,0.37019,1066,1867,0.34828,0.39210
1989,1st Quintile,SPD,0.21158,503,1867,0.19305,0.23011
1989,1st Quintile,CDU/CSU,0.13351,221,1867,0.11808,0.14895
1989,1st Quintile,Bündnis90/Grüne,0.03425,77,1867,0.02600,0.04250
1989,2nd Quintile,Not leaning towards specific party,0.33802,1013,1936,0.31694,0.35909
1989,2nd Quintile,SPD,0.22693,514,1936,0.20827,0.24559
1989,2nd Quintile,CDU/CSU,0.15431,296,1936,0.13822,0.17041
1989,2nd Quintile,Bündnis90/Grüne,0.02482,74,1936,0.01789,0.03176
1989,2nd Quintile,Others,0.02120,39,1936,0.01478,0.02762
1989,3rd Quintile,Not leaning towards specific party,0.34953,893,1852,0.32780,0.37125
1989,3rd Quintile,SPD,0.24154,535,1852,0.22204,0.26103
1989,3rd Quintile,CDU/CSU,0.17003,326,1852,0.15292,0.18714
1989,3rd Quintile,Bündnis90/Grüne,0.02883,60,1852,0.02121,0.03645
1989,3rd Quintile,Others,0.02046,38,1852,0.01401,0.02691
1989,4th Quintile,Not leaning towards specific party,0.36306,904,2004,0.34200,0.38412
1989,4th Quintile,SPD,0.24525,585,2004,0.22641,0.26409
1989,4th Quintile,CDU/CSU,0.20430,379,2004,0.18664,0.22195
1989,4th Quintile,Bündnis90/Grüne,0.03305,84,2004,0.02522,0.04088
1989,4th Quintile,Others,0.02701,52,2004,0.01991,0.03411
1989,5th Quintile,Not leaning towards specific party,0.33439,743,1800,0.31259,0.35619
1989,5th Quintile,SPD,0.20875,431,1800,0.18997,0.22753
1989,5th Quintile,CDU/CSU,0.26667,496,1800,0.24623,0.28710
1989,5th Quintile,FDP,0.03558,68,1800,0.02702,0.04414
1989,5th Quintile,Bündnis90/Grüne,0.02866,62,1800,0.02095,0.03637
1990,1st Quintile,Not leaning towards specific party,0.36369,1033,1839,0.34169,0.38568
1990,1st Quintile,SPD,0.21880,503,1839,0.19989,0.23770
1990,1st Quintile,CDU/CSU,0.14517,248,1839,0.12907,0.16128
1990,1st Quintile,Bündnis90/Grüne,0.02118,55,1839,0.01460,0.02777
1990,2nd Quintile,Not leaning towards specific party,0.32073,928,1834,0.29937,0.34210
1990,2nd Quintile,SPD,0.24643,553,1834,0.22670,0.26616
1990,2nd Quintile,CDU/CSU,0.15660,292,1834,0.13996,0.17324
1990,2nd Quintile,Bündnis90/Grüne,0.02617,61,1834,0.01886,0.03348
1990,3rd Quintile,Not leaning towards specific party,0.33390,911,1852,0.31241,0.35538
1990,3rd Quintile,SPD,0.24432,542,1852,0.22475,0.26390
1990,3rd Quintile,CDU/CSU,0.19030,342,1852,0.17242,0.20818
1990,3rd Quintile,Bündnis90/Grüne,0.02666,57,1852,0.01932,0.03400
1990,4th Quintile,Not leaning towards specific party,0.34832,823,1898,0.32688,0.36976
1990,4th Quintile,SPD,0.28086,600,1898,0.26064,0.30109
1990,4th Quintile,CDU/CSU,0.19374,378,1898,0.17595,0.21152
1990,4th Quintile,FDP,0.01770,32,1898,0.01176,0.02363
1990,4th Quintile,Bündnis90/Grüne,0.02678,65,1898,0.01951,0.03404
1990,5th Quintile,Not leaning towards specific party,0.29247,658,1811,0.27152,0.31343
1990,5th Quintile,SPD,0.22552,455,1811,0.20627,0.24478
1990,5th Quintile,CDU/CSU,0.30057,548,1811,0.27944,0.32169
1990,5th Quintile,FDP,0.04697,89,1811,0.03722,0.05671
1990,5th Quintile,Bündnis90/Grüne,0.02828,61,1811,0.02065,0.03592
1991,1st Quintile,Not leaning towards specific party,0.31443,514,1027,0.28602,0.34284
1991,1st Quintile,SPD,0.17479,281,1027,0.15155,0.19803
1991,1st Quintile,CDU/CSU,0.15266,232,1027,0.13065,0.17466
1991,2nd Quintile,Not leaning towards specific party,0.29687,571,1247,0.27151,0.32224
1991,2nd Quintile,SPD,0.21200,370,1247,0.18931,0.23470
1991,2nd Quintile,CDU/CSU,0.14837,274,1247,0.12864,0.16811
1991,2nd Quintile,Bündnis90/Grüne,0.01687,32,1247,0.00972,0.02402
1991,3rd Quintile,Not leaning towards specific party,0.28159,551,1379,0.25784,0.30534
1991,3rd Quintile,SPD,0.22152,418,1379,0.19959,0.24344
1991,3rd Quintile,CDU/CSU,0.20311,364,1379,0.18186,0.22435
1991,3rd Quintile,Bündnis90/Grüne,0.02266,46,1379,0.01480,0.03052
1991,4th Quintile,Not leaning towards specific party,0.33543,653,1576,0.31211,0.35875
1991,4th Quintile,SPD,0.22481,429,1576,0.20419,0.24542
1991,4th Quintile,CDU/CSU,0.20401,381,1576,0.18410,0.22391
1991,4th Quintile,FDP,0.03081,54,1576,0.02227,0.03934
1991,4th Quintile,Bündnis90/Grüne,0.03239,59,1576,0.02365,0.04113
1991,5th Quintile,Not leaning towards specific party,0.30027,603,1642,0.27809,0.32245
1991,5th Quintile,SPD,0.20001,386,1642,0.18065,0.21936
1991,5th Quintile,CDU/CSU,0.28312,513,1642,0.26133,0.30492
1991,5th Quintile,FDP,0.05142,86,1642,0.04073,0.06210
1991,5th Quintile,Bündnis90/Grüne,0.02656,54,1642,0.01878,0.03433
1992,1st Quintile,Not leaning towards specific party,0.48095,1848,2731,0.46221,0.49969
1992,1st Quintile,SPD,0.14129,440,2731,0.12823,0.15436
1992,1st Quintile,CDU/CSU,0.11154,318,2731,0.09974,0.12335
1992,1st Quintile,Bündnis90/Grüne,0.01967,67,2731,0.01446,0.02488
1992,1st Quintile,PDS/Linke,0.01562,58,2731,0.01097,0.02028
1992,2nd Quintile,Not leaning towards specific party,0.42254,1758,2792,0.40422,0.44087
1992,2nd Quintile,SPD,0.15646,498,2792,0.14299,0.16994
1992,2nd Quintile,CDU/CSU,0.13394,407,2792,0.12131,0.14658
1992,2nd Quintile,FDP,0.00968,41,2792,0.00605,0.01331
1992,2nd Quintile,Bündnis90/Grüne,0.02199,88,2792,0.01655,0.02743
1992,3rd Quintile,Not leaning towards specific party,0.42601,1581,2603,0.40701,0.44501
1992,3rd Quintile,SPD,0.18257,525,2603,0.16772,0.19741
1992,3rd Quintile,CDU/CSU,0.14640,376,2603,0.13282,0.15998
1992,3rd Quintile,FDP,0.01547,45,2603,0.01073,0.02021
1992,3rd Quintile,Bündnis90/Grüne,0.02089,76,2603,0.01539,0.02638
1992,4th Quintile,Not leaning towards specific party,0.42716,1452,2568,0.40803,0.44630
1992,4th Quintile,SPD,0.20097,564,2568,0.18546,0.21647
1992,4th Quintile,CDU/CSU,0.16596,419,2568,0.15157,0.18036
1992,4th Quintile,FDP,0.02051,46,2568,0.01503,0.02599
