year,pgisced97,plb0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Pre-primary Level,Earn money,0.23494,59,166,0.17025,0.29963
1994,Pre-primary Level,Both equally,0.47766,107,166,0.40144,0.55387
1994,Primary Level,Earn money,0.13601,49,49,0.03903,0.23298
1994,Lower Secondary Level,Earn money,0.05804,195,372,0.03425,0.08183
1994,Lower Secondary Level,Both equally,0.05696,177,372,0.03338,0.08055
1994,Upper Secondary Level,Earn money,0.05718,445,1023,0.04295,0.07142
1994,Upper Secondary Level,Other reasons,0.00955,57,1023,0.00359,0.01551
1994,Upper Secondary Level,Both equally,0.06713,521,1023,0.05179,0.08247
1994,Post-secondary Non-tertiary Level,Earn money,0.07016,34,81,0.01419,0.12613
1994,Post-secondary Non-tertiary Level,Both equally,0.09444,47,81,0.03035,0.15852
1994,First Stage of Tertiary Education,Both equally,0.03200,35,35,-0.02716,0.09116
1994,Second Stage of Tertiary Education,Earn money,0.02443,39,136,-0.00161,0.05047
1994,Second Stage of Tertiary Education,Both equally,0.05568,97,136,0.01700,0.09436
1995,Pre-primary Level,Earn money,0.22510,73,210,0.16848,0.28172
1995,Pre-primary Level,Both equally,0.50209,137,210,0.43430,0.56988
1995,Primary Level,Earn money,0.12627,50,50,0.03327,0.21928
1995,Lower Secondary Level,Earn money,0.06468,199,375,0.03975,0.08960
1995,Lower Secondary Level,Both equally,0.05448,176,375,0.03148,0.07749
1995,Upper Secondary Level,Earn money,0.04683,425,1059,0.03410,0.05956
1995,Upper Secondary Level,Other reasons,0.01025,63,1059,0.00418,0.01632
1995,Upper Secondary Level,Both equally,0.07228,571,1059,0.05667,0.08788
1995,Post-secondary Non-tertiary Level,Earn money,0.08269,41,102,0.02897,0.13640
1995,Post-secondary Non-tertiary Level,Both equally,0.12225,61,102,0.05836,0.18613
1995,First Stage of Tertiary Education,Both equally,0.04979,34,34,-0.02442,0.12400
1995,Second Stage of Tertiary Education,Earn money,0.01738,33,138,-0.00450,0.03926
1995,Second Stage of Tertiary Education,Both equally,0.06047,105,138,0.02056,0.10039
1996,Pre-primary Level,Earn money,0.26082,75,218,0.20240,0.31924
1996,Pre-primary Level,Both equally,0.48418,143,218,0.41768,0.55067
1996,Primary Level,Earn money,0.11030,50,50,0.02259,0.19802
1996,Lower Secondary Level,Earn money,0.05603,182,354,0.03204,0.08003
1996,Lower Secondary Level,Both equally,0.05623,172,354,0.03220,0.08027
1996,Upper Secondary Level,Earn money,0.05413,450,1041,0.04038,0.06788
1996,Upper Secondary Level,Other reasons,0.00843,51,1041,0.00287,0.01399
1996,Upper Secondary Level,Both equally,0.06942,540,1041,0.05398,0.08487
1996,Post-secondary Non-tertiary Level,Earn money,0.06572,34,98,0.01640,0.11503
1996,Post-secondary Non-tertiary Level,Both equally,0.13414,64,98,0.06632,0.20196
1996,First Stage of Tertiary Education,Both equally,0.03271,32,32,-0.02991,0.09533
1996,Second Stage of Tertiary Education,Earn money,0.01845,37,159,-0.00253,0.03943
1996,Second Stage of Tertiary Education,Both equally,0.06376,122,159,0.02567,0.10186
1997,Pre-primary Level,Earn money,0.20954,71,237,0.15762,0.26147
1997,Pre-primary Level,Both equally,0.55742,166,237,0.49405,0.62079
1997,Primary Level,Earn money,0.10412,42,74,0.03406,0.17418
1997,Primary Level,Both equally,0.08128,32,74,0.01859,0.14397
1997,Lower Secondary Level,Earn money,0.05800,194,388,0.03471,0.08128
1997,Lower Secondary Level,Both equally,0.06404,194,388,0.03965,0.08843
1997,Upper Secondary Level,Earn money,0.05417,420,1023,0.04029,0.06805
1997,Upper Secondary Level,Other reasons,0.00627,40,1023,0.00143,0.01111
1997,Upper Secondary Level,Both equally,0.07761,563,1023,0.06121,0.09402
1997,Post-secondary Non-tertiary Level,Both equally,0.12199,54,54,0.03388,0.21010
1997,First Stage of Tertiary Education,Both equally,0.04466,45,45,-0.01637,0.10569
1997,Second Stage of Tertiary Education,Earn money,0.02118,46,133,-0.00338,0.04574
1997,Second Stage of Tertiary Education,Both equally,0.04660,87,133,0.01064,0.08256
1998,Pre-primary Level,Earn money,0.26118,87,232,0.20454,0.31783
1998,Pre-primary Level,Both equally,0.43056,145,232,0.36671,0.49442
1998,Primary Level,Earn money,0.11938,46,46,0.02465,0.21412
