year,age_gr,migback,plb0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,17-29 y.,No migration background,Earn money,0.12542,297,738,0.10151,0.14933
1994,17-29 y.,No migration background,Other reasons,0.01700,39,738,0.00767,0.02633
1994,17-29 y.,No migration background,Both equally,0.16813,402,738,0.14113,0.19513
1994,17-29 y.,Direct migration background,Earn money,0.13309,76,143,0.07722,0.18896
1994,17-29 y.,Direct migration background,Both equally,0.16968,67,143,0.10794,0.23142
1994,17-29 y.,Indirect migration background,Earn money,0.13246,57,145,0.07709,0.18783
1994,17-29 y.,Indirect migration background,Both equally,0.24230,88,145,0.17231,0.31228
1994,30-45 y.,No migration background,Earn money,0.06125,224,546,0.04112,0.08138
1994,30-45 y.,No migration background,Other reasons,0.01814,49,546,0.00693,0.02934
1994,30-45 y.,No migration background,Both equally,0.07502,273,546,0.05290,0.09713
1994,30-45 y.,Direct migration background,Earn money,0.07632,57,102,0.02454,0.12810
1994,30-45 y.,Direct migration background,Both equally,0.05697,45,102,0.01177,0.10218
1994,46-65 y.,No migration background,Earn money,0.03593,112,239,0.01229,0.05958
1994,46-65 y.,No migration background,Both equally,0.03518,127,239,0.01177,0.05858
1995,17-29 y.,No migration background,Earn money,0.11716,274,675,0.09288,0.14145
1995,17-29 y.,No migration background,Both equally,0.18164,401,675,0.15253,0.21075
1995,17-29 y.,Direct migration background,Earn money,0.13816,83,201,0.09033,0.18598
1995,17-29 y.,Direct migration background,Both equally,0.20727,118,201,0.15109,0.26344
1995,17-29 y.,Indirect migration background,Earn money,0.15674,59,138,0.09586,0.21762
1995,17-29 y.,Indirect migration background,Both equally,0.17972,79,138,0.11543,0.24402
1995,30-45 y.,No migration background,Earn money,0.05143,203,541,0.03280,0.07006
1995,30-45 y.,No migration background,Other reasons,0.01473,46,541,0.00457,0.02489
1995,30-45 y.,No migration background,Both equally,0.08639,292,541,0.06269,0.11008
1995,30-45 y.,Direct migration background,Earn money,0.09662,96,180,0.05334,0.13990
1995,30-45 y.,Direct migration background,Both equally,0.10832,84,180,0.06279,0.15385
1995,46-65 y.,No migration background,Earn money,0.02714,96,227,0.00595,0.04833
1995,46-65 y.,No migration background,Both equally,0.03739,131,227,0.01265,0.06212
1995,46-65 y.,Direct migration background,Earn money,0.05049,53,94,0.00599,0.09499
1995,46-65 y.,Direct migration background,Both equally,0.04578,41,94,0.00330,0.08826
1996,17-29 y.,No migration background,Earn money,0.12321,265,684,0.09856,0.14786
1996,17-29 y.,No migration background,Other reasons,0.01449,31,684,0.00553,0.02345
1996,17-29 y.,No migration background,Both equally,0.19169,388,684,0.16217,0.22121
1996,17-29 y.,Direct migration background,Earn money,0.15270,79,178,0.09971,0.20569
1996,17-29 y.,Direct migration background,Both equally,0.19894,99,178,0.14013,0.25775
1996,17-29 y.,Indirect migration background,Earn money,0.13626,61,157,0.08242,0.19009
1996,17-29 y.,Indirect migration background,Both equally,0.22120,96,157,0.15607,0.28634
1996,30-45 y.,No migration background,Earn money,0.05489,215,557,0.03596,0.07382
1996,30-45 y.,No migration background,Other reasons,0.01426,44,557,0.00441,0.02412
1996,30-45 y.,No migration background,Both equally,0.08137,298,557,0.05864,0.10409
