year,age_gr,pgisced97,plb0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,17-29 y.,Pre-primary Level,Earn money,0.23590,59,166,0.17112,0.30068
1994,17-29 y.,Pre-primary Level,Both equally,0.47961,107,166,0.40338,0.55584
1994,17-29 y.,Lower Secondary Level,Earn money,0.15672,118,231,0.10974,0.20370
1994,17-29 y.,Lower Secondary Level,Both equally,0.15941,113,231,0.11210,0.20672
1994,17-29 y.,Upper Secondary Level,Earn money,0.11341,188,428,0.08333,0.14348
1994,17-29 y.,Upper Secondary Level,Both equally,0.14766,240,428,0.11401,0.18131
1994,17-29 y.,Post-secondary Non-tertiary Level,Both equally,0.15679,33,33,0.03081,0.28277
1994,30-45 y.,Lower Secondary Level,Earn money,0.09544,44,91,0.03473,0.15614
1994,30-45 y.,Lower Secondary Level,Both equally,0.11007,47,91,0.04541,0.17473
1994,30-45 y.,Upper Secondary Level,Earn money,0.07307,180,362,0.04622,0.09991
1994,30-45 y.,Upper Secondary Level,Both equally,0.08080,182,362,0.05269,0.10892
1994,30-45 y.,Second Stage of Tertiary Education,Both equally,0.04939,47,47,-0.01323,0.11201
1994,46-65 y.,Lower Secondary Level,Earn money,0.03386,33,33,-0.02881,0.09652
1994,46-65 y.,Upper Secondary Level,Earn money,0.03854,76,173,0.00977,0.06731
1994,46-65 y.,Upper Secondary Level,Both equally,0.04034,97,173,0.01094,0.06975
1995,17-29 y.,Pre-primary Level,Earn money,0.22678,73,210,0.17001,0.28355
1995,17-29 y.,Pre-primary Level,Both equally,0.50583,137,210,0.43805,0.57362
1995,17-29 y.,Lower Secondary Level,Earn money,0.14032,96,205,0.09266,0.18798
1995,17-29 y.,Lower Secondary Level,Both equally,0.13129,109,205,0.08494,0.17763
1995,17-29 y.,Upper Secondary Level,Earn money,0.10673,179,426,0.07738,0.13609
1995,17-29 y.,Upper Secondary Level,Both equally,0.16106,247,426,0.12611,0.19600
1995,17-29 y.,Post-secondary Non-tertiary Level,Both equally,0.19978,35,35,0.06538,0.33419
1995,30-45 y.,Lower Secondary Level,Earn money,0.15821,61,105,0.08807,0.22835
1995,30-45 y.,Lower Secondary Level,Both equally,0.11687,44,105,0.05512,0.17862
1995,30-45 y.,Upper Secondary Level,Earn money,0.05801,176,397,0.03498,0.08103
1995,30-45 y.,Upper Secondary Level,Both equally,0.09182,221,397,0.06337,0.12026
1995,30-45 y.,Second Stage of Tertiary Education,Both equally,0.08109,60,60,0.01143,0.15074
1995,46-65 y.,Lower Secondary Level,Earn money,0.03950,41,41,-0.02086,0.09987
1995,46-65 y.,Upper Secondary Level,Earn money,0.02770,70,172,0.00310,0.05230
1995,46-65 y.,Upper Secondary Level,Both equally,0.04189,102,172,0.01186,0.07191
1996,17-29 y.,Pre-primary Level,Earn money,0.26082,75,218,0.20240,0.31924
1996,17-29 y.,Pre-primary Level,Both equally,0.48418,143,218,0.41768,0.55067
1996,17-29 y.,Lower Secondary Level,Earn money,0.13513,95,200,0.08763,0.18263
1996,17-29 y.,Lower Secondary Level,Both equally,0.15138,105,200,0.10158,0.20117
1996,17-29 y.,Upper Secondary Level,Earn money,0.10510,164,401,0.07504,0.13515
1996,17-29 y.,Upper Secondary Level,Both equally,0.17272,237,401,0.13567,0.20976
1996,17-29 y.,Post-secondary Non-tertiary Level,Both equally,0.24339,38,38,0.10511,0.38166
1996,30-45 y.,Lower Secondary Level,Earn money,0.12936,57,101,0.06358,0.19514
1996,30-45 y.,Lower Secondary Level,Both equally,0.12128,44,101,0.05729,0.18526
1996,30-45 y.,Upper Secondary Level,Earn money,0.06681,185,402,0.04237,0.09125
1996,30-45 y.,Upper Secondary Level,Both equally,0.08692,217,402,0.05935,0.11449
1996,30-45 y.,Second Stage of Tertiary Education,Both equally,0.07885,65,65,0.01282,0.14487
1996,46-65 y.,Upper Secondary Level,Earn money,0.04516,100,183,0.01499,0.07533
1996,46-65 y.,Upper Secondary Level,Both equally,0.03586,83,183,0.00885,0.06288
