year,age_gr,regtyp,plb0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,17-29 y.,Urban regions,Earn money,0.11809,274,708,0.09430,0.14188
1994,17-29 y.,Urban regions,Other reasons,0.01806,37,708,0.00824,0.02787
1994,17-29 y.,Urban regions,Both equally,0.19060,397,708,0.16165,0.21956
1994,17-29 y.,Rural regions,Earn money,0.14545,156,316,0.10652,0.18438
1994,17-29 y.,Rural regions,Both equally,0.13801,160,316,0.09992,0.17610
1994,30-45 y.,Urban regions,Earn money,0.05461,158,421,0.03288,0.07634
1994,30-45 y.,Urban regions,Other reasons,0.02200,47,421,0.00797,0.03603
1994,30-45 y.,Urban regions,Both equally,0.07264,216,421,0.04782,0.09746
1994,30-45 y.,Rural regions,Earn money,0.08124,124,228,0.04570,0.11679
1994,30-45 y.,Rural regions,Both equally,0.07217,104,228,0.03851,0.10584
1994,46-65 y.,Urban regions,Earn money,0.02692,77,170,0.00252,0.05132
1994,46-65 y.,Urban regions,Both equally,0.03078,93,170,0.00474,0.05682
1994,46-65 y.,Rural regions,Earn money,0.05135,65,130,0.01326,0.08944
1994,46-65 y.,Rural regions,Both equally,0.04648,65,130,0.01015,0.08281
1995,17-29 y.,Urban regions,Earn money,0.12713,279,734,0.10301,0.15124
1995,17-29 y.,Urban regions,Other reasons,0.01458,36,734,0.00591,0.02326
1995,17-29 y.,Urban regions,Both equally,0.19890,419,734,0.17000,0.22779
1995,17-29 y.,Rural regions,Earn money,0.11374,137,316,0.07867,0.14880
1995,17-29 y.,Rural regions,Both equally,0.15519,179,316,0.11520,0.19518
1995,30-45 y.,Urban regions,Earn money,0.05402,190,473,0.03363,0.07442
1995,30-45 y.,Urban regions,Other reasons,0.01447,39,473,0.00370,0.02524
1995,30-45 y.,Urban regions,Both equally,0.08918,244,473,0.06347,0.11489
1995,30-45 y.,Rural regions,Earn money,0.06629,110,247,0.03520,0.09739
1995,30-45 y.,Rural regions,Both equally,0.09153,137,247,0.05550,0.12757
1995,46-65 y.,Urban regions,Earn money,0.02793,87,183,0.00399,0.05186
1995,46-65 y.,Urban regions,Both equally,0.03140,96,183,0.00606,0.05673
1995,46-65 y.,Rural regions,Earn money,0.03711,63,139,0.00557,0.06865
1995,46-65 y.,Rural regions,Both equally,0.05382,76,139,0.01617,0.09147
1996,17-29 y.,Urban regions,Earn money,0.12365,254,695,0.09916,0.14814
1996,17-29 y.,Urban regions,Other reasons,0.01688,36,695,0.00730,0.02647
1996,17-29 y.,Urban regions,Both equally,0.20923,405,695,0.17897,0.23949
1996,17-29 y.,Rural regions,Earn money,0.13804,151,329,0.10071,0.17537
1996,17-29 y.,Rural regions,Both equally,0.16584,178,329,0.12559,0.20610
1996,30-45 y.,Urban regions,Earn money,0.05778,185,476,0.03680,0.07877
1996,30-45 y.,Urban regions,Other reasons,0.01481,39,476,0.00395,0.02567
1996,30-45 y.,Urban regions,Both equally,0.08588,252,476,0.06068,0.11108
1996,30-45 y.,Rural regions,Earn money,0.06391,118,251,0.03359,0.09423
1996,30-45 y.,Rural regions,Both equally,0.08621,133,251,0.05142,0.12100
1996,46-65 y.,Urban regions,Earn money,0.03570,107,191,0.00932,0.06208
1996,46-65 y.,Urban regions,Both equally,0.03249,84,191,0.00728,0.05770
1996,46-65 y.,Rural regions,Earn money,0.04249,66,140,0.00896,0.07603
1996,46-65 y.,Rural regions,Both equally,0.04475,74,140,0.01038,0.07912
1997,17-29 y.,Urban regions,Earn money,0.11652,242,640,0.09164,0.14140
1997,17-29 y.,Urban regions,Both equally,0.21501,398,640,0.18315,0.24686
1997,17-29 y.,Rural regions,Earn money,0.14388,145,313,0.10494,0.18283
1997,17-29 y.,Rural regions,Both equally,0.15344,168,313,0.11345,0.19343
1997,30-45 y.,Urban regions,Earn money,0.05227,165,448,0.03164,0.07291
1997,30-45 y.,Urban regions,Both equally,0.09452,283,448,0.06740,0.12164
1997,30-45 y.,Rural regions,Earn money,0.08176,120,262,0.04852,0.11501
1997,30-45 y.,Rural regions,Both equally,0.09729,142,262,0.06134,0.13325
1997,46-65 y.,Urban regions,Earn money,0.02801,105,204,0.00531,0.05071
1997,46-65 y.,Urban regions,Both equally,0.04287,99,204,0.01501,0.07074
1997,46-65 y.,Rural regions,Earn money,0.05173,69,151,0.01629,0.08718
1997,46-65 y.,Rural regions,Both equally,0.05871,82,151,0.02109,0.09633
1998,17-29 y.,Urban regions,Earn money,0.12559,256,693,0.10090,0.15028
1998,17-29 y.,Urban regions,Other reasons,0.01807,36,693,0.00815,0.02800
1998,17-29 y.,Urban regions,Both equally,0.19253,401,693,0.16316,0.22191
1998,17-29 y.,Rural regions,Earn money,0.13413,142,322,0.09685,0.17142
1998,17-29 y.,Rural regions,Both equally,0.15810,180,322,0.11819,0.19801
1998,30-45 y.,Urban regions,Earn money,0.05870,201,493,0.03793,0.07947
1998,30-45 y.,Urban regions,Other reasons,0.01351,41,493,0.00331,0.02372
1998,30-45 y.,Urban regions,Both equally,0.07904,251,493,0.05520,0.10288
1998,30-45 y.,Rural regions,Earn money,0.08468,143,301,0.05317,0.11618
1998,30-45 y.,Rural regions,Both equally,0.09382,158,301,0.06083,0.12682
1998,46-65 y.,Urban regions,Earn money,0.03449,104,194,0.00875,0.06024
1998,46-65 y.,Urban regions,Both equally,0.03007,90,194,0.00598,0.05417
1998,46-65 y.,Rural regions,Earn money,0.04170,72,164,0.01101,0.07239
1998,46-65 y.,Rural regions,Both equally,0.05182,92,164,0.01779,0.08585
1999,17-29 y.,Urban regions,Earn money,0.11884,237,599,0.09290,0.14477
1999,17-29 y.,Urban regions,Both equally,0.19263,362,599,0.16102,0.22424
1999,17-29 y.,Rural regions,Earn money,0.12793,134,308,0.09056,0.16529
1999,17-29 y.,Rural regions,Both equally,0.16559,174,308,0.12401,0.20717
1999,30-45 y.,Urban regions,Earn money,0.05158,161,390,0.02960,0.07355
1999,30-45 y.,Urban regions,Both equally,0.07111,229,390,0.04557,0.09665
1999,30-45 y.,Rural regions,Earn money,0.06337,101,257,0.03352,0.09321
1999,30-45 y.,Rural regions,Both equally,0.10039,156,257,0.06357,0.13720
1999,46-65 y.,Urban regions,Earn money,0.02103,65,156,-0.00156,0.04362
1999,46-65 y.,Urban regions,Both equally,0.03220,91,156,0.00441,0.05999
1999,46-65 y.,Rural regions,Earn money,0.02060,48,124,-0.00450,0.04571
1999,46-65 y.,Rural regions,Both equally,0.04514,76,124,0.00845,0.08183
2000,17-29 y.,Urban regions,Earn money,0.11883,368,995,0.09871,0.13894
2000,17-29 y.,Urban regions,Other reasons,0.01403,42,995,0.00672,0.02134
2000,17-29 y.,Urban regions,Both equally,0.18873,585,995,0.16441,0.21306
2000,17-29 y.,Rural regions,Earn money,0.13367,229,514,0.10422,0.16312
2000,17-29 y.,Rural regions,Both equally,0.16109,285,514,0.12927,0.19290
2000,30-45 y.,Urban regions,Earn money,0.04597,291,807,0.03151,0.06043
2000,30-45 y.,Urban regions,Other reasons,0.01388,79,807,0.00580,0.02196
2000,30-45 y.,Urban regions,Both equally,0.07675,437,807,0.05838,0.09513
2000,30-45 y.,Rural regions,Earn money,0.06743,197,438,0.04391,0.09094
2000,30-45 y.,Rural regions,Both equally,0.08208,241,438,0.05634,0.10781
2000,46-65 y.,Urban regions,Earn money,0.02272,123,328,0.00657,0.03887
