year,age_gr,pgisced97,plh0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,17-29 y.,No answer / don't know,Sometimes,0.35170,105,279,0.29557,0.40783
2007,17-29 y.,No answer / don't know,Often,0.40886,133,279,0.35107,0.46665
2007,17-29 y.,No answer / don't know,Very often,0.14109,41,279,0.10017,0.18202
2007,17-29 y.,Pre-primary Level,Sometimes,0.26472,77,329,0.21697,0.31246
2007,17-29 y.,Pre-primary Level,Often,0.54807,198,329,0.49421,0.60193
2007,17-29 y.,Pre-primary Level,Very often,0.13747,54,329,0.10020,0.17473
2007,17-29 y.,Lower Secondary Level,Seldom,0.06534,35,598,0.04552,0.08517
2007,17-29 y.,Lower Secondary Level,Sometimes,0.29095,183,598,0.25452,0.32739
2007,17-29 y.,Lower Secondary Level,Often,0.48448,285,598,0.44439,0.52457
2007,17-29 y.,Lower Secondary Level,Very often,0.15108,95,598,0.12235,0.17981
2007,17-29 y.,Upper Secondary Level,Seldom,0.06050,82,1555,0.04864,0.07235
2007,17-29 y.,Upper Secondary Level,Sometimes,0.28401,394,1555,0.26159,0.30643
2007,17-29 y.,Upper Secondary Level,Often,0.48803,825,1555,0.46318,0.51289
2007,17-29 y.,Upper Secondary Level,Very often,0.16052,254,1555,0.14227,0.17877
2007,17-29 y.,Post-secondary Non-tertiary Level,Sometimes,0.17502,54,236,0.12644,0.22361
2007,17-29 y.,Post-secondary Non-tertiary Level,Often,0.58722,140,236,0.52427,0.65017
2007,17-29 y.,Post-secondary Non-tertiary Level,Very often,0.14845,42,236,0.10299,0.19390
2007,17-29 y.,First Stage of Tertiary Education,Often,0.74493,42,42,0.61150,0.87836
2007,17-29 y.,Second Stage of Tertiary Education,Sometimes,0.17132,36,218,0.12119,0.22145
2007,17-29 y.,Second Stage of Tertiary Education,Often,0.57553,140,218,0.50977,0.64130
2007,17-29 y.,Second Stage of Tertiary Education,Very often,0.21690,42,218,0.16206,0.27173
2007,30-45 y.,Lower Secondary Level,Seldom,0.10259,38,289,0.06754,0.13763
2007,30-45 y.,Lower Secondary Level,Sometimes,0.42375,144,289,0.36668,0.48082
2007,30-45 y.,Lower Secondary Level,Often,0.33227,107,289,0.27787,0.38667
2007,30-45 y.,Upper Secondary Level,Very seldom,0.02256,55,2838,0.01710,0.02803
2007,30-45 y.,Upper Secondary Level,Seldom,0.09883,243,2838,0.08785,0.10981
2007,30-45 y.,Upper Secondary Level,Sometimes,0.30646,869,2838,0.28949,0.32342
2007,30-45 y.,Upper Secondary Level,Often,0.47036,1416,2838,0.45199,0.48872
2007,30-45 y.,Upper Secondary Level,Very often,0.10179,255,2838,0.09066,0.11292
2007,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.07913,35,520,0.05591,0.10236
2007,30-45 y.,Post-secondary Non-tertiary Level,Sometimes,0.31165,152,520,0.27180,0.35150
2007,30-45 y.,Post-secondary Non-tertiary Level,Often,0.49157,279,520,0.44856,0.53458
2007,30-45 y.,Post-secondary Non-tertiary Level,Very often,0.10031,54,520,0.07447,0.12616
2007,30-45 y.,First Stage of Tertiary Education,Seldom,0.06205,39,543,0.04174,0.08236
2007,30-45 y.,First Stage of Tertiary Education,Sometimes,0.26673,150,543,0.22950,0.30396
2007,30-45 y.,First Stage of Tertiary Education,Often,0.56006,302,543,0.51827,0.60185
2007,30-45 y.,First Stage of Tertiary Education,Very often,0.08307,52,543,0.05983,0.10630
2007,30-45 y.,Second Stage of Tertiary Education,Seldom,0.06554,73,1356,0.05236,0.07872
2007,30-45 y.,Second Stage of Tertiary Education,Sometimes,0.29838,397,1356,0.27402,0.32274
2007,30-45 y.,Second Stage of Tertiary Education,Often,0.50143,730,1356,0.47481,0.52805
2007,30-45 y.,Second Stage of Tertiary Education,Very often,0.11285,156,1356,0.09600,0.12969
2007,46-65 y.,Lower Secondary Level,Seldom,0.16369,71,454,0.12962,0.19776
2007,46-65 y.,Lower Secondary Level,Sometimes,0.45228,225,454,0.40645,0.49811
2007,46-65 y.,Lower Secondary Level,Often,0.29970,158,454,0.25751,0.34189
2007,46-65 y.,Upper Secondary Level,Very seldom,0.03550,105,3618,0.02947,0.04153
2007,46-65 y.,Upper Secondary Level,Seldom,0.11418,393,3618,0.10382,0.12455
2007,46-65 y.,Upper Secondary Level,Sometimes,0.39892,1400,3618,0.38296,0.41488
2007,46-65 y.,Upper Secondary Level,Often,0.39595,1526,3618,0.38001,0.41189
2007,46-65 y.,Upper Secondary Level,Very often,0.05545,194,3618,0.04799,0.06291
2007,46-65 y.,Post-secondary Non-tertiary Level,Sometimes,0.37388,105,210,0.30829,0.43948
2007,46-65 y.,Post-secondary Non-tertiary Level,Often,0.40068,105,210,0.33424,0.46711
2007,46-65 y.,First Stage of Tertiary Education,Seldom,0.10232,46,563,0.07726,0.12737
2007,46-65 y.,First Stage of Tertiary Education,Sometimes,0.43438,257,563,0.39339,0.47536
2007,46-65 y.,First Stage of Tertiary Education,Often,0.39454,260,563,0.35414,0.43495
2007,46-65 y.,Second Stage of Tertiary Education,Seldom,0.11163,170,1943,0.09762,0.12563
2007,46-65 y.,Second Stage of Tertiary Education,Sometimes,0.38430,731,1943,0.36266,0.40593
