"plh0186","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"Manchmal","2007","17-34","Laendlicher Raum","436","0.283742117585477","0.261863608656567","0.305620626514387"
"Manchmal","2007","17-34","Staedtischer Raum","777","0.265308151340974","0.249657649098929","0.280958653583019"
"Manchmal","2007","35-65","Laendlicher Raum","1459","0.382845336294401","0.367669467549852","0.398021205038949"
"Manchmal","2007","35-65","Staedtischer Raum","2687","0.365288412884411","0.354385905580347","0.376190920188476"
"Manchmal","2007","66 +","Laendlicher Raum","594","0.413670578918588","0.388788996246624","0.438552161590553"
"Manchmal","2007","66 +","Staedtischer Raum","1127","0.398115706744112","0.380026297419903","0.416205116068321"
"Oft","2007","17-34","Laendlicher Raum","853","0.497204893168075","0.472939667827561","0.521470118508589"
"Oft","2007","17-34","Staedtischer Raum","1596","0.499644671050135","0.481920323134152","0.517369018966118"
"Oft","2007","35-65","Laendlicher Raum","1776","0.431843862680491","0.416379141274279","0.447308584086703"
"Oft","2007","35-65","Staedtischer Raum","3417","0.420778678028403","0.409600542847203","0.431956813209602"
"Oft","2007","66 +","Laendlicher Raum","567","0.347343258323898","0.323288461542863","0.371398055104933"
"Oft","2007","66 +","Staedtischer Raum","1043","0.356560300308545","0.338859877319714","0.374260723297377"
"Sehr oft","2007","17-34","Laendlicher Raum","246","0.151063496997718","0.133683948829246","0.168443045166189"
"Sehr oft","2007","17-34","Staedtischer Raum","474","0.156301941250094","0.143429050527882","0.169174831972306"
"Sehr oft","2007","35-65","Laendlicher Raum","234","0.0604265785372529","0.0529874127515975","0.0678657443229084"
"Sehr oft","2007","35-65","Staedtischer Raum","495","0.0665065631799015","0.0608648875584539","0.0721482388013491"
"Sehr oft","2007","66 +","Laendlicher Raum","75","0.0450069661994673","0.0345327915178407","0.0554811408810938"
"Sehr oft","2007","66 +","Staedtischer Raum","153","0.0518424114011243","0.0436493523572568","0.0600354704449919"
"Sehr selten","2007","17-34","Laendlicher Raum","13","","",""
"Sehr selten","2007","17-34","Staedtischer Raum","38","0.0152150797280049","0.0108758945662164","0.0195542648897934"
"Sehr selten","2007","35-65","Laendlicher Raum","88","0.0258908844698291","0.020932706393432","0.0308490625462261"
"Sehr selten","2007","35-65","Staedtischer Raum","196","0.0344682043653033","0.0303376071840865","0.03859880154652"
"Sehr selten","2007","66 +","Laendlicher Raum","52","0.0340539543957091","0.0248909045186544","0.0432170042727638"
"Sehr selten","2007","66 +","Staedtischer Raum","132","0.0515212512686367","0.0433522262101608","0.0596902763271125"
"Selten","2007","17-34","Laendlicher Raum","83","0.0604407215285526","0.0488756579811161","0.0720057850759891"
"Selten","2007","17-34","Staedtischer Raum","172","0.063530156630792","0.0548837186047856","0.0721765946567985"
"Selten","2007","35-65","Laendlicher Raum","384","0.0989933380180262","0.0896691320354133","0.108317544000639"
"Selten","2007","35-65","Staedtischer Raum","698","0.112958141541981","0.105790916334149","0.120125366749813"
"Selten","2007","66 +","Laendlicher Raum","217","0.159925242162337","0.141407104116561","0.178443380208114"
"Selten","2007","66 +","Staedtischer Raum","358","0.141960330277582","0.129062982552493","0.15485767800267"
"Manchmal","2008","17-34","Laendlicher Raum","432","0.286406776854852","0.263312137247896","0.309501416461809"
"Manchmal","2008","17-34","Staedtischer Raum","754","0.283182883267893","0.266664989753224","0.299700776782561"
"Manchmal","2008","35-65","Laendlicher Raum","1314","0.366210994936324","0.350675049564872","0.381746940307776"
"Manchmal","2008","35-65","Staedtischer Raum","2513","0.377552068502651","0.366154115125029","0.388950021880273"
"Manchmal","2008","66 +","Laendlicher Raum","609","0.426030216051857","0.400896464198443","0.451163967905271"
"Manchmal","2008","66 +","Staedtischer Raum","1064","0.380162356243111","0.362117674676925","0.398207037809298"
"Oft","2008","17-34","Laendlicher Raum","742","0.493273342242514","0.467733107478454","0.518813577006575"
"Oft","2008","17-34","Staedtischer Raum","1506","0.507471581339943","0.489142593244556","0.525800569435329"
"Oft","2008","35-65","Laendlicher Raum","1697","0.438078273478973","0.422078515437438","0.454078031520509"
"Oft","2008","35-65","Staedtischer Raum","3133","0.413780646670441","0.402200818949751","0.42536047439113"
"Oft","2008","66 +","Laendlicher Raum","566","0.366003087200126","0.34151930245512","0.390486871945131"
"Oft","2008","66 +","Staedtischer Raum","1127","0.381917498208567","0.363856834928326","0.399978161488807"
"Sehr oft","2008","17-34","Laendlicher Raum","200","0.1499695848134","0.131730081261699","0.168209088365101"
"Sehr oft","2008","17-34","Staedtischer Raum","409","0.128431394137964","0.116165382667838","0.14069740560809"
"Sehr oft","2008","35-65","Laendlicher Raum","225","0.0548685897392309","0.0475250129122923","0.0622121665661694"
"Sehr oft","2008","35-65","Staedtischer Raum","476","0.0648101461625441","0.0590217489085809","0.0705985434165074"
