year,pgisced97,regtyp,plh0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,No answer / don't know,Urban regions,Sometimes,0.36393,84,178,0.29304,0.43481
2007,No answer / don't know,Urban regions,Often,0.37827,94,178,0.30683,0.44972
2007,No answer / don't know,Rural regions,Sometimes,0.40214,35,82,0.29536,0.50892
2007,No answer / don't know,Rural regions,Often,0.34277,47,82,0.23940,0.44613
2007,Pre-primary Level,Urban regions,Sometimes,0.28616,52,219,0.22617,0.34616
2007,Pre-primary Level,Urban regions,Often,0.53421,134,219,0.46799,0.60043
2007,Pre-primary Level,Urban regions,Very often,0.11669,33,219,0.07407,0.15931
2007,Pre-primary Level,Rural regions,Often,0.57654,64,64,0.45452,0.69855
2007,Primary Level,Urban regions,Sometimes,0.40842,61,103,0.31303,0.50382
2007,Primary Level,Urban regions,Often,0.26791,42,103,0.18196,0.35386
2007,Lower Secondary Level,Urban regions,Very seldom,0.04735,63,1452,0.03642,0.05828
2007,Lower Secondary Level,Urban regions,Seldom,0.14494,194,1452,0.12682,0.16305
2007,Lower Secondary Level,Urban regions,Sometimes,0.38049,573,1452,0.35551,0.40547
2007,Lower Secondary Level,Urban regions,Often,0.35058,510,1452,0.32603,0.37514
2007,Lower Secondary Level,Urban regions,Very often,0.07663,112,1452,0.06295,0.09032
2007,Lower Secondary Level,Rural regions,Seldom,0.15927,111,719,0.13250,0.18604
2007,Lower Secondary Level,Rural regions,Sometimes,0.41212,291,719,0.37611,0.44812
2007,Lower Secondary Level,Rural regions,Often,0.33156,260,719,0.29712,0.36599
2007,Lower Secondary Level,Rural regions,Very often,0.06702,57,719,0.04873,0.08531
2007,Upper Secondary Level,Urban regions,Very seldom,0.03144,180,6461,0.02719,0.03570
2007,Upper Secondary Level,Urban regions,Seldom,0.11033,623,6461,0.10269,0.11797
2007,Upper Secondary Level,Urban regions,Sometimes,0.35592,2225,6461,0.34425,0.36760
2007,Upper Secondary Level,Urban regions,Often,0.41835,2908,6461,0.40632,0.43038
2007,Upper Secondary Level,Urban regions,Very often,0.08396,525,6461,0.07720,0.09072
2007,Upper Secondary Level,Rural regions,Very seldom,0.02460,90,3819,0.01968,0.02951
2007,Upper Secondary Level,Rural regions,Seldom,0.10873,392,3819,0.09885,0.11860
2007,Upper Secondary Level,Rural regions,Sometimes,0.36699,1359,3819,0.35170,0.38228
2007,Upper Secondary Level,Rural regions,Often,0.41950,1681,3819,0.40385,0.43515
2007,Upper Secondary Level,Rural regions,Very often,0.08019,297,3819,0.07157,0.08880
2007,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.08743,72,851,0.06844,0.10642
2007,Post-secondary Non-tertiary Level,Urban regions,Sometimes,0.29197,255,851,0.26141,0.32254
2007,Post-secondary Non-tertiary Level,Urban regions,Often,0.48789,430,851,0.45428,0.52149
2007,Post-secondary Non-tertiary Level,Urban regions,Very often,0.10769,94,851,0.08685,0.12853
2007,Post-secondary Non-tertiary Level,Rural regions,Sometimes,0.29073,90,242,0.23340,0.34806
2007,Post-secondary Non-tertiary Level,Rural regions,Often,0.52971,152,242,0.46669,0.59272
2007,First Stage of Tertiary Education,Urban regions,Seldom,0.08725,78,917,0.06897,0.10552
2007,First Stage of Tertiary Education,Urban regions,Sometimes,0.33970,331,917,0.30903,0.37037
2007,First Stage of Tertiary Education,Urban regions,Often,0.46880,445,917,0.43648,0.50112
2007,First Stage of Tertiary Education,Urban regions,Very often,0.06310,63,917,0.04735,0.07885
2007,First Stage of Tertiary Education,Rural regions,Seldom,0.06575,36,574,0.04546,0.08604
2007,First Stage of Tertiary Education,Rural regions,Sometimes,0.36460,207,574,0.32519,0.40401
2007,First Stage of Tertiary Education,Rural regions,Often,0.48065,286,574,0.43974,0.52156
2007,First Stage of Tertiary Education,Rural regions,Very often,0.07114,45,574,0.05009,0.09219
2007,Second Stage of Tertiary Education,Urban regions,Very seldom,0.02875,57,3109,0.02287,0.03462
