year,regtyp,plh0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Urban regions,Very seldom,0.03377,367,13444,0.03072,0.03683
2007,Urban regions,Seldom,0.10759,1233,13444,0.10235,0.11283
2007,Urban regions,Sometimes,0.34935,4623,13444,0.34129,0.35741
2007,Urban regions,Often,0.42485,6089,13444,0.41649,0.43321
2007,Urban regions,Very often,0.08444,1132,13444,0.07974,0.08914
2007,Rural regions,Very seldom,0.02357,152,6996,0.02001,0.02712
2007,Rural regions,Seldom,0.10451,679,6996,0.09734,0.11168
2007,Rural regions,Sometimes,0.36654,2457,6996,0.35524,0.37783
2007,Rural regions,Often,0.42698,3163,6996,0.41539,0.43857
2007,Rural regions,Very often,0.07840,545,6996,0.07211,0.08470
2008,Urban regions,Very seldom,0.03274,329,12654,0.02964,0.03584
2008,Urban regions,Seldom,0.10487,1131,12654,0.09953,0.11021
2008,Urban regions,Sometimes,0.35517,4353,12654,0.34683,0.36351
2008,Urban regions,Often,0.42920,5797,12654,0.42057,0.43782
2008,Urban regions,Very often,0.07802,1044,12654,0.07334,0.08269
2008,Rural regions,Very seldom,0.02799,156,6586,0.02400,0.03197
2008,Rural regions,Seldom,0.10153,624,6586,0.09423,0.10882
2008,Rural regions,Sometimes,0.36265,2333,6586,0.35104,0.37426
2008,Rural regions,Often,0.43301,2974,6586,0.42105,0.44498
2008,Rural regions,Very often,0.07482,499,6586,0.06847,0.08118
2009,Urban regions,Very seldom,0.03582,346,11658,0.03245,0.03920
2009,Urban regions,Seldom,0.11517,1189,11658,0.10938,0.12097
2009,Urban regions,Sometimes,0.34775,4012,11658,0.33911,0.35640
2009,Urban regions,Often,0.42506,5207,11658,0.41609,0.43404
2009,Urban regions,Very often,0.07619,904,11658,0.07138,0.08101
2009,Rural regions,Very seldom,0.02683,148,6265,0.02283,0.03083
2009,Rural regions,Seldom,0.10905,623,6265,0.10133,0.11677
2009,Rural regions,Sometimes,0.36088,2221,6265,0.34899,0.37278
2009,Rural regions,Often,0.43494,2824,6265,0.42266,0.44722
2009,Rural regions,Very often,0.06830,449,6265,0.06205,0.07455
2010,Urban regions,Very seldom,0.03039,284,10880,0.02716,0.03362
2010,Urban regions,Seldom,0.11256,1038,10880,0.10662,0.11850
2010,Urban regions,Sometimes,0.35541,3708,10880,0.34642,0.36441
2010,Urban regions,Often,0.42238,4998,10880,0.41309,0.43166
2010,Urban regions,Very often,0.07927,852,10880,0.07419,0.08434
2010,Rural regions,Very seldom,0.02553,133,5706,0.02144,0.02963
2010,Rural regions,Seldom,0.08972,478,5706,0.08230,0.09713
2010,Rural regions,Sometimes,0.37351,2015,5706,0.36095,0.38606
2010,Rural regions,Often,0.43946,2627,5706,0.42658,0.45234
2010,Rural regions,Very often,0.07179,453,5706,0.06509,0.07848
2011,Urban regions,Very seldom,0.03012,328,13318,0.02722,0.03302
2011,Urban regions,Seldom,0.10084,1209,13318,0.09573,0.10596
2011,Urban regions,Sometimes,0.33769,4349,13318,0.32966,0.34572
2011,Urban regions,Often,0.44146,6176,13318,0.43303,0.44990
2011,Urban regions,Very often,0.08989,1256,13318,0.08503,0.09474
2011,Rural regions,Very seldom,0.02483,170,7315,0.02127,0.02840
2011,Rural regions,Seldom,0.10573,685,7315,0.09868,0.11277
2011,Rural regions,Sometimes,0.34369,2386,7315,0.33281,0.35458
2011,Rural regions,Often,0.44377,3398,7315,0.43238,0.45515
2011,Rural regions,Very often,0.08198,676,7315,0.07569,0.08827
2012,Urban regions,Very seldom,0.02311,268,13024,0.02053,0.02569
2012,Urban regions,Seldom,0.08724,1015,13024,0.08239,0.09209
2012,Urban regions,Sometimes,0.33107,4164,13024,0.32299,0.33915
2012,Urban regions,Often,0.46460,6366,13024,0.45604,0.47317
2012,Urban regions,Very often,0.09398,1211,13024,0.08897,0.09899
2012,Rural regions,Very seldom,0.02238,144,7399,0.01901,0.02575
2012,Rural regions,Seldom,0.08978,592,7399,0.08326,0.09629
2012,Rural regions,Sometimes,0.32987,2355,7399,0.31915,0.34058
2012,Rural regions,Often,0.47443,3616,7399,0.46305,0.48581
2012,Rural regions,Very often,0.08355,692,7399,0.07724,0.08985
2013,Urban regions,Very seldom,0.02545,334,16273,0.02303,0.02787
2013,Urban regions,Seldom,0.08976,1285,16273,0.08537,0.09415
2013,Urban regions,Sometimes,0.32728,4898,16273,0.32007,0.33449
2013,Urban regions,Often,0.47121,8247,16273,0.46354,0.47888
2013,Urban regions,Very often,0.08630,1509,16273,0.08198,0.09061
2013,Rural regions,Very seldom,0.02467,179,9327,0.02152,0.02782
2013,Rural regions,Seldom,0.08578,709,9327,0.08009,0.09146
2013,Rural regions,Sometimes,0.33201,2840,9327,0.32245,0.34156
2013,Rural regions,Often,0.47579,4719,9327,0.46565,0.48592
2013,Rural regions,Very often,0.08176,880,9327,0.07620,0.08732
2014,Urban regions,Very seldom,0.02033,304,17609,0.01825,0.02242
2014,Urban regions,Seldom,0.08372,1306,17609,0.07963,0.08781
2014,Urban regions,Sometimes,0.30504,5148,17609,0.29824,0.31184
2014,Urban regions,Often,0.48849,8962,17609,0.48110,0.49587
2014,Urban regions,Very often,0.10242,1889,17609,0.09794,0.10690
2014,Rural regions,Very seldom,0.02046,170,9394,0.01759,0.02332
2014,Rural regions,Seldom,0.07895,669,9394,0.07350,0.08440
2014,Rural regions,Sometimes,0.32462,2784,9394,0.31515,0.33409
2014,Rural regions,Often,0.48279,4764,9394,0.47268,0.49289
2014,Rural regions,Very often,0.09318,1007,9394,0.08731,0.09906
2015,Urban regions,Very seldom,0.02457,298,16166,0.02218,0.02695
2015,Urban regions,Seldom,0.08199,1180,16166,0.07776,0.08622
2015,Urban regions,Sometimes,0.30630,4742,16166,0.29919,0.31340
2015,Urban regions,Often,0.48792,8261,16166,0.48021,0.49563
2015,Urban regions,Very often,0.09923,1685,16166,0.09462,0.10384
2015,Rural regions,Very seldom,0.01902,162,8815,0.01617,0.02188
2015,Rural regions,Seldom,0.08584,654,8815,0.07999,0.09169
2015,Rural regions,Sometimes,0.34238,2684,8815,0.33247,0.35229
2015,Rural regions,Often,0.46558,4450,8815,0.45517,0.47600
2015,Rural regions,Very often,0.08718,865,8815,0.08129,0.09307
2016,Urban regions,Very seldom,0.02362,331,15649,0.02124,0.02600
2016,Urban regions,Seldom,0.08081,1129,15649,0.07654,0.08508
2016,Urban regions,Sometimes,0.30210,4543,15649,0.29490,0.30929
2016,Urban regions,Often,0.49728,8085,15649,0.48945,0.50512
2016,Urban regions,Very often,0.09619,1561,15649,0.09157,0.10081
2016,Rural regions,Very seldom,0.01879,150,8457,0.01589,0.02168
2016,Rural regions,Seldom,0.08842,652,8457,0.08237,0.09447
2016,Rural regions,Sometimes,0.31598,2527,8457,0.30607,0.32588
2016,Rural regions,Often,0.49086,4279,8457,0.48020,0.50151
2016,Rural regions,Very often,0.08596,849,8457,0.07999,0.09194
2017,Urban regions,Very seldom,0.02025,288,17056,0.01814,0.02237
2017,Urban regions,Seldom,0.07323,1136,17056,0.06932,0.07714
2017,Urban regions,Sometimes,0.29304,4729,17056,0.28621,0.29987
2017,Urban regions,Often,0.51082,9072,17056,0.50332,0.51833
2017,Urban regions,Very often,0.10265,1831,17056,0.09810,0.10721
2017,Rural regions,Very seldom,0.01808,127,9323,0.01538,0.02079
2017,Rural regions,Seldom,0.07078,614,9323,0.06557,0.07598
2017,Rural regions,Sometimes,0.30742,2682,9323,0.29805,0.31679
2017,Rural regions,Often,0.51837,4971,9323,0.50823,0.52852
2017,Rural regions,Very often,0.08535,929,9323,0.07968,0.09102
2018,Urban regions,Very seldom,0.01712,294,16611,0.01515,0.01909
2018,Urban regions,Seldom,0.07999,1180,16611,0.07587,0.08412
2018,Urban regions,Sometimes,0.29199,4674,16611,0.28508,0.29891
2018,Urban regions,Often,0.51157,8655,16611,0.50397,0.51917
2018,Urban regions,Very often,0.09932,1808,16611,0.09477,0.10387
2018,Rural regions,Very seldom,0.01528,133,8920,0.01274,0.01783
2018,Rural regions,Seldom,0.07130,568,8920,0.06596,0.07664
2018,Rural regions,Sometimes,0.32802,2675,8920,0.31828,0.33777
2018,Rural regions,Often,0.50303,4680,8920,0.49265,0.51341
2018,Rural regions,Very often,0.08236,864,8920,0.07666,0.08807
2019,No answer / don't know,Seldom,0.06627,37,543,0.04533,0.08721
2019,No answer / don't know,Sometimes,0.21107,123,543,0.17671,0.24542
2019,No answer / don't know,Often,0.53782,296,543,0.49584,0.57979
2019,No answer / don't know,Very often,0.16223,87,543,0.13119,0.19327
2019,Urban regions,Very seldom,0.01981,274,16369,0.01768,0.02195
