year,migback,regtyp,plh0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,No migration background,Urban regions,Very seldom,0.03275,280,11063,0.02944,0.03607
2007,No migration background,Urban regions,Seldom,0.10339,982,11063,0.09771,0.10906
2007,No migration background,Urban regions,Sometimes,0.34591,3739,11063,0.33705,0.35478
2007,No migration background,Urban regions,Often,0.43592,5145,11063,0.42668,0.44516
2007,No migration background,Urban regions,Very often,0.08203,917,11063,0.07691,0.08714
2007,No migration background,Rural regions,Very seldom,0.02305,135,6490,0.01940,0.02670
2007,No migration background,Rural regions,Seldom,0.10318,630,6490,0.09578,0.11058
2007,No migration background,Rural regions,Sometimes,0.36692,2272,6490,0.35519,0.37865
2007,No migration background,Rural regions,Often,0.42937,2947,6490,0.41732,0.44141
2007,No migration background,Rural regions,Very often,0.07748,506,6490,0.07098,0.08399
2007,Direct migration background,Urban regions,Very seldom,0.04344,71,1716,0.03380,0.05309
2007,Direct migration background,Urban regions,Seldom,0.14489,207,1716,0.12824,0.16155
2007,Direct migration background,Urban regions,Sometimes,0.37945,666,1716,0.35648,0.40241
2007,Direct migration background,Urban regions,Often,0.35285,648,1716,0.33024,0.37547
2007,Direct migration background,Urban regions,Very often,0.07936,124,1716,0.06657,0.09215
2007,Direct migration background,Rural regions,Seldom,0.10529,40,353,0.07323,0.13736
2007,Direct migration background,Rural regions,Sometimes,0.37874,150,353,0.32806,0.42941
2007,Direct migration background,Rural regions,Often,0.41399,163,353,0.36254,0.46545
2007,Indirect migration background,Urban regions,Seldom,0.06482,44,649,0.04586,0.08378
2007,Indirect migration background,Urban regions,Sometimes,0.31551,218,649,0.27972,0.35129
2007,Indirect migration background,Urban regions,Often,0.46407,296,649,0.42567,0.50247
2007,Indirect migration background,Urban regions,Very often,0.13397,91,649,0.10775,0.16020
2007,Indirect migration background,Rural regions,Sometimes,0.30046,35,88,0.20412,0.39680
2007,Indirect migration background,Rural regions,Often,0.37063,53,88,0.26914,0.47212
2008,No migration background,Urban regions,Very seldom,0.03228,257,10451,0.02889,0.03567
2008,No migration background,Urban regions,Seldom,0.09967,899,10451,0.09393,0.10542
2008,No migration background,Urban regions,Sometimes,0.35670,3610,10451,0.34752,0.36589
2008,No migration background,Urban regions,Often,0.43666,4846,10451,0.42715,0.44617
2008,No migration background,Urban regions,Very often,0.07468,839,10451,0.06964,0.07972
2008,No migration background,Rural regions,Very seldom,0.02751,143,6130,0.02341,0.03160
2008,No migration background,Rural regions,Seldom,0.09684,572,6130,0.08943,0.10424
2008,No migration background,Rural regions,Sometimes,0.36353,2177,6130,0.35149,0.37557
2008,No migration background,Rural regions,Often,0.43984,2784,6130,0.42741,0.45227
2008,No migration background,Rural regions,Very often,0.07229,454,6130,0.06580,0.07877
2008,Direct migration background,Urban regions,Very seldom,0.03927,62,1550,0.02959,0.04894
2008,Direct migration background,Urban regions,Seldom,0.13845,184,1550,0.12125,0.15565
2008,Direct migration background,Urban regions,Sometimes,0.37297,559,1550,0.34888,0.39705
2008,Direct migration background,Urban regions,Often,0.37855,628,1550,0.35439,0.40270
2008,Direct migration background,Urban regions,Very often,0.07077,117,1550,0.05800,0.08354
2008,Direct migration background,Rural regions,Seldom,0.15336,45,308,0.11305,0.19366
2008,Direct migration background,Rural regions,Sometimes,0.37590,123,308,0.32172,0.43008
2008,Direct migration background,Rural regions,Often,0.37745,140,308,0.32322,0.43167
2008,Indirect migration background,Urban regions,Seldom,0.08821,48,643,0.06627,0.11015
2008,Indirect migration background,Urban regions,Sometimes,0.28652,184,643,0.25154,0.32149
2008,Indirect migration background,Urban regions,Often,0.45953,323,643,0.42098,0.49808
2008,Indirect migration background,Urban regions,Very often,0.14381,88,643,0.11667,0.17096
2008,Indirect migration background,Rural regions,Sometimes,0.28856,33,83,0.19049,0.38663
2008,Indirect migration background,Rural regions,Often,0.35717,50,83,0.25346,0.46088
2009,No migration background,Urban regions,Very seldom,0.03803,294,9731,0.03423,0.04183
2009,No migration background,Urban regions,Seldom,0.11242,963,9731,0.10615,0.11870
2009,No migration background,Urban regions,Sometimes,0.34328,3312,9731,0.33384,0.35271
2009,No migration background,Urban regions,Often,0.42914,4410,9731,0.41930,0.43897
2009,No migration background,Urban regions,Very often,0.07713,752,9731,0.07183,0.08243
2009,No migration background,Rural regions,Very seldom,0.02673,132,5830,0.02259,0.03087
2009,No migration background,Rural regions,Seldom,0.10536,572,5830,0.09748,0.11324
2009,No migration background,Rural regions,Sometimes,0.35940,2062,5830,0.34708,0.37172
2009,No migration background,Rural regions,Often,0.44535,2662,5830,0.43259,0.45811
2009,No migration background,Rural regions,Very often,0.06316,402,5830,0.05692,0.06941
2009,Direct migration background,Urban regions,Very seldom,0.03546,46,1335,0.02553,0.04538
2009,Direct migration background,Urban regions,Seldom,0.13722,177,1335,0.11876,0.15569
2009,Direct migration background,Urban regions,Sometimes,0.39897,511,1335,0.37269,0.42525
2009,Direct migration background,Urban regions,Often,0.37421,520,1335,0.34824,0.40018
2009,Direct migration background,Urban regions,Very often,0.05414,81,1335,0.04200,0.06629
2009,Direct migration background,Rural regions,Seldom,0.17913,47,284,0.13446,0.22381
2009,Direct migration background,Rural regions,Sometimes,0.35540,115,284,0.29963,0.41116
2009,Direct migration background,Rural regions,Often,0.36415,122,284,0.30809,0.42022
2009,Indirect migration background,Urban regions,Seldom,0.09866,49,586,0.07450,0.12283
2009,Indirect migration background,Urban regions,Sometimes,0.28436,189,586,0.24780,0.32091
2009,Indirect migration background,Urban regions,Often,0.49284,277,586,0.45232,0.53335
2009,Indirect migration background,Urban regions,Very often,0.11650,71,586,0.09050,0.14250
2009,Indirect migration background,Rural regions,Sometimes,0.42123,44,84,0.31501,0.52746
2009,Indirect migration background,Rural regions,Often,0.30145,40,84,0.20272,0.40017
2010,No migration background,Urban regions,Very seldom,0.02929,229,9148,0.02584,0.03275
2010,No migration background,Urban regions,Seldom,0.10914,857,9148,0.10275,0.11553
2010,No migration background,Urban regions,Sometimes,0.35545,3107,9148,0.34564,0.36525
2010,No migration background,Urban regions,Often,0.43252,4258,9148,0.42237,0.44267
2010,No migration background,Urban regions,Very often,0.07361,697,9148,0.06826,0.07896
2010,No migration background,Rural regions,Very seldom,0.02766,127,5321,0.02325,0.03207
2010,No migration background,Rural regions,Seldom,0.08665,437,5321,0.07909,0.09421
2010,No migration background,Rural regions,Sometimes,0.37400,1880,5321,0.36099,0.38700
2010,No migration background,Rural regions,Often,0.44083,2471,5321,0.42749,0.45417
2010,No migration background,Rural regions,Very often,0.07087,406,5321,0.06397,0.07777
2010,Direct migration background,Urban regions,Very seldom,0.03866,44,1182,0.02767,0.04966
2010,Direct migration background,Urban regions,Seldom,0.14590,143,1182,0.12576,0.16603
2010,Direct migration background,Urban regions,Sometimes,0.36019,442,1182,0.33281,0.38757
2010,Direct migration background,Urban regions,Often,0.36688,466,1182,0.33939,0.39437
2010,Direct migration background,Urban regions,Very often,0.08838,87,1182,0.07219,0.10456
2010,Direct migration background,Rural regions,Seldom,0.13894,38,253,0.09623,0.18165
2010,Direct migration background,Rural regions,Sometimes,0.36685,106,253,0.30735,0.42636
2010,Direct migration background,Rural regions,Often,0.41171,109,253,0.35095,0.47248
2010,Indirect migration background,Urban regions,Seldom,0.07289,38,539,0.05093,0.09486
2010,Indirect migration background,Urban regions,Sometimes,0.34105,159,539,0.30099,0.38111
2010,Indirect migration background,Urban regions,Often,0.41456,274,539,0.37293,0.45619
2010,Indirect migration background,Urban regions,Very often,0.14678,68,539,0.11688,0.17669
2010,Indirect migration background,Rural regions,Often,0.49231,47,47,0.34783,0.63678
2011,No migration background,Urban regions,Very seldom,0.03076,269,11119,0.02755,0.03397
2011,No migration background,Urban regions,Seldom,0.09952,995,11119,0.09395,0.10508
2011,No migration background,Urban regions,Sometimes,0.33624,3630,11119,0.32746,0.34502
2011,No migration background,Urban regions,Often,0.44450,5178,11119,0.43526,0.45373
2011,No migration background,Urban regions,Very often,0.08899,1047,11119,0.08370,0.09429
2011,No migration background,Rural regions,Very seldom,0.02382,151,6713,0.02017,0.02747
2011,No migration background,Rural regions,Seldom,0.10452,618,6713,0.09720,0.11183
2011,No migration background,Rural regions,Sometimes,0.34239,2190,6713,0.33103,0.35374
2011,No migration background,Rural regions,Often,0.44729,3147,6713,0.43540,0.45919
2011,No migration background,Rural regions,Very often,0.08199,607,6713,0.07542,0.08855
2011,Direct migration background,Urban regions,Very seldom,0.03011,49,1545,0.02159,0.03864
2011,Direct migration background,Urban regions,Seldom,0.11446,161,1545,0.09858,0.13034
2011,Direct migration background,Urban regions,Sometimes,0.35793,543,1545,0.33402,0.38185
2011,Direct migration background,Urban regions,Often,0.41387,658,1545,0.38930,0.43843
2011,Direct migration background,Urban regions,Very often,0.08363,134,1545,0.06982,0.09743
2011,Direct migration background,Rural regions,Seldom,0.13092,60,447,0.09961,0.16223
2011,Direct migration background,Rural regions,Sometimes,0.35423,156,447,0.30984,0.39862
2011,Direct migration background,Rural regions,Often,0.40711,188,447,0.36152,0.45271
2011,Direct migration background,Rural regions,Very often,0.06969,43,447,0.04606,0.09332
2011,Indirect migration background,Urban regions,Seldom,0.08318,53,644,0.06184,0.10453
2011,Indirect migration background,Urban regions,Sometimes,0.30266,176,644,0.26715,0.33817
2011,Indirect migration background,Urban regions,Often,0.47138,340,644,0.43280,0.50997
2011,Indirect migration background,Urban regions,Very often,0.12343,75,644,0.09800,0.14885
2011,Indirect migration background,Rural regions,Sometimes,0.35391,40,103,0.26111,0.44671
2011,Indirect migration background,Rural regions,Often,0.44869,63,103,0.35216,0.54521
2012,No migration background,Urban regions,Very seldom,0.02398,225,10901,0.02111,0.02686
2012,No migration background,Urban regions,Seldom,0.08336,807,10901,0.07817,0.08855
2012,No migration background,Urban regions,Sometimes,0.32713,3437,10901,0.31832,0.33593
2012,No migration background,Urban regions,Often,0.47190,5419,10901,0.46252,0.48127
2012,No migration background,Urban regions,Very often,0.09363,1013,10901,0.08816,0.09910
2012,No migration background,Rural regions,Very seldom,0.02175,127,6752,0.01827,0.02523
2012,No migration background,Rural regions,Seldom,0.08586,529,6752,0.07918,0.09254
2012,No migration background,Rural regions,Sometimes,0.32770,2129,6752,0.31650,0.33889
2012,No migration background,Rural regions,Often,0.48261,3349,6752,0.47069,0.49453
2012,No migration background,Rural regions,Very often,0.08209,618,6752,0.07554,0.08863
2012,Direct migration background,Urban regions,Very seldom,0.02418,37,1492,0.01638,0.03197
2012,Direct migration background,Urban regions,Seldom,0.11410,157,1492,0.09796,0.13024
2012,Direct migration background,Urban regions,Sometimes,0.37151,550,1492,0.34698,0.39604
2012,Direct migration background,Urban regions,Often,0.41123,627,1492,0.38625,0.43620
2012,Direct migration background,Urban regions,Very often,0.07899,121,1492,0.06530,0.09268
2012,Direct migration background,Rural regions,Seldom,0.12472,56,487,0.09535,0.15410
2012,Direct migration background,Rural regions,Sometimes,0.37543,188,487,0.33238,0.41848
2012,Direct migration background,Rural regions,Often,0.39250,197,487,0.34908,0.43591
2012,Direct migration background,Rural regions,Very often,0.07912,46,487,0.05512,0.10312
2012,Indirect migration background,Urban regions,Seldom,0.06981,51,625,0.04981,0.08980
