year,pgisced97,sampreg,plh0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,No answer / don't know,West,Sometimes,0.37495,92,229,0.31211,0.43779
2007,No answer / don't know,West,Often,0.34950,106,229,0.28761,0.41140
2007,No answer / don't know,West,Very often,0.13087,31,229,0.08709,0.17465
2007,No answer / don't know,East,Often,0.46694,35,35,0.29924,0.63464
2007,Pre-primary Level,West,Sometimes,0.26520,57,252,0.21058,0.31981
2007,Pre-primary Level,West,Often,0.56847,157,252,0.50719,0.62974
2007,Pre-primary Level,West,Very often,0.12414,38,252,0.08334,0.16493
2007,Pre-primary Level,East,Often,0.45656,41,41,0.30220,0.61093
2007,Primary Level,West,Seldom,0.18327,34,169,0.12477,0.24177
2007,Primary Level,West,Sometimes,0.41050,79,169,0.33611,0.48489
2007,Primary Level,West,Often,0.29465,56,169,0.22571,0.36359
2007,Lower Secondary Level,West,Very seldom,0.04314,77,1864,0.03391,0.05237
2007,Lower Secondary Level,West,Seldom,0.15057,261,1864,0.13433,0.16681
2007,Lower Secondary Level,West,Sometimes,0.39185,746,1864,0.36968,0.41402
2007,Lower Secondary Level,West,Often,0.34103,638,1864,0.31950,0.36255
2007,Lower Secondary Level,West,Very often,0.07341,142,1864,0.06157,0.08525
2007,Lower Secondary Level,East,Seldom,0.14173,44,294,0.10179,0.18167
2007,Lower Secondary Level,East,Sometimes,0.38137,118,294,0.32575,0.43699
2007,Lower Secondary Level,East,Often,0.37012,132,294,0.31484,0.42541
2007,Upper Secondary Level,West,Very seldom,0.02820,192,7662,0.02450,0.03191
2007,Upper Secondary Level,West,Seldom,0.10364,726,7662,0.09682,0.11047
2007,Upper Secondary Level,West,Sometimes,0.35897,2639,7662,0.34823,0.36971
2007,Upper Secondary Level,West,Often,0.42180,3469,7662,0.41074,0.43286
2007,Upper Secondary Level,West,Very often,0.08738,636,7662,0.08106,0.09371
2007,Upper Secondary Level,East,Very seldom,0.03236,78,2618,0.02558,0.03914
2007,Upper Secondary Level,East,Seldom,0.13406,289,2618,0.12101,0.14711
2007,Upper Secondary Level,East,Sometimes,0.36310,945,2618,0.34467,0.38152
2007,Upper Secondary Level,East,Often,0.40667,1120,2618,0.38785,0.42549
2007,Upper Secondary Level,East,Very often,0.06381,186,2618,0.05444,0.07317
2007,Post-secondary Non-tertiary Level,West,Seldom,0.08866,85,976,0.07082,0.10650
2007,Post-secondary Non-tertiary Level,West,Sometimes,0.28415,289,976,0.25584,0.31246
