year,migback,pgisced97,plh0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,No migration background,No answer / don't know,Sometimes,0.35919,75,214,0.29476,0.42362
2007,No migration background,No answer / don't know,Often,0.38310,106,214,0.31781,0.44838
2007,No migration background,No answer / don't know,Very often,0.14744,33,214,0.09983,0.19505
2007,No migration background,Pre-primary Level,Sometimes,0.24216,60,265,0.19048,0.29383
2007,No migration background,Pre-primary Level,Often,0.57173,162,265,0.51204,0.63142
2007,No migration background,Pre-primary Level,Very often,0.14972,43,265,0.10668,0.19276
2007,No migration background,Primary Level,Sometimes,0.31548,31,31,0.14919,0.48178
2007,No migration background,Lower Secondary Level,Very seldom,0.04489,62,1568,0.03464,0.05514
2007,No migration background,Lower Secondary Level,Seldom,0.15213,226,1568,0.13434,0.16991
2007,No migration background,Lower Secondary Level,Sometimes,0.38670,591,1568,0.36258,0.41081
2007,No migration background,Lower Secondary Level,Often,0.34118,562,1568,0.31771,0.36466
2007,No migration background,Lower Secondary Level,Very often,0.07510,127,1568,0.06205,0.08815
2007,No migration background,Upper Secondary Level,Very seldom,0.02888,232,9159,0.02545,0.03231
2007,No migration background,Upper Secondary Level,Seldom,0.10823,893,9159,0.10186,0.11459
2007,No migration background,Upper Secondary Level,Sometimes,0.35926,3185,9159,0.34943,0.36909
2007,No migration background,Upper Secondary Level,Often,0.42449,4130,9159,0.41436,0.43461
2007,No migration background,Upper Secondary Level,Very often,0.07915,719,9159,0.07362,0.08468
2007,No migration background,Post-secondary Non-tertiary Level,Seldom,0.07888,68,889,0.06115,0.09661
2007,No migration background,Post-secondary Non-tertiary Level,Sometimes,0.31079,280,889,0.28035,0.34123
2007,No migration background,Post-secondary Non-tertiary Level,Often,0.49823,455,889,0.46534,0.53111
2007,No migration background,Post-secondary Non-tertiary Level,Very often,0.08368,86,889,0.06546,0.10189
2007,No migration background,First Stage of Tertiary Education,Very seldom,0.02756,33,1368,0.01888,0.03624
2007,No migration background,First Stage of Tertiary Education,Seldom,0.07181,100,1368,0.05812,0.08549
2007,No migration background,First Stage of Tertiary Education,Sometimes,0.35236,485,1368,0.32703,0.37768
2007,No migration background,First Stage of Tertiary Education,Often,0.48560,658,1368,0.45911,0.51210
2007,No migration background,First Stage of Tertiary Education,Very often,0.06267,92,1368,0.04982,0.07552
2007,No migration background,Second Stage of Tertiary Education,Very seldom,0.02402,60,3952,0.01925,0.02880
2007,No migration background,Second Stage of Tertiary Education,Seldom,0.08239,282,3952,0.07382,0.09097
2007,No migration background,Second Stage of Tertiary Education,Sometimes,0.33666,1304,3952,0.32193,0.35140
2007,No migration background,Second Stage of Tertiary Education,Often,0.47362,1992,3952,0.45805,0.48919
2007,No migration background,Second Stage of Tertiary Education,Very often,0.08331,314,3952,0.07469,0.09193
2007,Direct migration background,Primary Level,Sometimes,0.46032,52,85,0.35373,0.56691
2007,Direct migration background,Primary Level,Often,0.27249,33,85,0.17727,0.36771
2007,Direct migration background,Lower Secondary Level,Seldom,0.17084,68,429,0.13519,0.20650
