year,pgisced97,plh0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,No answer / don't know,Sometimes,0.37374,119,302,0.31908,0.42839
2007,No answer / don't know,Often,0.36916,141,302,0.31464,0.42367
2007,No answer / don't know,Very often,0.12946,42,302,0.09153,0.16739
2007,Pre-primary Level,Sometimes,0.26472,77,329,0.21697,0.31246
2007,Pre-primary Level,Often,0.54807,198,329,0.49421,0.60193
2007,Pre-primary Level,Very often,0.13747,54,329,0.10020,0.17473
2007,Primary Level,Seldom,0.18146,38,188,0.12622,0.23670
2007,Primary Level,Sometimes,0.40214,87,188,0.33186,0.47242
2007,Primary Level,Often,0.28792,63,188,0.22302,0.35282
2007,Lower Secondary Level,Very seldom,0.04182,86,2194,0.03344,0.05020
2007,Lower Secondary Level,Seldom,0.14952,305,2194,0.13459,0.16444
2007,Lower Secondary Level,Sometimes,0.39060,864,2194,0.37018,0.41102
2007,Lower Secondary Level,Often,0.34450,770,2194,0.32462,0.36439
2007,Lower Secondary Level,Very often,0.07356,169,2194,0.06264,0.08449
2007,Upper Secondary Level,Very seldom,0.02904,270,10280,0.02580,0.03229
2007,Upper Secondary Level,Seldom,0.10977,1015,10280,0.10372,0.11581
2007,Upper Secondary Level,Sometimes,0.35980,3584,10280,0.35052,0.36908
2007,Upper Secondary Level,Often,0.41875,4589,10280,0.40921,0.42829
2007,Upper Secondary Level,Very often,0.08264,822,10280,0.07731,0.08796
2007,Post-secondary Non-tertiary Level,Seldom,0.08736,94,1136,0.07093,0.10379
2007,Post-secondary Non-tertiary Level,Sometimes,0.29168,345,1136,0.26524,0.31813
2007,Post-secondary Non-tertiary Level,Often,0.49769,582,1136,0.46860,0.52678
2007,Post-secondary Non-tertiary Level,Very often,0.09466,115,1136,0.07763,0.11170
2007,First Stage of Tertiary Education,Very seldom,0.03294,41,1532,0.02400,0.04188
2007,First Stage of Tertiary Education,Seldom,0.07966,114,1532,0.06610,0.09323
2007,First Stage of Tertiary Education,Sometimes,0.34848,538,1532,0.32461,0.37235
2007,First Stage of Tertiary Education,Often,0.47298,731,1532,0.44797,0.49799
2007,First Stage of Tertiary Education,Very often,0.06594,108,1532,0.05351,0.07837
2007,Second Stage of Tertiary Education,Very seldom,0.02549,73,4381,0.02082,0.03015
2007,Second Stage of Tertiary Education,Seldom,0.08413,312,4381,0.07591,0.09235
2007,Second Stage of Tertiary Education,Sometimes,0.33953,1466,4381,0.32550,0.35355
2007,Second Stage of Tertiary Education,Often,0.46729,2178,4381,0.45252,0.48207
2007,Second Stage of Tertiary Education,Very often,0.08357,352,4381,0.07537,0.09177
2008,No answer / don't know,Sometimes,0.29462,90,299,0.24286,0.34638
2008,No answer / don't know,Often,0.49836,170,299,0.44159,0.55513
2008,No answer / don't know,Very often,0.09447,39,299,0.06126,0.12767
2008,Pre-primary Level,Sometimes,0.28464,88,336,0.23632,0.33297
2008,Pre-primary Level,Often,0.51658,190,336,0.46306,0.57009
2008,Pre-primary Level,Very often,0.16073,58,336,0.12140,0.20006
2008,Primary Level,Sometimes,0.42824,76,131,0.34318,0.51330
2008,Primary Level,Often,0.29884,55,131,0.22015,0.37752
2008,Lower Secondary Level,Very seldom,0.03732,71,2000,0.02901,0.04563
2008,Lower Secondary Level,Seldom,0.15081,275,2000,0.13513,0.16650
2008,Lower Secondary Level,Sometimes,0.36103,735,2000,0.33998,0.38209
2008,Lower Secondary Level,Often,0.36965,761,2000,0.34849,0.39081
2008,Lower Secondary Level,Very often,0.08119,158,2000,0.06921,0.09316
2008,Upper Secondary Level,Very seldom,0.03423,263,9689,0.03061,0.03786
2008,Upper Secondary Level,Seldom,0.10794,926,9689,0.10176,0.11412
2008,Upper Secondary Level,Sometimes,0.36291,3424,9689,0.35334,0.37249
2008,Upper Secondary Level,Often,0.41805,4299,9689,0.40822,0.42787
2008,Upper Secondary Level,Very often,0.07687,777,9689,0.07156,0.08217
2008,Post-secondary Non-tertiary Level,Seldom,0.07487,78,1065,0.05906,0.09069
2008,Post-secondary Non-tertiary Level,Sometimes,0.31082,333,1065,0.28301,0.33863
2008,Post-secondary Non-tertiary Level,Often,0.51542,554,1065,0.48540,0.54545
2008,Post-secondary Non-tertiary Level,Very often,0.07741,100,1065,0.06135,0.09347
2008,First Stage of Tertiary Education,Very seldom,0.03285,36,1410,0.02354,0.04216
2008,First Stage of Tertiary Education,Seldom,0.08837,113,1410,0.07355,0.10319
2008,First Stage of Tertiary Education,Sometimes,0.36183,509,1410,0.33674,0.38692
2008,First Stage of Tertiary Education,Often,0.44626,650,1410,0.42030,0.47222
2008,First Stage of Tertiary Education,Very often,0.07068,102,1410,0.05730,0.08407
2008,Second Stage of Tertiary Education,Very seldom,0.02082,70,4183,0.01649,0.02515
2008,Second Stage of Tertiary Education,Seldom,0.08054,294,4183,0.07230,0.08879
2008,Second Stage of Tertiary Education,Sometimes,0.36084,1431,4183,0.34628,0.37539
2008,Second Stage of Tertiary Education,Often,0.46949,2092,4183,0.45437,0.48462
2008,Second Stage of Tertiary Education,Very often,0.06831,296,4183,0.06066,0.07595
2009,No answer / don't know,Sometimes,0.29848,85,294,0.24608,0.35088
2009,No answer / don't know,Often,0.47001,166,294,0.41286,0.52716
2009,No answer / don't know,Very often,0.12580,43,294,0.08783,0.16377
2009,Pre-primary Level,Sometimes,0.21327,63,300,0.16684,0.25970
2009,Pre-primary Level,Often,0.56867,172,300,0.51253,0.62481
2009,Pre-primary Level,Very often,0.17518,65,300,0.13210,0.21827
2009,Primary Level,Sometimes,0.48135,76,122,0.39232,0.57038
2009,Primary Level,Often,0.24946,46,122,0.17236,0.32656
2009,Lower Secondary Level,Very seldom,0.04492,75,1777,0.03529,0.05456
2009,Lower Secondary Level,Seldom,0.16575,287,1777,0.14846,0.18305
2009,Lower Secondary Level,Sometimes,0.38004,694,1777,0.35747,0.40262
2009,Lower Secondary Level,Often,0.34504,601,1777,0.32293,0.36715
2009,Lower Secondary Level,Very often,0.06424,120,1777,0.05284,0.07564
2009,Upper Secondary Level,Very seldom,0.03456,267,9010,0.03079,0.03833
2009,Upper Secondary Level,Seldom,0.11893,927,9010,0.11224,0.12561
2009,Upper Secondary Level,Sometimes,0.35674,3222,9010,0.34684,0.36663
2009,Upper Secondary Level,Often,0.42056,3957,9010,0.41036,0.43075
2009,Upper Secondary Level,Very often,0.06922,637,9010,0.06398,0.07446
2009,Post-secondary Non-tertiary Level,Seldom,0.07391,75,970,0.05744,0.09038
2009,Post-secondary Non-tertiary Level,Sometimes,0.35393,331,970,0.32382,0.38404
2009,Post-secondary Non-tertiary Level,Often,0.47988,482,970,0.44842,0.51134
2009,Post-secondary Non-tertiary Level,Very often,0.07361,82,970,0.05717,0.09005
2009,First Stage of Tertiary Education,Very seldom,0.04149,51,1321,0.03073,0.05225
2009,First Stage of Tertiary Education,Seldom,0.09898,127,1321,0.08287,0.11509
2009,First Stage of Tertiary Education,Sometimes,0.34723,459,1321,0.32155,0.37291
2009,First Stage of Tertiary Education,Often,0.45427,610,1321,0.42741,0.48113
2009,First Stage of Tertiary Education,Very often,0.05803,74,1321,0.04542,0.07064
2009,Second Stage of Tertiary Education,Very seldom,0.02260,68,4022,0.01801,0.02720
2009,Second Stage of Tertiary Education,Seldom,0.08975,332,4022,0.08092,0.09859
2009,Second Stage of Tertiary Education,Sometimes,0.33133,1303,4022,0.31678,0.34588
2009,Second Stage of Tertiary Education,Often,0.47053,1997,4022,0.45511,0.48596
2009,Second Stage of Tertiary Education,Very often,0.08578,322,4022,0.07713,0.09444
2010,No answer / don't know,Sometimes,0.29038,83,263,0.23542,0.34535
2010,No answer / don't know,Often,0.48350,140,263,0.42299,0.54401
2010,No answer / don't know,Very often,0.14195,40,263,0.09969,0.18421
2010,Pre-primary Level,Sometimes,0.21951,58,253,0.16840,0.27061
2010,Pre-primary Level,Often,0.55987,153,253,0.49858,0.62116
2010,Pre-primary Level,Very often,0.17211,42,253,0.12550,0.21872
2010,Primary Level,Sometimes,0.41001,53,89,0.30725,0.51277
2010,Primary Level,Often,0.23208,36,89,0.14388,0.32029
2010,Lower Secondary Level,Very seldom,0.04345,64,1608,0.03348,0.05342
2010,Lower Secondary Level,Seldom,0.14523,191,1608,0.12800,0.16245
2010,Lower Secondary Level,Sometimes,0.38140,624,1608,0.35766,0.40515
