year,age_gr,plh0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,17-29 y.,Very seldom,0.01112,31,3391,0.00759,0.01465
2007,17-29 y.,Seldom,0.05875,171,3391,0.05083,0.06666
2007,17-29 y.,Sometimes,0.27243,871,3391,0.25744,0.28742
2007,17-29 y.,Often,0.49893,1777,3391,0.48210,0.51576
2007,17-29 y.,Very often,0.15877,541,3391,0.14647,0.17108
2007,30-45 y.,Very seldom,0.02488,112,5690,0.02083,0.02893
2007,30-45 y.,Seldom,0.08737,440,5690,0.08003,0.09471
2007,30-45 y.,Sometimes,0.31123,1740,5690,0.29920,0.32326
2007,30-45 y.,Often,0.47592,2851,5690,0.46294,0.48889
2007,30-45 y.,Very often,0.10060,547,5690,0.09278,0.10842
2007,46-65 y.,Very seldom,0.03460,192,7041,0.03033,0.03887
2007,46-65 y.,Seldom,0.11919,726,7041,0.11162,0.12676
2007,46-65 y.,Sometimes,0.40263,2748,7041,0.39118,0.41409
2007,46-65 y.,Often,0.39404,3014,7041,0.38262,0.40545
2007,46-65 y.,Very often,0.04954,361,7041,0.04447,0.05460
2007,66 and older,Very seldom,0.04593,184,4318,0.03969,0.05218
2007,66 and older,Seldom,0.14793,575,4318,0.13734,0.15852
2007,66 and older,Sometimes,0.40314,1721,4318,0.38850,0.41777
2007,66 and older,Often,0.35335,1610,4318,0.33909,0.36761
2007,66 and older,Very often,0.04965,228,4318,0.04317,0.05613
2008,17-29 y.,Very seldom,0.01476,33,3146,0.01055,0.01898
2008,17-29 y.,Seldom,0.06029,171,3146,0.05197,0.06861
2008,17-29 y.,Sometimes,0.29089,871,3146,0.27502,0.30677
2008,17-29 y.,Often,0.49942,1616,3146,0.48194,0.51689
2008,17-29 y.,Very often,0.13464,455,3146,0.12271,0.14657
2008,30-45 y.,Very seldom,0.02218,92,5156,0.01816,0.02620
2008,30-45 y.,Seldom,0.08228,372,5156,0.07478,0.08978
2008,30-45 y.,Sometimes,0.33480,1628,5156,0.32192,0.34769
2008,30-45 y.,Often,0.46968,2576,5156,0.45606,0.48331
2008,30-45 y.,Very often,0.09106,488,5156,0.08320,0.09891
2008,46-65 y.,Very seldom,0.03829,187,6671,0.03368,0.04289
2008,46-65 y.,Seldom,0.12553,717,6671,0.11758,0.13348
2008,46-65 y.,Sometimes,0.38498,2514,6671,0.37331,0.39666
2008,46-65 y.,Often,0.39917,2886,6671,0.38742,0.41093
2008,46-65 y.,Very often,0.05203,367,6671,0.04670,0.05736
2008,66 and older,Very seldom,0.04423,173,4267,0.03806,0.05040
2008,66 and older,Seldom,0.13114,495,4267,0.12101,0.14126
2008,66 and older,Sometimes,0.39536,1673,4267,0.38069,0.41003
2008,66 and older,Often,0.37658,1693,4267,0.36204,0.39112
2008,66 and older,Very often,0.05270,233,4267,0.04599,0.05940
2009,17-29 y.,Seldom,0.06322,159,2825,0.05425,0.07220
2009,17-29 y.,Sometimes,0.26597,728,2825,0.24967,0.28227
2009,17-29 y.,Often,0.52607,1516,2825,0.50765,0.54449
2009,17-29 y.,Very often,0.13580,422,2825,0.12316,0.14843
2009,30-45 y.,Very seldom,0.01981,75,4660,0.01581,0.02382
2009,30-45 y.,Seldom,0.08739,352,4660,0.07928,0.09550
2009,30-45 y.,Sometimes,0.32555,1461,4660,0.31209,0.33900
2009,30-45 y.,Often,0.46916,2334,4660,0.45483,0.48349
2009,30-45 y.,Very often,0.09809,438,4660,0.08955,0.10663
2009,46-65 y.,Very seldom,0.04101,198,6301,0.03611,0.04591
2009,46-65 y.,Seldom,0.13046,739,6301,0.12214,0.13877
2009,46-65 y.,Sometimes,0.38453,2387,6301,0.37252,0.39655
2009,46-65 y.,Often,0.39748,2663,6301,0.38539,0.40956
2009,46-65 y.,Very often,0.04652,314,6301,0.04132,0.05173
2009,66 and older,Very seldom,0.05441,199,4115,0.04748,0.06134
2009,66 and older,Seldom,0.15567,562,4115,0.14459,0.16675
2009,66 and older,Sometimes,0.40040,1657,4115,0.38543,0.41537
2009,66 and older,Often,0.35203,1518,4115,0.33743,0.36662
2009,66 and older,Very often,0.03749,179,4115,0.03169,0.04330
2010,17-29 y.,Seldom,0.06076,142,2469,0.05133,0.07018
2010,17-29 y.,Sometimes,0.28724,655,2469,0.26939,0.30509
2010,17-29 y.,Often,0.50134,1312,2469,0.48162,0.52107
2010,17-29 y.,Very often,0.13792,360,2469,0.12432,0.15153
2010,30-45 y.,Very seldom,0.02161,63,4099,0.01716,0.02606
2010,30-45 y.,Seldom,0.07740,296,4099,0.06922,0.08558
2010,30-45 y.,Sometimes,0.34292,1252,4099,0.32839,0.35746
2010,30-45 y.,Often,0.45944,2074,4099,0.44418,0.47470
2010,30-45 y.,Very often,0.09863,414,4099,0.08950,0.10776
2010,46-65 y.,Very seldom,0.02914,158,6000,0.02488,0.03340
2010,46-65 y.,Seldom,0.12108,612,6000,0.11282,0.12933
2010,46-65 y.,Sometimes,0.38142,2242,6000,0.36913,0.39371
2010,46-65 y.,Often,0.41377,2654,6000,0.40131,0.42623
2010,46-65 y.,Very often,0.05459,334,6000,0.04884,0.06034
2010,66 and older,Very seldom,0.04442,166,3988,0.03803,0.05082
2010,66 and older,Seldom,0.13494,466,3988,0.12433,0.14554
2010,66 and older,Sometimes,0.39468,1574,3988,0.37951,0.40985
2010,66 and older,Often,0.37491,1585,3988,0.35989,0.38994
2010,66 and older,Very often,0.05105,197,3988,0.04422,0.05788
2011,17-29 y.,Seldom,0.05266,155,2953,0.04460,0.06072
2011,17-29 y.,Sometimes,0.25345,700,2953,0.23776,0.26914
2011,17-29 y.,Often,0.53751,1613,2953,0.51952,0.55550
2011,17-29 y.,Very often,0.14275,485,2953,0.13013,0.15537
2011,30-45 y.,Very seldom,0.01954,80,4840,0.01564,0.02344
2011,30-45 y.,Seldom,0.07689,353,4840,0.06938,0.08439
2011,30-45 y.,Sometimes,0.28971,1307,4840,0.27693,0.30249
