"year","hhtyp","quintil","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1995","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","1.63","1.5","892","1.6","1.66"
"1995","(Ehe-)Paar ohne Kind(er)","2","1.55","1.5","876","1.52","1.58"
"1995","(Ehe-)Paar ohne Kind(er)","3","1.57","1.5","836","1.54","1.6"
"1995","(Ehe-)Paar ohne Kind(er)","4","1.61","1.5","704","1.57","1.65"
"1995","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","1.34","1","346","1.29","1.39"
"1995","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","1.82","1.5","509","1.79","1.85"
"1995","1-Pers.- Haushalt","2","1.76","1.5","423","1.72","1.8"
"1995","1-Pers.- Haushalt","3","1.77","1.5","224","1.72","1.82"
"1995","1-Pers.- Haushalt","4","1.66","1.5","144","1.58","1.74"
"1995","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","1.54","1.5","104","1.44","1.64"
"1995","Alleinerziehende","1 Einkommensschwächstes Quintil","1.81","1.5","543","1.78","1.84"
"1995","Alleinerziehende","2","1.66","1.5","203","1.6","1.72"
"1995","Alleinerziehende","3","1.47","1","114","1.38","1.56"
"1995","Alleinerziehende","4","1.4","1","58","1.27","1.53"
"1995","Alleinerziehende","5 Einkommensstärkstes Quintil","","","","",""
"1995","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","1.58","1.5","4668","1.57","1.59"
"1995","Paar mit Kind(ern)","2","1.45","1","3113","1.43","1.47"
"1995","Paar mit Kind(ern)","3","1.38","1","1623","1.36","1.4"
"1995","Paar mit Kind(ern)","4","1.28","1","783","1.25","1.31"
"1995","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","1.16","1","336","1.12","1.2"
"1995","Sonstige","1 Einkommensschwächstes Quintil","1.6","1.5","493","1.56","1.64"
"1995","Sonstige","2","1.44","1","335","1.39","1.49"
"1995","Sonstige","3","1.23","1","220","1.17","1.29"
"1995","Sonstige","4","1.43","1","106","1.33","1.53"
"1995","Sonstige","5 Einkommensstärkstes Quintil","1.07","1","35","0.96","1.18"
"1996","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","1.59","1.5","866","1.56","1.62"
"1996","(Ehe-)Paar ohne Kind(er)","2","1.59","1.5","864","1.56","1.62"
"1996","(Ehe-)Paar ohne Kind(er)","3","1.55","1.5","832","1.52","1.58"
"1996","(Ehe-)Paar ohne Kind(er)","4","1.54","1.5","730","1.5","1.58"
"1996","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","1.37","1","390","1.32","1.42"
"1996","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","1.78","1.5","510","1.75","1.81"
"1996","1-Pers.- Haushalt","2","1.8","1.5","412","1.76","1.84"
"1996","1-Pers.- Haushalt","3","1.79","1.5","238","1.74","1.84"
"1996","1-Pers.- Haushalt","4","1.7","1.5","156","1.63","1.77"
"1996","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","1.58","1.5","117","1.49","1.67"
"1996","Alleinerziehende","1 Einkommensschwächstes Quintil","1.76","1.5","551","1.73","1.79"
"1996","Alleinerziehende","2","1.77","1.5","188","1.71","1.83"
"1996","Alleinerziehende","3","1.56","1.5","125","1.47","1.65"
"1996","Alleinerziehende","4","1.42","1","71","1.3","1.54"
"1996","Alleinerziehende","5 Einkommensstärkstes Quintil","","","","",""
"1996","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","1.6","1.5","3960","1.59","1.61"
"1996","Paar mit Kind(ern)","2","1.46","1","3203","1.44","1.48"
"1996","Paar mit Kind(ern)","3","1.36","1","1759","1.34","1.38"
"1996","Paar mit Kind(ern)","4","1.23","1","836","1.2","1.26"
"1996","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","1.18","1","399","1.14","1.22"
"1996","Sonstige","1 Einkommensschwächstes Quintil","1.56","1.5","487","1.52","1.6"
"1996","Sonstige","2","1.34","1","269","1.28","1.4"
"1996","Sonstige","3","1.26","1","202","1.2","1.32"
"1996","Sonstige","4","1.39","1","108","1.3","1.48"
"1996","Sonstige","5 Einkommensstärkstes Quintil","1.3","1","42","1.15","1.45"
"1997","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","1.58","1.5","776","1.55","1.61"
"1997","(Ehe-)Paar ohne Kind(er)","2","1.54","1.5","908","1.51","1.57"
"1997","(Ehe-)Paar ohne Kind(er)","3","1.6","1.5","932","1.57","1.63"
"1997","(Ehe-)Paar ohne Kind(er)","4","1.52","1.5","744","1.48","1.56"
"1997","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","1.37","1","398","1.32","1.42"
"1997","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","1.79","1.5","466","1.76","1.82"
"1997","1-Pers.- Haushalt","2","1.8","1.5","412","1.76","1.84"
"1997","1-Pers.- Haushalt","3","1.81","1.5","253","1.77","1.85"
"1997","1-Pers.- Haushalt","4","1.65","1.5","162","1.58","1.72"
"1997","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","1.57","1.5","109","1.48","1.66"
"1997","Alleinerziehende","1 Einkommensschwächstes Quintil","1.79","1.5","508","1.76","1.82"
"1997","Alleinerziehende","2","1.8","1.5","210","1.74","1.86"
"1997","Alleinerziehende","3","1.65","1.5","138","1.57","1.73"
"1997","Alleinerziehende","4","1.19","1","78","1.09","1.29"
"1997","Alleinerziehende","5 Einkommensstärkstes Quintil","1.39","1","33","1.21","1.57"
"1997","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","1.56","1.5","3808","1.54","1.58"
"1997","Paar mit Kind(ern)","2","1.45","1","3010","1.43","1.47"
"1997","Paar mit Kind(ern)","3","1.33","1","1746","1.31","1.35"
"1997","Paar mit Kind(ern)","4","1.29","1","847","1.26","1.32"
"1997","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","1.14","1","395","1.1","1.18"
