"year","hhtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1984","(Ehe-)Paar ohne Kind(er)","1.56","1.5","1351","1","1","2","2","2","1.53","1.59","1","2","2","2"
"1984","1-Pers.- Haushalt","1.77","1.5","1288","1","2","2","2","2","1.75","1.79","1","2","2","2"
"1984","Alleinerziehende","1.66","1.5","326","1","1","2","2","2","1.61","1.71","1","2","2","2"
"1984","Paar mit Kind(ern)","1.47","1","2636","1","1","2","2","2","1.45","1.49","1","2","2","2"
"1984","Sonstige","1.42","1","262","1","1","2","2","2","1.36","1.48","1","2","1","2"
"1985","(Ehe-)Paar ohne Kind(er)","1.57","1.5","1225","1","1","2","2","2","1.54","1.6","1","2","2","2"
"1985","1-Pers.- Haushalt","1.78","1.5","1140","1","2","2","2","2","1.76","1.8","1","2","2","2"
"1985","Alleinerziehende","1.65","1.5","293","1","1","2","2","2","1.6","1.7","1","2","2","2"
"1985","Paar mit Kind(ern)","1.45","1","2375","1","1","2","2","2","1.43","1.47","1","2","2","2"
"1985","Sonstige","1.42","1","239","1","1","2","2","2","1.36","1.48","1","2","1","2"
"1986","(Ehe-)Paar ohne Kind(er)","1.57","1.5","1205","1","1","2","2","2","1.54","1.6","1","2","2","2"
"1986","1-Pers.- Haushalt","1.77","1.5","1078","1","2","2","2","2","1.75","1.79","1","2","2","2"
"1986","Alleinerziehende","1.65","1.5","280","1","1","2","2","2","1.6","1.7","1","2","2","2"
"1986","Paar mit Kind(ern)","1.45","1","2236","1","1","2","2","2","1.43","1.47","1","2","2","2"
"1986","Sonstige","1.43","1","236","1","1","2","2","2","1.37","1.49","1","2","1","2"
"1987","(Ehe-)Paar ohne Kind(er)","1.56","1.5","1192","1","1","2","2","2","1.53","1.59","1","2","2","2"
"1987","1-Pers.- Haushalt","1.78","1.5","1077","1","2","2","2","2","1.76","1.8","1","2","2","2"
"1987","Alleinerziehende","1.64","1.5","278","1","1","2","2","2","1.58","1.7","1","2","2","2"
"1987","Paar mit Kind(ern)","1.46","1","2192","1","1","2","2","2","1.44","1.48","1","2","2","2"
"1987","Sonstige","1.45","1","234","1","1","2","2","2","1.39","1.51","1","2","1","2"
"1988","(Ehe-)Paar ohne Kind(er)","1.56","1.5","1168","1","1","2","2","2","1.53","1.59","1","2","2","2"
"1988","1-Pers.- Haushalt","1.77","1.5","1037","1","2","2","2","2","1.74","1.8","1","2","2","2"
"1988","Alleinerziehende","1.63","1.5","274","1","1","2","2","2","1.57","1.69","1","2","2","2"
"1988","Paar mit Kind(ern)","1.46","1","2090","1","1","2","2","2","1.44","1.48","1","2","2","2"
"1988","Sonstige","1.49","1","200","1","1","2","2","2","1.42","1.56","1","2","2","2"
"1989","(Ehe-)Paar ohne Kind(er)","1.56","1.5","1158","1","1","2","2","2","1.53","1.59","1","2","2","2"
"1989","1-Pers.- Haushalt","1.77","1.5","1040","1","2","2","2","2","1.75","1.79","1","2","2","2"
"1989","Alleinerziehende","1.59","1.5","256","1","1","2","2","2","1.53","1.65","1","2","2","2"
"1989","Paar mit Kind(ern)","1.45","1","1997","1","1","2","2","2","1.43","1.47","1","2","2","2"
"1989","Sonstige","1.46","1","197","1","1","2","2","2","1.39","1.53","1","2","1","2"
"1990","(Ehe-)Paar ohne Kind(er)","1.58","1.5","1663","1","1","2","2","2","1.56","1.6","1","2","2","2"
"1990","1-Pers.- Haushalt","1.78","1.5","1324","1","2","2","2","2","1.76","1.8","1","2","2","2"
"1990","Alleinerziehende","1.66","1.5","386","1","1","2","2","2","1.61","1.71","1","2","2","2"
"1990","Paar mit Kind(ern)","1.51","1.5","3059","1","1","2","2","2","1.49","1.53","1","2","2","2"
"1990","Sonstige","1.43","1","312","1","1","2","2","2","1.37","1.49","1","2","1","2"
"1991","(Ehe-)Paar ohne Kind(er)","1.57","1.5","1654","1","1","2","2","2","1.55","1.59","1","2","2","2"
"1991","1-Pers.- Haushalt","1.78","1.5","1293","1","2","2","2","2","1.76","1.8","1","2","2","2"
"1991","Alleinerziehende","1.64","1.5","383","1","1","2","2","2","1.59","1.69","1","2","2","2"
"1991","Paar mit Kind(ern)","1.5","1.5","2994","1","1","2","2","2","1.48","1.52","1","2","2","2"
"1991","Sonstige","1.46","1","304","1","1","2","2","2","1.4","1.52","1","2","1","2"
"1992","(Ehe-)Paar ohne Kind(er)","1.57","1.5","1695","1","1","2","2","2","1.55","1.59","1","2","2","2"
"1992","1-Pers.- Haushalt","1.78","1.5","1302","1","2","2","2","2","1.76","1.8","1","2","2","2"
"1992","Alleinerziehende","1.67","1.5","393","1","1","2","2","2","1.63","1.71","1","2","2","2"
"1992","Paar mit Kind(ern)","1.49","1","2900","1","1","2","2","2","1.47","1.51","1","2","2","2"
"1992","Sonstige","1.46","1","313","1","1","2","2","2","1.4","1.52","1","2","1","2"
"1993","(Ehe-)Paar ohne Kind(er)","1.55","1.5","1724","1","1","2","2","2","1.53","1.57","1","2","2","2"
"1993","1-Pers.- Haushalt","1.77","1.5","1361","1","2","2","2","2","1.75","1.79","1","2","2","2"
"1993","Alleinerziehende","1.69","1.5","377","1","1","2","2","2","1.65","1.73","1","2","2","2"
"1993","Paar mit Kind(ern)","1.48","1","2793","1","1","2","2","2","1.46","1.5","1","2","2","2"
"1993","Sonstige","1.45","1","314","1","1","2","2","2","1.39","1.51","1","2","1","2"
"1994","(Ehe-)Paar ohne Kind(er)","1.56","1.5","1769","1","1","2","2","2","1.54","1.58","1","2","2","2"
"1994","1-Pers.- Haushalt","1.76","1.5","1360","1","2","2","2","2","1.74","1.78","1","2","2","2"
"1994","Alleinerziehende","1.7","1.5","361","1","1","2","2","2","1.65","1.75","1","2","2","2"
"1994","Paar mit Kind(ern)","1.47","1","2698","1","1","2","2","2","1.45","1.49","1","2","2","2"
"1994","Sonstige","1.48","1","305","1","1","2","2","2","1.42","1.54","1","2","1","2"
"1995","(Ehe-)Paar ohne Kind(er)","1.56","1.5","1827","1","1","2","2","2","1.54","1.58","1","2","2","2"
"1995","1-Pers.- Haushalt","1.75","1.5","1404","1","2","2","2","2","1.73","1.77","1","2","2","2"
"1995","Alleinerziehende","1.67","1.5","376","1","1","2","2","2","1.63","1.71","1","2","2","2"
"1995","Paar mit Kind(ern)","1.47","1","2782","1","1","2","2","2","1.45","1.49","1","2","2","2"
"1995","Sonstige","1.49","1","308","1","1","2","2","2","1.43","1.55","1","2","1","2"
"1996","(Ehe-)Paar ohne Kind(er)","1.54","1.5","1841","1","1","2","2","2","1.52","1.56","1","2","2","2"
"1996","1-Pers.- Haushalt","1.76","1.5","1433","1","2","2","2","2","1.74","1.78","1","2","2","2"
"1996","Alleinerziehende","1.69","1.5","387","1","1","2","2","2","1.65","1.73","1","2","2","2"
"1996","Paar mit Kind(ern)","1.46","1","2686","1","1","2","2","2","1.44","1.48","1","2","2","2"
"1996","Sonstige","1.44","1","284","1","1","2","2","2","1.38","1.5","1","2","1","2"
"1997","(Ehe-)Paar ohne Kind(er)","1.53","1.5","1879","1","1","2","2","2","1.51","1.55","1","2","2","2"
"1997","1-Pers.- Haushalt","1.76","1.5","1402","1","2","2","2","2","1.74","1.78","1","2","2","2"
"1997","Alleinerziehende","1.7","1.5","391","1","1","2","2","2","1.66","1.74","1","2","2","2"
"1997","Paar mit Kind(ern)","1.44","1","2595","1","1","2","2","2","1.42","1.46","1","2","2","2"
"1997","Sonstige","1.46","1","279","1","1","2","2","2","1.4","1.52","1","2","1","2"
"1998","(Ehe-)Paar ohne Kind(er)","1.52","1.5","2179","1","1","2","2","2","1.5","1.54","1","2","2","2"
"1998","1-Pers.- Haushalt","1.75","1.5","1706","1","1","2","2","2","1.73","1.77","1","2","2","2"
"1998","Alleinerziehende","1.73","1.5","448","1","1","2","2","2","1.69","1.77","1","2","2","2"
"1998","Paar mit Kind(ern)","1.44","1","2817","1","1","2","2","2","1.42","1.46","1","2","1","2"
"1998","Sonstige","1.49","1","267","1","1","2","2","2","1.43","1.55","1","2","1","2"
"1999","(Ehe-)Paar ohne Kind(er)","1.52","1.5","2156","1","1","2","2","2","1.5","1.54","1","2","2","2"
"1999","1-Pers.- Haushalt","1.74","1.5","1638","1","1","2","2","2","1.72","1.76","1","2","2","2"
"1999","Alleinerziehende","1.74","1.5","447","1","1","2","2","2","1.7","1.78","1","2","2","2"
"1999","Paar mit Kind(ern)","1.43","1","2733","1","1","2","2","2","1.41","1.45","1","2","1","2"
"1999","Sonstige","1.46","1","169","1","1","2","2","2","1.38","1.54","1","2","1","2"
"2000","(Ehe-)Paar ohne Kind(er)","1.49","1","3968","1","1","2","2","2","1.47","1.51","1","2","1","2"
