"year","quintil","sampreg","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1995","1 Einkommensschwächstes Quintil","Ostdeutschland","1.7","1.5","2335","1.68","1.72"
"1995","1 Einkommensschwächstes Quintil","Westdeutschland","1.63","1.5","4770","1.62","1.64"
"1995","2","Ostdeutschland","1.64","1.5","1530","1.62","1.66"
"1995","2","Westdeutschland","1.5","1.5","3420","1.48","1.52"
"1995","3","Ostdeutschland","1.64","1.5","695","1.6","1.68"
"1995","3","Westdeutschland","1.46","1","2322","1.44","1.48"
"1995","4","Ostdeutschland","1.73","1.5","250","1.67","1.79"
"1995","4","Westdeutschland","1.46","1","1545","1.44","1.48"
"1995","5 Einkommensstärkstes Quintil","Ostdeutschland","1.5","1","51","1.36","1.64"
"1995","5 Einkommensstärkstes Quintil","Westdeutschland","1.3","1","794","1.27","1.33"
"1996","1 Einkommensschwächstes Quintil","Ostdeutschland","1.68","1.5","2040","1.66","1.7"
"1996","1 Einkommensschwächstes Quintil","Westdeutschland","1.63","1.5","4334","1.62","1.64"
"1996","2","Ostdeutschland","1.66","1.5","1598","1.64","1.68"
"1996","2","Westdeutschland","1.51","1.5","3338","1.49","1.53"
"1996","3","Ostdeutschland","1.63","1.5","793","1.6","1.66"
"1996","3","Westdeutschland","1.45","1","2363","1.43","1.47"
"1996","4","Ostdeutschland","1.69","1.5","289","1.63","1.75"
"1996","4","Westdeutschland","1.41","1","1612","1.39","1.43"
"1996","5 Einkommensstärkstes Quintil","Ostdeutschland","1.65","1.5","77","1.54","1.76"
"1996","5 Einkommensstärkstes Quintil","Westdeutschland","1.33","1","895","1.3","1.36"
"1997","1 Einkommensschwächstes Quintil","Ostdeutschland","1.68","1.5","1956","1.66","1.7"
"1997","1 Einkommensschwächstes Quintil","Westdeutschland","1.61","1.5","4031","1.6","1.62"
"1997","2","Ostdeutschland","1.65","1.5","1518","1.63","1.67"
"1997","2","Westdeutschland","1.51","1.5","3309","1.49","1.53"
"1997","3","Ostdeutschland","1.64","1.5","823","1.61","1.67"
"1997","3","Westdeutschland","1.47","1","2468","1.45","1.49"
"1997","4","Ostdeutschland","1.64","1.5","307","1.59","1.69"
"1997","4","Westdeutschland","1.41","1","1628","1.39","1.43"
"1997","5 Einkommensstärkstes Quintil","Ostdeutschland","1.53","1.5","79","1.42","1.64"
"1997","5 Einkommensstärkstes Quintil","Westdeutschland","1.32","1","888","1.29","1.35"
"1998","1 Einkommensschwächstes Quintil","Ostdeutschland","1.67","1.5","2103","1.65","1.69"
"1998","1 Einkommensschwächstes Quintil","Westdeutschland","1.62","1.5","4336","1.61","1.63"
"1998","2","Ostdeutschland","1.59","1.5","1418","1.56","1.62"
"1998","2","Westdeutschland","1.53","1.5","3756","1.51","1.55"
"1998","3","Ostdeutschland","1.64","1.5","903","1.61","1.67"
"1998","3","Westdeutschland","1.45","1","2694","1.43","1.47"
"1998","4","Ostdeutschland","1.58","1.5","391","1.53","1.63"
"1998","4","Westdeutschland","1.42","1","1992","1.4","1.44"
"1998","5 Einkommensstärkstes Quintil","Ostdeutschland","1.47","1","119","1.38","1.56"
"1998","5 Einkommensstärkstes Quintil","Westdeutschland","1.32","1","1044","1.29","1.35"
"1999","1 Einkommensschwächstes Quintil","Ostdeutschland","1.68","1.5","1675","1.66","1.7"
"1999","1 Einkommensschwächstes Quintil","Westdeutschland","1.66","1.5","3583","1.65","1.67"
"1999","2","Ostdeutschland","1.63","1.5","1624","1.61","1.65"
"1999","2","Westdeutschland","1.52","1.5","3679","1.5","1.54"
"1999","3","Ostdeutschland","1.62","1.5","954","1.59","1.65"
"1999","3","Westdeutschland","1.41","1","2709","1.39","1.43"
"1999","4","Ostdeutschland","1.55","1.5","406","1.5","1.6"
"1999","4","Westdeutschland","1.44","1","2032","1.42","1.46"
"1999","5 Einkommensstärkstes Quintil","Ostdeutschland","1.38","1","112","1.29","1.47"
"1999","5 Einkommensstärkstes Quintil","Westdeutschland","1.31","1","1214","1.28","1.34"
"2000","1 Einkommensschwächstes Quintil","Ostdeutschland","1.67","1.5","2588","1.65","1.69"
"2000","1 Einkommensschwächstes Quintil","Westdeutschland","1.66","1.5","6101","1.65","1.67"
"2000","2","Ostdeutschland","1.6","1.5","2342","1.58","1.62"
"2000","2","Westdeutschland","1.53","1.5","6372","1.52","1.54"
"2000","3","Ostdeutschland","1.59","1.5","1462","1.56","1.62"
"2000","3","Westdeutschland","1.45","1","5276","1.44","1.46"
"2000","4","Ostdeutschland","1.55","1.5","711","1.51","1.59"
"2000","4","Westdeutschland","1.42","1","4041","1.4","1.44"
"2000","5 Einkommensstärkstes Quintil","Ostdeutschland","1.4","1","254","1.34","1.46"
"2000","5 Einkommensstärkstes Quintil","Westdeutschland","1.37","1","2660","1.35","1.39"
"2001","1 Einkommensschwächstes Quintil","Ostdeutschland","1.66","1.5","2154","1.64","1.68"
"2001","1 Einkommensschwächstes Quintil","Westdeutschland","1.66","1.5","5123","1.65","1.67"
"2001","2","Ostdeutschland","1.59","1.5","2067","1.57","1.61"
"2001","2","Westdeutschland","1.53","1.5","5580","1.52","1.54"
"2001","3","Ostdeutschland","1.58","1.5","1472","1.55","1.61"
"2001","3","Westdeutschland","1.44","1","4833","1.43","1.45"
"2001","4","Ostdeutschland","1.54","1.5","768","1.5","1.58"
"2001","4","Westdeutschland","1.45","1","3868","1.43","1.47"
"2001","5 Einkommensstärkstes Quintil","Ostdeutschland","1.41","1","277","1.35","1.47"
"2001","5 Einkommensstärkstes Quintil","Westdeutschland","1.35","1","2586","1.33","1.37"
"2002","1 Einkommensschwächstes Quintil","Ostdeutschland","1.67","1.5","1876","1.65","1.69"
"2002","1 Einkommensschwächstes Quintil","Westdeutschland","1.65","1.5","4370","1.64","1.66"
"2002","2","Ostdeutschland","1.58","1.5","1766","1.56","1.6"
"2002","2","Westdeutschland","1.51","1.5","4814","1.5","1.52"
"2002","3","Ostdeutschland","1.58","1.5","1514","1.55","1.61"
"2002","3","Westdeutschland","1.45","1","4451","1.44","1.46"
"2002","4","Ostdeutschland","1.62","1.5","980","1.59","1.65"
"2002","4","Westdeutschland","1.42","1","4879","1.41","1.43"
"2002","5 Einkommensstärkstes Quintil","Ostdeutschland","1.39","1","568","1.35","1.43"
"2002","5 Einkommensstärkstes Quintil","Westdeutschland","1.35","1","4898","1.34","1.36"
"2003","1 Einkommensschwächstes Quintil","Ostdeutschland","1.67","1.5","1889","1.65","1.69"
"2003","1 Einkommensschwächstes Quintil","Westdeutschland","1.7","1.5","3891","1.69","1.71"
"2003","2","Ostdeutschland","1.6","1.5","1622","1.58","1.62"
"2003","2","Westdeutschland","1.53","1.5","4504","1.52","1.54"
"2003","3","Ostdeutschland","1.56","1.5","1495","1.53","1.59"
"2003","3","Westdeutschland","1.45","1","4637","1.44","1.46"
"2003","4","Ostdeutschland","1.55","1.5","1040","1.52","1.58"
"2003","4","Westdeutschland","1.42","1","4798","1.41","1.43"
"2003","5 Einkommensstärkstes Quintil","Ostdeutschland","1.48","1","501","1.44","1.52"
"2003","5 Einkommensstärkstes Quintil","Westdeutschland","1.34","1","4415","1.33","1.35"
"2004","1 Einkommensschwächstes Quintil","Ostdeutschland","1.68","1.5","1806","1.66","1.7"
"2004","1 Einkommensschwächstes Quintil","Westdeutschland","1.68","1.5","3759","1.66","1.7"
"2004","2","Ostdeutschland","1.61","1.5","1555","1.59","1.63"
"2004","2","Westdeutschland","1.54","1.5","4368","1.53","1.55"
"2004","3","Ostdeutschland","1.57","1.5","1436","1.54","1.6"
"2004","3","Westdeutschland","1.46","1","4451","1.45","1.47"
"2004","4","Ostdeutschland","1.54","1.5","1040","1.51","1.57"
"2004","4","Westdeutschland","1.44","1","4647","1.43","1.45"
"2004","5 Einkommensstärkstes Quintil","Ostdeutschland","1.5","1","541","1.46","1.54"
"2004","5 Einkommensstärkstes Quintil","Westdeutschland","1.35","1","4328","1.34","1.36"
"2005","1 Einkommensschwächstes Quintil","Ostdeutschland","1.68","1.5","1824","1.66","1.7"
"2005","1 Einkommensschwächstes Quintil","Westdeutschland","1.67","1.5","3563","1.65","1.69"
"2005","2","Ostdeutschland","1.59","1.5","1435","1.56","1.62"
"2005","2","Westdeutschland","1.54","1.5","4059","1.52","1.56"
"2005","3","Ostdeutschland","1.58","1.5","1364","1.55","1.61"
"2005","3","Westdeutschland","1.5","1","4174","1.48","1.52"
"2005","4","Ostdeutschland","1.59","1.5","963","1.56","1.62"
"2005","4","Westdeutschland","1.41","1","4492","1.4","1.42"
"2005","5 Einkommensstärkstes Quintil","Ostdeutschland","1.38","1","564","1.34","1.42"
"2005","5 Einkommensstärkstes Quintil","Westdeutschland","1.39","1","4267","1.38","1.4"
"2006","1 Einkommensschwächstes Quintil","Ostdeutschland","1.71","1.5","1889","1.69","1.73"
"2006","1 Einkommensschwächstes Quintil","Westdeutschland","1.71","1.5","3829","1.7","1.72"
"2006","2","Ostdeutschland","1.59","1.5","1505","1.56","1.62"
"2006","2","Westdeutschland","1.54","1.5","4424","1.53","1.55"
"2006","3","Ostdeutschland","1.54","1.5","1546","1.52","1.56"
"2006","3","Westdeutschland","1.48","1","4367","1.47","1.49"
"2006","4","Ostdeutschland","1.56","1.5","1075","1.53","1.59"
"2006","4","Westdeutschland","1.43","1","4980","1.42","1.44"
"2006","5 Einkommensstärkstes Quintil","Ostdeutschland","1.51","1.5","524","1.47","1.55"
"2006","5 Einkommensstärkstes Quintil","Westdeutschland","1.36","1","4525","1.35","1.37"
"2007","1 Einkommensschwächstes Quintil","Ostdeutschland","1.7","1.5","1565","1.68","1.72"
"2007","1 Einkommensschwächstes Quintil","Westdeutschland","1.71","1.5","3331","1.69","1.73"
"2007","2","Ostdeutschland","1.6","1.5","1539","1.58","1.62"
"2007","2","Westdeutschland","1.54","1.5","3874","1.52","1.56"
"2007","3","Ostdeutschland","1.53","1.5","1433","1.5","1.56"
