"year","hhtyp","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1984","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","","","","","","","","","","",""
"1984","(Ehe-)Paar ohne Kind(er)","Westdeutschland","1.56","1.5","1351","1","1","2","2","2","1.53","1.59","1","2","2","2"
"1984","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"1984","1-Pers.- Haushalt","Westdeutschland","1.77","1.5","1288","1","2","2","2","2","1.75","1.79","1","2","2","2"
"1984","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"1984","Alleinerziehende","Westdeutschland","1.66","1.5","326","1","1","2","2","2","1.61","1.71","1","2","2","2"
"1984","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"1984","Paar mit Kind(ern)","Westdeutschland","1.47","1","2636","1","1","2","2","2","1.45","1.49","1","2","2","2"
"1984","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"1984","Sonstige","Westdeutschland","1.42","1","262","1","1","2","2","2","1.36","1.48","1","2","1","2"
"1985","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","","","","","","","","","","",""
"1985","(Ehe-)Paar ohne Kind(er)","Westdeutschland","1.57","1.5","1225","1","1","2","2","2","1.54","1.6","1","2","2","2"
"1985","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"1985","1-Pers.- Haushalt","Westdeutschland","1.78","1.5","1140","1","2","2","2","2","1.76","1.8","1","2","2","2"
"1985","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"1985","Alleinerziehende","Westdeutschland","1.65","1.5","293","1","1","2","2","2","1.6","1.7","1","2","2","2"
"1985","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"1985","Paar mit Kind(ern)","Westdeutschland","1.45","1","2375","1","1","2","2","2","1.43","1.47","1","2","2","2"
"1985","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"1985","Sonstige","Westdeutschland","1.42","1","239","1","1","2","2","2","1.36","1.48","1","2","1","2"
"1986","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","","","","","","","","","","",""
"1986","(Ehe-)Paar ohne Kind(er)","Westdeutschland","1.57","1.5","1205","1","1","2","2","2","1.54","1.6","1","2","2","2"
"1986","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"1986","1-Pers.- Haushalt","Westdeutschland","1.77","1.5","1078","1","2","2","2","2","1.75","1.79","1","2","2","2"
"1986","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"1986","Alleinerziehende","Westdeutschland","1.65","1.5","280","1","1","2","2","2","1.6","1.7","1","2","2","2"
"1986","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"1986","Paar mit Kind(ern)","Westdeutschland","1.45","1","2236","1","1","2","2","2","1.43","1.47","1","2","2","2"
"1986","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"1986","Sonstige","Westdeutschland","1.43","1","236","1","1","2","2","2","1.37","1.49","1","2","1","2"
"1987","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","","","","","","","","","","",""
"1987","(Ehe-)Paar ohne Kind(er)","Westdeutschland","1.56","1.5","1192","1","1","2","2","2","1.53","1.59","1","2","2","2"
"1987","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"1987","1-Pers.- Haushalt","Westdeutschland","1.78","1.5","1077","1","2","2","2","2","1.76","1.8","1","2","2","2"
"1987","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"1987","Alleinerziehende","Westdeutschland","1.64","1.5","278","1","1","2","2","2","1.58","1.7","1","2","2","2"
"1987","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"1987","Paar mit Kind(ern)","Westdeutschland","1.46","1","2192","1","1","2","2","2","1.44","1.48","1","2","2","2"
"1987","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"1987","Sonstige","Westdeutschland","1.45","1","234","1","1","2","2","2","1.39","1.51","1","2","1","2"
"1988","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","","","","","","","","","","",""
"1988","(Ehe-)Paar ohne Kind(er)","Westdeutschland","1.56","1.5","1168","1","1","2","2","2","1.53","1.59","1","2","2","2"
"1988","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"1988","1-Pers.- Haushalt","Westdeutschland","1.77","1.5","1037","1","2","2","2","2","1.74","1.8","1","2","2","2"
"1988","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"1988","Alleinerziehende","Westdeutschland","1.63","1.5","274","1","1","2","2","2","1.57","1.69","1","2","2","2"
"1988","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"1988","Paar mit Kind(ern)","Westdeutschland","1.46","1","2090","1","1","2","2","2","1.44","1.48","1","2","2","2"
"1988","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"1988","Sonstige","Westdeutschland","1.49","1","200","1","1","2","2","2","1.42","1.56","1","2","2","2"
"1989","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","","","","","","","","","","",""
"1989","(Ehe-)Paar ohne Kind(er)","Westdeutschland","1.56","1.5","1158","1","1","2","2","2","1.53","1.59","1","2","2","2"
"1989","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"1989","1-Pers.- Haushalt","Westdeutschland","1.77","1.5","1040","1","2","2","2","2","1.75","1.79","1","2","2","2"
"1989","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"1989","Alleinerziehende","Westdeutschland","1.59","1.5","256","1","1","2","2","2","1.53","1.65","1","2","2","2"
"1989","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"1989","Paar mit Kind(ern)","Westdeutschland","1.45","1","1997","1","1","2","2","2","1.43","1.47","1","2","2","2"
"1989","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"1989","Sonstige","Westdeutschland","1.46","1","197","1","1","2","2","2","1.39","1.53","1","2","1","2"
"1990","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1.7","1.5","479","1","1","2","2","2","1.66","1.74","1","2","2","2"
"1990","(Ehe-)Paar ohne Kind(er)","Westdeutschland","1.56","1.5","1184","1","1","2","2","2","1.53","1.59","1","2","2","2"
"1990","1-Pers.- Haushalt","Ostdeutschland","1.87","1.5","324","1","2","2","2","2","1.83","1.91","1","2","2","2"
"1990","1-Pers.- Haushalt","Westdeutschland","1.76","1.5","1000","1","2","2","2","2","1.73","1.79","1","2","2","2"
"1990","Alleinerziehende","Ostdeutschland","1.83","1.5","128","1","2","2","2","2","1.77","1.89","1","2","2","2"
"1990","Alleinerziehende","Westdeutschland","1.61","1.5","258","1","1","2","2","2","1.55","1.67","1","2","2","2"
"1990","Paar mit Kind(ern)","Ostdeutschland","1.69","1.5","1111","1","1","2","2","2","1.66","1.72","1","2","2","2"
