year,age_gr,quintil_oecd,pli0081,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,1st Quintile,Daily,0.08907,74,550,0.06525,0.11290
1990,17-29 y.,1st Quintile,At least once per week,0.39183,243,550,0.35099,0.43266
1990,17-29 y.,1st Quintile,At least once per month,0.28624,125,550,0.24843,0.32405
1990,17-29 y.,1st Quintile,Seldom,0.19912,108,550,0.16571,0.23252
1990,17-29 y.,2nd Quintile,Daily,0.08855,58,538,0.06452,0.11258
1990,17-29 y.,2nd Quintile,At least once per week,0.38620,240,538,0.34502,0.42738
1990,17-29 y.,2nd Quintile,At least once per month,0.27450,132,538,0.23675,0.31224
1990,17-29 y.,2nd Quintile,Seldom,0.20932,108,538,0.17491,0.24373
1990,17-29 y.,3rd Quintile,Daily,0.08447,54,527,0.06070,0.10823
1990,17-29 y.,3rd Quintile,At least once per week,0.40137,222,527,0.35948,0.44326
1990,17-29 y.,3rd Quintile,At least once per month,0.28842,144,527,0.24971,0.32714
1990,17-29 y.,3rd Quintile,Seldom,0.18895,107,527,0.15549,0.22240
1990,17-29 y.,4th Quintile,Daily,0.07261,46,585,0.05156,0.09365
1990,17-29 y.,4th Quintile,At least once per week,0.35721,238,585,0.31835,0.39608
1990,17-29 y.,4th Quintile,At least once per month,0.32753,183,585,0.28947,0.36560
1990,17-29 y.,4th Quintile,Seldom,0.21208,118,585,0.17893,0.24524
1990,17-29 y.,5th Quintile,At least once per week,0.34765,147,370,0.29906,0.39624
1990,17-29 y.,5th Quintile,At least once per month,0.31591,118,370,0.26848,0.36334
1990,17-29 y.,5th Quintile,Seldom,0.27289,105,370,0.22744,0.31834
1990,30-45 y.,1st Quintile,Daily,0.06617,35,515,0.04468,0.08766
1990,30-45 y.,1st Quintile,At least once per week,0.36198,195,515,0.32043,0.40353
1990,30-45 y.,1st Quintile,At least once per month,0.29314,137,515,0.25378,0.33249
1990,30-45 y.,1st Quintile,Seldom,0.23852,113,515,0.20168,0.27537
1990,30-45 y.,1st Quintile,Never,0.03794,35,515,0.02142,0.05445
1990,30-45 y.,2nd Quintile,Daily,0.06123,38,598,0.04200,0.08047
1990,30-45 y.,2nd Quintile,At least once per week,0.43986,270,598,0.40004,0.47967
1990,30-45 y.,2nd Quintile,At least once per month,0.29229,180,598,0.25581,0.32878
1990,30-45 y.,2nd Quintile,Seldom,0.18762,110,598,0.15631,0.21894
1990,30-45 y.,3rd Quintile,At least once per week,0.39294,231,549,0.35205,0.43384
1990,30-45 y.,3rd Quintile,At least once per month,0.32147,167,549,0.28236,0.36057
1990,30-45 y.,3rd Quintile,Seldom,0.20493,115,549,0.17113,0.23872
1990,30-45 y.,3rd Quintile,Never,0.02804,36,549,0.01422,0.04186
1990,30-45 y.,4th Quintile,At least once per week,0.36316,181,456,0.31897,0.40735
1990,30-45 y.,4th Quintile,At least once per month,0.33274,150,456,0.28944,0.37603
1990,30-45 y.,4th Quintile,Seldom,0.26276,125,456,0.22231,0.30320
