year,migback,ple0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,No migration background,Yes,0.02751,698,20158,0.02525,0.02976
2017,No migration background,No,0.83261,19460,20158,0.82746,0.83776
2017,Direct migration background,Yes,0.00960,62,4754,0.00683,0.01237
2017,Direct migration background,No,0.89464,4692,4754,0.88591,0.90336
2017,Indirect migration background,No,0.49802,1607,1607,0.47356,0.52247
2019,No migration background,Yes,0.03609,816,20183,0.03351,0.03866
2019,No migration background,No,0.82264,19367,20183,0.81737,0.82791
2019,Direct migration background,Yes,0.01123,61,3963,0.00795,0.01451
2019,Direct migration background,No,0.88869,3902,3963,0.87890,0.89848
2019,Indirect migration background,Yes,0.00938,41,1579,0.00462,0.01413
2019,Indirect migration background,No,0.50387,1538,1579,0.47920,0.52854
2021,No migration background,Yes,0.04518,688,13109,0.04162,0.04873
2021,No migration background,No,0.80273,12421,13109,0.79592,0.80954
2021,Direct migration background,Yes,0.03972,109,5120,0.03437,0.04507
2021,Direct migration background,No,0.88235,5011,5120,0.87353,0.89118
2021,Indirect migration background,Yes,0.01123,39,935,0.00447,0.01799
2021,Indirect migration background,No,0.46487,896,935,0.43289,0.49686
