year,age_gr,pgisced97,ple0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,17-29 y.,Pre-primary Level,No,0.54492,409,409,0.49660,0.59324
2017,17-29 y.,Primary Level,No,0.65633,77,77,0.54955,0.76311
2017,17-29 y.,Lower Secondary Level,No,0.88286,774,774,0.86019,0.90553
2017,17-29 y.,Upper Secondary Level,No,0.98040,1777,1777,0.97396,0.98685
2017,17-29 y.,Post-secondary Non-tertiary Level,No,0.97459,307,307,0.95696,0.99223
2017,17-29 y.,Second Stage of Tertiary Education,No,0.96658,468,468,0.95028,0.98288
2017,30-45 y.,Primary Level,No,0.89115,178,178,0.84526,0.93703
2017,30-45 y.,Lower Secondary Level,No,0.96154,643,643,0.94666,0.97641
2017,30-45 y.,Upper Secondary Level,Yes,0.03736,103,2931,0.03049,0.04422
2017,30-45 y.,Upper Secondary Level,No,0.95775,2828,2931,0.95046,0.96503
2017,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.04708,37,911,0.03332,0.06085
2017,30-45 y.,Post-secondary Non-tertiary Level,No,0.95036,874,911,0.93625,0.96447
2017,30-45 y.,First Stage of Tertiary Education,No,0.97453,332,332,0.95756,0.99150
2017,30-45 y.,Second Stage of Tertiary Education,Yes,0.02292,47,2159,0.01661,0.02924
2017,30-45 y.,Second Stage of Tertiary Education,No,0.96942,2112,2159,0.96215,0.97668
2017,46-65 y.,Primary Level,No,0.92037,148,148,0.87661,0.96414
2017,46-65 y.,Lower Secondary Level,No,0.96277,680,680,0.94853,0.97701
2017,46-65 y.,Upper Secondary Level,Yes,0.04534,223,4798,0.03945,0.05122
2017,46-65 y.,Upper Secondary Level,No,0.95394,4575,4798,0.94801,0.95987
2017,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.03242,35,853,0.02052,0.04431
2017,46-65 y.,Post-secondary Non-tertiary Level,No,0.96628,818,853,0.95416,0.97840
2017,46-65 y.,First Stage of Tertiary Education,Yes,0.06727,50,786,0.04975,0.08479
2017,46-65 y.,First Stage of Tertiary Education,No,0.93273,736,786,0.91521,0.95025
2017,46-65 y.,Second Stage of Tertiary Education,Yes,0.05556,140,2629,0.04681,0.06432
2017,46-65 y.,Second Stage of Tertiary Education,No,0.94204,2489,2629,0.93310,0.95097
2017,66 and older,Primary Level,No,0.95808,42,42,0.89674,1.01943
2017,66 and older,Lower Secondary Level,No,0.99613,600,600,0.99116,1.00110
2017,66 and older,Upper Secondary Level,No,0.98915,2521,2521,0.98511,0.99320
2017,66 and older,Post-secondary Non-tertiary Level,No,0.99173,135,135,0.97640,1.00706
2017,66 and older,First Stage of Tertiary Education,No,0.99553,339,339,0.98841,1.00264
2017,66 and older,Second Stage of Tertiary Education,No,0.98587,1231,1231,0.97928,0.99247
2019,17-29 y.,Pre-primary Level,No,0.59536,330,330,0.54233,0.64840
2019,17-29 y.,Primary Level,No,0.63889,72,72,0.52716,0.75061
2019,17-29 y.,Lower Secondary Level,No,0.84494,688,688,0.81788,0.87201
2019,17-29 y.,Upper Secondary Level,No,0.97842,1544,1544,0.97117,0.98567
2019,17-29 y.,Post-secondary Non-tertiary Level,No,0.97695,279,279,0.95931,0.99459
2019,17-29 y.,Second Stage of Tertiary Education,No,0.97636,446,446,0.96225,0.99048
2019,30-45 y.,Primary Level,No,0.84937,145,145,0.79095,0.90780
2019,30-45 y.,Lower Secondary Level,No,0.93815,503,503,0.91707,0.95922
2019,30-45 y.,Upper Secondary Level,Yes,0.04221,103,2367,0.03410,0.05031
2019,30-45 y.,Upper Secondary Level,No,0.95091,2264,2367,0.94221,0.95962
2019,30-45 y.,Post-secondary Non-tertiary Level,No,0.94965,765,765,0.93414,0.96515
2019,30-45 y.,First Stage of Tertiary Education,No,0.96809,340,340,0.94939,0.98680
2019,30-45 y.,Second Stage of Tertiary Education,Yes,0.03354,68,2029,0.02571,0.04138
2019,30-45 y.,Second Stage of Tertiary Education,No,0.95722,1961,2029,0.94841,0.96603
2019,46-65 y.,Primary Level,No,0.92783,132,132,0.88351,0.97214
2019,46-65 y.,Lower Secondary Level,No,0.97098,634,634,0.95790,0.98406
2019,46-65 y.,Upper Secondary Level,Yes,0.06183,249,4650,0.05490,0.06875
2019,46-65 y.,Upper Secondary Level,No,0.93716,4401,4650,0.93019,0.94414
2019,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.05826,67,939,0.04327,0.07325
2019,46-65 y.,Post-secondary Non-tertiary Level,No,0.94057,872,939,0.92543,0.95570
2019,46-65 y.,First Stage of Tertiary Education,Yes,0.07178,47,869,0.05461,0.08895
2019,46-65 y.,First Stage of Tertiary Education,No,0.92822,822,869,0.91105,0.94539
2019,46-65 y.,Second Stage of Tertiary Education,Yes,0.07013,177,3102,0.06115,0.07912
2019,46-65 y.,Second Stage of Tertiary Education,No,0.92777,2925,3102,0.91866,0.93688
2019,66 and older,Primary Level,No,0.86718,32,32,0.74771,0.98665
2019,66 and older,Lower Secondary Level,No,0.99294,545,545,0.98590,0.99998
2019,66 and older,Upper Secondary Level,Yes,0.01409,34,2569,0.00954,0.01865
2019,66 and older,Upper Secondary Level,No,0.98581,2535,2569,0.98124,0.99039
2019,66 and older,Post-secondary Non-tertiary Level,No,0.99030,159,159,0.97502,1.00558
2019,66 and older,First Stage of Tertiary Education,No,0.97158,374,374,0.95472,0.98844
2019,66 and older,Second Stage of Tertiary Education,Yes,0.02121,42,1447,0.01379,0.02864
2019,66 and older,Second Stage of Tertiary Education,No,0.97860,1405,1447,0.97114,0.98606
2021,17-29 y.,Pre-primary Level,No,0.49719,187,187,0.42534,0.56905
2021,17-29 y.,Primary Level,No,0.89067,212,212,0.84857,0.93278
2021,17-29 y.,Lower Secondary Level,No,0.87104,532,532,0.84254,0.89955
2021,17-29 y.,Upper Secondary Level,No,0.96300,1161,1161,0.95214,0.97386
2021,17-29 y.,Post-secondary Non-tertiary Level,No,0.98583,234,234,0.97065,1.00100
2021,17-29 y.,Second Stage of Tertiary Education,No,0.97492,511,511,0.96134,0.98849
2021,30-45 y.,Primary Level,No,0.83435,454,454,0.80012,0.86859
2021,30-45 y.,Lower Secondary Level,No,0.94093,465,465,0.91948,0.96238
2021,30-45 y.,Upper Secondary Level,Yes,0.06683,93,1529,0.05431,0.07935
2021,30-45 y.,Upper Secondary Level,No,0.91416,1436,1529,0.90012,0.92821
2021,30-45 y.,Post-secondary Non-tertiary Level,No,0.90973,518,518,0.88502,0.93443
