year,pgisced97,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Pre-primary Level,No,0.99798,187,187,0.99152,1.00443
1985,Primary Level,Yes,0.13251,78,803,0.10905,0.15598
1985,Primary Level,No,0.84510,725,803,0.82006,0.87014
1985,Lower Secondary Level,Yes,0.03983,153,3009,0.03284,0.04682
1985,Lower Secondary Level,No,0.94658,2856,3009,0.93854,0.95462
1985,Upper Secondary Level,Yes,0.04500,256,5126,0.03932,0.05067
1985,Upper Secondary Level,No,0.94501,4870,5126,0.93877,0.95125
1985,Post-secondary Non-tertiary Level,No,0.89927,248,248,0.86173,0.93680
1985,First Stage of Tertiary Education,No,0.95958,594,594,0.94372,0.97543
1985,Second Stage of Tertiary Education,No,0.96601,730,730,0.95286,0.97916
1986,Pre-primary Level,No,0.95701,181,181,0.92738,0.98664
1986,Primary Level,Yes,0.09526,63,751,0.07424,0.11627
1986,Primary Level,No,0.87575,688,751,0.85214,0.89936
1986,Lower Secondary Level,Yes,0.04458,153,2852,0.03701,0.05216
1986,Lower Secondary Level,No,0.93789,2699,2852,0.92903,0.94675
1986,Upper Secondary Level,Yes,0.03997,234,4911,0.03449,0.04545
1986,Upper Secondary Level,No,0.94437,4677,4911,0.93796,0.95078
1986,Post-secondary Non-tertiary Level,No,0.94334,259,259,0.91513,0.97155
1986,First Stage of Tertiary Education,No,0.95408,556,556,0.93666,0.97149
1986,Second Stage of Tertiary Education,Yes,0.03999,31,741,0.02587,0.05411
1986,Second Stage of Tertiary Education,No,0.95016,710,741,0.93448,0.96584
1987,Pre-primary Level,No,0.98876,188,188,0.97365,1.00387
1987,Primary Level,Yes,0.12414,77,747,0.10048,0.14780
1987,Primary Level,No,0.86657,670,747,0.84217,0.89097
1987,Lower Secondary Level,Yes,0.04197,149,2808,0.03455,0.04939
1987,Lower Secondary Level,No,0.94575,2659,2808,0.93737,0.95413
1987,Upper Secondary Level,Yes,0.03539,206,4919,0.03022,0.04055
1987,Upper Secondary Level,No,0.95362,4713,4919,0.94774,0.95950
1987,Post-secondary Non-tertiary Level,No,0.90534,253,253,0.86919,0.94148
1987,First Stage of Tertiary Education,No,0.96188,544,544,0.94577,0.97799
1987,Second Stage of Tertiary Education,No,0.95568,714,714,0.94058,0.97079
1988,Pre-primary Level,No,0.97357,158,158,0.94847,0.99866
1988,Primary Level,Yes,0.12582,71,670,0.10069,0.15095
1988,Primary Level,No,0.83433,599,670,0.80616,0.86250
1988,Lower Secondary Level,Yes,0.04511,150,2678,0.03725,0.05297
1988,Lower Secondary Level,No,0.94519,2528,2678,0.93657,0.95381
1988,Upper Secondary Level,Yes,0.04452,220,4676,0.03861,0.05044
1988,Upper Secondary Level,No,0.94308,4456,4676,0.93643,0.94972
1988,Post-secondary Non-tertiary Level,No,0.96141,250,250,0.93748,0.98533
1988,First Stage of Tertiary Education,No,0.98745,532,532,0.97799,0.99692
1988,Second Stage of Tertiary Education,No,0.96464,674,674,0.95069,0.97859
1989,Pre-primary Level,No,0.92596,150,150,0.88392,0.96801
1989,Primary Level,Yes,0.08068,37,498,0.05674,0.10463
1989,Primary Level,No,0.75026,461,498,0.71221,0.78832
1989,Lower Secondary Level,Yes,0.03444,112,2268,0.02694,0.04195
1989,Lower Secondary Level,No,0.89950,2156,2268,0.88712,0.91187
1989,Upper Secondary Level,Yes,0.03352,164,4341,0.02817,0.03888
1989,Upper Secondary Level,No,0.92718,4177,4341,0.91945,0.93491
1989,Post-secondary Non-tertiary Level,No,0.92025,247,247,0.88640,0.95411
1989,First Stage of Tertiary Education,No,0.95453,492,492,0.93611,0.97296
1989,Second Stage of Tertiary Education,No,0.95009,655,655,0.93340,0.96678
1990,Pre-primary Level,No,0.85644,154,154,0.80088,0.91200
1990,Primary Level,Yes,0.07294,39,606,0.05222,0.09367
1990,Primary Level,No,0.85318,567,606,0.82497,0.88138
1990,Lower Secondary Level,Yes,0.03224,106,2380,0.02514,0.03933
1990,Lower Secondary Level,No,0.81687,2274,2380,0.80132,0.83241
1990,Upper Secondary Level,Yes,0.02246,145,4368,0.01806,0.02685
1990,Upper Secondary Level,No,0.73650,4223,4368,0.72344,0.74957
1990,Post-secondary Non-tertiary Level,No,0.81865,264,264,0.77208,0.86522
1990,First Stage of Tertiary Education,No,0.77179,487,487,0.73448,0.80910
1990,Second Stage of Tertiary Education,No,0.59117,658,658,0.55358,0.62876
1991,Pre-primary Level,No,0.95932,156,156,0.92822,0.99042
1991,Primary Level,Yes,0.06432,39,632,0.04518,0.08347
1991,Primary Level,No,0.90240,593,632,0.87924,0.92555
1991,Lower Secondary Level,Yes,0.03516,145,2786,0.02832,0.04200
1991,Lower Secondary Level,No,0.93977,2641,2786,0.93093,0.94860
1991,Upper Secondary Level,Yes,0.04694,426,6810,0.04192,0.05197
1991,Upper Secondary Level,No,0.93662,6384,6810,0.93083,0.94241
1991,Post-secondary Non-tertiary Level,No,0.93365,349,349,0.90750,0.95980
1991,First Stage of Tertiary Education,No,0.97085,731,731,0.95865,0.98306
1991,Second Stage of Tertiary Education,Yes,0.04868,94,1668,0.03835,0.05901
1991,Second Stage of Tertiary Education,No,0.94424,1574,1668,0.93322,0.95525
1992,Pre-primary Level,No,0.97895,184,184,0.95815,0.99975
1992,Primary Level,Yes,0.10667,71,617,0.08229,0.13105
1992,Primary Level,No,0.87758,546,617,0.85169,0.90346
1992,Lower Secondary Level,Yes,0.04601,158,2696,0.03810,0.05392
1992,Lower Secondary Level,No,0.91469,2538,2696,0.90415,0.92524
1992,Upper Secondary Level,Yes,0.05975,513,6567,0.05401,0.06548
1992,Upper Secondary Level,No,0.91328,6054,6567,0.90648,0.92009
1992,Post-secondary Non-tertiary Level,No,0.93796,357,357,0.91290,0.96302
1992,First Stage of Tertiary Education,No,0.94831,726,726,0.93219,0.96443
1992,Second Stage of Tertiary Education,Yes,0.05551,127,1641,0.04442,0.06659
1992,Second Stage of Tertiary Education,No,0.93579,1514,1641,0.92393,0.94766
1993,Pre-primary Level,No,0.95156,173,173,0.91948,0.98365
1993,Primary Level,Yes,0.07595,48,584,0.05445,0.09746
1993,Primary Level,No,0.88332,536,584,0.85725,0.90938
1993,Lower Secondary Level,Yes,0.04496,166,2628,0.03703,0.05288
1993,Lower Secondary Level,No,0.93813,2462,2628,0.92892,0.94734
1993,Upper Secondary Level,Yes,0.06878,565,6596,0.06267,0.07488
1993,Upper Secondary Level,No,0.92227,6031,6596,0.91581,0.92873
1993,Post-secondary Non-tertiary Level,No,0.94935,356,356,0.92654,0.97216
1993,First Stage of Tertiary Education,Yes,0.04658,42,734,0.03132,0.06184
1993,First Stage of Tertiary Education,No,0.93668,692,734,0.91905,0.95431
1993,Second Stage of Tertiary Education,Yes,0.06490,116,1625,0.05292,0.07688
1993,Second Stage of Tertiary Education,No,0.92994,1509,1625,0.91753,0.94236
1994,Pre-primary Level,No,0.94914,229,229,0.92063,0.97766
1994,Primary Level,Yes,0.10755,66,550,0.08163,0.13346
1994,Primary Level,No,0.88077,484,550,0.85366,0.90788
1994,Lower Secondary Level,Yes,0.06145,202,2473,0.05198,0.07091
1994,Lower Secondary Level,No,0.93105,2271,2473,0.92106,0.94104
1994,Upper Secondary Level,Yes,0.07818,627,6517,0.07167,0.08470
1994,Upper Secondary Level,No,0.91365,5890,6517,0.90683,0.92047
1994,Post-secondary Non-tertiary Level,No,0.96043,367,367,0.94046,0.98040
1994,First Stage of Tertiary Education,Yes,0.05717,55,744,0.04048,0.07386
1994,First Stage of Tertiary Education,No,0.92913,689,744,0.91068,0.94758
1994,Second Stage of Tertiary Education,Yes,0.05958,104,1645,0.04813,0.07102
1994,Second Stage of Tertiary Education,No,0.93465,1541,1645,0.92271,0.94660
1995,Pre-primary Level,No,0.95711,270,270,0.93290,0.98132
1995,Primary Level,Yes,0.10294,62,524,0.07689,0.12898
1995,Primary Level,No,0.88265,462,524,0.85507,0.91023
1995,Lower Secondary Level,Yes,0.06560,212,2448,0.05579,0.07541
1995,Lower Secondary Level,No,0.91195,2236,2448,0.90072,0.92318
1995,Upper Secondary Level,Yes,0.07571,594,6662,0.06935,0.08206
1995,Upper Secondary Level,No,0.91177,6068,6662,0.90495,0.91858
1995,Post-secondary Non-tertiary Level,Yes,0.05224,31,469,0.03208,0.07240
1995,Post-secondary Non-tertiary Level,No,0.94719,438,469,0.92692,0.96745
1995,First Stage of Tertiary Education,Yes,0.05509,40,748,0.03873,0.07145
1995,First Stage of Tertiary Education,No,0.93472,708,748,0.91700,0.95243
