year,sampreg,plh0196,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,West,People usually try to be helpful,0.30288,6235,16556,0.29588,0.30988
2003,West,People usually only pursue their own interests,0.50755,10321,16556,0.49994,0.51517
2003,East,People usually try to be helpful,0.25719,1596,5279,0.24540,0.26899
2003,East,People usually only pursue their own interests,0.59828,3683,5279,0.58505,0.61151
2008,West,People usually try to be helpful,0.30921,5655,14319,0.30164,0.31678
2008,West,People usually only pursue their own interests,0.51040,8664,14319,0.50221,0.51859
2008,East,People usually try to be helpful,0.28281,1561,4710,0.26994,0.29567
2008,East,People usually only pursue their own interests,0.57910,3149,4710,0.56500,0.59320
2013,West,People usually try to be helpful,0.32115,8670,19386,0.31458,0.32772
2013,West,People usually only pursue their own interests,0.41093,10716,19386,0.40400,0.41786
2013,East,People usually try to be helpful,0.33280,2327,5627,0.32049,0.34511
2013,East,People usually only pursue their own interests,0.49373,3300,5627,0.48067,0.50680
2018,West,People usually try to be helpful,0.38403,10558,22292,0.37765,0.39042
2018,West,People usually only pursue their own interests,0.44151,11734,22292,0.43499,0.44803
2018,East,People usually try to be helpful,0.37943,2657,5812,0.36696,0.39191
2018,East,People usually only pursue their own interests,0.44618,3155,5812,0.43340,0.45897
