year,migback,plh0196,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,No migration background,People usually try to be helpful,0.30296,6624,18512,0.29634,0.30958
2003,No migration background,People usually only pursue their own interests,0.53499,11888,18512,0.52780,0.54217
2003,Direct migration background,People usually try to be helpful,0.33597,952,2559,0.31766,0.35427
2003,Direct migration background,People usually only pursue their own interests,0.58859,1607,2559,0.56952,0.60766
2003,Indirect migration background,People usually try to be helpful,0.11567,255,764,0.09298,0.13836
2003,Indirect migration background,People usually only pursue their own interests,0.27041,509,764,0.23889,0.30193
2008,No migration background,People usually try to be helpful,0.31541,6267,16409,0.30830,0.32252
2008,No migration background,People usually only pursue their own interests,0.52696,10142,16409,0.51932,0.53460
2008,Direct migration background,People usually try to be helpful,0.34411,697,1870,0.32257,0.36565
2008,Direct migration background,People usually only pursue their own interests,0.61924,1173,1870,0.59723,0.64126
2008,Indirect migration background,People usually try to be helpful,0.13741,252,750,0.11275,0.16206
2008,Indirect migration background,People usually only pursue their own interests,0.34454,498,750,0.31050,0.37857
2013,No migration background,People usually try to be helpful,0.35997,9412,21221,0.35351,0.36643
2013,No migration background,People usually only pursue their own interests,0.47073,11809,21221,0.46402,0.47745
2013,Direct migration background,People usually try to be helpful,0.22971,1172,2684,0.21379,0.24562
2013,Direct migration background,People usually only pursue their own interests,0.30279,1512,2684,0.28540,0.32018
2013,Indirect migration background,People usually try to be helpful,0.10466,413,1108,0.08663,0.12270
2013,Indirect migration background,People usually only pursue their own interests,0.16755,695,1108,0.14555,0.18955
2018,No migration background,People usually try to be helpful,0.39749,8963,19120,0.39055,0.40442
2018,No migration background,People usually only pursue their own interests,0.45010,10157,19120,0.44305,0.45715
2018,Direct migration background,People usually try to be helpful,0.42561,3637,7383,0.41433,0.43689
2018,Direct migration background,People usually only pursue their own interests,0.48865,3746,7383,0.47725,0.50006
2018,Indirect migration background,People usually try to be helpful,0.20253,615,1601,0.18283,0.22222
2018,Indirect migration background,People usually only pursue their own interests,0.30839,986,1601,0.28576,0.33102
