year,pgisced97,plh0196,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Pre-primary Level,People usually try to be helpful,0.38396,245,612,0.34539,0.42252
2003,Pre-primary Level,People usually only pursue their own interests,0.60311,367,612,0.56431,0.64190
2003,Primary Level,People usually try to be helpful,0.34271,99,260,0.28490,0.40051
2003,Primary Level,People usually only pursue their own interests,0.61469,161,260,0.55542,0.67396
2003,Lower Secondary Level,People usually try to be helpful,0.38428,1042,2685,0.36587,0.40268
2003,Lower Secondary Level,People usually only pursue their own interests,0.59346,1643,2685,0.57488,0.61205
2003,Upper Secondary Level,People usually try to be helpful,0.34500,3810,10964,0.33611,0.35390
2003,Upper Secondary Level,People usually only pursue their own interests,0.64065,7154,10964,0.63167,0.64964
2003,Post-secondary Non-tertiary Level,People usually try to be helpful,0.31374,338,1136,0.28674,0.34073
2003,Post-secondary Non-tertiary Level,People usually only pursue their own interests,0.66741,798,1136,0.64000,0.69482
2003,First Stage of Tertiary Education,People usually try to be helpful,0.30780,519,1659,0.28558,0.33002
2003,First Stage of Tertiary Education,People usually only pursue their own interests,0.67459,1140,1659,0.65204,0.69715
2003,Second Stage of Tertiary Education,People usually try to be helpful,0.38687,1690,4285,0.37229,0.40146
2003,Second Stage of Tertiary Education,People usually only pursue their own interests,0.59420,2595,4285,0.57950,0.60891
2008,Pre-primary Level,People usually try to be helpful,0.21612,138,349,0.17288,0.25937
2008,Pre-primary Level,People usually only pursue their own interests,0.37140,211,349,0.32063,0.42216
2008,Primary Level,People usually try to be helpful,0.29313,69,180,0.22645,0.35982
2008,Primary Level,People usually only pursue their own interests,0.68429,111,180,0.61620,0.75238
2008,Lower Secondary Level,People usually try to be helpful,0.36754,761,1985,0.34632,0.38875
2008,Lower Secondary Level,People usually only pursue their own interests,0.59602,1224,1985,0.57443,0.61761
2008,Upper Secondary Level,People usually try to be helpful,0.35020,3513,9602,0.34065,0.35974
2008,Upper Secondary Level,People usually only pursue their own interests,0.63570,6089,9602,0.62607,0.64533
2008,Post-secondary Non-tertiary Level,People usually try to be helpful,0.32606,358,1080,0.29809,0.35403
2008,Post-secondary Non-tertiary Level,People usually only pursue their own interests,0.66016,722,1080,0.63190,0.68843
2008,First Stage of Tertiary Education,People usually try to be helpful,0.35326,491,1397,0.32818,0.37833
2008,First Stage of Tertiary Education,People usually only pursue their own interests,0.63454,906,1397,0.60928,0.65980
2008,Second Stage of Tertiary Education,People usually try to be helpful,0.40865,1761,4112,0.39363,0.42368
2008,Second Stage of Tertiary Education,People usually only pursue their own interests,0.56991,2351,4112,0.55477,0.58504
2013,Pre-primary Level,People usually try to be helpful,0.16506,164,436,0.13017,0.19994
2013,Pre-primary Level,People usually only pursue their own interests,0.26067,272,436,0.21942,0.30193
2013,Primary Level,People usually try to be helpful,0.27656,112,317,0.22725,0.32588
2013,Primary Level,People usually only pursue their own interests,0.39001,205,317,0.33623,0.44379
2013,Lower Secondary Level,People usually try to be helpful,0.35410,1091,2529,0.33546,0.37274
2013,Lower Secondary Level,People usually only pursue their own interests,0.44603,1438,2529,0.42665,0.46541
2013,Upper Secondary Level,People usually try to be helpful,0.37172,4985,12213,0.36314,0.38029
2013,Upper Secondary Level,People usually only pursue their own interests,0.54575,7228,12213,0.53692,0.55458
2013,Post-secondary Non-tertiary Level,People usually try to be helpful,0.34300,777,1737,0.32067,0.36533
2013,Post-secondary Non-tertiary Level,People usually only pursue their own interests,0.48113,960,1737,0.45762,0.50463
2013,First Stage of Tertiary Education,People usually try to be helpful,0.38799,678,1649,0.36446,0.41151
2013,First Stage of Tertiary Education,People usually only pursue their own interests,0.57912,971,1649,0.55528,0.60295
2013,Second Stage of Tertiary Education,People usually try to be helpful,0.45839,3001,5681,0.44543,0.47135
2013,Second Stage of Tertiary Education,People usually only pursue their own interests,0.43341,2680,5681,0.42053,0.44630
2018,Pre-primary Level,People usually try to be helpful,0.24766,159,348,0.20224,0.29308
2018,Pre-primary Level,People usually only pursue their own interests,0.28770,189,348,0.24007,0.33533
2018,Primary Level,People usually try to be helpful,0.36735,807,1544,0.34329,0.39140
2018,Primary Level,People usually only pursue their own interests,0.56158,737,1544,0.53682,0.58634
2018,Lower Secondary Level,People usually try to be helpful,0.41348,1445,3230,0.39649,0.43046
2018,Lower Secondary Level,People usually only pursue their own interests,0.54183,1785,3230,0.52464,0.55902
2018,Upper Secondary Level,People usually try to be helpful,0.43323,5117,11829,0.42430,0.44216
2018,Upper Secondary Level,People usually only pursue their own interests,0.54822,6712,11829,0.53926,0.55719
2018,Post-secondary Non-tertiary Level,People usually try to be helpful,0.46155,1008,2167,0.44055,0.48254
2018,Post-secondary Non-tertiary Level,People usually only pursue their own interests,0.52357,1159,2167,0.50253,0.54460
2018,First Stage of Tertiary Education,People usually try to be helpful,0.45323,623,1411,0.42724,0.47921
2018,First Stage of Tertiary Education,People usually only pursue their own interests,0.51478,788,1411,0.48869,0.54087
2018,Second Stage of Tertiary Education,People usually try to be helpful,0.52587,3702,6754,0.51396,0.53778
2018,Second Stage of Tertiary Education,People usually only pursue their own interests,0.45272,3052,6754,0.44085,0.46459
