year,sex,plh0196,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,male,People usually try to be helpful,0.27652,3649,10542,0.26798,0.28505
2003,male,People usually only pursue their own interests,0.53701,6893,10542,0.52749,0.54653
2003,female,People usually try to be helpful,0.31201,4182,11293,0.30347,0.32056
2003,female,People usually only pursue their own interests,0.51144,7111,11293,0.50222,0.52066
2008,male,People usually try to be helpful,0.28213,3248,9078,0.27287,0.29139
2008,male,People usually only pursue their own interests,0.53698,5830,9078,0.52672,0.54724
2008,female,People usually try to be helpful,0.32607,3968,9951,0.31686,0.33528
2008,female,People usually only pursue their own interests,0.50886,5983,9951,0.49904,0.51868
2013,male,People usually try to be helpful,0.30287,4780,11315,0.29440,0.31133
2013,male,People usually only pursue their own interests,0.43447,6535,11315,0.42533,0.44360
2013,female,People usually try to be helpful,0.34278,6217,13698,0.33483,0.35073
2013,female,People usually only pursue their own interests,0.41670,7481,13698,0.40845,0.42496
2018,male,People usually try to be helpful,0.37049,6165,13330,0.36229,0.37868
2018,male,People usually only pursue their own interests,0.44667,7165,13330,0.43823,0.45511
2018,female,People usually try to be helpful,0.39584,7050,14774,0.38795,0.40373
2018,female,People usually only pursue their own interests,0.43814,7724,14774,0.43014,0.44614
