year,regtyp,plh0196,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Urban regions,People usually try to be helpful,0.29987,5389,14514,0.29241,0.30732
2003,Urban regions,People usually only pursue their own interests,0.51760,9125,14514,0.50947,0.52573
2003,Rural regions,People usually try to be helpful,0.28326,2442,7321,0.27294,0.29358
2003,Rural regions,People usually only pursue their own interests,0.53772,4879,7321,0.52630,0.54914
2008,Urban regions,People usually try to be helpful,0.31026,4904,12465,0.30214,0.31838
2008,Urban regions,People usually only pursue their own interests,0.51418,7561,12465,0.50541,0.52296
2008,Rural regions,People usually try to be helpful,0.29217,2312,6564,0.28117,0.30317
2008,Rural regions,People usually only pursue their own interests,0.54079,4252,6564,0.52874,0.55285
2013,Urban regions,People usually try to be helpful,0.31620,6975,15854,0.30896,0.32344
2013,Urban regions,People usually only pursue their own interests,0.41499,8879,15854,0.40732,0.42266
2013,Rural regions,People usually try to be helpful,0.33763,4022,9159,0.32794,0.34731
2013,Rural regions,People usually only pursue their own interests,0.44698,5137,9159,0.43680,0.45717
2018,Urban regions,People usually try to be helpful,0.38548,8804,18525,0.37847,0.39249
2018,Urban regions,People usually only pursue their own interests,0.44017,9721,18525,0.43302,0.44731
2018,Rural regions,People usually try to be helpful,0.37830,4411,9579,0.36859,0.38801
2018,Rural regions,People usually only pursue their own interests,0.44705,5168,9579,0.43709,0.45700
