year,age_gr,pgisced97,plh0196,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,17-29 y.,Pre-primary Level,People usually try to be helpful,0.38646,245,611,0.34781,0.42510
2003,17-29 y.,Pre-primary Level,People usually only pursue their own interests,0.60490,366,611,0.56611,0.64370
2003,17-29 y.,Lower Secondary Level,People usually try to be helpful,0.30798,268,812,0.27621,0.33975
2003,17-29 y.,Lower Secondary Level,People usually only pursue their own interests,0.67823,544,812,0.64608,0.71038
2003,17-29 y.,Upper Secondary Level,People usually try to be helpful,0.27654,510,1730,0.25545,0.29762
2003,17-29 y.,Upper Secondary Level,People usually only pursue their own interests,0.71049,1220,1730,0.68911,0.73187
2003,17-29 y.,Post-secondary Non-tertiary Level,People usually try to be helpful,0.24374,61,269,0.19234,0.29514
2003,17-29 y.,Post-secondary Non-tertiary Level,People usually only pursue their own interests,0.73502,208,269,0.68218,0.78785
2003,17-29 y.,First Stage of Tertiary Education,People usually only pursue their own interests,0.81486,75,75,0.72636,0.90335
2003,17-29 y.,Second Stage of Tertiary Education,People usually try to be helpful,0.31789,66,201,0.25335,0.38242
2003,17-29 y.,Second Stage of Tertiary Education,People usually only pursue their own interests,0.67810,135,201,0.61334,0.74285
2003,30-45 y.,Primary Level,People usually only pursue their own interests,0.70279,52,52,0.57736,0.82823
2003,30-45 y.,Lower Secondary Level,People usually try to be helpful,0.28320,130,425,0.24031,0.32609
2003,30-45 y.,Lower Secondary Level,People usually only pursue their own interests,0.67527,295,425,0.63070,0.71985
2003,30-45 y.,Upper Secondary Level,People usually try to be helpful,0.28734,1063,3531,0.27241,0.30226
2003,30-45 y.,Upper Secondary Level,People usually only pursue their own interests,0.69891,2468,3531,0.68378,0.71404
2003,30-45 y.,Post-secondary Non-tertiary Level,People usually try to be helpful,0.27221,150,535,0.23446,0.30997
2003,30-45 y.,Post-secondary Non-tertiary Level,People usually only pursue their own interests,0.70232,385,535,0.66354,0.74110
2003,30-45 y.,First Stage of Tertiary Education,People usually try to be helpful,0.27322,190,689,0.23992,0.30652
2003,30-45 y.,First Stage of Tertiary Education,People usually only pursue their own interests,0.71475,499,689,0.68101,0.74849
2003,30-45 y.,Second Stage of Tertiary Education,People usually try to be helpful,0.32784,540,1553,0.30449,0.35120
2003,30-45 y.,Second Stage of Tertiary Education,People usually only pursue their own interests,0.65087,1013,1553,0.62716,0.67459
2003,46-65 y.,Primary Level,People usually try to be helpful,0.34064,34,93,0.24380,0.43748
2003,46-65 y.,Primary Level,People usually only pursue their own interests,0.62856,59,93,0.52983,0.72730
2003,46-65 y.,Lower Secondary Level,People usually try to be helpful,0.34158,250,677,0.30583,0.37733
2003,46-65 y.,Lower Secondary Level,People usually only pursue their own interests,0.63983,427,677,0.60365,0.67602
2003,46-65 y.,Upper Secondary Level,People usually try to be helpful,0.31323,1261,3850,0.29858,0.32789
2003,46-65 y.,Upper Secondary Level,People usually only pursue their own interests,0.67359,2589,3850,0.65878,0.68841
2003,46-65 y.,Post-secondary Non-tertiary Level,People usually try to be helpful,0.34264,75,234,0.28170,0.40358
2003,46-65 y.,Post-secondary Non-tertiary Level,People usually only pursue their own interests,0.65547,159,234,0.59445,0.71649
2003,46-65 y.,First Stage of Tertiary Education,People usually try to be helpful,0.29396,199,633,0.25844,0.32948
2003,46-65 y.,First Stage of Tertiary Education,People usually only pursue their own interests,0.68376,434,633,0.64751,0.72001
2003,46-65 y.,Second Stage of Tertiary Education,People usually try to be helpful,0.41669,822,1969,0.39491,0.43847
