year,age_gr,migback,plh0196,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,17-29 y.,No migration background,People usually try to be helpful,0.30459,973,3085,0.28834,0.32083
2003,17-29 y.,No migration background,People usually only pursue their own interests,0.68103,2112,3085,0.66458,0.69748
2003,17-29 y.,Direct migration background,People usually try to be helpful,0.29634,124,374,0.25000,0.34269
2003,17-29 y.,Direct migration background,People usually only pursue their own interests,0.68847,250,374,0.64147,0.73547
2003,17-29 y.,Indirect migration background,People usually try to be helpful,0.26180,158,498,0.22315,0.30045
2003,17-29 y.,Indirect migration background,People usually only pursue their own interests,0.72931,340,498,0.69025,0.76838
2003,30-45 y.,No migration background,People usually try to be helpful,0.28575,1728,5742,0.27406,0.29744
2003,30-45 y.,No migration background,People usually only pursue their own interests,0.69795,4014,5742,0.68607,0.70982
2003,30-45 y.,Direct migration background,People usually try to be helpful,0.32295,305,874,0.29193,0.35397
2003,30-45 y.,Direct migration background,People usually only pursue their own interests,0.64697,569,874,0.61527,0.67867
2003,30-45 y.,Indirect migration background,People usually try to be helpful,0.33453,70,211,0.27072,0.39835
2003,30-45 y.,Indirect migration background,People usually only pursue their own interests,0.65001,141,211,0.58550,0.71453
2003,46-65 y.,No migration background,People usually try to be helpful,0.33233,2274,6462,0.32084,0.34382
2003,46-65 y.,No migration background,People usually only pursue their own interests,0.65315,4188,6462,0.64154,0.66475
2003,46-65 y.,Direct migration background,People usually try to be helpful,0.35592,353,963,0.32567,0.38618
2003,46-65 y.,Direct migration background,People usually only pursue their own interests,0.61841,610,963,0.58772,0.64911
2003,66 and older,No migration background,People usually try to be helpful,0.51221,1649,3223,0.49495,0.52947
2003,66 and older,No migration background,People usually only pursue their own interests,0.46950,1574,3223,0.45227,0.48674
2003,66 and older,Direct migration background,People usually try to be helpful,0.47721,170,348,0.42465,0.52976
2003,66 and older,Direct migration background,People usually only pursue their own interests,0.49443,178,348,0.44183,0.54704
2008,17-29 y.,No migration background,People usually try to be helpful,0.30513,841,2470,0.28697,0.32329
2008,17-29 y.,No migration background,People usually only pursue their own interests,0.61524,1629,2470,0.59605,0.63443
2008,17-29 y.,Direct migration background,People usually try to be helpful,0.31102,76,222,0.24999,0.37205
2008,17-29 y.,Direct migration background,People usually only pursue their own interests,0.66371,146,222,0.60142,0.72600
2008,17-29 y.,Indirect migration background,People usually try to be helpful,0.24083,149,426,0.20018,0.28148
2008,17-29 y.,Indirect migration background,People usually only pursue their own interests,0.61947,277,426,0.57331,0.66563
2008,30-45 y.,No migration background,People usually try to be helpful,0.30704,1383,4236,0.29314,0.32093
2008,30-45 y.,No migration background,People usually only pursue their own interests,0.67793,2853,4236,0.66386,0.69201
2008,30-45 y.,Direct migration background,People usually try to be helpful,0.32013,201,588,0.28239,0.35787
2008,30-45 y.,Direct migration background,People usually only pursue their own interests,0.66295,387,588,0.62471,0.70119
2008,30-45 y.,Indirect migration background,People usually try to be helpful,0.28710,84,264,0.23242,0.34178
2008,30-45 y.,Indirect migration background,People usually only pursue their own interests,0.69970,180,264,0.64430,0.75510
2008,46-65 y.,No migration background,People usually try to be helpful,0.33293,2101,5851,0.32085,0.34501
2008,46-65 y.,No migration background,People usually only pursue their own interests,0.65149,3750,5851,0.63928,0.66370
2008,46-65 y.,Direct migration background,People usually try to be helpful,0.36236,254,698,0.32668,0.39805
2008,46-65 y.,Direct migration background,People usually only pursue their own interests,0.62607,444,698,0.59015,0.66199
2008,46-65 y.,Indirect migration background,People usually only pursue their own interests,0.70538,34,34,0.54984,0.86092
2008,66 and older,No migration background,People usually try to be helpful,0.50291,1942,3852,0.48712,0.51870
2008,66 and older,No migration background,People usually only pursue their own interests,0.47876,1910,3852,0.46298,0.49454
2008,66 and older,Direct migration background,People usually try to be helpful,0.41199,166,362,0.36122,0.46277
2008,66 and older,Direct migration background,People usually only pursue their own interests,0.57094,196,362,0.51988,0.62199
2013,17-29 y.,No migration background,People usually try to be helpful,0.32783,1073,2770,0.31035,0.34532
2013,17-29 y.,No migration background,People usually only pursue their own interests,0.54880,1697,2770,0.53026,0.56733
2013,17-29 y.,Direct migration background,People usually try to be helpful,0.17034,125,282,0.12638,0.21430
2013,17-29 y.,Direct migration background,People usually only pursue their own interests,0.17047,157,282,0.12650,0.21444
2013,17-29 y.,Indirect migration background,People usually try to be helpful,0.18036,173,462,0.14526,0.21545
2013,17-29 y.,Indirect migration background,People usually only pursue their own interests,0.25116,289,462,0.21158,0.29075
2013,30-45 y.,No migration background,People usually try to be helpful,0.35898,2539,6153,0.34700,0.37097
2013,30-45 y.,No migration background,People usually only pursue their own interests,0.60081,3614,6153,0.58857,0.61305
2013,30-45 y.,Direct migration background,People usually try to be helpful,0.15495,474,1187,0.13436,0.17555
2013,30-45 y.,Direct migration background,People usually only pursue their own interests,0.25377,713,1187,0.22900,0.27853
2013,30-45 y.,Indirect migration background,People usually try to be helpful,0.22335,183,502,0.18688,0.25983
2013,30-45 y.,Indirect migration background,People usually only pursue their own interests,0.39267,319,502,0.34991,0.43543
2013,46-65 y.,No migration background,People usually try to be helpful,0.38007,3279,7838,0.36933,0.39082
2013,46-65 y.,No migration background,People usually only pursue their own interests,0.59330,4559,7838,0.58243,0.60418
2013,46-65 y.,Direct migration background,People usually try to be helpful,0.23832,366,850,0.20966,0.26698
