year,hhtyp,quintil_oecd_hh,hlc0180,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Single-person household,1st Quintile,No,0.98618,971,971,0.97883,0.99352
2016,Single-person household,2nd Quintile,No,0.98395,718,718,0.97475,0.99315
2016,Single-person household,3rd Quintile,No,0.98564,621,621,0.97627,0.99500
2016,Single-person household,4th Quintile,No,0.98820,545,545,0.97912,0.99727
2016,Single-person household,5th Quintile,No,0.97784,468,468,0.96449,0.99119
2016,Couple without children,1st Quintile,No,0.98856,430,430,0.97850,0.99863
2016,Couple without children,2nd Quintile,No,0.98928,698,698,0.98164,0.99693
2016,Couple without children,3rd Quintile,No,0.98785,745,745,0.97998,0.99572
2016,Couple without children,4th Quintile,No,0.98873,909,909,0.98187,0.99560
2016,Couple without children,5th Quintile,Yes,0.03632,41,1264,0.02601,0.04664
2016,Couple without children,5th Quintile,No,0.96368,1223,1264,0.95336,0.97399
2016,Single parent,1st Quintile,No,0.99621,646,646,0.99147,1.00095
2016,Single parent,2nd Quintile,No,0.98929,399,399,0.97918,0.99940
2016,Single parent,3rd Quintile,No,0.96502,223,223,0.94085,0.98919
2016,Single parent,4th Quintile,No,0.96663,141,141,0.93688,0.99638
2016,Single parent,5th Quintile,No,0.92248,81,81,0.86388,0.98108
2016,Couple with children,1st Quintile,No,0.99209,917,917,0.98636,0.99783
2016,Couple with children,2nd Quintile,No,0.98042,1081,1081,0.97216,0.98869
2016,Couple with children,3rd Quintile,Yes,0.02395,39,1056,0.01472,0.03318
2016,Couple with children,3rd Quintile,No,0.97605,1017,1056,0.96682,0.98528
2016,Couple with children,4th Quintile,Yes,0.04141,44,990,0.02899,0.05382
2016,Couple with children,4th Quintile,No,0.95859,946,990,0.94618,0.97101
2016,Couple with children,5th Quintile,Yes,0.05472,57,898,0.03984,0.06961
2016,Couple with children,5th Quintile,No,0.94528,841,898,0.93039,0.96016
2016,Other Combinations,1st Quintile,No,0.99167,58,58,0.96808,1.01526
2016,Other Combinations,2nd Quintile,No,0.99860,46,46,0.98768,1.00952
2017,Single-person household,1st Quintile,No,0.98733,1107,1107,0.98074,0.99392
2017,Single-person household,2nd Quintile,No,0.98579,812,812,0.97764,0.99394
2017,Single-person household,3rd Quintile,No,0.98779,693,693,0.97961,0.99597
2017,Single-person household,4th Quintile,No,0.98511,590,590,0.97533,0.99489
2017,Single-person household,5th Quintile,No,0.99084,548,548,0.98285,0.99882
2017,Couple without children,1st Quintile,No,0.99342,447,447,0.98592,1.00092
2017,Couple without children,2nd Quintile,No,0.98569,757,757,0.97722,0.99415
2017,Couple without children,3rd Quintile,No,0.99201,881,881,0.98613,0.99789
2017,Couple without children,4th Quintile,No,0.98247,1045,1045,0.97451,0.99043
2017,Couple without children,5th Quintile,Yes,0.03815,53,1426,0.02820,0.04809
