"hlc0182","year","quintil","sampreg","n","percent","lower_confidence","upper_confidence"
"ja","2016","1","Westdeutschland","","","",""
"ja","2016","1","Ostdeutschland","","","",""
"ja","2016","2","Westdeutschland","","","",""
"ja","2016","2","Ostdeutschland","","","",""
"ja","2016","3","Westdeutschland","","","",""
"ja","2016","3","Ostdeutschland","","","",""
"ja","2016","4","Westdeutschland","","","",""
"ja","2016","4","Ostdeutschland","","","",""
"ja","2016","5","Westdeutschland","36","0.00480109234681291","0.00331472956493204","0.00628745512869378"
"ja","2016","5","Ostdeutschland","","","",""
"nein","2016","1","Westdeutschland","3785","1","1","1"
"nein","2016","1","Ostdeutschland","1196","1","1","1"
"nein","2016","2","Westdeutschland","4852","0.999922192777806","0.999674081484235","1.00017030407138"
"nein","2016","2","Ostdeutschland","1318","0.999010960469839","0.997314601948496","1.00070731899118"
"nein","2016","3","Westdeutschland","5232","1","1","1"
"nein","2016","3","Ostdeutschland","1557","0.99483572603252","0.991280010876543","0.998391441188497"
"nein","2016","4","Westdeutschland","7387","0.996089016895793","0.994667895975743","0.997510137815843"
"nein","2016","4","Ostdeutschland","1843","0.997843342635438","0.995728873287259","0.999957811983617"
"nein","2016","5","Westdeutschland","8272","0.995198907653187","0.993712544871306","0.996685270435068"
"nein","2016","5","Ostdeutschland","1204","0.993012388835864","0.988326624462221","0.997698153209507"
"ja","2017","1","Westdeutschland","","","",""
"ja","2017","1","Ostdeutschland","","","",""
"ja","2017","2","Westdeutschland","","","",""
"ja","2017","2","Ostdeutschland","","","",""
"ja","2017","3","Westdeutschland","","","",""
"ja","2017","3","Ostdeutschland","","","",""
"ja","2017","4","Westdeutschland","","","",""
"ja","2017","4","Ostdeutschland","","","",""
"ja","2017","5","Westdeutschland","31","0.00173293356997686","0.000925610232572894","0.00254025690738083"
"ja","2017","5","Ostdeutschland","","","",""
"nein","2017","1","Westdeutschland","3446","0.999377738402199","0.998545369592849","1.00021010721155"
"nein","2017","1","Ostdeutschland","1158","0.999320050821726","0.997819340393629","1.00082076124982"
"nein","2017","2","Westdeutschland","4344","0.999028997785096","0.998103122634463","0.99995487293573"
"nein","2017","2","Ostdeutschland","1349","1","1","1"
"nein","2017","3","Westdeutschland","5655","0.998930676590273","0.998079371224197","0.999781981956349"
"nein","2017","3","Ostdeutschland","1618","1","1","1"
"nein","2017","4","Westdeutschland","8011","0.999113896392894","0.998462783171455","0.999765009614333"
