year,quintil_oecd_hh,rentown,hlc0182,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,1st Quintile,Tenant,No,0.99909,2690,2690,0.99796,1.00023
2016,2nd Quintile,Owner,No,0.99806,1019,1019,0.99535,1.00076
2016,2nd Quintile,Tenant,No,0.99809,2010,2010,0.99618,1.00000
2016,3rd Quintile,Owner,No,0.99983,1339,1339,0.99913,1.00053
2016,3rd Quintile,Tenant,No,0.99740,1394,1394,0.99473,1.00008
2016,4th Quintile,Owner,No,0.99832,1552,1552,0.99628,1.00036
2016,4th Quintile,Tenant,No,0.99919,1098,1098,0.99751,1.00087
2016,5th Quintile,Owner,No,0.99140,1963,1963,0.98732,0.99549
2016,5th Quintile,Tenant,No,0.99389,775,775,0.98841,0.99938
2017,1st Quintile,Owner,No,0.99655,388,388,0.99070,1.00239
2017,1st Quintile,Tenant,No,0.99906,2804,2804,0.99793,1.00020
2017,2nd Quintile,Owner,No,0.99808,1096,1096,0.99548,1.00067
2017,2nd Quintile,Tenant,No,0.99761,2132,2132,0.99554,0.99968
2017,3rd Quintile,Owner,No,0.99765,1528,1528,0.99522,1.00008
2017,3rd Quintile,Tenant,No,0.99767,1550,1550,0.99527,1.00007
2017,4th Quintile,Owner,No,0.99900,1791,1791,0.99753,1.00046
2017,4th Quintile,Tenant,No,0.99980,1245,1245,0.99902,1.00058
2017,5th Quintile,Owner,No,0.99986,2241,2241,0.99936,1.00035
2017,5th Quintile,Tenant,No,0.99657,846,846,0.99262,1.00051
2018,1st Quintile,Tenant,No,0.99904,2926,2926,0.99792,1.00016
2018,2nd Quintile,Owner,No,0.99951,1082,1082,0.99820,1.00083
2018,2nd Quintile,Tenant,No,0.99821,2206,2206,0.99644,0.99997
2018,3rd Quintile,Owner,No,0.99460,1395,1395,0.99075,0.99845
2018,3rd Quintile,Tenant,No,0.99694,1533,1533,0.99418,0.99971
2018,4th Quintile,Owner,No,0.99896,1705,1705,0.99743,1.00049
2018,4th Quintile,Tenant,No,0.99544,1165,1165,0.99157,0.99931
2018,5th Quintile,Owner,No,0.99585,2165,2165,0.99315,0.99856
2018,5th Quintile,Tenant,No,0.99894,836,836,0.99674,1.00115
2019,1st Quintile,Owner,No,0.99545,388,388,0.98875,1.00216
2019,1st Quintile,Tenant,No,0.99827,2546,2546,0.99665,0.99988
2019,2nd Quintile,Owner,No,0.99642,1027,1027,0.99277,1.00007
2019,2nd Quintile,Tenant,No,0.99928,1997,1997,0.99811,1.00046
2019,3rd Quintile,Owner,No,0.99624,1406,1406,0.99303,0.99944
2019,4th Quintile,Owner,No,0.99853,1774,1774,0.99675,1.00031
2019,4th Quintile,Tenant,No,0.99750,1143,1143,0.99461,1.00040
2019,5th Quintile,Owner,No,0.99743,3249,3249,0.99569,0.99917
2019,5th Quintile,Tenant,No,0.99709,1081,1081,0.99388,1.00030
2020,1st Quintile,Owner,No,0.99631,313,313,0.98958,1.00304
2020,1st Quintile,Tenant,No,0.99504,3117,3117,0.99257,0.99750
2020,2nd Quintile,Owner,No,0.99500,974,974,0.99056,0.99943
2020,2nd Quintile,Tenant,No,0.99862,2344,2344,0.99712,1.00012
2020,3rd Quintile,Owner,No,0.99585,1294,1294,0.99235,0.99935
2020,3rd Quintile,Tenant,No,0.99534,1576,1576,0.99198,0.99871
2020,4th Quintile,Owner,No,0.99929,1610,1610,0.99799,1.00059
2020,4th Quintile,Tenant,No,0.99437,1243,1243,0.99021,0.99853
2020,5th Quintile,Owner,No,0.99229,2721,2721,0.98901,0.99558
2020,5th Quintile,Tenant,No,0.99451,996,996,0.98992,0.99910
2021,1st Quintile,Tenant,No,0.99437,1770,1770,0.99088,0.99785
2021,2nd Quintile,Owner,No,0.99129,675,675,0.98428,0.99831
2021,2nd Quintile,Tenant,No,0.99812,1495,1495,0.99592,1.00032
2021,3rd Quintile,Owner,No,0.99753,920,920,0.99432,1.00074
2021,3rd Quintile,Tenant,No,0.99912,1107,1107,0.99738,1.00087
2021,4th Quintile,Owner,No,0.99377,1204,1204,0.98932,0.99821
2021,4th Quintile,Tenant,No,0.99815,870,870,0.99530,1.00101
2021,5th Quintile,Owner,No,0.99599,1977,1977,0.99320,0.99878
2021,5th Quintile,Tenant,No,0.99986,725,725,0.99900,1.00072
2022,Not included in this version of the questionnaire,Tenant,No,0.99980,189,189,0.99779,1.00181
2022,1st Quintile,Owner,No,0.99937,971,971,0.99778,1.00095
2022,1st Quintile,Tenant,No,0.99944,3498,3498,0.99865,1.00022
2022,2nd Quintile,Owner,No,0.99903,1101,1101,0.99719,1.00087
2022,2nd Quintile,Tenant,No,0.99805,2751,2751,0.99641,0.99970
2022,3rd Quintile,Owner,No,0.99876,1404,1404,0.99691,1.00060
2022,3rd Quintile,Tenant,No,0.99817,1983,1983,0.99629,1.00005
2022,4th Quintile,Owner,No,0.99677,1740,1740,0.99410,0.99944
2022,4th Quintile,Tenant,No,0.99583,1665,1665,0.99273,0.99892
2022,5th Quintile,Owner,No,0.99642,2558,2558,0.99410,0.99873
2022,5th Quintile,Tenant,No,0.98327,1250,1250,0.97615,0.99038
