year,bula_h,hlc0182,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Schleswig-Holstein,No,0.99071,502,502,0.98232,0.99911
2016,Hamburg,No,0.99614,264,264,0.98865,1.00363
2016,Lower Saxony,No,0.99081,1345,1345,0.98571,0.99591
2016,Bremen,No,0.98989,105,105,0.97066,1.00912
2016,North Rhine-Westphalia,No,0.98656,2893,2893,0.98236,0.99075
2016,Hesse,No,0.99252,973,973,0.98710,0.99794
2016,"Rhineland-Palatinate, Saarland",No,0.98752,844,844,0.98002,0.99501
2016,Baden-Wuerttemberg,No,0.98735,1621,1621,0.98191,0.99279
2016,Bavaria,No,0.99414,2292,2292,0.99102,0.99727
2016,Berlin,No,0.99300,606,606,0.98635,0.99964
2016,Brandenburg,No,0.99363,559,559,0.98703,1.00023
2016,Mecklenburg-Western Pomerania,No,0.99289,328,328,0.98378,1.00200
2016,Saxony,No,0.98284,858,858,0.97414,0.99153
2016,Saxony-Anhalt,No,0.98511,510,510,0.97459,0.99563
2016,Thuringa,No,0.98847,542,542,0.97948,0.99747
2017,Schleswig-Holstein,No,0.98882,564,564,0.98014,0.99751
2017,Hamburg,No,0.99405,295,295,0.98525,1.00284
2017,Lower Saxony,No,0.98952,1534,1534,0.98443,0.99462
2017,Bremen,No,0.98458,130,130,0.96332,1.00584
2017,North Rhine-Westphalia,No,0.98710,3177,3177,0.98317,0.99102
2017,Hesse,No,0.99188,1052,1052,0.98646,0.99731
2017,"Rhineland-Palatinate, Saarland",No,0.98505,877,877,0.97701,0.99308
2017,Baden-Wuerttemberg,No,0.99330,1720,1720,0.98945,0.99716
2017,Bavaria,No,0.99498,2499,2499,0.99221,0.99775
2017,Berlin,No,0.98708,658,658,0.97844,0.99571
2017,Brandenburg,No,0.98809,615,615,0.97951,0.99667
2017,Mecklenburg-Western Pomerania,No,0.99281,363,363,0.98410,1.00151
2017,Saxony,No,0.99401,984,984,0.98919,0.99884
2017,Saxony-Anhalt,No,0.99089,568,568,0.98306,0.99871
2017,Thuringa,No,0.98302,589,589,0.97257,0.99346
2018,Schleswig-Holstein,No,0.98478,550,550,0.97454,0.99502
2018,Hamburg,No,0.98165,320,320,0.96693,0.99638
2018,Lower Saxony,No,0.98549,1474,1474,0.97938,0.99160
2018,Bremen,No,0.98240,134,134,0.96005,1.00475
2018,North Rhine-Westphalia,No,0.98474,3168,3168,0.98047,0.98901
2018,Hesse,No,0.99124,1004,1004,0.98547,0.99700
2018,"Rhineland-Palatinate, Saarland",No,0.98949,883,883,0.98275,0.99622
2018,Baden-Wuerttemberg,No,0.98999,1620,1620,0.98514,0.99484
2018,Bavaria,No,0.99219,2399,2399,0.98866,0.99571
2018,Berlin,No,0.98995,692,692,0.98252,0.99739
2018,Brandenburg,No,0.98994,643,643,0.98222,0.99766
2018,Mecklenburg-Western Pomerania,No,0.99299,379,379,0.98458,1.00140
2018,Saxony,No,0.99343,981,981,0.98838,0.99849
2018,Saxony-Anhalt,No,0.99330,574,574,0.98663,0.99998
2018,Thuringa,No,0.98994,577,577,0.98179,0.99809
2019,Schleswig-Holstein,No,0.98478,589,589,0.97489,0.99468
2019,Hamburg,No,0.98994,357,357,0.97957,1.00030
2019,Lower Saxony,No,0.98769,1489,1489,0.98209,0.99329
2019,Bremen,No,0.98418,130,130,0.96264,1.00571
2019,North Rhine-Westphalia,No,0.98651,3271,3271,0.98255,0.99046
2019,Hesse,No,0.99116,1090,1090,0.98561,0.99672
2019,"Rhineland-Palatinate, Saarland",No,0.98848,903,903,0.98151,0.99544
2019,Baden-Wuerttemberg,No,0.98726,1684,1684,0.98190,0.99262
2019,Bavaria,No,0.99091,2523,2523,0.98721,0.99462
2019,Berlin,No,0.98377,737,737,0.97465,0.99290
2019,Brandenburg,No,0.99128,717,717,0.98446,0.99809
2019,Mecklenburg-Western Pomerania,No,0.98816,400,400,0.97755,0.99878
2019,Saxony,No,0.99572,1038,1038,0.99175,0.99969
2019,Saxony-Anhalt,No,0.99064,568,568,0.98272,0.99857
2019,Thuringa,No,0.98460,584,584,0.97461,0.99460
2020,Schleswig-Holstein,No,0.97946,546,546,0.96756,0.99137
2020,Hamburg,No,0.98979,362,362,0.97942,1.00016
2020,Lower Saxony,No,0.98149,1479,1479,0.97462,0.98836
2020,Bremen,No,0.98558,140,140,0.96576,1.00540
2020,North Rhine-Westphalia,No,0.97808,3385,3385,0.97314,0.98301
2020,Hesse,No,0.98026,1107,1107,0.97206,0.98846
2020,"Rhineland-Palatinate, Saarland",No,0.98107,860,860,0.97196,0.99018
2020,Baden-Wuerttemberg,No,0.98317,1734,1734,0.97712,0.98923
2020,Bavaria,No,0.98504,2622,2622,0.98039,0.98968
2020,Berlin,No,0.97845,856,856,0.96871,0.98818
2020,Brandenburg,No,0.97896,677,677,0.96814,0.98978
2020,Mecklenburg-Western Pomerania,No,0.98254,336,336,0.96851,0.99656
2020,Saxony,No,0.99186,984,984,0.98624,0.99747
2020,Saxony-Anhalt,No,0.98725,560,560,0.97795,0.99655
2020,Thuringa,No,0.98739,567,567,0.97820,0.99658
2021,Schleswig-Holstein,No,0.98550,425,425,0.97412,0.99688
2021,Hamburg,No,0.98487,265,265,0.97014,0.99959
2021,Lower Saxony,No,0.98649,1056,1056,0.97953,0.99346
2021,Bremen,No,0.98587,79,79,0.95968,1.01206
2021,North Rhine-Westphalia,No,0.97507,2269,2269,0.96866,0.98149
2021,Hesse,No,0.98260,698,698,0.97289,0.99231
2021,"Rhineland-Palatinate, Saarland",No,0.98177,533,533,0.97040,0.99314
2021,Baden-Wuerttemberg,No,0.98755,1217,1217,0.98132,0.99378
2021,Bavaria,No,0.98567,1742,1742,0.98009,0.99125
