"ple0018","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2009","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","27","","",""
"Ja","2009","(noch) kein Abschluss","2","16","","",""
"Ja","2009","(noch) kein Abschluss","3","4","","",""
"Ja","2009","(noch) kein Abschluss","4","2","","",""
"Ja","2009","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","2","","",""
"Ja","2009","Hauptschule","1 Einkommensschwächstes Quintil","415","0.289760357722217","0.265997098135253","0.313523617309182"
"Ja","2009","Hauptschule","2","613","0.35231111208981","0.329689903559203","0.374932320620416"
"Ja","2009","Hauptschule","3","451","0.32983330977457","0.304344534245904","0.355322085303236"
"Ja","2009","Hauptschule","4","382","0.324998411603353","0.298618761181675","0.35137806202503"
"Ja","2009","Hauptschule","5 Einkommensstärkstes Quintil","150","0.274576788983283","0.238286731220973","0.310866846745593"
"Ja","2009","Realschule","1 Einkommensschwächstes Quintil","144","0.208219253503252","0.178683864738912","0.237754642267591"
"Ja","2009","Realschule","2","197","0.211362519338689","0.186331684288881","0.236393354388497"
"Ja","2009","Realschule","3","185","0.188410788212858","0.164282666006748","0.212538910418969"
"Ja","2009","Realschule","4","227","0.199080373128383","0.175849857399242","0.222310888857524"
"Ja","2009","Realschule","5 Einkommensstärkstes Quintil","191","0.2425675703259","0.214869947673516","0.270265192978284"
"Ja","2009","(Fach-)Abitur","1 Einkommensschwächstes Quintil","29","","",""
"Ja","2009","(Fach-)Abitur","2","42","0.142125551080011","0.105172612660951","0.179078489499072"
"Ja","2009","(Fach-)Abitur","3","40","0.118209539165601","0.085087991706592","0.15133108662461"
"Ja","2009","(Fach-)Abitur","4","62","0.11940787872586","0.091013451177789","0.147802306273932"
"Ja","2009","(Fach-)Abitur","5 Einkommensstärkstes Quintil","79","0.135191306008238","0.104823178400645","0.165559433615831"
"Ja","2009","AkademikerIn","1 Einkommensschwächstes Quintil","51","0.198747426920353","0.146135109678334","0.251359744162372"
"Ja","2009","AkademikerIn","2","104","0.216694823194766","0.176520628961099","0.256869017428433"
"Ja","2009","AkademikerIn","3","145","0.294468346193497","0.25616592731831","0.332770765068684"
"Ja","2009","AkademikerIn","4","213","0.198327319799338","0.17285062452069","0.223804015077985"
"Ja","2009","AkademikerIn","5 Einkommensstärkstes Quintil","429","0.18742558487933","0.169992319814882","0.204858849943778"
"Nein","2009","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","137","0.801183255627784","0.74010050606468","0.862266005190888"
"Nein","2009","(noch) kein Abschluss","2","84","0.845749365265465","0.774957653930905","0.916541076600025"
"Nein","2009","(noch) kein Abschluss","3","60","0.905979410663568","0.834475671582509","0.977483149744627"
"Nein","2009","(noch) kein Abschluss","4","84","0.968220160138641","0.931146814664932","1.00529350561235"
