year,sampreg,sex,ple0018,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,West,male,Yes,0.21869,1467,6411,0.20857,0.22881
2009,West,male,No,0.78131,4944,6411,0.77119,0.79143
2009,West,female,Yes,0.23195,1494,7066,0.22211,0.24179
2009,West,female,No,0.76805,5572,7066,0.75821,0.77789
2009,East,male,Yes,0.27559,615,2187,0.25686,0.29432
2009,East,male,No,0.72441,1572,2187,0.70568,0.74314
2009,East,female,Yes,0.27212,645,2354,0.25414,0.29011
2009,East,female,No,0.72788,1709,2354,0.70989,0.74586
2011,West,male,Yes,0.24611,1856,7459,0.23633,0.25588
2011,West,male,No,0.75389,5603,7459,0.74412,0.76367
2011,West,female,Yes,0.24510,1841,8381,0.23589,0.25431
2011,West,female,No,0.75490,6540,8381,0.74569,0.76411
2011,East,male,Yes,0.30906,722,2330,0.29030,0.32783
2011,East,male,No,0.69094,1608,2330,0.67217,0.70970
2011,East,female,Yes,0.30245,749,2575,0.28471,0.32020
2011,East,female,No,0.69755,1826,2575,0.67980,0.71529
2013,West,male,Yes,0.28488,1898,6731,0.27410,0.29566
2013,West,male,No,0.71512,4833,6731,0.70434,0.72590
2013,West,female,Yes,0.28456,1945,7683,0.27447,0.29465
2013,West,female,No,0.71544,5738,7683,0.70535,0.72553
2013,East,male,Yes,0.37147,770,2103,0.35082,0.39213
2013,East,male,No,0.62853,1333,2103,0.60787,0.64918
2013,East,female,Yes,0.34787,805,2349,0.32860,0.36713
2013,East,female,No,0.65213,1544,2349,0.63287,0.67140
2015,West,male,Yes,0.26758,2130,9061,0.25846,0.27669
2015,West,male,No,0.73242,6931,9061,0.72331,0.74154
2015,West,female,Yes,0.25169,2154,10726,0.24348,0.25991
2015,West,female,No,0.74831,8572,10726,0.74009,0.75652
2015,East,male,Yes,0.34812,801,2398,0.32905,0.36719
2015,East,male,No,0.65188,1597,2398,0.63281,0.67095
2015,East,female,Yes,0.34029,858,2855,0.32290,0.35767
2015,East,female,No,0.65971,1997,2855,0.64233,0.67710
2017,West,male,Yes,0.26587,2359,9685,0.25707,0.27466
2017,West,male,No,0.73413,7326,9685,0.72534,0.74293
2017,West,female,Yes,0.25693,2318,11274,0.24886,0.26500
2017,West,female,No,0.74307,8956,11274,0.73500,0.75114
2017,East,male,Yes,0.33187,854,2576,0.31368,0.35006
2017,East,male,No,0.66813,1722,2576,0.64994,0.68632
2017,East,female,Yes,0.32491,881,3014,0.30819,0.34164
2017,East,female,No,0.67509,2133,3014,0.65836,0.69181
2019,Does not apply,female,No,0.94212,33,33,0.86121,1.02303
2019,West,male,Yes,0.27637,2547,9601,0.26743,0.28532
2019,West,male,No,0.72363,7054,9601,0.71468,0.73257
2019,West,female,Yes,0.25846,2325,10501,0.25008,0.26683
2019,West,female,No,0.74154,8176,10501,0.73317,0.74992
2019,East,male,Yes,0.34649,876,2642,0.32834,0.36464
2019,East,male,No,0.65351,1766,2642,0.63536,0.67166
2019,East,female,Yes,0.32838,875,2903,0.31129,0.34546
2019,East,female,No,0.67162,2028,2903,0.65454,0.68871
2021,West,male,Yes,0.27946,1781,7449,0.26927,0.28965
2021,West,male,No,0.72054,5668,7449,0.71035,0.73073
2021,West,female,Yes,0.26827,1694,7863,0.25848,0.27806
2021,West,female,No,0.73173,6169,7863,0.72194,0.74152
2021,East,male,Yes,0.31204,575,1841,0.29087,0.33321
2021,East,male,No,0.68796,1266,1841,0.66679,0.70913
2021,East,female,Yes,0.33226,592,2004,0.31163,0.35289
2021,East,female,No,0.66774,1412,2004,0.64711,0.68837
