year,regtyp,sex,ple0018,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Urban regions,male,Yes,0.21468,1267,5553,0.20388,0.22548
2009,Urban regions,male,No,0.78532,4286,5553,0.77452,0.79612
2009,Urban regions,female,Yes,0.23183,1311,6166,0.22130,0.24237
2009,Urban regions,female,No,0.76817,4855,6166,0.75763,0.77870
2009,Rural regions,male,Yes,0.26054,815,3045,0.24495,0.27613
2009,Rural regions,male,No,0.73946,2230,3045,0.72387,0.75505
2009,Rural regions,female,Yes,0.25527,828,3254,0.24029,0.27025
2009,Rural regions,female,No,0.74473,2426,3254,0.72975,0.75971
2011,Urban regions,male,Yes,0.24464,1587,6271,0.23400,0.25528
2011,Urban regions,male,No,0.75536,4684,6271,0.74472,0.76600
2011,Urban regions,female,Yes,0.24596,1582,7121,0.23596,0.25597
2011,Urban regions,female,No,0.75404,5539,7121,0.74403,0.76404
2011,Rural regions,male,Yes,0.28541,991,3518,0.27049,0.30034
2011,Rural regions,male,No,0.71459,2527,3518,0.69966,0.72951
2011,Rural regions,female,Yes,0.27511,1008,3835,0.26097,0.28924
2011,Rural regions,female,No,0.72489,2827,3835,0.71076,0.73903
2013,Urban regions,male,Yes,0.28171,1571,5620,0.26995,0.29347
2013,Urban regions,male,No,0.71829,4049,5620,0.70653,0.73005
2013,Urban regions,female,Yes,0.28559,1655,6454,0.27457,0.29662
2013,Urban regions,female,No,0.71441,4799,6454,0.70338,0.72543
2013,Rural regions,male,Yes,0.34047,1097,3214,0.32409,0.35686
2013,Rural regions,male,No,0.65953,2117,3214,0.64314,0.67591
2013,Rural regions,female,Yes,0.31815,1095,3578,0.30289,0.33342
2013,Rural regions,female,No,0.68185,2483,3578,0.66658,0.69711
2015,Urban regions,male,Yes,0.26617,1776,7385,0.25609,0.27625
2015,Urban regions,male,No,0.73383,5609,7385,0.72375,0.74391
2015,Urban regions,female,Yes,0.25685,1803,8815,0.24773,0.26597
2015,Urban regions,female,No,0.74315,7012,8815,0.73403,0.75227
2015,Rural regions,male,Yes,0.31494,1155,4074,0.30067,0.32920
2015,Rural regions,male,No,0.68506,2919,4074,0.67080,0.69933
2015,Rural regions,female,Yes,0.28976,1209,4766,0.27688,0.30264
2015,Rural regions,female,No,0.71024,3557,4766,0.69736,0.72312
2017,Urban regions,male,Yes,0.26174,1961,7885,0.25204,0.27145
2017,Urban regions,male,No,0.73826,5924,7885,0.72855,0.74796
2017,Urban regions,female,Yes,0.24958,1928,9295,0.24078,0.25838
2017,Urban regions,female,No,0.75042,7367,9295,0.74162,0.75922
2017,Rural regions,male,Yes,0.31098,1252,4376,0.29727,0.32470
2017,Rural regions,male,No,0.68902,3124,4376,0.67530,0.70273
2017,Rural regions,female,Yes,0.31082,1271,4993,0.29798,0.32365
2017,Rural regions,female,No,0.68918,3722,4993,0.67635,0.70202
2019,No answer / don't know,male,Yes,0.22724,73,297,0.17950,0.27498
2019,No answer / don't know,male,No,0.77276,224,297,0.72502,0.82050
2019,No answer / don't know,female,Yes,0.14789,37,251,0.10388,0.19189
2019,No answer / don't know,female,No,0.85211,214,251,0.80811,0.89612
2019,Urban regions,male,Yes,0.27734,2096,7774,0.26739,0.28729
2019,Urban regions,male,No,0.72266,5678,7774,0.71271,0.73261
2019,Urban regions,female,Yes,0.25490,1935,8617,0.24570,0.26410
2019,Urban regions,female,No,0.74510,6682,8617,0.73590,0.75430
2019,Rural regions,male,Yes,0.31539,1263,4208,0.30134,0.32943
2019,Rural regions,male,No,0.68461,2945,4208,0.67057,0.69866
2019,Rural regions,female,Yes,0.31055,1232,4573,0.29714,0.32397
2019,Rural regions,female,No,0.68945,3341,4573,0.67603,0.70286
2021,Urban regions,male,Yes,0.28252,1507,6327,0.27142,0.29361
2021,Urban regions,male,No,0.71748,4820,6327,0.70639,0.72858
2021,Urban regions,female,Yes,0.26316,1411,6678,0.25260,0.27373
2021,Urban regions,female,No,0.73684,5267,6678,0.72627,0.74740
2021,Rural regions,male,Yes,0.29010,849,2963,0.27375,0.30644
2021,Rural regions,male,No,0.70990,2114,2963,0.69356,0.72625
2021,Rural regions,female,Yes,0.31501,875,3188,0.29888,0.33114
2021,Rural regions,female,No,0.68499,2313,3188,0.66886,0.70112
