"ple0018","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Ja","2009","Schleswig-Holstein","maennlich","63","0.255777651674655","0.20147701744638","0.310078285902931"
"Ja","2009","Schleswig-Holstein","weiblich","64","0.237494276145989","0.185966004816318","0.28902254747566"
"Ja","2009","Hamburg","maennlich","","","",""
"Ja","2009","Hamburg","weiblich","33","0.272991159919019","0.19945809426346","0.346524225574579"
"Ja","2009","Niedersachsen","maennlich","207","0.239410574059397","0.209635256974236","0.269185891144558"
"Ja","2009","Niedersachsen","weiblich","209","0.282535177818707","0.25216037704829","0.312909978589125"
"Ja","2009","Bremen","maennlich","","","",""
"Ja","2009","Bremen","weiblich","","","",""
"Ja","2009","Nordrhein-Westfalen","maennlich","385","0.210397262947265","0.191223930788936","0.229570595105594"
"Ja","2009","Nordrhein-Westfalen","weiblich","417","0.231656140737463","0.212645916231612","0.250666365243314"
"Ja","2009","Hessen","maennlich","148","0.228571961530416","0.194486200008689","0.262657723052143"
"Ja","2009","Hessen","weiblich","124","0.230889136152218","0.19808718447663","0.263691087827806"
"Ja","2009","Rheinland-Pfalz,Saarland","maennlich","99","0.200441426751297","0.163976404711436","0.236906448791159"
"Ja","2009","Rheinland-Pfalz,Saarland","weiblich","127","0.241138943897212","0.205740720104647","0.276537167689778"
"Ja","2009","Baden-Wuerttemberg","maennlich","184","0.188079941038681","0.163944167001907","0.212215715075455"
"Ja","2009","Baden-Wuerttemberg","weiblich","208","0.218623637395542","0.194198869751321","0.243048405039763"
"Ja","2009","Bayern","maennlich","290","0.225301525122109","0.202001143801011","0.248601906443207"
"Ja","2009","Bayern","weiblich","270","0.214527968776095","0.192822855947224","0.236233081604966"
"Ja","2009","Berlin","maennlich","93","0.27314161396501","0.224091807485266","0.322191420444754"
"Ja","2009","Berlin","weiblich","77","0.217228360298033","0.174982578495525","0.259474142100541"
"Ja","2009","Brandenburg","maennlich","105","0.241439667353631","0.198467725497321","0.284411609209941"
"Ja","2009","Brandenburg","weiblich","116","0.287376434736387","0.243465399550473","0.3312874699223"
"Ja","2009","Mecklenburg-Vorpommern","maennlich","71","0.384302753375543","0.320315722645397","0.448289784105689"
"Ja","2009","Mecklenburg-Vorpommern","weiblich","62","0.233496383960405","0.180843830926578","0.286148936994233"
"Ja","2009","Sachsen","maennlich","181","0.245431872450655","0.212967208373868","0.277896536527443"
"Ja","2009","Sachsen","weiblich","201","0.29605678020134","0.262092323127062","0.330021237275618"
"Ja","2009","Sachsen-Anhalt","maennlich","110","0.302784140464907","0.255776846698018","0.349791434231796"
"Ja","2009","Sachsen-Anhalt","weiblich","120","0.316643448622088","0.271171454605283","0.362115442638892"
"Ja","2009","Thueringen","maennlich","106","0.265017510136258","0.221383251968987","0.308651768303529"
"Ja","2009","Thueringen","weiblich","100","0.198820762288908","0.161097471306053","0.236544053271763"
"Nein","2009","Schleswig-Holstein","maennlich","185","0.744222348325345","0.689921714097069","0.79852298255362"
"Nein","2009","Schleswig-Holstein","weiblich","198","0.762505723854011","0.71097745252434","0.814033995183682"
"Nein","2009","Hamburg","maennlich","101","0.787871915834114","0.716489751248508","0.85925408041972"
"Nein","2009","Hamburg","weiblich","108","0.727008840080981","0.653475774425421","0.80054190573654"
"Nein","2009","Niedersachsen","maennlich","582","0.760589425940603","0.730814108855442","0.790364743025764"
"Nein","2009","Niedersachsen","weiblich","635","0.717464822181293","0.687090021410875","0.74783962295171"
"Nein","2009","Bremen","maennlich","41","0.696880047937703","0.576503924137427","0.81725617173798"
"Nein","2009","Bremen","weiblich","53","0.830203468422413","0.738218940656505","0.92218799618832"
"Nein","2009","Nordrhein-Westfalen","maennlich","1351","0.789602737052735","0.770429404894406","0.808776069211063"
"Nein","2009","Nordrhein-Westfalen","weiblich","1475","0.768343859262537","0.749333634756686","0.787354083768388"
"Nein","2009","Hessen","maennlich","435","0.771428038469584","0.737342276947857","0.805513799991311"
"Nein","2009","Hessen","weiblich","510","0.769110863847782","0.736308912172194","0.80191281552337"
"Nein","2009","Rheinland-Pfalz,Saarland","maennlich","364","0.799558573248703","0.763093551208841","0.836023595288564"
"Nein","2009","Rheinland-Pfalz,Saarland","weiblich","434","0.758861056102788","0.723462832310222","0.794259279895353"
"Nein","2009","Baden-Wuerttemberg","maennlich","823","0.811920058961319","0.787784284924545","0.836055832998093"
"Nein","2009","Baden-Wuerttemberg","weiblich","892","0.781376362604458","0.756951594960237","0.805801130248679"
"Nein","2009","Bayern","maennlich","945","0.774698474877891","0.751398093556793","0.797998856198989"
"Nein","2009","Bayern","weiblich","1104","0.785472031223905","0.763766918395034","0.807177144052776"
