year,quintil_oecd,sampreg,ple0018,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,1st Quintile,West,Yes,0.24513,458,1941,0.22599,0.26427
2009,1st Quintile,West,No,0.75487,1483,1941,0.73573,0.77401
2009,1st Quintile,East,Yes,0.23373,230,927,0.20648,0.26099
2009,1st Quintile,East,No,0.76627,697,927,0.73901,0.79352
2009,2nd Quintile,West,Yes,0.25232,514,2094,0.23371,0.27093
2009,2nd Quintile,West,No,0.74768,1580,2094,0.72907,0.76629
2009,2nd Quintile,East,Yes,0.32872,361,1068,0.30054,0.35691
2009,2nd Quintile,East,No,0.67128,707,1068,0.64309,0.69946
2009,3rd Quintile,West,Yes,0.21166,479,2332,0.19508,0.22824
2009,3rd Quintile,West,No,0.78834,1853,2332,0.77176,0.80492
2009,3rd Quintile,East,Yes,0.28365,302,1075,0.25669,0.31061
2009,3rd Quintile,East,No,0.71635,773,1075,0.68939,0.74331
2009,4th Quintile,West,Yes,0.22837,647,2967,0.21326,0.24347
2009,4th Quintile,West,No,0.77163,2320,2967,0.75653,0.78674
2009,4th Quintile,East,Yes,0.25828,212,803,0.22799,0.28857
2009,4th Quintile,East,No,0.74172,591,803,0.71143,0.77201
2009,5th Quintile,West,Yes,0.19977,863,4138,0.18758,0.21195
2009,5th Quintile,West,No,0.80023,3275,4138,0.78805,0.81242
2009,5th Quintile,East,Yes,0.24668,155,668,0.21397,0.27940
2009,5th Quintile,East,No,0.75332,513,668,0.72060,0.78603
2011,1st Quintile,West,Yes,0.29302,402,1645,0.27101,0.31502
2011,1st Quintile,West,No,0.70698,1243,1645,0.68498,0.72899
2011,1st Quintile,East,Yes,0.30887,242,848,0.27775,0.33999
2011,1st Quintile,East,No,0.69113,606,848,0.66001,0.72225
2011,2nd Quintile,West,Yes,0.28068,432,1735,0.25953,0.30183
2011,2nd Quintile,West,No,0.71932,1303,1735,0.69817,0.74047
2011,2nd Quintile,East,Yes,0.35976,342,992,0.32987,0.38964
2011,2nd Quintile,East,No,0.64024,650,992,0.61036,0.67013
2011,3rd Quintile,West,Yes,0.25472,522,2214,0.23657,0.27288
2011,3rd Quintile,West,No,0.74528,1692,2214,0.72712,0.76343
2011,3rd Quintile,East,Yes,0.36415,289,850,0.33178,0.39652
2011,3rd Quintile,East,No,0.63585,561,850,0.60348,0.66822
2011,4th Quintile,West,Yes,0.25953,612,2590,0.24265,0.27642
2011,4th Quintile,West,No,0.74047,1978,2590,0.72358,0.75735
2011,4th Quintile,East,Yes,0.24221,182,699,0.21042,0.27399
2011,4th Quintile,East,No,0.75779,517,699,0.72601,0.78958
2011,5th Quintile,West,Yes,0.22478,822,3576,0.21110,0.23846
