year,pgisced97,regtyp,ple0018,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No answer / don't know,Urban regions,No,0.98378,209,209,0.96661,1.00094
2009,No answer / don't know,Rural regions,No,0.98964,113,113,0.97089,1.00839
2009,Pre-primary Level,Urban regions,No,0.99907,218,218,0.99500,1.00313
2009,Pre-primary Level,Rural regions,No,0.96579,93,93,0.92865,1.00293
2009,Primary Level,Urban regions,No,0.76148,94,94,0.67486,0.84809
2009,Primary Level,Rural regions,No,0.79827,31,31,0.65466,0.94187
2009,Lower Secondary Level,Urban regions,Yes,0.27990,297,1190,0.25438,0.30542
2009,Lower Secondary Level,Urban regions,No,0.72010,893,1190,0.69458,0.74562
2009,Lower Secondary Level,Rural regions,Yes,0.31663,183,598,0.27931,0.35394
2009,Lower Secondary Level,Rural regions,No,0.68337,415,598,0.64606,0.72069
2009,Upper Secondary Level,Urban regions,Yes,0.24920,1345,5604,0.23787,0.26052
2009,Upper Secondary Level,Urban regions,No,0.75080,4259,5604,0.73948,0.76213
2009,Upper Secondary Level,Rural regions,Yes,0.26055,908,3459,0.24592,0.27518
2009,Upper Secondary Level,Rural regions,No,0.73945,2551,3459,0.72482,0.75408
2009,Post-secondary Non-tertiary Level,Urban regions,Yes,0.14827,111,736,0.12258,0.17396
2009,Post-secondary Non-tertiary Level,Urban regions,No,0.85173,625,736,0.82604,0.87742
2009,Post-secondary Non-tertiary Level,Rural regions,Yes,0.13357,38,259,0.09206,0.17508
2009,Post-secondary Non-tertiary Level,Rural regions,No,0.86643,221,259,0.82492,0.90794
2009,First Stage of Tertiary Education,Urban regions,Yes,0.23484,195,808,0.20560,0.26409
2009,First Stage of Tertiary Education,Urban regions,No,0.76516,613,808,0.73591,0.79440
2009,First Stage of Tertiary Education,Rural regions,Yes,0.30344,154,523,0.26400,0.34288
2009,First Stage of Tertiary Education,Rural regions,No,0.69656,369,523,0.65712,0.73600
2009,Second Stage of Tertiary Education,Urban regions,Yes,0.18630,597,2827,0.17195,0.20066
2009,Second Stage of Tertiary Education,Urban regions,No,0.81370,2230,2827,0.79934,0.82805
2009,Second Stage of Tertiary Education,Rural regions,Yes,0.27166,345,1208,0.24657,0.29676
2009,Second Stage of Tertiary Education,Rural regions,No,0.72834,863,1208,0.70324,0.75343
2011,No answer / don't know,Urban regions,No,0.96044,206,206,0.93376,0.98712
2011,No answer / don't know,Rural regions,No,0.98822,95,95,0.96641,1.01003
2011,Pre-primary Level,Urban regions,No,0.99137,229,229,0.97937,1.00338
2011,Primary Level,Urban regions,Yes,0.25348,37,163,0.18650,0.32047
2011,Primary Level,Urban regions,No,0.74652,126,163,0.67953,0.81350
2011,Primary Level,Rural regions,No,0.74734,45,45,0.61894,0.87574
2011,Lower Secondary Level,Urban regions,Yes,0.30059,377,1409,0.27664,0.32454
2011,Lower Secondary Level,Urban regions,No,0.69941,1032,1409,0.67546,0.72336
2011,Lower Secondary Level,Rural regions,Yes,0.30495,226,757,0.27213,0.33777
2011,Lower Secondary Level,Rural regions,No,0.69505,531,757,0.66223,0.72787
2011,Upper Secondary Level,Urban regions,Yes,0.26628,1647,6401,0.25545,0.27711
2011,Upper Secondary Level,Urban regions,No,0.73372,4754,6401,0.72289,0.74455
2011,Upper Secondary Level,Rural regions,Yes,0.28620,1132,4089,0.27234,0.30005
2011,Upper Secondary Level,Rural regions,No,0.71380,2957,4089,0.69995,0.72766
2011,Post-secondary Non-tertiary Level,Urban regions,Yes,0.16431,136,874,0.13973,0.18889
2011,Post-secondary Non-tertiary Level,Urban regions,No,0.83569,738,874,0.81111,0.86027
2011,Post-secondary Non-tertiary Level,Rural regions,Yes,0.18400,54,326,0.14187,0.22613
2011,Post-secondary Non-tertiary Level,Rural regions,No,0.81600,272,326,0.77387,0.85813
2011,First Stage of Tertiary Education,Urban regions,Yes,0.30721,254,864,0.27643,0.33799
2011,First Stage of Tertiary Education,Urban regions,No,0.69279,610,864,0.66201,0.72357
2011,First Stage of Tertiary Education,Rural regions,Yes,0.29465,161,581,0.25754,0.33175
2011,First Stage of Tertiary Education,Rural regions,No,0.70535,420,581,0.66825,0.74246
2011,Second Stage of Tertiary Education,Urban regions,Yes,0.20261,704,3232,0.18875,0.21647
2011,Second Stage of Tertiary Education,Urban regions,No,0.79739,2528,3232,0.78353,0.81125
2011,Second Stage of Tertiary Education,Rural regions,Yes,0.30551,404,1356,0.28099,0.33004
2011,Second Stage of Tertiary Education,Rural regions,No,0.69449,952,1356,0.66996,0.71901
2013,No answer / don't know,Urban regions,No,0.95841,174,174,0.92865,0.98816
2013,No answer / don't know,Rural regions,No,0.93917,81,81,0.88679,0.99155
2013,Pre-primary Level,Urban regions,No,0.97155,180,180,0.94719,0.99591
2013,Pre-primary Level,Rural regions,No,0.96687,74,74,0.92581,1.00793
2013,Primary Level,Urban regions,No,0.74590,99,99,0.65970,0.83210
2013,Primary Level,Rural regions,No,0.76419,50,50,0.64533,0.88305
2013,Lower Secondary Level,Urban regions,Yes,0.33734,354,1206,0.31064,0.36403
2013,Lower Secondary Level,Urban regions,No,0.66266,852,1206,0.63597,0.68936
2013,Lower Secondary Level,Rural regions,Yes,0.34795,216,645,0.31116,0.38474
2013,Lower Secondary Level,Rural regions,No,0.65205,429,645,0.61526,0.68884
2013,Upper Secondary Level,Urban regions,Yes,0.31179,1660,5638,0.29970,0.32388
2013,Upper Secondary Level,Urban regions,No,0.68821,3978,5638,0.67612,0.70030
2013,Upper Secondary Level,Rural regions,Yes,0.33720,1260,3769,0.32211,0.35230
2013,Upper Secondary Level,Rural regions,No,0.66280,2509,3769,0.64770,0.67789
2013,Post-secondary Non-tertiary Level,Urban regions,Yes,0.20539,162,789,0.17718,0.23360
2013,Post-secondary Non-tertiary Level,Urban regions,No,0.79461,627,789,0.76640,0.82282
2013,Post-secondary Non-tertiary Level,Rural regions,Yes,0.22713,63,307,0.18019,0.27408
2013,Post-secondary Non-tertiary Level,Rural regions,No,0.77287,244,307,0.72592,0.81981
2013,First Stage of Tertiary Education,Urban regions,Yes,0.32108,249,786,0.28842,0.35375
2013,First Stage of Tertiary Education,Urban regions,No,0.67892,537,786,0.64625,0.71158
